NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0910
Entries & Exits","0809
Entries & Exits",0910 interchanges,Check,Check Detail,Check Reason
5131,ABW,Abbey Wood,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"206,421","344,832","890,181","1,441,434","206,421","344,832","890,181","1,441,434","2,882,868","3,029,176",0,,,
3813,ABE,Aber,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"27,999","23,580","44,815","96,394","27,999","23,580","44,815","96,394","192,788","192,180",0,,,
3801,ACY,Abercynon,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"36,723","36,922","24,206","97,851","36,723","36,922","24,206","97,851","195,702","194,164","29,324",,,
3982,ABA,Aberdare,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"81,352","103,415","69,143","253,910","81,352","103,415","69,143","253,910","507,820","506,004",0,,,
8976,ABD,Aberdeen,Scotland,Aberdeen City,Aberdeen City,UKM1,North Eastern Scotland,First ScotRail,,,,,"426,608","712,153","189,746","1,328,507","426,608","712,153","189,746","1,328,507","2,657,014","2,568,810","164,299",,,
9090,AUR,Aberdour,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"18,721","28,384","18,832","65,937","18,721","28,384","18,832","65,937","131,874","128,074",0,,,
4435,AVY,Aberdovey,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"11,310","2,688",0,"13,998","11,310","2,688",0,"13,998","27,996","25,418",0,,,
4440,ABH,Abererch,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,625,38,0,663,625,38,0,663,"1,326","1,258",0,,,
3602,AGV,Abergavenny,Wales - Cymru,Monmouthshire - Sir Fynwy,Monmouthshire - Sir Fynwy,UKL2,East Wales,Arriva Trains Wales,,,,,"59,241","88,504","24,498","172,243","59,241","88,504","24,498","172,243","344,486","315,986",0,,,
2448,AGL,Abergele & Pensarn,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"11,830","20,720","3,005","35,555","11,830","20,720","3,005","35,555","71,110","70,296",0,,,
4303,AYW,Aberystwyth,Wales - Cymru,Ceredigion - Sir Ceredigion,Ceredigion - Sir Ceredigion,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"74,689","74,217",979,"149,885","74,689","74,217",979,"149,885","299,770","273,410",0,,,
2552,ACR,Accrington,North West,Lancashire,Hyndburn,UKD4,Lancashire,Northern Rail,,,,,"86,268","33,857","19,596","139,721","86,268","33,857","19,596","139,721","279,442","275,652",0,,,
8600,AAT,Achanalt,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,83,18,0,101,83,18,0,101,202,230,0,,,
8601,ACN,Achnasheen,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"1,095",712,0,"1,807","1,095",712,0,"1,807","3,614","3,202",0,,,
8602,ACH,Achnashellach,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,276,113,0,389,276,113,0,389,778,646,0,,,
7662,ACK,Acklington,North East,Northumberland,Alnwick,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,119,15,0,134,119,15,0,134,268,778,0,,,
7286,ACL,Acle,East,Norfolk,Broadland,UKH1,East Anglia,National Express East Anglia,,,,,"8,921","11,429","2,391","22,741","8,921","11,429","2,391","22,741","45,482","50,764",0,,,
4529,ACG,Acocks Green,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"39,797","53,084","99,249","192,130","39,797","53,084","99,249","192,130","384,260","383,698",0,,,
2287,ACB,Acton Bridge,North West,Cheshire,Vale Royal,UKD2,Cheshire,London Midland Trains,,,,,"2,849","1,222","2,758","6,829","2,849","1,222","2,758","6,829","13,658","14,480",0,,,
1404,ACC,Acton Central,London,Greater London,Ealing,UKI2,Outer London,London Overground,,,London Travelcard Area Station,,"56,304","77,729","344,428","478,461","56,304","77,729","344,428","478,461","956,922","1,112,142",0,,,
3000,AML,Acton Main Line,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station,,"14,902","16,641","100,518","132,061","14,902","16,641","100,518","132,061","264,122","336,108",0,check,decline > 20% below mean,No obvious reason to explain change in usage
1036,ADD,Adderley Park,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"3,356","5,479","5,972","14,807","3,356","5,479","5,972","14,807","29,614","30,060",0,,,
9310,ADW,Addiewell,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"4,437","5,911","2,521","12,869","4,437","5,911","2,521","12,869","25,738","15,012",0,check,increase > 20% above mean,HMP Addiewell opened in December 2008
5550,ASN,Addlestone,South East,Surrey,Runnymede,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"58,128","44,839","92,996","195,963","58,128","44,839","92,996","195,963","391,926","402,728",0,,,
5160,ADM,Adisham,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,,"3,735","6,132","12,913","22,780","3,735","6,132","12,913","22,780","45,560","49,002",0,,,
2939,ADC,Adlington (Cheshire),North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,"3,336","2,929",544,"6,809","3,336","2,929",544,"6,809","13,618","16,224",0,,,
2641,ADL,Adlington (Lancashire),North West,Lancashire,Chorley,UKD4,Lancashire,Northern Rail,,,,,"23,759","10,882","12,664","47,305","23,759","10,882","12,664","47,305","94,610","91,126",0,,,
8353,AWK,Adwick,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"53,956","28,064","40,432","122,452","53,956","28,064","40,432","122,452","244,904","253,986",0,,,
2255,AIG,Aigburth,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"113,625","139,822","95,049","348,496","113,625","139,822","95,049","348,496","696,992","761,362",0,,,
2350,ANS,Ainsdale,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"139,615","230,191","107,858","477,664","139,615","230,191","107,858","477,664","955,328","998,438",0,,,
2125,AIN,Aintree,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"193,252","252,249","141,137","586,638","193,252","252,249","141,137","586,638","1,173,276","1,251,404",0,,,
9695,AIR,Airbles,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"22,425","18,661","11,159","52,245","22,425","18,661","11,159","52,245","104,490","107,524",0,,,
9759,ADR,Airdrie,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"163,813","147,246","216,396","527,455","163,813","147,246","216,396","527,455","1,054,910","1,067,384",0,,,
5132,AYP,Albany Park,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"64,998","65,161","329,634","459,793","64,998","65,161","329,634","459,793","919,586","969,360",0,,,
4614,ALB,Albrighton,West Midlands,Shropshire,Bridgnorth,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,,,"13,390","12,576","12,654","38,620","13,390","12,576","12,654","38,620","77,240","77,216",0,,,
2760,ALD,Alderley Edge,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,"36,232","35,148","18,309","89,689","36,232","35,148","18,309","89,689","179,378","172,716",0,,,
3145,AMT,Aldermaston,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"7,998","11,711","12,798","32,507","7,998","11,711","12,798","32,507","65,014","64,800",0,,,
5623,AHT,Aldershot,South East,Hampshire,Rushmoor,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"203,385","282,936","217,041","703,362","203,385","282,936","217,041","703,362","1,406,724","1,441,470","178,810",,,
5280,AGT,Aldrington,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"16,502","27,708","34,726","78,936","16,502","27,708","34,726","78,936","157,872","150,928",0,,,
6025,AAP,Alexandra Palace,London,Greater London,Haringey,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"74,171","111,811","345,760","531,742","74,171","111,811","345,760","531,742","1,063,484","1,057,712","117,405",,,
9905,AXP,Alexandra Parade,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"33,389","22,500","15,416","71,305","33,389","22,500","15,416","71,305","142,610","128,474",0,,,
9861,ALX,Alexandria,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"54,623","57,762","59,234","171,619","54,623","57,762","59,234","171,619","343,238","333,302",0,,,
1805,ALF,Alfreton,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"42,752","39,142","11,882","93,776","42,752","39,142","11,882","93,776","187,552","158,850",0,,,
7520,ALW,Allen's West,North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,Northern Rail,,,,,"17,641","2,731","9,276","29,648","17,641","2,731","9,276","29,648","59,296","66,958",0,,,
9883,ALO,Alloa,Scotland,Clackmannan,Clackmannan,UKM2,Eastern Scotland,First ScotRail,,,,,"48,901","110,361","35,774","195,036","48,901","110,361","35,774","195,036","390,072","335,654",0,,,
8605,ASS,Alness,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"4,394","1,640","1,119","7,153","4,394","1,640","1,119","7,153","14,306","13,722",0,,,
7787,ALM,Alnmouth,North East,Northumberland,Alnwick,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,"24,603","56,232","15,355","96,190","24,603","56,232","15,355","96,190","192,380","197,222",532,,,
6847,ALR,Alresford,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,,"5,246","4,755","18,005","28,006","5,246","4,755","18,005","28,006","56,012","50,888",0,,,
1223,ASG,Alsager,North West,Cheshire,Congleton,UKD2,Cheshire,East Midlands Trains,,,,,"16,483","7,347","4,315","28,145","16,483","7,347","4,315","28,145","56,290","35,342",0,check,increase > 20% above mean,Improved timetable introduced in December 2008
6869,ALN,Althorne,East,Essex,Maldon,UKH3,Essex,National Express East Anglia,,,,,"4,161","3,028","10,353","17,542","4,161","3,028","10,353","17,542","35,084","42,418",0,,,
6532,ALP,Althorpe,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"1,075","2,049",226,"3,350","1,075","2,049",226,"3,350","6,700","8,906",0,,,
8606,ABC,Altnabreac,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,69,9,0,78,69,9,0,78,156,212,0,,,
5544,AON,Alton,South East,Hampshire,East Hampshire,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"74,768","110,673","167,850","353,291","74,768","110,673","167,850","353,291","706,582","650,674",0,,,
2806,ALT,Altrincham,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"32,749","60,391","39,326","132,466","32,749","60,391","39,326","132,466","264,932","260,882",0,,,
1198,ALV,Alvechurch,West Midlands,Worcestershire,Bromsgrove,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,,"33,035","13,984","21,912","68,931","33,035","13,984","21,912","68,931","137,862","135,048",0,,,
1678,AMB,Ambergate,East Midlands,Derbyshire,Amber Valley,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"6,225","10,381","1,315","17,921","6,225","10,381","1,315","17,921","35,842","25,868",0,check,increase > 20% above mean,Improved timetable introduced in December 2008
5250,AMY,Amberley,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"4,634","12,718","7,151","24,503","4,634","12,718","7,151","24,503","49,006","48,570",0,,,
506,AMR,Amersham,South East,Buckinghamshire,Chiltern,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Underground,,,,,"110,018","208,138","291,312","609,468","110,018","208,138","291,312","609,468","1,218,936","1,059,766",0,,,
4236,AMF,Ammanford,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"6,591","1,785",386,"8,762","6,591","1,785",386,"8,762","17,524","16,506",0,,,
6358,ANC,Ancaster,East Midlands,Lincolnshire,South Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,,,"1,084",305,493,"1,882","1,084",305,493,"1,882","3,764","4,652",0,,,
9965,AND,Anderston,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"81,898","28,206","165,843","275,947","81,898","28,206","165,843","275,947","551,894","561,906",0,,,
5510,ADV,Andover,South East,Hampshire,Test Valley,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"100,633","213,905","200,881","515,419","100,633","213,905","200,881","515,419","1,030,838","1,070,908","1,023",,,
5397,ANY,Anerley,London,Greater London,Bromley,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"31,251","45,105","113,804","190,160","31,251","45,105","113,804","190,160","380,320","387,558",0,,,
6909,AGR,Angel Road,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"2,959","1,754","8,767","13,480","2,959","1,754","8,767","13,480","26,960","32,394",0,,,
5267,ANG,Angmering,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"64,647","166,588","114,106","345,341","64,647","166,588","114,106","345,341","690,682","678,478",0,,,
9451,ANN,Annan,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,First ScotRail,,,,,"6,187","48,179","1,380","55,746","6,187","48,179","1,380","55,746","111,492","112,566",0,,,
9972,ANL,Anniesland,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"185,827","133,544","180,041","499,412","185,827","133,544","180,041","499,412","998,824","962,696",0,,,
2662,AFV,Ansdell & Fairhaven,North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,,,"10,433","5,474","1,805","17,712","10,433","5,474","1,805","17,712","35,424","36,544",0,,,
2052,APP,Appleby,North West,Cumbria,Eden,UKD1,Cumbria,Northern Rail,,,,,"24,930","3,412","2,650","30,992","24,930","3,412","2,650","30,992","61,984","61,904",0,,,
5003,APD,Appledore,South East,Kent,Ashford,UKJ4,Kent,Southern,,,,,"3,396","5,547","6,801","15,744","3,396","5,547","6,801","15,744","31,488","32,856",0,,,
3109,APF,Appleford,South East,Oxfordshire,Vale Of White Horse,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"1,017","1,814","1,712","4,543","1,017","1,814","1,712","4,543","9,086","10,772",0,,,
2396,APB,Appley Bridge,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,,"18,433","71,970","19,627","110,030","18,433","71,970","19,627","110,030","220,060","206,156",0,,,
1430,APS,Apsley,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"45,084","64,894","71,570","181,548","45,084","64,894","71,570","181,548","363,096","396,118",0,,,
9079,ARB,Arbroath,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,,,"72,952","87,260","36,443","196,655","72,952","87,260","36,443","196,655","393,310","410,162",75,,,
8613,ARD,Ardgay,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"3,205",489,0,"3,694","3,205",489,0,"3,694","7,388","6,516",0,,,
9962,AUI,Ardlui,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,,787,198,0,985,787,198,0,985,"1,970","2,212",0,,,
9453,ADS,Ardrossan Harbour,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,,,"31,502","16,799","6,980","55,281","31,502","16,799","6,980","55,281","110,562","102,690",0,,,
9569,ASB,Ardrossan South Beach,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,,,"30,758","34,947","42,296","108,001","30,758","34,947","42,296","108,001","216,002","219,852",283,,,
9455,ADN,Ardrossan Town,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,ARDROSSAN BR,Strathclyde,,,"2,955","3,513","2,816","9,284","2,955","3,513","2,816","9,284","18,568","20,688",0,,,
2960,ADK,Ardwick,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,169,137,71,377,169,137,71,377,754,574,0,,,
9961,AGS,Argyle Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"147,623","113,514","106,241","367,378","147,623","113,514","106,241","367,378","734,756","748,878",0,,,
8821,ARG,Arisaig,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"2,304","1,234",0,"3,538","2,304","1,234",0,"3,538","7,076","6,188",0,,,
6171,ARL,Arlesey,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"50,989","59,663","94,876","205,528","50,989","59,663","94,876","205,528","411,056","413,870",0,,,
2054,AWT,Armathwaite,North West,Cumbria,Eden,UKD1,Cumbria,Northern Rail,,,,,"3,421",370,"1,273","5,064","3,421",370,"1,273","5,064","10,128","10,266",0,,,
1963,ARN,Arnside,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,,"24,270","23,312","6,267","53,849","24,270","23,312","6,267","53,849","107,698","102,314",0,,,
8045,ARR,Arram,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,411,512,836,"1,759",411,512,836,"1,759","3,518","2,698",0,,,
9963,ART,Arrochar & Tarbet,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,,,"2,268","2,155",83,"4,506","2,268","2,155",83,"4,506","9,012","10,038",0,,,
5251,ARU,Arundel,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"21,569","67,444","44,904","133,917","21,569","67,444","44,904","133,917","267,834","262,294",0,,,
5666,ACT,Ascot,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,,"162,853","227,607","116,760","507,220","162,853","227,607","116,760","507,220","1,014,440","1,081,070","246,762",,,
3003,AUW,Ascott-Under-Wychwood,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,296,296,540,"1,132",296,296,540,"1,132","2,264","2,860",0,,,
5641,ASH,Ash,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"35,265","45,085","64,116","144,466","35,265","45,085","64,116","144,466","288,932","281,700","38,106",,,
5547,AHV,Ash Vale,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"50,223","60,870","107,836","218,929","50,223","60,870","107,836","218,929","437,858","476,558","133,963",,,
2941,ABY,Ashburys,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"8,665","11,694","13,920","34,279","8,665","11,694","13,920","34,279","68,558","66,526",0,,,
4700,ASC,Ashchurch,South West,Gloucestershire,Tewkesbury,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"13,173","12,947","6,191","32,311","13,173","12,947","6,191","32,311","64,622","67,390",0,,,
9953,ASF,Ashfield,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"12,442","11,259","5,322","29,023","12,442","11,259","5,322","29,023","58,046","53,040",0,,,
5667,AFS,Ashford (Middlesex),South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"100,920","101,407","274,959","477,286","100,920","101,407","274,959","477,286","954,572","998,700",0,,,
5004,AFK,Ashford International,South East,Kent,Ashford,UKJ4,Kent,Southeastern,,,,,"251,728","501,874","624,443","1,378,045","251,728","501,874","624,443","1,378,045","2,756,090","2,758,866","383,237",,,
2850,ASY,Ashley,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,830,"1,093",241,"2,164",830,"1,093",241,"2,164","4,328","4,740",0,,,
5347,AHD,Ashtead,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"117,267","145,134","265,742","528,143","117,267","145,134","265,742","528,143","1,056,286","1,048,224",0,,,
2790,AHN,Ashton-Under-Lyne,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"34,983","128,264","67,296","230,543","34,983","128,264","67,296","230,543","461,086","450,868",0,,,
5398,AHS,Ashurst,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southern,,,,,"2,261","3,100","2,986","8,347","2,261","3,100","2,986","8,347","16,694","20,172",0,,,
5906,ANF,Ashurst New Forest,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"13,310","14,643","16,402","44,355","13,310","14,643","16,402","44,355","88,710","88,500",0,,,
6083,AWM,Ashwell & Morden,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,First Capital Connect,,,,,"13,115","7,985","35,075","56,175","13,115","7,985","35,075","56,175","112,350","116,908",0,,,
1953,ASK,Askam,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,Northern Rail,,,,,"15,606","2,095","18,509","36,210","15,606","2,095","18,509","36,210","72,420","43,230",0,check,increase > 20% above mean,No obvious reason to explain change in usage
6233,ALK,Aslockton,East Midlands,Nottinghamshire,Rushcliffe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"4,577","1,378",901,"6,856","4,577","1,378",901,"6,856","13,712","18,334",0,check,decline > 20% below mean,No obvious reason to explain change in usage
2095,ASP,Aspatria,North West,Cumbria,Allerdale,UKD1,Cumbria,Northern Rail,,,,,"11,902","2,766","1,643","16,311","11,902","2,766","1,643","16,311","32,622","27,540",0,,,
1380,APG,Aspley Guise,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"1,411","2,204","2,059","5,674","1,411","2,204","2,059","5,674","11,348","14,050",0,,,
1004,AST,Aston,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"40,551","74,524","57,321","172,396","40,551","74,524","57,321","172,396","344,792","341,302","42,369",,,
1074,ATH,Atherstone,West Midlands,Warwickshire,North Warwickshire,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,,"11,334","5,899","2,770","20,003","11,334","5,899","2,770","20,003","40,006","10,630",0,check,increase > 20% above mean,Improved timetable introduced in December 2008
2584,ATN,Atherton,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"32,987","79,754","71,036","183,777","32,987","79,754","71,036","183,777","367,554","369,202",0,,,
8608,ATT,Attadale,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,173,66,0,239,173,66,0,239,478,472,0,,,
1624,ATB,Attenborough,East Midlands,Nottinghamshire,Broxtowe,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"19,350","2,945","7,079","29,374","19,350","2,945","7,079","29,374","58,748","37,418",0,check,increase > 20% above mean,Improved timetable introduced in December 2008
7367,ATL,Attleborough,East,Norfolk,Breckland,UKH1,East Anglia,National Express East Anglia,,,,,"26,360","35,096","15,249","76,705","26,360","35,096","15,249","76,705","153,410","154,064",0,,,
9457,AUK,Auchinleck,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"8,595","7,809","2,505","18,909","8,595","7,809","2,505","18,909","37,818","35,758",0,,,
7017,AUD,Audley End,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,,"71,492","102,357","187,454","361,303","71,492","102,357","187,454","361,303","722,606","765,608","2,275",,,
2215,AUG,Aughton Park,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,,,"19,134","19,763","15,899","54,796","19,134","19,763","15,899","54,796","109,592","124,736",0,,,
8610,AVM,Aviemore,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"26,499","35,099",888,"62,486","26,499","35,099",888,"62,486","124,972","121,090",72,,,
3265,AVF,Avoncliff,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"3,912","3,592",616,"8,120","3,912","3,592",616,"8,120","16,240","15,774",0,,,
3200,AVN,Avonmouth,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"22,383","2,002","9,839","34,224","22,383","2,002","9,839","34,224","68,448","61,948",0,,,
5714,AXM,Axminster,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,,,"17,649","81,814","6,139","105,602","17,649","81,814","6,139","105,602","211,204","213,590",0,,,
1492,AYS,Aylesbury,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,,"162,294","160,674","189,600","512,568","162,294","160,674","189,600","512,568","1,025,136","1,093,076","5,094",,,
1090,AVP,Aylesbury Vale Parkway,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,,"5,795","7,463","11,348","24,606","5,795","7,463","11,348","24,606","49,212","13,042",0,check,increase > 20% above mean,New station opened during 2008/09 year
5162,AYL,Aylesford,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"18,197","12,942","16,950","48,089","18,197","12,942","16,950","48,089","96,178","97,428",0,,,
5197,AYH,Aylesham,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,,"10,831","16,792","9,379","37,002","10,831","16,792","9,379","37,002","74,004","89,906",0,,,
9463,AYR,Ayr,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"262,624","277,269","172,073","711,966","262,624","277,269","172,073","711,966","1,423,932","1,459,894","42,873",,,
2187,BAC,Bache,North West,Cheshire,Chester,UKD2,Cheshire,Merseyrail,,,,,"42,920","43,948","6,984","93,852","42,920","43,948","6,984","93,852","187,704","104,334",0,check,increase > 20% above mean,It is understood that ticket vending machines were installed during 2009
4186,BAJ,Baglan,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"2,485","3,493","4,508","10,486","2,485","3,493","4,508","10,486","20,972","18,506",0,,,
