NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0910
Entries & Exits","0809
Entries & Exits",0910 interchanges,Check,Check Detail,Check Reason
5235,HIB,High Brooms,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,,,"74,297","132,230","266,686","473,213","74,297","132,230","266,686","473,213","946,426","846,934",0,,,
9909,HST,High Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"79,032","53,154","56,228","188,414","79,032","53,154","56,228","188,414","376,828","361,418",0,,,
3054,HWY,High Wycombe,South East,Buckinghamshire,Wycombe,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,,"369,782","325,533","380,223","1,075,538","369,782","325,533","380,223","1,075,538","2,151,076","2,182,592","45,260",,,
5202,HGM,Higham,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,,,"15,611","21,555","71,059","108,225","15,611","21,555","71,059","108,225","216,450","245,946",0,,,
6919,HIP,Highams Park,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"100,842","150,009","481,455","732,306","100,842","150,009","481,455","732,306","1,464,612","1,591,470",0,,,
3314,HIG,Highbridge & Burnham,South West,Somerset,Sedgemoor,UKK2,Dorset and Somerset,First Great Western,,,,,"23,369","43,426","7,433","74,228","23,369","43,426","7,433","74,228","148,456","145,886",0,,,
6009,HHY,Highbury & Islington,London,Greater London,Islington,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"495,254","857,155","1,481,773","2,834,182","495,216","857,077","1,481,658","2,833,951","5,668,133","4,173,338","173,814",check,increase > 20% above mean,"London area station, Oyster PAYG data"
2356,HTO,Hightown,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"45,359","121,447","38,172","204,978","45,359","121,447","38,172","204,978","409,956","439,588",0,,,
5236,HLB,Hildenborough,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"32,617","51,038","188,341","271,996","32,617","51,038","188,341","271,996","543,992","561,030",0,,,
9983,HLF,Hillfoot,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"55,133","38,938","45,227","139,298","55,133","38,938","45,227","139,298","278,596","280,494",0,,,
9676,HLE,Hillington East,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,,,"29,674","18,003","53,168","100,845","29,674","18,003","53,168","100,845","201,690","204,580",0,,,
9630,HLW,Hillington West,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,,,"43,392","17,920","54,900","116,212","43,392","17,920","54,900","116,212","232,424","245,796",0,,,
2231,HIL,Hillside,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"69,909","145,612","74,209","289,730","69,909","145,612","74,209","289,730","579,460","688,812",0,,,
5539,HLS,Hilsea,South East,Portsmouth,Portsmouth,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"61,956","24,707","45,799","132,462","61,956","24,707","45,799","132,462","264,924","280,332","5,209",,,
5591,HYW,Hinchley Wood,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"31,714","31,797","95,207","158,718","31,714","31,797","95,207","158,718","317,436","330,502",0,,,
1870,HNK,Hinckley,East Midlands,Leicestershire,Hinckley And Bosworth,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,West Midlands,,,"34,740","58,089","43,926","136,755","34,740","58,089","43,926","136,755","273,510","286,728",0,,,
2398,HIN,Hindley,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"23,898","67,767","25,123","116,788","23,898","67,767","25,123","116,788","233,576","209,976","6,011",,,
5880,HNA,Hinton Admiral,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"22,300","21,543","35,034","78,877","22,300","21,543","35,034","78,877","157,754","167,576",0,,,
6086,HIT,Hitchin,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"341,259","360,615","537,542","1,239,416","341,259","360,615","537,542","1,239,416","2,478,832","2,569,494","139,930",,,
5107,HGR,Hither Green,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"185,413","223,014","881,216","1,289,643","185,413","223,014","881,216","1,289,643","2,579,286","2,730,874","443,493",,,
6880,HOC,Hockley,East,Essex,Rochford,UKH3,Essex,National Express East Anglia,,,,,"68,009","108,369","92,478","268,856","68,009","108,369","92,478","268,856","537,712","545,868",0,,,
5141,HBN,Hollingbourne,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,,,"3,451","6,089","10,993","20,533","3,451","6,089","10,993","20,533","41,066","44,960",0,,,
2901,HOD,Hollinwood,North West,Greater Manchester,Oldham,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"2,797","11,074","11,293","25,164","2,797","11,074","11,293","25,164","50,328","80,754",0,check,decline > 20% below mean,Station closed during 2009/10 (Oldham loop)
1221,HCH,Holmes Chapel,North West,Cheshire,Congleton,UKD2,Cheshire,Northern Rail,,,,,"29,666","22,094","9,163","60,923","29,666","22,094","9,163","60,923","121,846","131,482",0,,,
5308,HLM,Holmwood,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"5,130","5,562","13,887","24,579","5,130","5,562","13,887","24,579","49,158","43,442",0,,,
5941,HOL,Holton Heath,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,,,"8,810","2,093","3,485","14,388","8,810","2,093","3,485","14,388","28,776","30,538",0,,,
2437,HHD,Holyhead,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"17,634","69,347","5,772","92,753","17,634","69,347","5,772","92,753","185,506","184,628",512,,,
9738,HLY,Holytown,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"15,758","16,568","19,297","51,623","15,758","16,568","19,297","51,623","103,246","101,312","19,020",,,
6979,HMN,Homerton,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"53,765","91,534","505,987","651,286","53,765","91,534","505,987","651,286","1,302,572","1,542,802",0,,,
4794,HYB,Honeybourne,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",First Great Western,,,,,"4,310","10,519","2,697","17,526","4,310","10,519","2,697","17,526","35,052","37,350",0,,,
5717,HON,Honiton,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,,,"29,507","98,456","18,487","146,450","29,507","98,456","18,487","146,450","292,900","293,298","2,573",,,
8436,HOY,Honley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"12,882","6,740","8,701","28,323","12,882","6,740","8,701","28,323","56,646","52,344",0,,,
5418,HPA,Honor Oak Park,London,Greater London,Lewisham,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"133,686","170,003","459,165","762,854","133,686","170,003","459,165","762,854","1,525,708","1,461,168",0,,,
5523,HOK,Hook,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"78,652","112,628","131,625","322,905","78,652","112,628","131,625","322,905","645,810","650,240",0,,,
2193,HOO,Hooton,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,,,"99,163","128,862","35,808","263,833","99,163","128,862","35,808","263,833","527,666","540,926","34,842",,,
2432,HPE,Hope (Clwyd),Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,,,"10,063",766,495,"11,324","10,063",766,495,"11,324","22,648","23,800",0,,,
2828,HOP,Hope (Derbyshire),East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,,"11,028","11,887","1,190","24,105","11,028","11,887","1,190","24,105","48,210","44,416",0,,,
4189,HPT,Hopton Heath,West Midlands,Shropshire,South Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,,,267,73,0,340,267,73,0,340,680,"1,268",0,,,
5365,HOR,Horley,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"101,264","156,801","192,027","450,092","101,264","156,801","192,027","450,092","900,184","1,096,774",0,,,
8212,HBP,Hornbeam Park,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,,,"55,645","32,067","35,101","122,813","55,645","32,067","35,101","122,813","245,626","248,600",0,,,
6015,HRN,Hornsey,London,Greater London,Haringey,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"71,131","99,494","300,789","471,414","71,131","99,494","300,789","471,414","942,828","896,096",0,,,
8499,HRS,Horsforth,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"155,089","128,892","140,662","424,643","155,089","128,892","140,662","424,643","849,286","856,040",0,,,
5309,HRH,Horsham,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"220,594","394,342","565,590","1,180,526","220,594","394,342","565,590","1,180,526","2,361,052","2,434,852","83,043",,,
5562,HSY,Horsley,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"45,170","49,234","95,433","189,837","45,170","49,234","95,433","189,837","379,674","379,728",0,,,
2105,HIR,Horton In Ribblesdale,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,,,"7,116","1,262",179,"8,557","7,116","1,262",179,"8,557","17,114","16,870",0,,,
8720,HWI,Horwich Parkway,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"63,945","94,718","72,337","231,000","63,945","94,718","72,337","231,000","462,000","408,044",0,,,
2399,HSC,Hoscar,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,,268,366,0,634,268,366,0,634,"1,268","1,530",0,,,
2303,HGN,Hough Green,North West,Halton,Halton,UKD2,Cheshire,Northern Rail,,,,,"27,975","39,479","5,910","73,364","27,975","39,479","5,910","73,364","146,728","159,906",0,,,
5563,HOU,Hounslow,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"106,831","110,317","282,204","499,352","106,831","110,317","282,204","499,352","998,704","1,021,236","1,698",,,
5273,HOV,Hove,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,BRIGHTON BR,,,,"176,373","437,289","516,178","1,129,840","176,373","437,289","516,178","1,129,840","2,259,680","2,302,638","458,357",,,
7327,HXM,Hoveton & Wroxham,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,,"16,803","29,515","3,809","50,127","16,803","29,515","3,809","50,127","100,254","104,096",0,,,
1563,HWW,How Wood (Hertfordshire),East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"5,466","4,624","5,923","16,013","5,466","4,624","5,923","16,013","32,026","36,262",0,,,
8071,HOW,Howden,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"8,764","11,746","17,846","38,356","8,764","11,746","17,846","38,356","76,712","83,992",0,,,
1734,HOZ,Howwood,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"9,047","5,316","6,363","20,726","9,047","5,316","6,363","20,726","41,452","42,866",0,,,
2194,HYK,Hoylake,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"70,275","149,749","63,207","283,231","70,275","149,749","63,207","283,231","566,462","602,660",0,,,
6221,HBB,Hubberts Bridge,East Midlands,Lincolnshire,Boston,UKF3,Lincolnshire,East Midlands Trains,,,,,113,24,11,148,113,24,11,148,296,558,0,,,
1862,HKN,Hucknall,East Midlands,Nottinghamshire,Ashfield,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"41,132","31,433","11,026","83,591","41,132","31,433","11,026","83,591","167,182","156,470",0,,,
8437,HUD,Huddersfield,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,First TransPennine Express,,West Yorkshire,,,"479,318","807,183","502,539","1,789,040","479,318","807,183","502,539","1,789,040","3,578,080","3,565,582","243,193",,,
8126,HUL,Hull,Yorkshire And The Humber,Kingston Upon Hull City Of,Kingston Upon Hull City Of,UKE1,East Riding and North Linconshire,First TransPennine Express,,,,,"248,747","617,998","206,267","1,073,012","248,747","617,998","206,267","1,073,012","2,146,024","2,162,500","64,660",,,
2937,HUP,Humphrey Park,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"3,167","3,312","5,431","11,910","3,167","3,312","5,431","11,910","23,820","22,178",0,,,
2558,HCT,Huncoat,North West,Lancashire,Hyndburn,UKD4,Lancashire,Northern Rail,,,,,"5,076",773,788,"6,637","5,076",773,788,"6,637","13,274","11,300",0,,,
3072,HGD,Hungerford,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"24,400","53,554","57,124","135,078","24,400","53,554","57,124","135,078","270,156","274,808",0,,,
8098,HUB,Hunmanby,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,,,"5,000","4,211","1,059","10,270","5,000","4,211","1,059","10,270","20,540","20,736",0,,,
2235,HNX,Hunt's Cross,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"191,287","261,128","143,052","595,467","191,287","261,128","143,052","595,467","1,190,934","1,269,710","86,608",,,
6108,HUN,Huntingdon,East,Cambridgeshire,Huntingdonshire,UKH1,East Anglia,First Capital Connect,,,,,"167,691","293,121","310,238","771,050","167,691","293,121","310,238","771,050","1,542,100","1,592,696",7,,,
8921,HNT,Huntly,Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,,,"22,035","12,399","7,716","42,150","22,035","12,399","7,716","42,150","84,300","87,894",0,,,
5463,HUR,Hurst Green,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"36,183","58,814","190,057","285,054","36,183","58,814","190,057","285,054","570,108","563,094","100,019",,,
8099,HUT,Hutton Cranswick,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"4,883","7,099","4,751","16,733","4,883","7,099","4,751","16,733","33,466","34,036",0,,,
2160,HUY,Huyton,North West,Merseyside,Knowsley,UKD5,Merseyside,Northern Rail,,Merseyside,,,"82,685","416,385","76,281","575,351","82,685","416,385","76,281","575,351","1,150,702","1,189,112","15,337",,,
2829,HYC,Hyde Central,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"6,065","14,004","6,660","26,729","6,065","14,004","6,660","26,729","53,458","49,846",0,,,
2959,HYT,Hyde North,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"3,276","7,851","6,180","17,307","3,276","7,851","6,180","17,307","34,614","30,722",0,,,
6310,HKM,Hykeham,East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,,,"6,595","3,194","1,842","11,631","6,595","3,194","1,842","11,631","23,262","21,162",0,,,
9845,HYN,Hyndland,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"258,029","194,525","210,174","662,728","258,029","194,525","210,174","662,728","1,325,456","1,316,022","694,406",,,
6851,HYH,Hythe,East,Essex,Colchester,UKH3,Essex,National Express East Anglia,,,,,"8,665","5,620","20,277","34,562","8,665","5,620","20,277","34,562","69,124","60,188",0,,,
9618,IBM,IBM,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"7,123","1,667","64,042","72,832","7,123","1,667","64,042","72,832","145,664","153,358",0,,,
5495,IFI,Ifield,South East,West Sussex,Crawley,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"25,182","33,396","80,371","138,949","25,182","33,396","80,371","138,949","277,898","298,886",0,,,
6881,IFD,Ilford,London,Greater London,Redbridge,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"311,642","543,017","1,827,041","2,681,700","311,642","543,017","1,827,041","2,681,700","5,363,400","5,559,414","19,971",,,
8568,ILK,Ilkley,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"132,513","296,617","181,187","610,317","132,513","296,617","181,187","610,317","1,220,634","1,211,726",0,,,
9586,IMW,Imperial Wharf,London,Greater London,Hammersmith and Fulham,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"29,697","25,774","4,154","59,625","29,697","25,774","4,154","59,625","119,250",0,0,,,
2236,INC,Ince,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"1,737","3,748","1,951","7,436","1,737","3,748","1,951","7,436","14,872","14,910",0,,,
2122,INE,Ince & Elton,North West,Cheshire,Chester,UKD2,Cheshire,Northern Rail,,,,,131,17,0,148,131,17,0,148,296,544,0,,,
6882,INT,Ingatestone,East,Essex,Brentwood,UKH3,Essex,National Express East Anglia,,,,,"75,295","44,811","178,049","298,155","75,295","44,811","178,049","298,155","596,310","637,918",0,,,
8922,INS,Insch,Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,,,"22,718","8,643","9,992","41,353","22,718","8,643","9,992","41,353","82,706","79,466",0,,,
8648,IGD,Invergordon,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"5,732","2,951","1,641","10,324","5,732","2,951","1,641","10,324","20,648","19,974",0,,,
8778,ING,Invergowrie,Scotland,Perth And Kinross,Perth And Kinross,UKM2,Eastern Scotland,First ScotRail,,,,,629,71,179,879,629,71,179,879,"1,758","1,144",0,,,
9136,INK,Inverkeithing,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"133,161","187,277","151,262","471,700","133,161","187,277","151,262","471,700","943,400","993,138","44,282",,,
9646,INP,Inverkip,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"8,407","7,408","9,581","25,396","8,407","7,408","9,581","25,396","50,792","54,166",0,,,
8649,INV,Inverness,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,"189,964","329,714","15,784","535,462","189,964","329,714","15,784","535,462","1,070,924","1,043,712","58,743",,,
8614,INH,Invershin,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,,106,35,0,141,106,35,0,141,282,220,0,,,
8924,INR,Inverurie,Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,,,"62,030","44,089","40,085","146,204","62,030","44,089","40,085","146,204","292,408","223,566",0,check,increase > 20% above mean,Improved timetable introduced in December 2008
7217,IPS,Ipswich,East,Suffolk,Ipswich,UKH1,East Anglia,National Express East Anglia,,,,,"322,115","620,440","444,713","1,387,268","322,115","620,440","444,713","1,387,268","2,774,536","2,825,352","163,575",,,
2817,IRL,Irlam,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"25,620","35,912","27,120","88,652","25,620","35,912","27,120","88,652","177,304","181,272",0,,,
9508,IRV,Irvine,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"129,647","146,040","151,132","426,819","129,647","146,040","151,132","426,819","853,638","873,972",0,,,
5592,ISL,Isleworth,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"102,856","95,088","226,451","424,395","102,856","95,088","226,451","424,395","848,790","812,626",0,,,
3110,ISP,Islip,South East,Oxfordshire,Cherwell,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"4,169","5,149","2,543","11,861","4,169","5,149","2,543","11,861","23,722","16,998",0,check,increase > 20% above mean,Phased timetable improvements in 2008 and 2009
3170,IVR,Iver,South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"15,523","14,157","35,828","65,508","15,523","14,157","35,828","65,508","131,016","156,658",0,,,
3555,IVY,Ivybridge,South West,Devon,South Hams,UKK4,Devon,First Great Western,,,,,"3,480","21,734","3,033","28,247","3,480","21,734","3,033","28,247","56,494","64,154",0,,,
1097,JEQ,Jewellery Quarter,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"34,889","37,281","74,774","146,944","34,889","37,281","74,774","146,944","293,888","294,018",0,,,
4081,JOH,Johnston (Dyfed),Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"2,334",889,0,"3,223","2,334",889,0,"3,223","6,446","5,822",0,,,
9648,JHN,Johnstone,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"208,937","150,534","248,905","608,376","208,937","150,534","248,905","608,376","1,216,752","1,246,380",0,,,
9995,JOR,Jordanhill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"67,799","61,160","57,780","186,739","67,799","61,160","57,780","186,739","373,478","391,684",0,,,
2605,KSL,Kearsley,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"3,869","7,902","4,475","16,246","3,869","7,902","4,475","16,246","32,492","28,668",0,,,
5038,KSN,Kearsney,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,,,"5,804","7,631","4,901","18,336","5,804","7,631","4,901","18,336","36,672","43,264",0,,,
8468,KEI,Keighley,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"274,889","306,507","175,165","756,561","274,889","306,507","175,165","756,561","1,513,122","1,492,776","1,032",,,
8925,KEH,Keith,Scotland,Moray,Moray,UKM4,Highlands and Islands,First ScotRail,,,,,"16,945","19,420","2,150","38,515","16,945","19,420","2,150","38,515","77,030","77,354",0,,,
6838,KEL,Kelvedon,East,Essex,Braintree,UKH3,Essex,National Express East Anglia,,,,,"34,590","48,338","298,692","381,620","34,590","48,338","298,692","381,620","763,240","797,236",0,,,
1655,KVD,Kelvindale,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"12,973","12,690","29,200","54,863","12,973","12,690","29,200","54,863","109,726","109,534",0,,,
3325,KEM,Kemble,South West,Gloucestershire,Cotswold,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"23,595","87,584","47,129","158,308","23,595","87,584","47,129","158,308","316,616","309,628",0,,,
1384,KMH,Kempston Hardwick,East,Bedfordshire,Bedford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,581,"1,256","1,338","3,175",581,"1,256","1,338","3,175","6,350","8,252",0,,,
5678,KMP,Kempton Park,South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"6,401","16,424",569,"23,394","6,401","16,424",569,"23,394","46,788","48,926",0,,,
5079,KMS,Kemsing,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,,,"1,413","1,748","4,381","7,542","1,413","1,748","4,381","7,542","15,084","15,700",0,,,
5205,KML,Kemsley,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,,,"23,663","16,500","33,346","73,509","23,663","16,500","33,346","73,509","147,018","157,150",0,,,
1976,KEN,Kendal,North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,,"33,733","39,726","30,361","103,820","33,733","39,726","30,361","103,820","207,640","191,840",0,,,
5419,KLY,Kenley,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"33,416","42,343","153,553","229,312","33,416","42,343","153,553","229,312","458,624","475,902",0,,,
7011,KNE,Kennett,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,,,"2,838","1,467","2,966","7,271","2,838","1,467","2,966","7,271","14,542","16,274",0,,,
9816,KNS,Kennishead,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"9,930","7,894","6,520","24,344","9,930","7,894","6,520","24,344","48,688","40,902",0,,,
1447,KNL,Kensal Green,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"56,267","88,362","124,434","269,063","56,267","88,362","124,434","269,063","538,126","448,000",0,check,increase > 20% above mean,"London area station, Oyster PAYG data"
1448,KNR,Kensal Rise,London,Greater London,Brent,UKI2,Outer London,London Overground,,,London Travelcard Area Station,,"40,516","55,295","269,757","365,568","40,516","55,295","269,757","365,568","731,136","767,154",0,,,
3092,KPA,Kensington Olympia,London,Greater London,Kensington And Chelsea,UKI1,Inner London,London Overground,LONDON BR,,London Travelcard Area Station,Joint TfL & TOC Station,"133,290","189,273","594,931","916,769","133,290","189,273","594,931","916,768","1,833,537","1,923,962","26,254",,,
5080,KTH,Kent House,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"57,265","79,741","243,626","380,632","57,265","79,741","243,626","380,632","761,264","780,736",629,,,
1553,KTN,Kentish Town,London,Greater London,Camden,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"155,637","169,043","243,810","568,490","155,637","169,043","243,810","568,490","1,136,980","884,654",0,check,increase > 20% above mean,"London area station, Oyster PAYG data"
1449,KTW,Kentish Town West,London,Greater London,Camden,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"33,210","32,209","169,396","234,815","33,210","32,209","169,396","234,815","469,630","567,036",0,,,
1399,KNT,Kenton,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"47,471","71,728","87,314","206,513","47,471","71,728","87,314","206,513","413,026","266,358",0,check,increase > 20% above mean,"London area station, Oyster PAYG data"
1966,KBK,Kents Bank,North West,Cumbria,South Lakeland,UKD1,Cumbria,Northern Rail,,,,,"4,820","4,188","1,278","10,286","4,820","4,188","1,278","10,286","20,572","21,012",0,,,
1857,KET,Kettering,East Midlands,Northamptonshire,Kettering,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,,"90,443","200,804","203,511","494,758","90,443","200,804","203,511","494,758","989,516","1,112,390","47,739",,,
5593,KWB,Kew Bridge,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"98,137","79,046","215,796","392,979","98,137","79,046","215,796","392,979","785,958","784,376",0,,,
5594,KWG,Kew Gardens,London,Greater London,Richmond Upon Thames,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"85,869","102,105","117,991","305,965","85,869","102,105","117,991","305,965","611,930","503,760",0,check,increase > 20% above mean,"London area station, Oyster PAYG data"
