NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","1011
Entries & Exits","0910
Entries & Exits",1011 interchanges,Check,Check Detail,Check Reason
7355,SMK,Stowmarket,East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,,,"113,258","148,274","166,314","427,846","113,258","148,274","166,314","427,846","855,692","756,484","30,911",,,
5896,CSA,Cosham,South East,Portsmouth,Portsmouth,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"165,376","181,736","80,480","427,592","165,376","181,736","80,480","427,592","855,184","821,552",0,,,
9726,HNC,Hamilton Central,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,HAMILTON BR,Strathclyde,,,"160,330","130,867","131,655","422,852","160,330","130,867","131,655","422,852","845,704","803,932","5,171",,,
5589,HMW,Hampton Wick,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"104,731","112,464","202,978","420,173","104,731","112,464","202,978","420,173","840,346","795,144",0,,,
6824,WAR,Ware,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,,"108,992","109,206","200,982","419,180","108,992","109,206","200,982","419,180","838,360","792,180",0,,,
1522,HEN,Hendon,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,,"73,361","81,613","264,098","419,072","73,361","81,613","264,098","419,072","838,144","816,652",0,,,
1455,WFH,Watford High Street,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Overground,,,,,"155,063","232,858","30,472","418,393","155,063","232,858","30,472","418,393","836,786","330,452",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
1447,KNL,Kensal Green,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"90,300","138,194","189,362","417,856","90,300","138,194","189,362","417,856","835,712","538,126",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
5429,NDL,North Dulwich,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"100,355","93,635","222,417","416,407","100,355","93,635","222,417","416,407","832,814","798,856",0,,,
6801,BTR,Braintree,East,Essex,Braintree,UKH3,Essex,National Express East Anglia,,,,,"59,494","100,390","255,951","415,835","59,494","100,390","255,951","415,835","831,670","813,182",0,,,
5058,NBC,New Beckenham,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"81,610","77,654","255,934","415,198","81,610","77,654","255,934","415,198","830,396","807,450",247,,,
5364,HCB,Hackbridge,London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"68,932","67,174","277,905","414,011","68,932","67,174","277,905","414,011","828,022","822,308",0,,,
5610,THD,Thames Ditton,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,London Travelcard Area Station,,"85,355","89,609","235,978","410,942","85,355","89,609","235,978","410,942","821,884","808,190",0,,,
7115,KLN,King's Lynn,East,Norfolk,Kings Lynn And West Norfolk,UKH1,East Anglia,First Capital Connect,,,,,"100,621","245,502","64,763","410,886","100,621","245,502","64,763","410,886","821,772","750,738",52,,,
1291,LTV,Lichfield Trent Valley,West Midlands,Staffordshire,Lichfield,UKG2,Shropshire and Staffordshire,London Midland Trains,LICHFIELD BR,West Midlands,,,"55,973","112,783","241,584","410,340","55,973","112,783","241,584","410,340","820,680","743,490","36,841",,,
1399,KNT,Kenton,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"111,586","162,169","136,403","410,158","111,586","162,169","136,403","410,158","820,316","413,026",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
9955,LNZ,Lenzie,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"112,325","181,190","116,394","409,909","112,325","181,190","116,394","409,909","819,818","803,794",0,,,
2745,CRL,Chorley,North West,Lancashire,Chorley,UKD4,Lancashire,Northern Rail,,,,,"178,954","110,004","120,816","409,774","178,954","110,004","120,816","409,774","819,548","737,964",0,,,
4216,NTH,Neath,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"181,034","169,971","58,768","409,773","181,034","169,971","58,768","409,773","819,546","761,654",0,,,
5609,SYL,Syon Lane,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"123,662","70,839","214,976","409,477","123,662","70,839","214,976","409,477","818,954","711,426",0,,,
2201,WKI,West Kirby,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"170,488","141,010","96,155","407,653","170,488","141,010","96,155","407,653","815,306","786,404",0,,,
1360,BLY,Bletchley,South East,Milton Keynes,Milton Keynes,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Midland Trains,,,,,"53,372","129,856","220,667","403,895","53,372","129,856","220,667","403,895","807,790","715,226","60,266",,,
5643,FNC,Farncombe,South East,Surrey,Waverley,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"105,867","104,332","192,892","403,091","105,867","104,332","192,892","403,091","806,182","767,678",0,,,
7462,TIL,Tilbury Town,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,,,"138,480","106,091","155,593","400,164","138,480","106,091","155,593","400,164","800,328","793,268","8,344",,,
9727,HNW,Hamilton West,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,HAMILTON BR,Strathclyde,,,"138,183","113,992","147,233","399,408","138,183","113,992","147,233","399,408","798,816","756,516",0,,,
5965,WEY,Weymouth,South West,Dorset,Weymouth And Portland,UKK2,Dorset and Somerset,South West Trains,,,,,"99,245","273,573","26,348","399,166","99,245","273,573","26,348","399,166","798,332","747,346","5,409",,,
7460,TPB,Thorpe Bay,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,,,"113,751","102,021","182,856","398,628","113,751","102,021","182,856","398,628","797,256","760,416",0,,,
9787,RUT,Rutherglen,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"138,450","117,203","142,631","398,284","138,450","117,203","142,631","398,284","796,568","734,704",0,,,
2355,FRE,Freshfield,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"109,033","192,093","96,530","397,656","109,033","192,093","96,530","397,656","795,312","798,444",0,,,
1109,KNN,King's Norton,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"111,467","118,653","166,250","396,370","111,467","118,653","166,250","396,370","792,740","785,224",0,,,
6838,KEL,Kelvedon,East,Essex,Braintree,UKH3,Essex,National Express East Anglia,,,,,"37,464","50,060","308,132","395,656","37,464","50,060","308,132","395,656","791,312","763,240",0,,,
5406,CSB,Carshalton Beeches,London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"91,593","83,400","220,389","395,382","91,593","83,400","220,389","395,382","790,764","760,434",0,,,
2250,SFL,Seaforth & Litherland,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"151,195","207,454","35,929","394,578","151,195","207,454","35,929","394,578","789,156","766,468",0,,,
1112,BRV,Bournville,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"95,973","150,210","146,738","392,921","95,973","150,210","146,738","392,921","785,842","772,234",0,,,
5081,BRX,Brixton,London,Greater London,Lambeth,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"80,266","82,159","230,375","392,800","80,266","82,159","230,385","392,810","785,610","687,127",0,,,
9961,AGS,Argyle Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"157,199","121,519","113,099","391,817","157,199","121,519","113,099","391,817","783,634","734,756",0,,,
5080,KTH,Kent House,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"73,090","76,527","241,941","391,558","73,090","76,527","241,941","391,558","783,116","761,264",353,,,
5063,BKL,Bickley,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"74,203","69,986","246,602","390,791","74,203","69,986","246,602","390,791","781,582","799,424","2,183",,,
9940,BBG,Bishopbriggs,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"104,354","192,165","93,978","390,497","104,354","192,165","93,978","390,497","780,994","743,550",0,,,
6815,ENL,Enfield Lock,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"75,915","103,694","210,165","389,774","75,915","103,694","210,165","389,774","779,548","754,292",0,,,
5756,EXM,Exmouth,South West,Devon,East Devon,UKK4,Devon,First Great Western,,,,,"49,250","301,293","39,022","389,565","49,250","301,293","39,022","389,565","779,130","722,922",0,,,
5174,HNB,Herne Bay,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,,"49,252","103,275","236,764","389,291","49,252","103,275","236,764","389,291","778,582","779,350",0,,,
1441,CNN,Canonbury,London,Greater London,Islington,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"79,628","92,852","214,008","386,488","79,628","92,852","214,008","386,488","772,976","472,010",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
8506,NPD,New Pudsey,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"118,859","100,683","166,505","386,047","118,859","100,683","166,505","386,047","772,094","643,100",0,,,
2352,BDL,Birkdale,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"101,407","183,964","99,681","385,052","101,407","183,964","99,681","385,052","770,104","783,066",0,,,
5333,SEF,Seaford,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"58,239","143,730","182,966","384,935","58,239","143,730","182,966","384,935","769,870","765,776",0,,,
3887,TRF,Trefforest,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"172,783","123,686","88,354","384,823","172,783","123,686","88,354","384,823","769,646","746,616",0,,,
5267,ANG,Angmering,South East,West Sussex,Arun,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"71,997","181,452","128,960","382,409","71,997","181,452","128,960","382,409","764,818","690,682",0,,,
4606,ROW,Rowley Regis,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"87,977","99,396","189,288","376,661","87,977","99,396","189,288","376,661","753,322","720,824",0,,,
3815,CDB,Cardiff Bay,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,CARDIFF BR,,,,"192,473","52,343","131,758","376,574","192,473","52,343","131,758","376,574","753,148","685,608",0,,,
4891,WOS,Worcester Shrub Hill,West Midlands,Worcestershire,Worcester,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,WORCESTER BR,West Midlands,,,"120,931","123,028","129,981","373,940","120,745","122,887","130,023","373,655","747,595","856,196","72,192",,,
7017,AUD,Audley End,East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,,"76,415","106,766","190,192","373,373","76,415","106,766","190,192","373,373","746,746","722,606","2,432",,,
5196,WHI,Whitstable,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,,"47,670","128,598","196,571","372,839","47,670","128,598","196,571","372,839","745,678","741,560",0,,,
8469,SON,Steeton & Silsden,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"139,083","105,790","127,295","372,168","139,083","105,790","127,295","372,168","744,336","680,632",0,,,
9992,DMR,Dalmuir,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"133,732","93,986","144,374","372,092","133,732","93,986","144,374","372,092","744,184","715,916","55,526",,,
1438,BSP,Brondesbury Park,London,Greater London,Brent,UKI2,Outer London,London Overground,,,London Travelcard Area Station,,"64,353","70,598","235,766","370,717","64,353","70,598","235,766","370,717","741,434","519,680",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
3348,TRO,Trowbridge,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,,"137,210","150,431","82,486","370,127","137,210","150,431","82,486","370,127","740,254","652,406","5,534",,,
2895,GLO,Glossop,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,,"58,316","174,435","137,340","370,091","58,316","174,435","137,340","370,091","740,182","701,694",0,,,
6170,BIW,Biggleswade,East,Bedfordshire,Mid Bedfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"80,982","121,587","167,247","369,816","80,982","121,587","167,247","369,816","739,632","703,386",0,,,
9586,IMW,Imperial Wharf,London,Greater London,Hammersmith and Fulham,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"143,026","137,989","87,679","368,694","143,026","137,989","87,679","368,694","737,388","119,250",0,fail,increase > 20% above mean,Full year of usage for station that opened in Sep 2009
1454,SBP,Stonebridge Park,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"90,537","92,664","183,853","367,054","90,537","92,664","183,853","367,054","734,108","483,246",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
2151,MRT,Moreton (Merseyside),North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"130,342","142,109","93,525","365,976","130,342","142,109","93,525","365,976","731,952","700,338",0,,,
9776,UDD,Uddingston,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"128,663","95,995","141,142","365,800","128,663","95,995","141,142","365,800","731,600","702,484",0,,,
9866,DBC,Dumbarton Central,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"113,860","92,786","158,982","365,628","113,860","92,786","158,982","365,628","731,256","735,786","121,652",,,
7640,SUN,Sunderland,North East,Tyne And Wear,Sunderland,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,,,"89,245","149,327","126,409","364,981","89,245","149,327","126,409","364,981","729,962","690,568","12,017",,,
5391,UWL,Upper Warlingham,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,London Travelcard Area Station,,"70,401","94,532","199,907","364,840","70,401","94,532","199,907","364,840","729,680","676,520",8,,,
5594,KWG,Kew Gardens,London,Greater London,Richmond Upon Thames,UKI2,Outer London,London Underground,,,London Travelcard Area Station,Joint TfL & TOC Station,"111,662","126,991","124,652","363,305","111,662","126,991","124,652","363,305","726,610","611,930",0,,,
6027,BOP,Bowes Park,London,Greater London,Haringey,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"35,986","39,468","287,077","362,531","35,986","39,468","287,077","362,531","725,062","617,792",0,,,
5129,WMA,West Malling,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"66,704","106,426","189,125","362,255","66,704","106,426","189,125","362,255","724,510","735,796",0,,,
2341,SNH,St.Helens Central,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,,"103,960","200,821","57,124","361,905","103,960","200,821","57,124","361,905","723,810","684,958",0,,,
5104,ERH,Erith,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"65,073","87,515","207,949","360,537","65,073","87,515","207,949","360,537","721,074","667,966",0,,,
5544,AON,Alton,South East,Hampshire,East Hampshire,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"79,686","112,198","168,355","360,239","79,686","112,198","168,355","360,239","720,478","706,582",0,,,
1909,MHR,Market Harborough,East Midlands,Leicestershire,Harborough,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,,,"66,074","162,842","130,983","359,899","66,074","162,842","130,983","359,899","719,798","674,720",0,,,
1449,KTW,Kentish Town West,London,Greater London,Camden,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"83,574","84,176","191,946","359,696","83,574","84,176","191,946","359,696","719,392","469,630",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
1658,BUT,Burton-On-Trent,West Midlands,Staffordshire,East Staffordshire,UKG2,Shropshire and Staffordshire,East Midlands Trains,,,,,"105,218","175,332","78,948","359,498","105,218","175,332","78,948","359,498","718,996","683,178","3,555",,,
6818,HFE,Hertford East,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,HERTFORD BR,,,,"80,697","87,887","192,701","361,285","80,023","86,267","191,015","357,305","718,590","657,574",0,,,
1085,WPE,Wapping,London,Greater London,Tower Hamlets,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"102,653","181,787","74,840","359,280","102,653","181,787","74,840","359,280","718,560",0,0,,,
5566,EBB,Ebbsfleet International,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,,,"94,596","126,829","137,231","358,656","94,596","126,829","137,231","358,656","717,312","284,342","32,864",fail,increase > 20% above mean,Full 12 months of services on HS1 (started Dec 2009)
6850,CLT,Clacton,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,,"66,553","155,297","135,149","356,999","66,553","155,297","135,149","356,999","713,998","660,964",0,,,
8524,HBD,Hebden Bridge,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"100,897","149,438","106,628","356,963","100,897","149,438","106,628","356,963","713,926","627,456","19,914",,,
9876,LBT,Larbert,Scotland,Falkirk,Falkirk,UKM2,Eastern Scotland,First ScotRail,,,,,"89,252","145,513","120,835","355,600","89,252","145,513","120,835","355,600","711,200","658,040",0,,,
1442,CPK,Carpenders Park,East,Hertfordshire,Three Rivers,UKH2,Bedfordshire and Hertforshire,London Overground,,,,,"138,691","150,594","63,603","352,888","138,691","150,594","63,603","352,888","705,776","343,400",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
9311,BHG,Bathgate,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"143,397","116,446","92,330","352,173","143,397","116,446","92,330","352,173","704,346","607,250",0,,,
3820,CYS,Cathays,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,,,"172,494","58,604","119,443","350,541","172,494","58,604","119,443","350,541","701,082","674,706",0,,,
5671,SNG,Sunningdale,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,,"121,173","120,598","105,604","347,375","121,173","120,598","105,604","347,375","694,750","659,460",0,,,
2218,GNL,Green Lane,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"134,983","117,725","93,736","346,444","134,983","117,725","93,736","346,444","692,888","660,096",0,,,
9768,CBL,Cambuslang,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"119,763","91,922","133,233","344,918","119,763","91,922","133,233","344,918","689,836","655,394","7,576",,,
1039,ROE,Rotherhithe,London,Greater London,Southwark,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"86,198","137,120","120,418","343,736","86,198","137,120","120,418","343,736","687,472",0,0,,,
539,CFO,Chalfont & Latimer,South East,Buckinghamshire,Chiltern,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",London Underground,,,,,"134,896","140,727","67,621","343,244","134,896","140,727","67,621","343,244","686,488","398,650",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
6934,SKW,Stoke Newington,London,Greater London,Hackney,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,,"80,943","110,463","151,770","343,176","80,943","110,463","151,770","343,176","686,352","439,528",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
5282,DUR,Durrington-On-Sea,South East,West Sussex,Worthing,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"68,081","128,711","146,293","343,085","68,081","128,711","146,293","343,085","686,170","656,790",0,,,
4639,CRA,Cradley Heath,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"67,419","101,740","173,757","342,916","67,419","101,740","173,757","342,916","685,832","660,426",0,,,
9988,SIN,Singer,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"103,998","97,121","141,421","342,540","103,998","97,121","141,421","342,540","685,080","668,796",0,,,
9998,WES,Westerton,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"129,086","104,167","108,489","341,742","129,086","104,167","108,489","341,742","683,484","658,378","38,571",,,
5092,BVD,Belvedere,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"68,876","68,485","204,280","341,641","68,876","68,485","204,280","341,641","683,282","618,396",0,,,
2255,AIG,Aigburth,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"99,747","140,857","100,283","340,887","99,747","140,857","100,283","340,887","681,774","696,992",0,,,
6956,WHL,White Hart Lane,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,,"62,812","94,253","182,888","339,953","62,812","94,253","182,888","339,953","679,906","612,454",0,,,
5523,HOK,Hook,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"84,600","113,441","141,624","339,665","84,600","113,441","141,624","339,665","679,330","645,810",0,,,
3235,FIT,Filton Abbey Wood,South West,South Gloucestershire,South Gloucestershire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,BRISTOL BR,,,,"142,420","55,982","141,233","339,635","142,420","55,982","141,233","339,635","679,270","598,032",0,,,
5239,SLQ,St.Leonards Warrior Square,South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southeastern,,,,,"78,525","165,843","94,971","339,339","78,525","165,843","94,971","339,339","678,678","652,910","202,475",,,
1398,HTE,Hatch End,London,Greater London,Harrow,UKI2,Outer London,London Overground,,,London Travelcard Area Station,,"100,472","157,501","80,515","338,488","100,472","157,501","80,515","338,488","676,976","375,752",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
8474,GRF,Garforth,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"108,846","97,879","131,258","337,983","108,846","97,879","131,258","337,983","675,966","612,514",0,,,
2198,PSL,Port Sunlight,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"131,270","115,500","90,999","337,769","131,270","115,500","90,999","337,769","675,538","644,244",0,,,
6954,WST,Wood Street,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"61,799","89,351","186,301","337,451","61,799","89,351","186,301","337,451","674,902","589,980",0,,,
3171,LNY,Langley,South East,Slough,Slough,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"80,240","99,943","155,744","335,927","80,240","99,943","155,744","335,927","671,854","614,190",0,,,
3146,HOT,Henley-On-Thames,South East,Oxfordshire,South Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,,,"63,943","136,208","133,981","334,132","63,943","136,208","133,981","334,132","668,264","609,410",0,,,
8561,SAE,Saltaire,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"111,158","115,211","107,637","334,006","111,158","115,211","107,637","334,006","668,012","602,928",0,,,
6973,SJS,St.James' Street,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"57,374","76,316","199,382","333,072","57,374","76,316","199,382","333,072","666,144","509,292",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
3812,CPH,Caerphilly,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"117,522","100,691","114,451","332,664","117,522","100,691","114,451","332,664","665,328","622,016",0,,,
5590,HER,Hersham,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,,"87,239","65,492","179,817","332,548","87,239","65,492","179,817","332,548","665,096","646,336",0,,,
687,RIC,Rickmansworth,East,Hertfordshire,Three Rivers,UKH2,Bedfordshire and Hertforshire,London Underground,,,,,"143,971","148,559","39,465","331,995","143,971","148,559","39,465","331,995","663,990","285,790",0,fail,increase > 20% above mean,Oyster PAYG accepted but not captured prior to Jan 2010
1393,TRI,Tring,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"97,311","104,841","128,413","330,565","97,311","104,841","128,413","330,565","661,130","587,744",137,,,
5059,SAJ,St.John's,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"56,902","72,388","201,268","330,558","56,902","72,388","201,268","330,558","661,116","583,466",0,,,
9936,PMT,Polmont,Scotland,Falkirk,Falkirk,UKM2,Eastern Scotland,First ScotRail,,,,,"84,815","133,039","112,605","330,459","84,815","133,039","112,605","330,459","660,918","651,690",0,,,
6676,RMC,Rotherham Central,Yorkshire And The Humber,South Yorkshire,Rotherham,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"95,199","90,077","144,961","330,237","95,199","90,077","144,961","330,237","660,474","646,892",527,,,
5425,SBM,South Bermondsey,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"81,223","80,681","168,134","330,038","81,223","80,681","168,134","330,038","660,076","596,242",0,,,
5475,MHM,Merstham,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,,,"51,332","76,148","201,138","328,618","51,332","76,148","201,138","328,618","657,236","606,192",0,,,
7455,SRY,Shoeburyness,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,,,"82,583","88,881","155,133","326,597","82,583","88,881","155,133","326,597","653,194","607,410",0,,,
9562,TRN,Troon,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"114,108","108,863","99,389","322,360","114,108","108,863","99,389","322,360","644,720","613,848","4,987",,,
2240,BGE,Broad Green,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,,,"65,902","206,504","48,898","321,304","65,902","206,504","48,898","321,304","642,608","594,678",0,,,
9709,LSP,Liverpool South Parkway,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"180,227","77,163","63,441","320,831","180,227","77,163","63,441","320,831","641,662","581,898","322,720",,,
9371,LSN,Livingston North,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"120,559","102,735","97,164","320,458","120,559","102,735","97,164","320,458","640,916","552,702",0,,,
