NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
9996,SCH,Scotstounhill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 70,381 "," 67,093 "," 63,882 "," 201,356 "," 70,381 "," 67,093 "," 63,882 "," 201,356 "," 402,712 "," 390,006 ", -   ,0,0,,
6456,SCU,Scunthorpe,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,First TransPennine Express,,,," 48,854 "," 126,675 "," 22,087 "," 197,616 "," 48,854 "," 126,675 "," 22,087 "," 197,616 "," 395,232 "," 375,006 "," 5,556 ",0,0,,
3254,SML,Sea Mills,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 12,959 "," 3,073 "," 9,967 "," 25,999 "," 12,959 "," 3,073 "," 9,967 "," 25,999 "," 51,998 "," 49,082 ", -   ,0,0,,
5333,SEF,Seaford,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,,,," 58,090 "," 151,614 "," 178,830 "," 388,534 "," 58,090 "," 151,614 "," 178,830 "," 388,534 "," 777,068 "," 769,870 ", -   ,0,0,,
2250,SFL,Seaforth & Litherland,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 138,027 "," 205,579 "," 37,067 "," 380,673 "," 138,027 "," 205,579 "," 37,067 "," 380,673 "," 761,346 "," 789,156 ", -   ,0,0,,
7814,SEA,Seaham,North East,Durham,Easington,UKC1,Tees Valley and Durham,Northern Rail,,,," 28,591 "," 19,255 "," 13,076 "," 60,922 "," 28,591 "," 19,255 "," 13,076 "," 60,922 "," 121,844 "," 121,702 ", -   ,0,0,,
8178,SEM,Seamer,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,First TransPennine Express,,,," 13,461 "," 23,543 "," 8,746 "," 45,750 "," 13,461 "," 23,543 "," 8,746 "," 45,750 "," 91,500 "," 90,484 "," 23,405 ",0,0,,
2003,SSC,Seascale,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,," 13,276 "," 1,536 "," 3,907 "," 18,719 "," 13,276 "," 1,536 "," 3,907 "," 18,719 "," 37,438 "," 43,590 ", -   ,1,0,Cause of large decrease not clear,
8007,SEC,Seaton Carew,North East,Hartlepool,Hartlepool,UKC1,Tees Valley and Durham,Northern Rail,,,," 11,784 "," 5,348 "," 5,202 "," 22,334 "," 11,784 "," 5,348 "," 5,202 "," 22,334 "," 44,668 "," 39,920 ", -   ,1,0,Continues high growth from previous year,
3061,SRG,Seer Green,South East,Buckinghamshire,Chiltern,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 24,262 "," 12,808 "," 28,266 "," 65,336 "," 24,262 "," 12,808 "," 28,266 "," 65,336 "," 130,672 "," 142,562 ", -   ,0,0,,
8201,SBY,Selby,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,First TransPennine Express,,,," 53,028 "," 99,736 "," 89,546 "," 242,310 "," 53,028 "," 99,736 "," 89,546 "," 242,310 "," 484,620 "," 481,138 "," 40,444 ",0,0,,
5434,SRS,Selhurst,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 121,198 "," 154,871 "," 399,218 "," 675,287 "," 121,198 "," 154,871 "," 399,218 "," 675,287 "," 1,350,574 "," 1,242,846 "," 8,841 ",0,0,,
2004,SEL,Sellafield,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,," 31,610 ", 415 ," 78,674 "," 110,699 "," 31,610 ", 415 ," 78,674 "," 110,699 "," 221,398 "," 219,394 ", 135 ,0,0,,
5179,SEG,Selling,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 6,005 "," 10,252 "," 12,476 "," 28,733 "," 6,005 "," 10,252 "," 12,476 "," 28,733 "," 57,466 "," 59,998 ", -   ,0,0,,
1105,SLY,Selly Oak,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 180,564 "," 452,989 "," 501,213 "," 1,134,766 "," 180,564 "," 452,989 "," 501,213 "," 1,134,766 "," 2,269,532 "," 1,568,612 ", -   ,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 692,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
2107,SET,Settle,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,," 60,756 "," 7,811 ", 777 ," 69,344 "," 60,756 "," 7,811 ", 777 ," 69,344 "," 138,688 "," 144,482 ", -   ,0,0,,
6893,SVK,Seven Kings,London,Greater London,Redbridge,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 173,854 "," 246,062 "," 519,916 "," 939,832 "," 173,854 "," 246,062 "," 519,916 "," 939,832 "," 1,879,664 "," 1,708,550 ", -   ,1,0,Continues high growth from previous year,
6931,SVS,Seven Sisters,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station," 278,640 "," 538,678 "," 707,300 "," 1,524,618 "," 278,640 "," 538,678 "," 707,300 "," 1,524,618 "," 3,049,236 "," 2,617,377 "," 8,082 ",1,0,Continues high growth from previous year,
5124,SEV,Sevenoaks,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 283,980 "," 615,498 "," 1,109,112 "," 2,008,590 "," 283,980 "," 615,498 "," 1,109,112 "," 2,008,590 "," 4,017,180 "," 3,918,892 "," 387,459 ",0,0,,
3205,SVB,Severn Beach,South West,South Gloucestershire,South Gloucestershire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 23,073 "," 1,045 "," 46,739 "," 70,857 "," 23,073 "," 1,045 "," 46,739 "," 70,857 "," 141,714 "," 113,480 ", -   ,1,0,Consistent with increase in previous year,
3679,STJ,Severn Tunnel Junction,Wales - Cymru,Monmouthshire - Sir Fynwy,Monmouthshire - Sir Fynwy,UKL2,East Wales,Arriva Trains Wales,,,," 42,013 "," 19,241 "," 33,042 "," 94,296 "," 42,013 "," 19,241 "," 33,042 "," 94,296 "," 188,592 "," 176,518 "," 23,338 ",0,0,,
1082,SDE,Shadwell,London,Greater London,Tower Hamlets,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 258,053 "," 425,422 "," 145,807 "," 829,282 "," 258,053 "," 425,422 "," 145,807 "," 829,282 "," 1,658,564 "," 987,870 ", -   ,1,0,Ramp-up of demand on London Overground services,
5638,SFR,Shalford,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",First Great Western,,,," 12,318 "," 12,275 "," 25,685 "," 50,278 "," 12,318 "," 12,275 "," 25,685 "," 50,278 "," 100,556 "," 93,772 ", -   ,0,0,,
5529,SHN,Shanklin,South East,Isle Of Wight,Isle Of Wight,UKJ3,Hampshire and Isle of Wight,South West Trains (Island Line),,,," 129,666 "," 27,240 "," 29,597 "," 186,503 "," 129,666 "," 27,240 "," 29,597 "," 186,503 "," 373,006 "," 345,844 ", -   ,0,0,,
5929,SHW,Shawford,South East,Hampshire,Winchester,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 14,468 "," 14,787 "," 45,436 "," 74,691 "," 14,468 "," 14,787 "," 45,436 "," 74,691 "," 149,382 "," 131,110 ", -   ,1,0,Continues high growth from previous year,
9823,SHL,Shawlands,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 23,116 "," 22,731 "," 30,014 "," 75,861 "," 23,116 "," 22,731 "," 30,014 "," 75,861 "," 151,722 "," 148,270 ", -   ,0,0,,
5184,SSS,Sheerness-On-Sea,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 65,463 "," 94,099 "," 77,043 "," 236,605 "," 65,463 "," 94,099 "," 77,043 "," 236,605 "," 473,210 "," 521,910 ", -   ,0,0,,
6691,SHF,Sheffield,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,East Midlands Trains,,South Yorkshire,," 1,175,542 "," 2,137,042 "," 899,442 "," 4,212,026 "," 1,175,542 "," 2,137,042 "," 899,442 "," 4,212,026 "," 8,424,052 "," 8,051,572 "," 916,230 ",0,0,,
7043,SED,Shelford,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,," 24,465 "," 19,352 "," 29,135 "," 72,952 "," 24,465 "," 19,352 "," 29,135 "," 72,952 "," 145,904 "," 149,788 ", -   ,0,0,,
6888,SNF,Shenfield,East,Essex,Brentwood,UKH3,Essex,National Express East Anglia,,,," 318,840 "," 346,156 "," 830,475 "," 1,495,471 "," 318,840 "," 346,156 "," 830,475 "," 1,495,471 "," 2,990,942 "," 2,936,428 "," 1,768,982 ",0,0,,
1178,SEN,Shenstone,West Midlands,Staffordshire,Lichfield,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,," 21,844 "," 10,393 "," 47,919 "," 80,156 "," 21,844 "," 10,393 "," 47,919 "," 80,156 "," 160,312 "," 188,958 ", -   ,1,0,Cause of large decrease not clear,
9587,SPB,Shepherds Bush,London,Greater London,Kensington And Chelsea,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 568,387 "," 818,249 "," 187,661 "," 1,574,297 "," 568,387 "," 818,249 "," 187,661 "," 1,574,297 "," 3,148,594 "," 2,240,736 ", -   ,1,0,Ramp-up of demand on London Overground services,
5186,SPH,Shepherd's Well,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,," 5,567 "," 10,077 "," 5,963 "," 21,607 "," 5,567 "," 10,077 "," 5,963 "," 21,607 "," 43,214 "," 47,270 ", -   ,0,0,,
8448,SPY,Shepley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 10,930 "," 13,617 "," 8,922 "," 33,469 "," 10,930 "," 13,617 "," 8,922 "," 33,469 "," 66,938 "," 65,104 ", -   ,0,0,,
5605,SHP,Shepperton,South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 51,638 "," 64,070 "," 97,960 "," 213,668 "," 51,638 "," 64,070 "," 97,960 "," 213,668 "," 427,336 "," 422,116 ", -   ,0,0,,
7044,STH,Shepreth,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,First Capital Connect,,,," 10,112 "," 15,992 "," 15,079 "," 41,183 "," 10,112 "," 15,992 "," 15,079 "," 41,183 "," 82,366 "," 83,524 ", -   ,0,0,,
5835,SHE,Sherborne,South West,Dorset,West Dorset,UKK2,Dorset and Somerset,South West Trains,,,," 18,178 "," 74,920 "," 9,341 "," 102,439 "," 18,178 "," 74,920 "," 9,341 "," 102,439 "," 204,878 "," 195,390 ", -   ,0,0,,
8257,SIE,Sherburn-In-Elmet,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,Northern Rail,,,," 9,084 ", 683 ," 6,193 "," 15,960 "," 9,084 ", 683 ," 6,193 "," 15,960 "," 31,920 "," 21,798 ", -   ,1,0,Cause of large increase not clear,
7319,SHM,Sheringham,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,," 33,256 "," 58,872 "," 2,200 "," 94,328 "," 33,256 "," 58,872 "," 2,200 "," 94,328 "," 188,656 "," 183,970 ", -   ,0,0,,
9903,SLS,Shettleston,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 105,242 "," 99,507 "," 136,604 "," 341,353 "," 105,242 "," 99,507 "," 136,604 "," 341,353 "," 682,706 "," 613,980 ", -   ,1,0,Likely linked to reopening if the Airdrie - Bathgate line,
9552,SDM,Shieldmuir,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 9,701 "," 6,944 "," 11,746 "," 28,391 "," 9,701 "," 6,944 "," 11,746 "," 28,391 "," 56,782 "," 57,306 ", -   ,0,0,,
4619,SFN,Shifnal,West Midlands,Shropshire,Bridgnorth,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,," 22,897 "," 22,055 "," 16,047 "," 60,999 "," 22,897 "," 22,055 "," 16,047 "," 60,999 "," 121,998 "," 104,222 ", -   ,1,0,Cause of large increase not clear,
7893,SHD,Shildon,North East,Durham,Sedgefield,UKC1,Tees Valley and Durham,Northern Rail,,,," 20,285 "," 6,434 "," 2,520 "," 29,239 "," 20,285 "," 6,434 "," 2,520 "," 29,239 "," 58,478 "," 48,442 ", -   ,1,0,Continues high growth from previous year,
3150,SHI,Shiplake,South East,Oxfordshire,South Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 12,159 "," 11,646 "," 19,661 "," 43,466 "," 12,159 "," 11,646 "," 19,661 "," 43,466 "," 86,932 "," 79,782 ", -   ,0,0,,
8347,SHY,Shipley,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 223,403 "," 255,528 "," 286,905 "," 765,836 "," 223,403 "," 255,528 "," 286,905 "," 765,836 "," 1,531,672 "," 1,482,972 "," 317,745 ",0,0,,
7073,SPP,Shippea Hill,East,Cambridgeshire,East Cambridgeshire,UKH1,East Anglia,National Express East Anglia,,,, 26 , 3 , 160 , 189 , 26 , 3 , 160 , 189 , 378 , 812 , -   ,0,1,Very small absolute number of entries and exits,
3009,SIP,Shipton,South East,Oxfordshire,West Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 1,020 ", 450 , 872 ," 2,342 "," 1,020 ", 450 , 872 ," 2,342 "," 4,684 "," 3,614 ", -   ,0,1,Continues high growth from previous year,
1595,SHB,Shirebrook (Derbys),East Midlands,Derbyshire,Bolsover,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 13,640 "," 16,610 "," 3,083 "," 33,333 "," 13,640 "," 16,610 "," 3,083 "," 33,333 "," 66,666 "," 61,042 ", -   ,0,0,,
3206,SHH,Shirehampton,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 13,458 "," 3,005 "," 5,278 "," 21,741 "," 13,458 "," 3,005 "," 5,278 "," 21,741 "," 43,482 "," 42,566 ", -   ,0,0,,
6570,SRO,Shireoaks,East Midlands,Nottinghamshire,Bassetlaw,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,South Yorkshire,," 9,440 "," 1,917 "," 4,571 "," 15,928 "," 9,440 "," 1,917 "," 4,571 "," 15,928 "," 31,856 "," 30,168 ", -   ,0,0,,
4526,SRL,Shirley,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,," 33,665 "," 59,203 "," 63,847 "," 156,715 "," 33,665 "," 59,203 "," 63,847 "," 156,715 "," 313,430 "," 366,136 ", -   ,1,0,"Decrease due to improved demand estimation in Centro area (62,000 less journeys in Centro infill compared to what would have been estimated using previous methodology).",
7455,SRY,Shoeburyness,East,Southend-On-Sea,Southend-On-Sea,UKH3,Essex,c2c,,,," 84,859 "," 88,684 "," 162,624 "," 336,167 "," 84,859 "," 88,684 "," 162,624 "," 336,167 "," 672,334 "," 653,194 ", -   ,0,0,,
5930,SHO,Sholing,South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 17,051 "," 11,225 "," 17,150 "," 45,426 "," 17,051 "," 11,225 "," 17,150 "," 45,426 "," 90,852 "," 85,310 ", -   ,0,0,,
1024,SDC,Shoreditch High Street,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 393,658 "," 696,916 "," 218,234 "," 1,308,808 "," 393,658 "," 696,916 "," 218,234 "," 1,308,808 "," 2,617,616 "," 3,068,578 "," 46,345 ",1,0,Ramp-up of demand on London Overground services,
5074,SEH,Shoreham (Kent),South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 2,724 "," 6,423 "," 11,516 "," 20,663 "," 2,724 "," 6,423 "," 11,516 "," 20,663 "," 41,326 "," 38,324 ", -   ,0,0,,
5277,SSE,Shoreham-By-Sea,South East,West Sussex,Adur,UKJ2,"Surrey, East & West Sussex",Southern,,,," 135,219 "," 353,567 "," 231,494 "," 720,280 "," 135,219 "," 353,567 "," 231,494 "," 720,280 "," 1,440,560 "," 1,390,076 ", -   ,0,0,,
5084,SRT,Shortlands,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 138,833 "," 121,820 "," 464,599 "," 725,252 "," 138,833 "," 121,820 "," 464,599 "," 725,252 "," 1,450,504 "," 1,426,356 "," 1,194 ",0,0,,
2546,SHT,Shotton,Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,," 82,090 "," 30,812 "," 10,231 "," 123,133 "," 82,090 "," 30,812 "," 10,231 "," 123,133 "," 246,266 "," 218,370 "," 18,354 ",1,0,Continues high growth from previous year,
9739,SHS,Shotts,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 32,114 "," 32,538 "," 33,648 "," 98,300 "," 32,114 "," 32,538 "," 33,648 "," 98,300 "," 196,600 "," 177,816 ", -   ,1,0,Continues high growth from previous year,
4387,SHR,Shrewsbury,West Midlands,Shropshire,Shrewsbury And Atcham,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,West Midlands,," 311,469 "," 405,676 "," 148,050 "," 865,195 "," 311,469 "," 405,676 "," 148,050 "," 865,195 "," 1,730,390 "," 1,676,850 "," 205,148 ",0,0,,
5125,SID,Sidcup,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 255,350 "," 290,147 "," 892,173 "," 1,437,670 "," 255,350 "," 290,147 "," 892,173 "," 1,437,670 "," 2,875,340 "," 2,859,062 ", -   ,0,0,,
1902,SIL,Sileby,East Midlands,Leicestershire,Charnwood,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 16,459 "," 17,229 "," 20,074 "," 53,762 "," 16,459 "," 17,229 "," 20,074 "," 53,762 "," 107,524 "," 103,656 ", -   ,0,0,,
2000,SIC,Silecroft,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,," 3,535 ", 252 ," 1,399 "," 5,186 "," 3,535 ", 252 ," 1,399 "," 5,186 "," 10,372 "," 9,786 ", -   ,0,0,,
6782,SLK,Silkstone Common,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 5,960 "," 5,807 "," 3,587 "," 15,354 "," 5,960 "," 5,807 "," 3,587 "," 15,354 "," 30,708 "," 29,372 ", -   ,0,0,,
6972,SLV,Silver Street,London,Greater London,Enfield,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 69,013 "," 100,274 "," 165,488 "," 334,775 "," 69,013 "," 100,274 "," 165,488 "," 334,775 "," 669,550 "," 584,932 ", -   ,1,0,Continues high growth from previous year,
1968,SVR,Silverdale,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,," 10,945 "," 5,916 "," 5,422 "," 22,283 "," 10,945 "," 5,916 "," 5,422 "," 22,283 "," 44,566 "," 47,024 ", -   ,0,0,,
9988,SIN,Singer,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 100,842 "," 97,858 "," 116,112 "," 314,812 "," 100,842 "," 97,858 "," 116,112 "," 314,812 "," 629,624 "," 685,080 ", -   ,0,0,,
5187,SIT,Sittingbourne,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 195,064 "," 346,831 "," 467,977 "," 1,009,872 "," 195,064 "," 346,831 "," 467,977 "," 1,009,872 "," 2,019,744 "," 2,050,928 "," 590,433 ",0,0,,
6265,SKG,Skegness,East Midlands,Lincolnshire,East Lindsey,UKF3,Lincolnshire,East Midlands Trains,,,," 42,120 "," 128,809 "," 7,477 "," 178,406 "," 42,120 "," 128,809 "," 7,477 "," 178,406 "," 356,812 "," 361,390 ", -   ,0,0,,
4217,SKE,Skewen,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 13,107 "," 2,085 "," 3,402 "," 18,594 "," 13,107 "," 2,085 "," 3,402 "," 18,594 "," 37,188 "," 34,042 ", -   ,0,0,,
2728,SKI,Skipton,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,," 260,197 "," 118,727 "," 95,460 "," 474,384 "," 260,197 "," 118,727 "," 95,460 "," 474,384 "," 948,768 "," 929,742 "," 13,793 ",0,0,,
5154,SGR,Slade Green,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 55,172 "," 66,765 "," 147,744 "," 269,681 "," 55,172 "," 66,765 "," 147,744 "," 269,681 "," 539,362 "," 491,984 "," 8,067 ",0,0,,
8450,SWT,Slaithwaite,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 30,981 "," 28,237 "," 44,820 "," 104,038 "," 30,981 "," 28,237 "," 44,820 "," 104,038 "," 208,076 "," 207,416 ", -   ,0,0,,
9236,SLA,Slateford,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,," 6,163 "," 4,223 "," 1,873 "," 12,259 "," 6,163 "," 4,223 "," 1,873 "," 12,259 "," 24,518 "," 21,480 ", -   ,1,0,Cause of large increase not clear,
6362,SLR,Sleaford,East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,," 62,322 "," 61,498 "," 44,652 "," 168,472 "," 62,322 "," 61,498 "," 44,652 "," 168,472 "," 336,944 "," 323,306 "," 35,737 ",0,0,,
8179,SLH,Sleights,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 1,695 ", 601 , -   ," 2,296 "," 1,695 ", 601 , -   ," 2,296 "," 4,592 "," 4,292 ", -   ,0,0,,
3172,SLO,Slough,South East,Slough,Slough,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 644,129 "," 1,107,878 "," 978,409 "," 2,730,416 "," 644,129 "," 1,107,878 "," 978,409 "," 2,730,416 "," 5,460,832 "," 5,171,144 "," 1,518,597 ",0,0,,
4530,SMA,Small Heath,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 12,717 "," 15,423 "," 21,923 "," 50,063 "," 12,717 "," 15,423 "," 21,923 "," 50,063 "," 100,126 "," 86,604 ", -   ,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 9,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
5494,SAB,Smallbrook Junction,South East,Isle Of Wight,Isle Of Wight,UKJ3,Hampshire and Isle of Wight,South West Trains (Island Line),,,," 3,615 "," 2,124 ", -   ," 5,739 "," 3,615 "," 2,124 ", -   ," 5,739 "," 11,478 "," 11,472 ", -   ,0,0,,
1114,SGB,Smethwick Galton Bridge,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 48,301 "," 65,876 "," 133,188 "," 247,365 "," 48,301 "," 65,876 "," 133,188 "," 247,365 "," 494,730 "," 344,048 "," 357,845 ",1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 115,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
1150,SMR,Smethwick Rolfe Street,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 22,959 "," 48,035 "," 113,591 "," 184,585 "," 22,959 "," 48,035 "," 113,591 "," 184,585 "," 369,170 "," 185,766 ", 59 ,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 170,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
2660,SMB,Smithy Bridge,North West,Greater Manchester,Rochdale,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 12,195 "," 55,432 "," 13,882 "," 81,509 "," 12,195 "," 55,432 "," 13,882 "," 81,509 "," 163,018 "," 141,048 ", -   ,1,0,Cause of large increase not clear,
8036,SNI,Snaith,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 840 , 13 , 16 , 869 , 840 , 13 , 16 , 869 ," 1,738 "," 2,994 ", -   ,0,1,Very small absolute number of entries and exits,
5189,SDA,Snodland,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 26,006 "," 31,171 "," 33,535 "," 90,712 "," 26,006 "," 31,171 "," 33,535 "," 90,712 "," 181,424 "," 185,132 ", -   ,0,0,,
5185,SWO,Snowdown,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,," 1,306 "," 1,618 "," 3,635 "," 6,559 "," 1,306 "," 1,618 "," 3,635 "," 6,559 "," 13,118 "," 13,424 ", -   ,0,0,,
5126,SOR,Sole Street,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,," 3,729 "," 7,622 "," 19,261 "," 30,612 "," 3,729 "," 7,622 "," 19,261 "," 30,612 "," 61,224 "," 60,348 ", -   ,0,0,,
4527,SOL,Solihull,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,," 157,081 "," 300,071 "," 254,964 "," 712,116 "," 157,081 "," 300,071 "," 254,964 "," 712,116 "," 1,424,232 "," 1,535,210 "," 21,707 ",0,0,,
7320,SYT,Somerleyton,East,Suffolk,Waveney,UKH1,East Anglia,National Express East Anglia,,,," 1,735 "," 2,745 ", 810 ," 5,290 "," 1,735 "," 2,745 ", 810 ," 5,290 "," 10,580 "," 10,822 ", -   ,0,0,,
1452,SAT,South Acton,London,Greater London,Ealing,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 55,503 "," 58,648 "," 147,702 "," 261,853 "," 55,503 "," 58,648 "," 147,702 "," 261,853 "," 523,706 "," 384,356 ", -   ,1,0,Further improvements to Overground service including completition of link between North and East branches  in February 2011 driving continued large increases in demand,http://www.tfl.gov.uk/corporate/projectsandschemes/15397.aspx
7953,SBK,South Bank,North East,Redcar And Cleveland,Redcar And Cleveland,UKC1,Tees Valley and Durham,Northern Rail,,,, 878 , 15 , 434 ," 1,327 ", 878 , 15 , 434 ," 1,327 "," 2,654 "," 2,510 ", -   ,0,0,,
5425,SBM,South Bermondsey,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station," 86,201 "," 92,180 "," 173,750 "," 352,131 "," 86,201 "," 92,180 "," 173,750 "," 352,131 "," 704,262 "," 660,076 ", -   ,0,0,,
5410,SCY,South Croydon,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 112,736 "," 114,657 "," 384,149 "," 611,542 "," 112,736 "," 114,657 "," 384,149 "," 611,542 "," 1,223,084 "," 1,127,554 ", -   ,0,0,,
8355,SES,South Elmsall,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 49,301 "," 87,134 "," 45,274 "," 181,709 "," 49,301 "," 87,134 "," 45,274 "," 181,709 "," 363,418 "," 351,140 ", -   ,0,0,,
