NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0809
Entries & Exits","0708
Entries & Exits","0809
Interchanges",Check,Check Detail,Check Reason
6664,CLN,Chapeltown,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"48,342","31,552","52,254","132,148","48,342","31,552","52,254","132,148","264,296","191,327",0,Check,Growth of more than 28%,PTE Urban Area Station
7051,CWC,Chappel & Wakes Colne,East,Essex,Colchester,UKH3,Essex,National Express East Anglia,,,,,"2,186","7,069","6,215","15,470","2,186","7,069","6,215","15,470","30,940","29,903",0,,,
5097,CHG,Charing,South East,Kent,Ashford,UKJ4,Kent,Southeastern,,,,,"10,584","14,634","19,763","44,981","10,584","14,634","19,763","44,981","89,962","88,204",0,,,
9911,CHC,Charing Cross (Glasgow),Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"272,433","153,049","423,152","848,634","272,433","153,049","423,152","848,634","1,697,268","1,478,342",0,Check,Growth of more than 28%,PTE Urban Area Station
3004,CBY,Charlbury,South East,Oxfordshire,West Oxfordshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"30,063","53,587","35,809","119,459","30,063","53,587","35,809","119,459","238,918","239,426",0,,,
5144,CTN,Charlton,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"98,964","166,146","487,098","752,208","98,964","166,146","487,098","752,208","1,504,416","1,505,735","268,855",,,
5008,CRT,Chartham,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,,"9,582","14,413","11,011","35,006","9,582","14,413","11,011","35,006","70,012","67,531",0,,,
2947,CSR,Chassen Road,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"5,424","3,855","7,948","17,227","5,424","3,855","7,948","17,227","34,454","30,134",0,,,
9707,CTE,Chatelherault,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"7,295","6,926","6,258","20,479","7,295","6,926","6,258","20,479","40,958","23,480",0,Check,Growth of more than 28%,PTE Urban Area Station
5199,CTM,Chatham,South East,Medway,Medway,UKJ4,Kent,Southeastern,,,,,"273,466","483,534","844,167","1,601,167","273,466","483,534","844,167","1,601,167","3,202,334","3,261,803","42,028",,,
7792,CHT,Chathill,North East,Northumberland,Berwick-Upon-Tweed,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,613,304,15,932,613,304,15,932,"1,864","1,847",0,,,
2870,CHU,Cheadle Hulme,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"74,576","121,564","90,307","286,447","74,576","121,564","90,307","286,447","572,894","424,114","2,639",Check,Growth of more than 28%,PTE Urban Area Station
5352,CHE,Cheam,London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station,,"82,701","122,448","334,979","540,128","82,701","122,448","334,979","540,128","1,080,256","1,109,639",0,,,
1372,CED,Cheddington,South East,Buckinghamshire,Aylesbury Vale,UKJ1,Berkshire Buckinghamshire and Oxfordshire,London Midland Trains,,,,,"7,308","11,299","16,477","35,084","7,308","11,299","16,477","35,084","70,168","79,051",0,,,
2764,CEL,Chelford,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,"6,201","5,897","2,314","14,412","6,201","5,897","2,314","14,412","28,824","28,019",0,,,
6836,CHM,Chelmsford,East,Essex,Chelmsford,UKH3,Essex,National Express East Anglia,,,,,"660,544","826,750","2,200,432","3,687,726","660,544","826,750","2,200,432","3,687,726","7,375,452","7,447,696","30,968",,,
5098,CLD,Chelsfield,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"48,433","40,167","348,402","437,002","48,433","40,167","348,402","437,002","874,004","947,763",0,,,
4731,CNM,Cheltenham Spa,South West,Gloucestershire,Cheltenham,UKK1,Gloucestershire,First Great Western,,,,,"223,246","438,419","102,837","764,502","223,246","438,419","102,837","764,502","1,529,004","1,338,855","147,717",,,
3774,CPW,Chepstow,Wales - Cymru,Monmouthshire - Sir Fynwy,Monmouthshire - Sir Fynwy,UKL2,East Wales,Arriva Trains Wales,,,,,"33,217","39,448","11,749","84,414","33,217","39,448","11,749","84,414","168,828","146,338",0,,,
2573,CYT,Cherry Tree,North West,Blackburn With Darwen,Blackburn With Darwen,UKD4,Lancashire,Northern Rail,,,,,"9,173","1,921","1,417","12,511","9,173","1,921","1,417","12,511","25,022","24,586",0,,,
5553,CHY,Chertsey,South East,Surrey,Runnymede,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"87,239","56,248","172,618","316,105","87,239","56,248","172,618","316,105","632,210","587,986",0,,,
6814,CHN,Cheshunt,East,Hertfordshire,Broxbourne,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,,"187,180","200,228","465,088","852,496","187,180","200,228","465,088","852,496","1,704,992","1,692,201","160,047",,,
5582,CSN,Chessington North,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"39,683","67,676","147,620","254,979","39,683","67,676","147,620","254,979","509,958","610,728",0,Check,Decline of more than 12% ,
5554,CSS,Chessington South,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"40,281","92,480","130,169","262,930","40,281","92,480","130,169","262,930","525,860","582,078",0,,,
2412,CTR,Chester,North West,Cheshire,Chester,UKD2,Cheshire,Arriva Trains Wales,,Merseyside,,,"368,126","892,729","153,824","1,414,679","368,126","892,729","153,824","1,414,679","2,829,358","2,607,835","603,514",,,
1130,CRD,Chester Road,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"63,664","90,157","114,578","268,399","63,664","90,157","114,578","268,399","536,798","296,230",0,Check,Growth of more than 28%,PTE Urban Area Station
