 RODS report3h created at 13:28:09 on 29-03-2017,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,,,
,,,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Day
Arrivals at,,to line/direction,,from NR/DLR Origin,,    - 7am ,  7am-10am,  10am-4pm,  4pm-7pm ,  7pm-10pm,  10pm+   ,total
777,Vauxhall                      ,Victoria       ,S,5576,Wandsworth Town               ,0,0,0,0,30,0,30
777,Vauxhall                      ,Victoria       ,S,5121,City Thameslink               ,0,0,2,0,0,0,2
777,Vauxhall                      ,Victoria       ,S,5629,Godalming                     ,0,0,60,0,0,0,60
741,Victoria                      ,Circle         ,I,5368,Leatherhead                   ,0,0,5,0,0,0,5
741,Victoria                      ,Circle         ,I,5415,Ewell East                    ,3,1,0,0,0,0,4
741,Victoria                      ,Circle         ,I,5391,Upper Warlingham              ,0,4,16,0,0,0,20
741,Victoria                      ,Circle         ,I,5075,Swanley                       ,9,8,0,0,0,0,17
741,Victoria                      ,Circle         ,I,5023,Ramsgate                      ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5405,Carshalton                    ,1,14,0,0,0,0,14
741,Victoria                      ,Circle         ,I,5114,Longfield                     ,2,3,0,0,0,0,5
741,Victoria                      ,Circle         ,I,5356,Crystal Palace                ,0,5,0,0,0,1,6
741,Victoria                      ,Circle         ,I,5384,Streatham Common              ,1,77,0,0,0,0,78
741,Victoria                      ,Circle         ,I,5595,Clapham Junction              ,8,192,2,57,0,0,258
741,Victoria                      ,Circle         ,I,5355,East Croydon                  ,5,51,10,54,0,2,122
741,Victoria                      ,Circle         ,I,5565,Kingston                      ,1,1,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5419,Kenley                        ,8,1,0,0,0,0,9
741,Victoria                      ,Circle         ,I,5169,Gillingham (Kent)             ,1,1,0,54,0,0,56
741,Victoria                      ,Circle         ,I,5167,Faversham                     ,0,2,1,0,0,0,2
741,Victoria                      ,Circle         ,I,5388,Thornton Heath                ,0,19,12,0,0,11,42
741,Victoria                      ,Circle         ,I,5420,Battersea Park                ,16,39,1,0,0,0,56
741,Victoria                      ,Circle         ,I,5379,Purley                        ,6,42,0,0,0,0,48
741,Victoria                      ,Circle         ,I,5064,Bromley South                 ,8,61,23,22,0,0,115
741,Victoria                      ,Circle         ,I,5484,Crawley                       ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5310,Ockley & Capel                ,0,2,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5273,Hove                          ,1,17,9,0,0,0,27
741,Victoria                      ,Circle         ,I,5645,Motspur Park                  ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5491,Three Bridges                 ,4,2,1,0,0,0,6
741,Victoria                      ,Circle         ,I,5406,Carshalton Beeches            ,4,3,0,5,0,0,12
741,Victoria                      ,Circle         ,I,5421,Denmark Hill                  ,0,2,0,7,0,0,9
741,Victoria                      ,Circle         ,I,5046,Beckenham Junction            ,0,38,0,0,0,0,38
741,Victoria                      ,Circle         ,I,5399,Balham - NR                   ,1,4,0,0,0,0,5
741,Victoria                      ,Circle         ,I,5395,Wandsworth Common             ,5,100,4,0,0,0,108
741,Victoria                      ,Circle         ,I,5385,Sutton                        ,6,24,32,0,0,0,62
741,Victoria                      ,Circle         ,I,5428,Norbury                       ,0,25,2,0,0,0,28
741,Victoria                      ,Circle         ,I,5080,Kent House                    ,0,0,15,12,0,0,27
741,Victoria                      ,Circle         ,I,5377,Oxted                         ,0,0,1,0,0,0,1
741,Victoria                      ,Circle         ,I,5352,Cheam                         ,0,14,30,4,0,0,48
741,Victoria                      ,Circle         ,I,5416,Gatwick Airport               ,0,7,20,9,0,0,35
741,Victoria                      ,Circle         ,I,5129,West Malling                  ,0,0,9,1,0,0,10
741,Victoria                      ,Circle         ,I,5490,Haywards Heath                ,0,7,0,0,0,0,8
741,Victoria                      ,Circle         ,I,5230,Tunbridge Wells Central       ,0,0,1,0,0,0,1
741,Victoria                      ,Circle         ,I,5071,Otford                        ,1,6,1,1,0,0,8
741,Victoria                      ,Circle         ,I,5432,Riddlesdown                   ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5115,Maidstone East                ,0,5,17,0,0,0,22
741,Victoria                      ,Circle         ,I,5073,St Mary Cray                  ,2,0,17,4,0,0,22
741,Victoria                      ,Circle         ,I,5486,East Grinstead                ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5268,Brighton                      ,2,9,19,2,0,0,32
741,Victoria                      ,Circle         ,I,5572,Teddington                    ,0,2,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5177,Rainham Kent                  ,0,0,2,0,0,12,14
741,Victoria                      ,Circle         ,I,5091,Bearstead                     ,1,1,1,0,0,0,3
741,Victoria                      ,Circle         ,I,5475,Merstham                      ,0,4,0,0,0,0,5
741,Victoria                      ,Circle         ,I,5205,Kemsley                       ,1,1,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5430,Purley Oaks                   ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5439,Whyteleafe South              ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5316,Warnham                       ,1,3,0,0,0,0,4
741,Victoria                      ,Circle         ,I,5495,Ifield                        ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5123,Petts Wood                    ,0,1,2,0,0,0,3
741,Victoria                      ,Circle         ,I,5277,Shoreham By Sea               ,0,0,0,9,0,0,9
741,Victoria                      ,Circle         ,I,5372,Wandsworth Road               ,4,2,2,0,0,0,8
741,Victoria                      ,Circle         ,I,5433,Sanderstead                   ,0,0,1,0,0,1,1
741,Victoria                      ,Circle         ,I,5364,Hackbridge                    ,0,4,0,0,0,0,4
741,Victoria                      ,Circle         ,I,5329,Lewes                         ,0,2,1,0,0,0,3
741,Victoria                      ,Circle         ,I,5276,Portslade                     ,0,1,3,0,0,0,3
741,Victoria                      ,Circle         ,I,5066,Herne Hill                    ,0,26,0,0,0,0,26
741,Victoria                      ,Circle         ,I,5203,Rochester                     ,0,12,0,12,0,0,24
741,Victoria                      ,Circle         ,I,5574,Twickenham                    ,0,0,8,0,0,0,8
741,Victoria                      ,Circle         ,I,5103,Eltham                        ,0,12,2,0,0,0,13
741,Victoria                      ,Circle         ,I,5394,Wallington                    ,3,41,0,0,0,0,44
741,Victoria                      ,Circle         ,I,5252,Barnham                       ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5301,Clapham High Street           ,0,16,0,0,0,0,16
741,Victoria                      ,Circle         ,I,5435,Streatham Hill                ,0,55,0,0,0,2,57
741,Victoria                      ,Circle         ,I,5187,Sittingbourne                 ,2,6,4,0,0,0,12
741,Victoria                      ,Circle         ,I,5427,Mitcham Junction              ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5474,Godstone                      ,0,7,0,0,0,0,7
741,Victoria                      ,Circle         ,I,5255,Chichester                    ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5134,East Malling                  ,0,27,0,0,0,0,28
741,Victoria                      ,Circle         ,I,5414,Earlswood                     ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5408,Coulsdon South                ,1,34,0,0,0,0,34
741,Victoria                      ,Circle         ,I,5348,Banstead                      ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5369,Lingfield                     ,1,0,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5353,Chipstead                     ,0,15,0,0,0,0,15
741,Victoria                      ,Circle         ,I,0,Not stated                    ,0,28,7,25,0,1,60
741,Victoria                      ,Circle         ,I,5309,Horsham                       ,0,3,0,0,0,0,3
741,Victoria                      ,Circle         ,I,5140,Harrietsham                   ,0,2,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5051,Lewisham - NR                 ,0,5,0,0,0,0,5
741,Victoria                      ,Circle         ,I,5463,Hurst Green                   ,0,3,0,0,0,0,3
741,Victoria                      ,Circle         ,I,3074,Newbury                       ,0,0,4,0,0,0,4
741,Victoria                      ,Circle         ,I,5464,Billingshurst                 ,0,8,16,0,0,0,25
741,Victoria                      ,Circle         ,I,5111,Lenham                        ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5578,Wimbledon - NR                ,0,0,3,0,0,0,3
741,Victoria                      ,Circle         ,I,5130,Borough Green                 ,0,0,2,0,0,0,2
741,Victoria                      ,Circle         ,I,5376,Norwood Junction              ,0,0,2,0,0,0,2
741,Victoria                      ,Circle         ,I,5085,Sydenham Hill                 ,0,1,2,0,0,0,2
741,Victoria                      ,Circle         ,I,5282,Durrington On Sea             ,0,90,2,0,0,0,92
741,Victoria                      ,Circle         ,I,5360,Epsom                         ,0,0,28,0,0,0,28
741,Victoria                      ,Circle         ,I,5478,Redhill                       ,0,0,6,0,0,0,6
741,Victoria                      ,Circle         ,I,5199,Chatham                       ,0,1,0,23,0,0,24
741,Victoria                      ,Circle         ,I,5084,Shortlands                    ,0,0,0,0,0,3,3
741,Victoria                      ,Circle         ,I,5267,Angmering                     ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5116,Meopham                       ,0,43,0,0,0,0,44
741,Victoria                      ,Circle         ,I,5133,Barming                       ,4,7,0,0,0,0,12
741,Victoria                      ,Circle         ,I,5141,Hollingbourne                 ,0,6,0,0,0,0,6
741,Victoria                      ,Circle         ,I,5410,South Croydon                 ,0,12,0,0,0,0,12
741,Victoria                      ,Circle         ,I,5569,Raynes Park                   ,0,8,0,0,0,0,8
741,Victoria                      ,Circle         ,I,5105,Farningham Road               ,7,0,0,0,0,0,7
741,Victoria                      ,Circle         ,I,5074,Shoreham Kent                 ,0,12,0,0,0,0,12
741,Victoria                      ,Circle         ,I,5365,Horley                        ,0,0,4,0,0,0,4
741,Victoria                      ,Circle         ,I,5347,Ashtead                       ,0,0,107,0,0,0,107
741,Victoria                      ,Circle         ,I,5308,Holmwood                      ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5279,Worthing                      ,2,0,0,0,0,0,2
741,Victoria                      ,Circle         ,I,5455,Polegate                      ,0,132,0,0,0,0,132
741,Victoria                      ,Circle         ,I,5072,Penge East                    ,0,1,16,0,0,0,17
741,Victoria                      ,Circle         ,I,5434,Selhurst                      ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5438,West Norwood                  ,0,5,0,0,0,0,5
741,Victoria                      ,Circle         ,I,5033,Dover Priory                  ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,5489,Hassocks                      ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5196,Whitstable                    ,0,0,1,0,0,0,1
741,Victoria                      ,Circle         ,I,5423,Peckham Rye                   ,0,1,0,1,0,0,2
741,Victoria                      ,Circle         ,I,5584,Earlsfield                    ,0,15,0,0,0,0,15
741,Victoria                      ,Circle         ,I,5483,Burgess Hill                  ,0,0,10,0,0,0,10
741,Victoria                      ,Circle         ,I,5337,Falmer                        ,0,0,0,5,0,0,5
741,Victoria                      ,Circle         ,I,5392,Waddon                        ,0,0,0,0,1,0,1
741,Victoria                      ,Circle         ,I,5068,Nunhead                       ,0,0,4,0,0,0,4
741,Victoria                      ,Circle         ,I,5351,Caterham                      ,0,0,2,0,0,0,2
741,Victoria                      ,Circle         ,I,5448,Eastbourne                    ,0,0,10,0,0,0,10
741,Victoria                      ,Circle         ,I,5520,Basingstoke                   ,0,0,137,0,0,0,137
741,Victoria                      ,Circle         ,I,5357,Dorking                       ,0,0,1,0,0,0,1
741,Victoria                      ,Circle         ,I,5285,Preston Park                  ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,I,5164,Canterbury East               ,0,0,3,0,0,0,3
741,Victoria                      ,Circle         ,I,5086,West Dulwich                  ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,I,7017,Audley End                    ,0,0,0,0,0,11,11
741,Victoria                      ,Circle         ,O,5421,Denmark Hill                  ,6,27,0,24,0,0,56
741,Victoria                      ,Circle         ,O,5046,Beckenham Junction            ,5,55,35,4,0,0,99
741,Victoria                      ,Circle         ,O,5463,Hurst Green                   ,0,2,0,0,0,0,2
741,Victoria                      ,Circle         ,O,5388,Thornton Heath                ,2,24,82,1,0,0,109
741,Victoria                      ,Circle         ,O,5385,Sutton                        ,0,12,121,2,0,0,135
741,Victoria                      ,Circle         ,O,5134,East Malling                  ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5122,Orpington                     ,2,2,0,0,0,0,4
741,Victoria                      ,Circle         ,O,5084,Shortlands                    ,0,3,3,0,0,0,6
741,Victoria                      ,Circle         ,O,5116,Meopham                       ,0,6,4,0,0,0,11
741,Victoria                      ,Circle         ,O,5416,Gatwick Airport               ,0,6,89,7,40,0,142
741,Victoria                      ,Circle         ,O,5085,Sydenham Hill                 ,12,19,2,0,27,0,60
741,Victoria                      ,Circle         ,O,5064,Bromley South                 ,27,107,60,12,0,0,206
741,Victoria                      ,Circle         ,O,5392,Waddon                        ,0,17,4,0,0,0,21
741,Victoria                      ,Circle         ,O,5478,Redhill                       ,5,35,13,31,4,37,124
741,Victoria                      ,Circle         ,O,5309,Horsham                       ,0,2,0,71,0,0,73
741,Victoria                      ,Circle         ,O,5175,Newington                     ,8,0,0,0,0,0,8
741,Victoria                      ,Circle         ,O,5268,Brighton                      ,0,21,26,23,0,0,71
741,Victoria                      ,Circle         ,O,5072,Penge East                    ,2,9,8,2,0,0,21
741,Victoria                      ,Circle         ,O,5428,Norbury                       ,20,89,21,0,0,0,131
741,Victoria                      ,Circle         ,O,5363,Gipsy Hill                    ,0,0,34,0,0,0,35
741,Victoria                      ,Circle         ,O,5589,Hampton Wick                  ,0,0,1,0,0,0,1
741,Victoria                      ,Circle         ,O,5355,East Croydon                  ,17,98,77,16,32,0,241
741,Victoria                      ,Circle         ,O,5455,Polegate                      ,0,2,20,0,0,0,22
741,Victoria                      ,Circle         ,O,5329,Lewes                         ,0,0,24,0,0,0,24
741,Victoria                      ,Circle         ,O,5018,Margate                       ,0,0,5,0,0,0,6
741,Victoria                      ,Circle         ,O,5379,Purley                        ,0,9,32,0,0,0,42
741,Victoria                      ,Circle         ,O,5394,Wallington                    ,0,0,2,2,0,0,5
741,Victoria                      ,Circle         ,O,5364,Hackbridge                    ,0,1,2,19,0,0,21
741,Victoria                      ,Circle         ,O,5387,Tattenham Corner              ,0,9,0,0,0,0,10
741,Victoria                      ,Circle         ,O,5435,Streatham Hill                ,0,6,6,4,0,0,16
741,Victoria                      ,Circle         ,O,5199,Chatham                       ,9,20,75,4,0,0,108
741,Victoria                      ,Circle         ,O,5123,Petts Wood                    ,11,9,0,0,0,0,19
741,Victoria                      ,Circle         ,O,5187,Sittingbourne                 ,0,5,181,0,0,0,185
741,Victoria                      ,Circle         ,O,5368,Leatherhead                   ,0,0,0,4,0,0,5
741,Victoria                      ,Circle         ,O,5073,St Mary Cray                  ,0,5,2,0,0,0,6
741,Victoria                      ,Circle         ,O,5490,Haywards Heath                ,0,49,0,0,37,0,86
741,Victoria                      ,Circle         ,O,5433,Sanderstead                   ,10,21,0,0,0,0,30
741,Victoria                      ,Circle         ,O,5167,Faversham                     ,0,2,1,0,0,0,3
741,Victoria                      ,Circle         ,O,5356,Crystal Palace                ,2,12,0,0,0,0,13
741,Victoria                      ,Circle         ,O,5399,Balham - NR                   ,0,14,6,0,14,0,35
741,Victoria                      ,Circle         ,O,5395,Wandsworth Common             ,0,5,0,2,22,0,29
741,Victoria                      ,Circle         ,O,5066,Herne Hill                    ,7,28,27,1,0,0,63
741,Victoria                      ,Circle         ,O,5095,Blackheath                    ,0,3,1,3,0,0,7
741,Victoria                      ,Circle         ,O,5423,Peckham Rye                   ,0,29,3,0,0,0,31
741,Victoria                      ,Circle         ,O,5068,Nunhead                       ,0,36,67,0,0,0,103
741,Victoria                      ,Circle         ,O,5203,Rochester                     ,0,11,0,0,0,0,11
741,Victoria                      ,Circle         ,O,5438,West Norwood                  ,0,27,55,0,0,0,82
741,Victoria                      ,Circle         ,O,5384,Streatham Common              ,4,45,20,0,0,0,69
741,Victoria                      ,Circle         ,O,5080,Kent House                    ,0,24,0,2,0,0,26
741,Victoria                      ,Circle         ,O,5075,Swanley                       ,0,9,1,0,0,0,10
741,Victoria                      ,Circle         ,O,5434,Selhurst                      ,0,2,0,0,0,0,3
741,Victoria                      ,Circle         ,O,5405,Carshalton                    ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5174,Herne Bay                     ,0,1,0,0,0,0,2
741,Victoria                      ,Circle         ,O,5103,Eltham                        ,0,3,0,0,0,0,3
741,Victoria                      ,Circle         ,O,5584,Earlsfield                    ,0,5,0,0,0,0,5
741,Victoria                      ,Circle         ,O,5424,Queens Road Peckham           ,3,2,0,0,0,0,6
741,Victoria                      ,Circle         ,O,5164,Canterbury East               ,0,7,27,0,0,0,34
741,Victoria                      ,Circle         ,O,5279,Worthing                      ,0,15,0,0,0,0,15
741,Victoria                      ,Circle         ,O,5273,Hove                          ,0,4,5,0,0,0,9
741,Victoria                      ,Circle         ,O,5105,Farningham Road               ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5114,Longfield                     ,0,13,0,0,0,0,14
741,Victoria                      ,Circle         ,O,5360,Epsom                         ,0,2,0,0,0,0,2
741,Victoria                      ,Circle         ,O,5415,Ewell East                    ,0,3,84,0,0,0,87
741,Victoria                      ,Circle         ,O,5486,East Grinstead                ,0,8,0,0,0,0,8
741,Victoria                      ,Circle         ,O,5420,Battersea Park                ,0,5,3,0,0,0,8
741,Victoria                      ,Circle         ,O,5441,Woodmansterne                 ,0,5,0,0,0,0,5
741,Victoria                      ,Circle         ,O,5094,Bexleyheath                   ,0,4,3,0,0,0,6
741,Victoria                      ,Circle         ,O,5595,Clapham Junction              ,1,47,46,0,0,0,93
741,Victoria                      ,Circle         ,O,5431,Reedham                       ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5391,Upper Warlingham              ,0,9,0,0,0,0,9
741,Victoria                      ,Circle         ,O,5089,Barnehurst                    ,0,17,3,0,0,0,20
741,Victoria                      ,Circle         ,O,5600,Mortlake                      ,0,3,0,0,0,0,3
741,Victoria                      ,Circle         ,O,5483,Burgess Hill                  ,0,2,0,0,0,0,2
741,Victoria                      ,Circle         ,O,5063,Bickley                       ,0,7,115,0,2,0,124
741,Victoria                      ,Circle         ,O,5086,West Dulwich                  ,5,33,12,1,10,0,62
741,Victoria                      ,Circle         ,O,5377,Oxted                         ,0,2,18,0,0,0,20
741,Victoria                      ,Circle         ,O,5177,Rainham Kent                  ,0,10,0,0,0,0,10
741,Victoria                      ,Circle         ,O,5196,Whitstable                    ,0,8,0,0,0,0,8
741,Victoria                      ,Circle         ,O,5278,West Worthing                 ,0,0,4,0,0,0,4
741,Victoria                      ,Circle         ,O,5468,Pulborough                    ,0,0,2,0,0,0,2
741,Victoria                      ,Circle         ,O,3172,Slough                        ,0,0,0,5,0,0,5
741,Victoria                      ,Circle         ,O,3230,Bristol Parkway               ,0,0,17,0,0,0,17
741,Victoria                      ,Circle         ,O,5115,Maidstone East                ,0,5,26,47,0,0,78
741,Victoria                      ,Circle         ,O,5169,Gillingham (Kent)             ,0,10,39,0,2,0,51
741,Victoria                      ,Circle         ,O,5369,Lingfield                     ,3,0,0,0,0,0,3
741,Victoria                      ,Circle         ,O,5437,Sydenham                      ,2,12,0,0,0,0,14
741,Victoria                      ,Circle         ,O,5195,Westgate On Sea               ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,O,5376,Norwood Junction              ,2,0,0,0,0,0,2
741,Victoria                      ,Circle         ,O,5292,South Merton                  ,3,0,0,0,0,0,3
741,Victoria                      ,Circle         ,O,5071,Otford                        ,13,12,0,0,0,0,24
741,Victoria                      ,Circle         ,O,0,Not stated                    ,1,6,0,0,0,0,7
741,Victoria                      ,Circle         ,O,5126,Sole Street                   ,0,9,0,0,0,0,9
741,Victoria                      ,Circle         ,O,5357,Dorking                       ,0,8,0,14,0,0,22
741,Victoria                      ,Circle         ,O,5277,Shoreham By Sea               ,9,33,0,0,0,0,42
741,Victoria                      ,Circle         ,O,5491,Three Bridges                 ,0,17,0,0,0,0,17
741,Victoria                      ,Circle         ,O,5475,Merstham                      ,0,8,0,1,0,0,9
741,Victoria                      ,Circle         ,O,5448,Eastbourne                    ,0,7,65,0,0,0,71
741,Victoria                      ,Circle         ,O,5358,East Dulwich                  ,0,7,0,50,0,0,57
741,Victoria                      ,Circle         ,O,5352,Cheam                         ,0,9,0,0,0,0,9
741,Victoria                      ,Circle         ,O,5351,Caterham                      ,5,0,10,0,0,0,15
741,Victoria                      ,Circle         ,O,5276,Portslade                     ,0,26,0,0,0,0,26
741,Victoria                      ,Circle         ,O,5685,Woking                        ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,O,5430,Purley Oaks                   ,1,0,10,0,0,0,11
741,Victoria                      ,Circle         ,O,5464,Billingshurst                 ,0,0,32,0,0,0,32
741,Victoria                      ,Circle         ,O,5333,Seaford                       ,0,0,4,0,0,0,4
741,Victoria                      ,Circle         ,O,3087,Paddington London             ,0,0,0,4,0,0,4
741,Victoria                      ,Circle         ,O,7022,Cambridge                     ,0,0,0,34,0,0,34
741,Victoria                      ,Circle         ,O,5670,Staines                       ,0,0,0,17,0,0,17
741,Victoria                      ,Circle         ,O,5006,Broadstairs                   ,0,0,0,0,23,57,79
741,Victoria                      ,Circle         ,O,5097,Charing                       ,1,0,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5398,Ashurst                       ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,O,5133,Barming                       ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,O,5432,Riddlesdown                   ,0,0,0,0,0,0,0
741,Victoria                      ,Circle         ,O,5459,Eridge                        ,2,0,0,0,0,0,2
741,Victoria                      ,Circle         ,O,5633,Haslemere                     ,1,0,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5410,South Croydon                 ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5108,Kidbrooke                     ,0,1,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5129,West Malling                  ,1,0,0,0,0,0,1
741,Victoria                      ,Circle         ,O,5796,Gillingham (Dorest)           ,0,0,5,0,0,0,5
741,Victoria                      ,District       ,E,5364,Hackbridge                    ,0,49,1,0,0,0,50
741,Victoria                      ,District       ,E,5355,East Croydon                  ,16,127,120,114,9,1,387
741,Victoria                      ,District       ,E,5428,Norbury                       ,4,203,12,8,0,0,227
741,Victoria                      ,District       ,E,5164,Canterbury East               ,0,16,96,8,0,0,119
741,Victoria                      ,District       ,E,5066,Herne Hill                    ,0,69,6,0,31,0,106
741,Victoria                      ,District       ,E,5595,Clapham Junction              ,59,463,89,11,2,17,641
741,Victoria                      ,District       ,E,5448,Eastbourne                    ,0,0,3,2,0,0,5
741,Victoria                      ,District       ,E,5122,Orpington                     ,0,0,9,2,0,0,10
741,Victoria                      ,District       ,E,0,Not stated                    ,0,96,22,2,9,0,129
741,Victoria                      ,District       ,E,5388,Thornton Heath                ,32,154,46,0,2,1,236
741,Victoria                      ,District       ,E,5352,Cheam                         ,1,80,49,5,0,0,134
741,Victoria                      ,District       ,E,5368,Leatherhead                   ,1,2,0,1,0,0,3
741,Victoria                      ,District       ,E,5071,Otford                        ,2,7,0,0,0,0,9
741,Victoria                      ,District       ,E,5072,Penge East                    ,0,10,29,9,0,0,47
741,Victoria                      ,District       ,E,5598,Waterloo London Br            ,0,0,6,0,0,0,6
741,Victoria                      ,District       ,E,5402,Bishopstone                   ,0,8,0,0,0,0,8
741,Victoria                      ,District       ,E,5130,Borough Green                 ,0,122,0,18,0,0,141
741,Victoria                      ,District       ,E,5129,West Malling                  ,3,122,0,16,1,0,141
741,Victoria                      ,District       ,E,5169,Gillingham (Kent)             ,1,26,24,0,0,0,51
741,Victoria                      ,District       ,E,5116,Meopham                       ,3,65,0,0,0,0,68
741,Victoria                      ,District       ,E,5384,Streatham Common              ,25,89,11,0,0,0,125
741,Victoria                      ,District       ,E,5309,Horsham                       ,1,46,43,3,0,0,93
741,Victoria                      ,District       ,E,5416,Gatwick Airport               ,4,42,26,38,8,49,167
741,Victoria                      ,District       ,E,5385,Sutton                        ,8,74,137,27,4,5,255
741,Victoria                      ,District       ,E,5486,East Grinstead                ,1,61,10,0,0,0,72
741,Victoria                      ,District       ,E,5430,Purley Oaks                   ,1,4,0,0,0,0,5
741,Victoria                      ,District       ,E,5420,Battersea Park                ,26,132,6,20,11,0,195
741,Victoria                      ,District       ,E,5114,Longfield                     ,3,162,15,14,0,0,194
741,Victoria                      ,District       ,E,5435,Streatham Hill                ,1,60,30,27,4,8,130
741,Victoria                      ,District       ,E,5085,Sydenham Hill                 ,0,34,5,0,0,0,39
741,Victoria                      ,District       ,E,5399,Balham - NR                   ,8,171,9,0,0,0,188
741,Victoria                      ,District       ,E,5372,Wandsworth Road               ,9,86,0,0,0,0,95
741,Victoria                      ,District       ,E,5277,Shoreham By Sea               ,0,2,8,0,0,0,10
741,Victoria                      ,District       ,E,5285,Preston Park                  ,0,24,0,0,0,0,24
741,Victoria                      ,District       ,E,5360,Epsom                         ,0,5,3,0,1,0,9
741,Victoria                      ,District       ,E,5268,Brighton                      ,0,28,145,29,4,0,205
741,Victoria                      ,District       ,E,5394,Wallington                    ,1,51,5,4,0,0,60
741,Victoria                      ,District       ,E,5064,Bromley South                 ,11,55,235,33,12,0,346
741,Victoria                      ,District       ,E,5423,Peckham Rye                   ,1,13,0,46,0,0,60
741,Victoria                      ,District       ,E,5103,Eltham                        ,0,0,40,3,0,0,43
741,Victoria                      ,District       ,E,5576,Wandsworth Town               ,0,34,0,0,57,0,91
741,Victoria                      ,District       ,E,6914,Chingford                     ,0,0,0,0,4,28,33
741,Victoria                      ,District       ,E,5395,Wandsworth Common             ,15,129,31,12,0,0,187
741,Victoria                      ,District       ,E,5363,Gipsy Hill                    ,30,59,1,0,0,0,90
741,Victoria                      ,District       ,E,5433,Sanderstead                   ,0,20,1,0,4,17,44
741,Victoria                      ,District       ,E,5275,Lancing                       ,0,25,0,0,0,0,25
741,Victoria                      ,District       ,E,5329,Lewes                         ,0,11,14,8,0,0,32
741,Victoria                      ,District       ,E,5379,Purley                        ,5,19,23,48,0,0,95
741,Victoria                      ,District       ,E,5332,Plumpton                      ,0,0,0,9,0,0,9
741,Victoria                      ,District       ,E,5415,Ewell East                    ,2,50,0,0,0,0,52
741,Victoria                      ,District       ,E,5391,Upper Warlingham              ,1,7,8,0,0,0,16
741,Victoria                      ,District       ,E,5075,Swanley                       ,22,207,27,0,0,0,256
741,Victoria                      ,District       ,E,5073,St Mary Cray                  ,30,67,60,0,0,0,157
741,Victoria                      ,District       ,E,5023,Ramsgate                      ,1,6,0,0,0,0,7
741,Victoria                      ,District       ,E,5405,Carshalton                    ,1,96,6,21,0,0,124
741,Victoria                      ,District       ,E,5356,Crystal Palace                ,0,22,5,0,3,6,35
741,Victoria                      ,District       ,E,5565,Kingston                      ,0,0,0,0,0,0,0
741,Victoria                      ,District       ,E,5167,Faversham                     ,1,19,8,4,0,0,32
741,Victoria                      ,District       ,E,7930,Gypsy Lane                    ,0,13,0,0,0,0,13
741,Victoria                      ,District       ,E,9943,Croy                          ,0,1,0,0,0,0,1
741,Victoria                      ,District       ,E,5491,Three Bridges                 ,3,14,24,0,0,0,42
741,Victoria                      ,District       ,E,5046,Beckenham Junction            ,4,23,86,0,0,0,113
741,Victoria                      ,District       ,E,5199,Chatham                       ,1,12,56,19,0,0,87
