 RODS report3 created at 13:27:47 on 29-03-2017,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,
Final National Rail/DLR stations,,,,,,,,,,
,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Weekday
All departures from,,to NR/DLR Destination,, - 7am ,7am-10am,10am-4pm,4pm-7pm ,7pm-10pm,10pm+,total
788,Canada Water                  ,5362,Forest Hill                   ,20,590,826,1061,828,372,3698
788,Canada Water                  ,5363,Gipsy Hill                    ,0,0,36,0,0,0,36
788,Canada Water                  ,6977,Hackney Central               ,0,0,3,0,0,0,3
788,Canada Water                  ,1022,Haggerston                    ,0,0,207,238,43,13,501
788,Canada Water                  ,5418,Honor Oak Park                ,0,49,266,794,238,224,1571
788,Canada Water                  ,1023,Hoxton                        ,4,339,66,915,63,54,1441
788,Canada Water                  ,6881,Ilford                        ,0,88,0,0,0,0,88
788,Canada Water                  ,5419,Kenley                        ,0,0,0,0,0,0,0
788,Canada Water                  ,5108,Kidbrooke                     ,0,0,0,0,0,0,0
788,Canada Water                  ,5368,Leatherhead                   ,11,4,0,0,0,0,15
788,Canada Water                  ,7491,Limehouse Br                  ,0,0,0,0,0,0,0
788,Canada Water                  ,5053,Lower Sydenham                ,0,0,94,0,0,0,94
788,Canada Water                  ,5374,Mitcham                       ,0,0,0,14,0,0,14
788,Canada Water                  ,5427,Mitcham Junction              ,0,0,55,0,0,0,55
788,Canada Water                  ,5150,New Cross                     ,9,1505,1396,1620,430,286,5246
788,Canada Water                  ,5345,New Cross Gate                ,90,1252,2099,2066,844,313,6664
788,Canada Water                  ,5119,New Eltham                    ,0,1,0,0,12,12,26
788,Canada Water                  ,5429,North Dulwich                 ,3,15,0,0,0,0,18
788,Canada Water                  ,5376,Norwood Junction              ,0,152,0,499,126,0,776
788,Canada Water                  ,0,Not stated                    ,0,0,1,0,40,0,41
788,Canada Water                  ,9999,Other - Outside NSE           ,8,176,371,207,40,0,801
788,Canada Water                  ,6021,Palmers Green                 ,0,0,0,0,0,0,0
788,Canada Water                  ,5423,Peckham Rye                   ,15,382,105,184,0,0,686
788,Canada Water                  ,5378,Penge West                    ,0,0,20,222,100,0,341
788,Canada Water                  ,5379,Purley                        ,88,403,125,0,1,0,618
788,Canada Water                  ,5430,Purley Oaks                   ,0,0,0,13,0,0,13
788,Canada Water                  ,5424,Queens Road Peckham           ,55,613,81,164,0,58,971
788,Canada Water                  ,5478,Redhill                       ,4,19,0,0,0,0,23
788,Canada Water                  ,5480,Reigate                       ,0,0,78,0,0,0,78
788,Canada Water                  ,6886,Romford                       ,0,96,0,0,1,0,97
788,Canada Water                  ,6676,Rotherham Central             ,0,0,82,0,0,0,82
788,Canada Water                  ,1039,Rotherhithe                   ,39,304,890,1053,1403,516,4206
788,Canada Water                  ,5433,Sanderstead                   ,0,0,247,0,0,0,247
788,Canada Water                  ,5434,Selhurst                      ,0,0,0,108,0,0,108
788,Canada Water                  ,1082,Shadwell                      ,24,134,612,433,149,23,1375
788,Canada Water                  ,1024,Shoreditch High Street        ,66,975,536,681,131,0,2390
788,Canada Water                  ,5125,Sidcup                        ,0,0,0,27,0,0,27
788,Canada Water                  ,6972,Silver Street                 ,0,0,0,0,42,0,42
788,Canada Water                  ,5425,South Bermondsey              ,0,0,0,0,0,0,0
788,Canada Water                  ,5410,South Croydon                 ,0,0,0,23,0,0,23
788,Canada Water                  ,5383,Streatham                     ,0,0,0,0,18,0,18
788,Canada Water                  ,5435,Streatham Hill                ,129,493,9,90,0,0,722
788,Canada Water                  ,1083,Surrey Quays                  ,67,1448,816,1846,1358,234,5767
788,Canada Water                  ,5385,Sutton                        ,0,511,6,58,2,293,869
788,Canada Water                  ,5437,Sydenham                      ,0,119,328,932,656,405,2440
788,Canada Water                  ,5386,Tadworth                      ,8,95,0,0,0,0,103
788,Canada Water                  ,5572,Teddington                    ,0,0,0,2,0,12,15
788,Canada Water                  ,5388,Thornton Heath                ,0,0,0,0,491,0,491
788,Canada Water                  ,5574,Twickenham                    ,0,0,0,1,0,0,1
788,Canada Water                  ,5392,Waddon                        ,0,0,0,40,0,0,40
788,Canada Water                  ,5394,Wallington                    ,0,0,7,227,133,0,368
788,Canada Water                  ,5395,Wandsworth Common             ,0,0,0,0,0,17,17
788,Canada Water                  ,5372,Wandsworth Road               ,0,0,8,31,0,0,39
788,Canada Water                  ,1085,Wapping                       ,83,547,389,1433,934,220,3607
788,Canada Water                  ,5128,Welling                       ,0,0,0,0,0,14,14
788,Canada Water                  ,5411,West Croydon                  ,284,1036,138,294,139,7,1898
788,Canada Water                  ,5438,West Norwood                  ,381,147,20,75,328,0,952
788,Canada Water                  ,5577,Weybridge                     ,4,7,0,0,0,0,11
788,Canada Water                  ,5579,Worcester Park                ,0,0,0,39,0,0,39
852,Canary Wharf                  ,850,All Saints                    ,8,228,58,126,6,109,534
852,Canary Wharf                  ,882,Blackwall                     ,0,0,0,19,0,0,19
852,Canary Wharf                  ,851,Bow Church                    ,0,0,101,58,8,0,168
852,Canary Wharf                  ,854,Crossharbour                  ,103,523,462,375,161,37,1661
852,Canary Wharf                  ,887,Custom House - DLR            ,0,0,39,0,0,0,39
852,Canary Wharf                  ,879,Cutty Sark                    ,27,651,470,131,125,1,1405
852,Canary Wharf                  ,897,Deptford Bridge               ,0,2,187,239,35,0,463
852,Canary Wharf                  ,867,Devons Road                   ,11,41,76,15,15,0,156
852,Canary Wharf                  ,883,East India                    ,0,12,15,0,8,0,35
852,Canary Wharf                  ,898,Elverson Road                 ,20,32,0,177,8,0,237
852,Canary Wharf                  ,928,Greenwich - DLR - NR          ,0,49,193,52,76,0,371
852,Canary Wharf                  ,855,Heron Quays                   ,22,150,0,70,17,0,259
852,Canary Wharf                  ,856,Island Gardens                ,0,21,45,233,85,234,617
852,Canary Wharf                  ,853,Langdon Park                  ,0,11,5,67,80,142,305
852,Canary Wharf                  ,940,Lewisham                      ,4,96,58,76,7,15,256
852,Canary Wharf                  ,862,Limehouse                     ,1,5,128,204,61,6,405
852,Canary Wharf                  ,857,Mudchute                      ,10,66,283,266,350,121,1097
852,Canary Wharf                  ,0,Not stated                    ,3,36,2,97,0,0,137
852,Canary Wharf                  ,858,Poplar                        ,2,43,126,168,0,8,347
852,Canary Wharf                  ,888,Prince Regent                 ,0,0,0,1,0,0,1
852,Canary Wharf                  ,859,Pudding Mill Lane             ,0,0,0,0,0,0,0
852,Canary Wharf                  ,860,Shadwell - DLR                ,0,0,78,0,0,0,78
852,Canary Wharf                  ,861,South Quay                    ,62,717,388,68,1,0,1237
852,Canary Wharf                  ,864,Tower Gateway                 ,0,10,0,0,0,0,10
852,Canary Wharf                  ,866,West India Quay               ,1,11,0,0,0,0,12
852,Canary Wharf                  ,865,Westferry                     ,2,16,0,99,0,7,124
852,Canary Wharf                  ,573,Woolwich Arsenal (DLR)        ,4,18,0,0,0,0,21
884,Canning Town                  ,850,All Saints                    ,0,0,0,0,0,0,0
884,Canning Town                  ,895,Beckton                       ,0,97,813,460,213,119,1702
884,Canning Town                  ,891,Beckton Park                  ,13,192,34,115,59,21,433
884,Canning Town                  ,882,Blackwall                     ,0,225,0,0,5,0,230
884,Canning Town                  ,842,Canary Wharf - DLR            ,0,27,5,9,0,0,40
884,Canning Town                  ,854,Crossharbour                  ,0,0,0,53,0,0,53
884,Canning Town                  ,887,Custom House - DLR            ,104,1343,2188,1388,129,14,5165
884,Canning Town                  ,879,Cutty Sark                    ,0,0,32,0,0,0,32
884,Canning Town                  ,893,Cyprus                        ,81,735,1417,805,360,47,3445
884,Canning Town                  ,883,East India                    ,613,1511,442,457,493,173,3690
884,Canning Town                  ,894,Gallions Reach                ,64,93,489,266,80,9,1002
884,Canning Town                  ,928,Greenwich - DLR - NR          ,0,0,22,0,0,0,22
884,Canning Town                  ,523,King George V                 ,12,96,99,213,91,2,515
884,Canning Town                  ,940,Lewisham                      ,0,15,0,185,0,0,201
884,Canning Town                  ,862,Limehouse                     ,0,63,31,2,0,0,96
884,Canning Town                  ,533,London City Airport           ,183,344,725,181,16,13,1461
884,Canning Town                  ,0,Not stated                    ,0,0,0,4,47,0,52
884,Canning Town                  ,538,Pontoon Dock                  ,5,35,184,166,173,44,607
884,Canning Town                  ,858,Poplar                        ,0,8,82,34,0,0,124
884,Canning Town                  ,888,Prince Regent                 ,84,312,814,748,210,120,2288
884,Canning Town                  ,890,Royal Albert                  ,400,1765,387,422,10,141,3124
884,Canning Town                  ,886,Royal Victoria                ,8,427,379,721,172,282,1989
884,Canning Town                  ,860,Shadwell - DLR                ,0,37,7,117,17,4,182
884,Canning Town                  ,861,South Quay                    ,0,1,22,0,0,0,22
884,Canning Town                  ,889,Star Lane                     ,69,1118,175,0,0,0,1362
884,Canning Town                  ,749,Stratford High Street         ,20,52,0,0,0,0,72
884,Canning Town                  ,504,Stratford International       ,26,290,185,62,0,0,563
884,Canning Town                  ,864,Tower Gateway                 ,0,10,8,0,0,0,18
884,Canning Town                  ,866,West India Quay               ,0,0,0,0,11,0,11
884,Canning Town                  ,559,West Silvertown               ,447,159,223,452,230,22,1532
884,Canning Town                  ,865,Westferry                     ,0,53,30,0,10,1,94
884,Canning Town                  ,573,Woolwich Arsenal (DLR)        ,57,46,479,800,941,163,2485
536,Cannon Street                 ,5131,Abbey Wood                    ,0,0,9,63,0,0,72
536,Cannon Street                 ,5132,Albany Park                   ,0,0,0,48,0,0,48
536,Cannon Street                 ,5089,Barnehurst                    ,0,0,4,0,0,0,4
536,Cannon Street                 ,5092,Belvedere                     ,0,0,3,3,0,0,6
536,Cannon Street                 ,5093,Bexley                        ,0,0,2,7,0,0,9
536,Cannon Street                 ,5094,Bexleyheath                   ,0,2,0,0,0,0,2
536,Cannon Street                 ,5163,Birchington                   ,0,0,0,34,0,0,34
536,Cannon Street                 ,5095,Blackheath                    ,0,0,0,20,0,0,20
536,Cannon Street                 ,5404,Brockley                      ,0,0,0,0,1,0,1
536,Cannon Street                 ,5096,Bromley North                 ,0,11,0,0,0,0,11
536,Cannon Street                 ,5164,Canterbury East               ,0,0,0,9,0,0,9
536,Cannon Street                 ,5047,Catford Bridge                ,0,0,0,10,0,0,10
536,Cannon Street                 ,5144,Charlton                      ,0,0,57,285,2,0,344
536,Cannon Street                 ,5199,Chatham                       ,0,0,0,9,0,0,9
536,Cannon Street                 ,5099,Chislehurst                   ,0,0,0,81,0,0,81
536,Cannon Street                 ,5048,Clock House                   ,0,0,43,4,3,0,50
536,Cannon Street                 ,3634,Craven Arms                   ,0,0,16,0,0,0,16
536,Cannon Street                 ,5100,Crayford                      ,0,0,0,12,3,0,15
536,Cannon Street                 ,5101,Dartford                      ,0,0,0,1,0,0,1
536,Cannon Street                 ,5145,Deptford                      ,0,27,11,0,0,0,38
536,Cannon Street                 ,5034,Dumpton Park                  ,0,0,0,2,0,0,2
536,Cannon Street                 ,5056,Eden Park                     ,0,0,0,11,0,0,11
536,Cannon Street                 ,5135,Elmstead Woods                ,0,0,0,6,0,0,6
536,Cannon Street                 ,5103,Eltham                        ,0,0,0,0,0,0,0
536,Cannon Street                 ,5104,Erith                         ,0,0,0,16,0,0,16
536,Cannon Street                 ,5065,Eynsford                      ,0,0,0,89,0,0,89
536,Cannon Street                 ,5167,Faversham                     ,0,0,0,18,0,0,18
536,Cannon Street                 ,3235,Filton Abbeywood              ,10,13,0,0,0,0,23
536,Cannon Street                 ,5169,Gillingham (Kent)             ,0,0,0,64,0,0,64
536,Cannon Street                 ,5146,Greenwich                     ,0,74,23,52,0,0,149
536,Cannon Street                 ,5139,Grove Park                    ,0,0,0,12,0,0,12
536,Cannon Street                 ,5219,Hastings                      ,0,0,0,0,0,0,0
536,Cannon Street                 ,5174,Herne Bay                     ,0,0,0,1,0,0,1
536,Cannon Street                 ,5202,Higham                        ,0,0,0,2,0,0,2
536,Cannon Street                 ,5236,Hildenborough                 ,0,0,0,19,0,0,19
536,Cannon Street                 ,5107,Hither Green                  ,0,0,49,77,0,0,126
536,Cannon Street                 ,5057,Ladywell                      ,0,228,0,8,0,0,235
536,Cannon Street                 ,5110,Lee                           ,0,0,0,42,0,0,42
536,Cannon Street                 ,5051,Lewisham - NR                 ,0,27,0,53,87,0,167
536,Cannon Street                 ,5148,London Bridge Br              ,0,0,0,43,0,0,43
536,Cannon Street                 ,5053,Lower Sydenham                ,0,0,0,15,0,0,15
536,Cannon Street                 ,5115,Maidstone East                ,0,0,43,0,0,0,44
536,Cannon Street                 ,5149,Maze Hill                     ,0,0,0,1,38,0,39
536,Cannon Street                 ,5058,New Beckenham                 ,0,0,0,171,0,0,171
536,Cannon Street                 ,5150,New Cross                     ,0,6,56,89,0,0,151
536,Cannon Street                 ,5119,New Eltham                    ,0,0,0,25,85,0,109
536,Cannon Street                 ,0,Not stated                    ,0,3,87,59,60,0,209
536,Cannon Street                 ,5122,Orpington                     ,0,0,12,31,0,0,43
536,Cannon Street                 ,5224,Paddock Wood                  ,0,0,0,10,0,0,10
536,Cannon Street                 ,5123,Petts Wood                    ,0,0,0,1,56,0,57
536,Cannon Street                 ,5208,Plumstead                     ,0,11,0,4,0,0,16
536,Cannon Street                 ,7454,Rainham Essex                 ,0,0,0,16,0,0,16
536,Cannon Street                 ,5177,Rainham Kent                  ,0,0,0,12,0,0,12
536,Cannon Street                 ,5203,Rochester                     ,0,0,0,2,0,0,2
536,Cannon Street                 ,5179,Selling                       ,0,0,0,2,0,0,2
536,Cannon Street                 ,5124,Sevenoaks                     ,0,0,0,72,0,0,72
536,Cannon Street                 ,5125,Sidcup                        ,0,0,0,24,0,0,24
536,Cannon Street                 ,5187,Sittingbourne                 ,0,0,0,105,0,0,105
536,Cannon Street                 ,5059,St Johns                      ,0,0,0,131,72,0,203
536,Cannon Street                 ,5228,Staplehurst                   ,0,0,0,5,0,0,5
536,Cannon Street                 ,5155,Sundridge Park                ,0,0,0,4,0,0,4
536,Cannon Street                 ,5437,Sydenham                      ,0,0,0,167,0,0,167
536,Cannon Street                 ,5085,Sydenham Hill                 ,0,0,0,2,0,0,2
536,Cannon Street                 ,5229,Tonbridge                     ,0,0,0,3,0,0,3
536,Cannon Street                 ,5230,Tunbridge Wells Central       ,0,0,15,36,0,0,51
536,Cannon Street                 ,5231,Wadhurst                      ,0,0,0,49,0,0,49
536,Cannon Street                 ,5242,West St Leonards              ,0,0,0,4,0,0,4
536,Cannon Street                 ,5054,West Wickham                  ,0,0,0,40,0,0,40
536,Cannon Street                 ,5151,Westcombe Park                ,0,0,16,57,19,0,92
536,Cannon Street                 ,5196,Whitstable                    ,0,0,0,0,0,0,0
536,Cannon Street                 ,5152,Woolwich Arsenal              ,0,56,5,127,40,0,228
536,Cannon Street                 ,5153,Woolwich Dockyard             ,0,0,0,20,0,0,20
539,Chalfont & Latimer            ,1492,Aylesbury                     ,0,1,0,0,0,0,1
539,Chalfont & Latimer            ,1463,Great Missenden               ,0,13,0,22,5,17,56
539,Chalfont & Latimer            ,1475,Marylebone London             ,34,199,0,11,24,0,268
539,Chalfont & Latimer            ,0,Not stated                    ,0,0,0,0,29,0,29
539,Chalfont & Latimer            ,9999,Other - Outside NSE           ,0,0,0,2,0,0,2
539,Chalfont & Latimer            ,1467,Stoke Mandeville              ,0,0,12,0,0,0,12
539,Chalfont & Latimer            ,1466,Wendover                      ,0,0,0,2,0,0,2
718,Charing Cross                 ,5131,Abbey Wood                    ,0,0,82,46,136,2,267
718,Charing Cross                 ,5132,Albany Park                   ,0,0,0,2,30,0,32
718,Charing Cross                 ,5397,Anerley                       ,0,0,0,0,1,4,5
718,Charing Cross                 ,5466,Ashford International         ,0,0,13,67,17,0,97
718,Charing Cross                 ,5004,Ashford Kent                  ,0,1,3,16,0,0,21
718,Charing Cross                 ,5089,Barnehurst                    ,0,0,29,42,0,2,72
718,Charing Cross                 ,5215,Battle                        ,0,0,1,0,0,0,1
718,Charing Cross                 ,5092,Belvedere                     ,0,0,0,0,45,0,45
718,Charing Cross                 ,5093,Bexley                        ,0,4,1,46,0,0,52
718,Charing Cross                 ,5094,Bexleyheath                   ,2,7,4,62,41,0,116
718,Charing Cross                 ,5095,Blackheath                    ,0,13,20,87,6,43,169
718,Charing Cross                 ,5404,Brockley                      ,0,0,0,3,0,26,30
718,Charing Cross                 ,5096,Bromley North                 ,0,0,0,4,28,0,33
718,Charing Cross                 ,5142,Cannon Street - NR            ,0,0,0,0,0,0,0
718,Charing Cross                 ,5007,Canterbury West               ,0,0,0,13,0,0,13
718,Charing Cross                 ,5077,Catford                       ,0,0,4,0,0,36,40
718,Charing Cross                 ,5047,Catford Bridge                ,0,0,78,130,93,160,462
718,Charing Cross                 ,5097,Charing                       ,0,0,0,0,0,0,0
718,Charing Cross                 ,9911,Charing Cross (Glasgow)       ,0,0,0,12,0,0,12
718,Charing Cross                 ,5144,Charlton                      ,0,0,1,61,108,5,175
718,Charing Cross                 ,2764,Chelford                      ,0,0,0,0,0,0,0
718,Charing Cross                 ,6836,Chelmsford                    ,0,0,0,0,1,0,1
718,Charing Cross                 ,5098,Chelsfield                    ,0,11,2,12,100,0,124
718,Charing Cross                 ,5296,Chilworth                     ,0,0,0,0,0,0,0
718,Charing Cross                 ,5099,Chislehurst                   ,0,0,23,18,1,56,99
718,Charing Cross                 ,5595,Clapham Junction              ,0,0,4,0,0,0,4
718,Charing Cross                 ,5048,Clock House                   ,0,5,2,20,15,0,43
718,Charing Cross                 ,5100,Crayford                      ,0,0,2,38,24,0,65
718,Charing Cross                 ,5233,Crowhurst                     ,0,0,0,0,0,0,0
718,Charing Cross                 ,5101,Dartford                      ,0,17,54,31,89,124,314
718,Charing Cross                 ,5011,Deal                          ,0,0,0,1,0,0,1
718,Charing Cross                 ,5145,Deptford                      ,0,0,0,0,0,0,1
718,Charing Cross                 ,5033,Dover Priory                  ,0,0,13,0,0,0,13
718,Charing Cross                 ,5355,East Croydon                  ,0,0,19,0,0,0,19
718,Charing Cross                 ,5358,East Dulwich                  ,0,0,0,0,0,0,0
718,Charing Cross                 ,5056,Eden Park                     ,0,0,1,0,0,0,1
718,Charing Cross                 ,5049,Elmers End                    ,0,0,0,40,18,0,58
718,Charing Cross                 ,5135,Elmstead Woods                ,0,0,35,14,20,0,69
718,Charing Cross                 ,5103,Eltham                        ,0,0,38,87,73,37,235
718,Charing Cross                 ,5104,Erith                         ,0,0,0,15,55,0,70
718,Charing Cross                 ,5217,Etchingham                    ,0,0,1,0,0,0,1
718,Charing Cross                 ,5137,Falconwood                    ,0,0,0,31,0,0,31
718,Charing Cross                 ,5035,Folkestone Central            ,0,0,1,0,0,0,1
718,Charing Cross                 ,5014,Folkestone Harbour            ,0,0,0,0,40,0,40
718,Charing Cross                 ,5027,Folkestone West               ,0,0,3,3,0,0,6
718,Charing Cross                 ,5362,Forest Hill                   ,0,0,0,0,11,13,24
718,Charing Cross                 ,5172,Gravesend                     ,0,2,41,23,1,0,67
718,Charing Cross                 ,1463,Great Missenden               ,0,0,8,0,0,0,8
718,Charing Cross                 ,5138,Greenhithe                    ,0,0,0,49,66,0,116
718,Charing Cross                 ,5146,Greenwich                     ,0,1,11,58,2,0,72
718,Charing Cross                 ,5139,Grove Park                    ,0,0,7,55,22,18,102
718,Charing Cross                 ,5219,Hastings                      ,0,1,0,24,0,2,26
718,Charing Cross                 ,5050,Hayes                         ,0,0,0,2,0,0,2
718,Charing Cross                 ,5490,Haywards Heath                ,0,0,4,0,0,0,4
718,Charing Cross                 ,5220,Headcorn                      ,0,0,29,1,0,0,29
718,Charing Cross                 ,5235,High Brooms                   ,3,11,0,19,14,39,87
718,Charing Cross                 ,5202,Higham                        ,0,0,0,5,0,0,5
718,Charing Cross                 ,5236,Hildenborough                 ,0,0,1,0,0,0,1
718,Charing Cross                 ,5107,Hither Green                  ,0,0,122,221,187,0,531
718,Charing Cross                 ,5418,Honor Oak Park                ,1,0,0,24,1,0,26
718,Charing Cross                 ,6108,Huntingdon                    ,0,0,0,4,0,0,4
718,Charing Cross                 ,5080,Kent House                    ,0,0,0,7,0,0,7
718,Charing Cross                 ,5108,Kidbrooke                     ,0,0,3,20,107,9,138
718,Charing Cross                 ,1229,Kidsgrove                     ,0,0,0,0,0,0,0
718,Charing Cross                 ,5109,Knockholt                     ,0,0,0,173,69,0,242
718,Charing Cross                 ,5057,Ladywell                      ,1,16,13,126,18,48,222
718,Charing Cross                 ,5110,Lee                           ,1,36,93,75,4,37,245
718,Charing Cross                 ,5051,Lewisham - NR                 ,0,1,33,38,128,43,243
718,Charing Cross                 ,5148,London Bridge Br              ,1,5,26,125,0,0,158
718,Charing Cross                 ,5053,Lower Sydenham                ,0,31,0,27,0,0,58
718,Charing Cross                 ,5223,Marden                        ,0,0,0,1,3,0,4
718,Charing Cross                 ,5149,Maze Hill                     ,0,1,0,24,0,18,43
718,Charing Cross                 ,5600,Mortlake                      ,0,0,0,2,0,0,2
718,Charing Cross                 ,5118,Mottingham                    ,0,0,0,3,67,0,70
718,Charing Cross                 ,5058,New Beckenham                 ,0,0,3,11,0,0,14
718,Charing Cross                 ,5150,New Cross                     ,0,0,101,1,48,0,150
718,Charing Cross                 ,5345,New Cross Gate                ,0,0,1,4,0,0,4
718,Charing Cross                 ,5119,New Eltham                    ,0,10,44,53,31,0,138
718,Charing Cross                 ,5120,Northfleet                    ,0,0,0,0,0,0,0
718,Charing Cross                 ,5376,Norwood Junction              ,0,0,0,0,0,0,0
718,Charing Cross                 ,0,Not stated                    ,0,0,134,239,185,19,578
718,Charing Cross                 ,1826,Nottingham                    ,0,0,0,63,0,0,63
718,Charing Cross                 ,5122,Orpington                     ,0,5,18,212,88,7,329
718,Charing Cross                 ,5224,Paddock Wood                  ,0,0,2,30,1,0,33
718,Charing Cross                 ,5423,Peckham Rye                   ,0,0,0,0,56,6,63
718,Charing Cross                 ,5378,Penge West                    ,0,0,0,0,3,0,3
718,Charing Cross                 ,5123,Petts Wood                    ,0,0,3,69,3,6,80
718,Charing Cross                 ,5225,Pluckley                      ,0,0,0,0,0,0,0
718,Charing Cross                 ,5332,Plumpton                      ,0,0,1,0,0,0,1
718,Charing Cross                 ,5208,Plumstead                     ,0,0,0,21,20,14,56
718,Charing Cross                 ,5379,Purley                        ,0,0,0,17,0,0,17
718,Charing Cross                 ,5424,Queens Road Peckham           ,0,0,0,0,4,0,4
718,Charing Cross                 ,5023,Ramsgate                      ,0,0,0,1,0,0,1
718,Charing Cross                 ,3149,Reading                       ,0,5,0,0,0,0,5
718,Charing Cross                 ,5226,Robertsbridge                 ,0,0,0,0,0,0,0
718,Charing Cross                 ,5543,Ryde St Johns Road            ,0,0,0,0,0,0,0
718,Charing Cross                 ,5380,Salfords                      ,0,0,0,0,0,0,0
718,Charing Cross                 ,5025,Sandling                      ,0,0,0,0,27,26,53
718,Charing Cross                 ,5124,Sevenoaks                     ,0,22,10,134,36,37,240
718,Charing Cross                 ,6888,Shenfield                     ,0,0,0,5,0,0,5
718,Charing Cross                 ,5125,Sidcup                        ,0,0,145,114,63,5,327
718,Charing Cross                 ,5154,Slade Green                   ,0,0,3,0,0,0,3
718,Charing Cross                 ,5059,St Johns                      ,0,3,0,3,0,0,6
718,Charing Cross                 ,5239,St Leonards Warr Sq           ,0,0,7,55,0,0,62
718,Charing Cross                 ,5228,Staplehurst                   ,0,32,18,25,0,0,75
718,Charing Cross                 ,5248,Stone Crossing                ,0,0,0,23,0,0,23
718,Charing Cross                 ,5240,Stonegate                     ,0,0,0,1,0,0,1
718,Charing Cross                 ,5191,Strood                        ,0,2,3,15,0,0,19
718,Charing Cross                 ,5155,Sundridge Park                ,0,0,0,7,0,0,7
718,Charing Cross                 ,5437,Sydenham                      ,0,0,0,5,6,0,11
718,Charing Cross                 ,5229,Tonbridge                     ,0,1,10,119,24,12,166
718,Charing Cross                 ,5230,Tunbridge Wells Central       ,0,17,4,117,52,26,216
718,Charing Cross                 ,5231,Wadhurst                      ,0,0,0,21,1,0,22
718,Charing Cross                 ,5575,Walton On Thames              ,0,0,0,0,11,0,11
718,Charing Cross                 ,1402,Watford Junction              ,0,0,0,0,0,0,0
718,Charing Cross                 ,5128,Welling                       ,0,0,157,78,25,0,260
718,Charing Cross                 ,5054,West Wickham                  ,0,0,7,27,0,0,34
718,Charing Cross                 ,5151,Westcombe Park                ,0,0,39,4,0,0,43
718,Charing Cross                 ,5152,Woolwich Arsenal              ,1,17,86,121,46,68,339
718,Charing Cross                 ,5153,Woolwich Dockyard             ,0,0,0,6,0,0,6
546,Chorleywood                   ,5280,Aldrington                    ,0,0,0,0,0,0,0
546,Chorleywood                   ,1475,Marylebone London             ,2,135,10,26,16,0,189
546,Chorleywood                   ,9999,Other - Outside NSE           ,0,0,0,0,0,0,0
546,Chorleywood                   ,5609,Syon Lane                     ,0,16,0,0,0,0,16
548,Clapham North                 ,5595,Clapham Junction              ,0,0,0,0,20,0,20
548,Clapham North                 ,5078,Crofton Park                  ,0,0,0,39,0,0,39
548,Clapham North                 ,5421,Denmark Hill                  ,4,48,2,161,0,0,215
548,Clapham North                 ,5355,East Croydon                  ,0,0,0,10,0,0,10
548,Clapham North                 ,5150,New Cross                     ,28,23,0,0,0,0,51
548,Clapham North                 ,0,Not stated                    ,0,0,0,0,152,0,152
548,Clapham North                 ,5068,Nunhead                       ,0,0,1,0,0,0,1
548,Clapham North                 ,5122,Orpington                     ,0,0,0,0,0,0,0
548,Clapham North                 ,5423,Peckham Rye                   ,0,16,17,61,98,7,199
548,Clapham North                 ,5424,Queens Road Peckham           ,0,54,0,48,0,37,140
548,Clapham North                 ,9587,Shepherds Bush                ,0,25,0,0,0,0,25
548,Clapham North                 ,5426,Victoria Br London            ,0,0,5,0,0,0,5
560,Ealing Broadway               ,2287,Acton Bridge (Cheshire)       ,0,1,0,0,0,0,1
560,Ealing Broadway               ,1404,Acton Central                 ,0,0,12,0,0,0,12
560,Ealing Broadway               ,3000,Acton Main Line               ,0,0,24,64,19,47,154
560,Ealing Broadway               ,5520,Basingstoke                   ,0,0,6,0,0,0,6
560,Ealing Broadway               ,3271,Bath Spa                      ,0,0,2,0,0,0,2
560,Ealing Broadway               ,5693,Bracknell                     ,0,2,0,0,0,0,2
560,Ealing Broadway               ,5500,Bramley                       ,0,0,0,126,0,0,126
560,Ealing Broadway               ,3230,Bristol Parkway               ,0,16,0,0,0,0,16
560,Ealing Broadway               ,3231,Bristol Temple Meads          ,0,0,0,0,0,0,0
560,Ealing Broadway               ,5064,Bromley South                 ,0,0,0,0,0,0,0
560,Ealing Broadway               ,3176,Burnham                       ,0,49,0,233,0,0,282
560,Ealing Broadway               ,3098,Castle Bar Park               ,41,20,55,179,18,0,315
560,Ealing Broadway               ,3267,Chippenham                    ,0,0,61,0,0,0,61
560,Ealing Broadway               ,3019,Cookham                       ,0,0,0,3,0,0,3
560,Ealing Broadway               ,5668,Datchet                       ,0,10,0,0,0,0,10
560,Ealing Broadway               ,3099,Drayton Green                 ,0,0,0,145,0,0,145
560,Ealing Broadway               ,5355,East Croydon                  ,0,0,0,0,0,0,0
560,Ealing Broadway               ,3033,Goring & Streatley            ,0,0,0,1,0,0,1
560,Ealing Broadway               ,3191,Hanwell                       ,0,0,48,497,38,2,586
560,Ealing Broadway               ,1533,Harlington                    ,0,12,22,0,0,0,34
560,Ealing Broadway               ,5050,Hayes                         ,0,72,26,0,7,0,104
560,Ealing Broadway               ,3186,Hayes & Harlington            ,162,499,494,730,344,67,2295
560,Ealing Broadway               ,7090,Heathrow Express T123         ,0,0,8,0,0,0,8
560,Ealing Broadway               ,3170,Iver                          ,0,0,34,20,0,0,54
560,Ealing Broadway               ,8546,Knottingley                   ,0,0,0,22,0,0,22
