NLC,Station,timePeriod,Total,Male,Female,Notstated,NotStated,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
692,RuislipGardens,Evening,348,91,256,2,2,0,0,3,149,44,105,40,0,6
692,RuislipGardens,Late,117,57,53,7,7,0,0,0,94,13,3,0,0,0
692,RuislipGardens,Totalday,1656,575,1031,49,57,24,17,133,569,196,499,109,23,28
693,RuislipManor,Early,31,14,0,17,31,0,0,0,0,0,0,0,0,0
693,RuislipManor,AMpeak,482,96,320,66,69,0,58,0,66,243,21,1,1,23
693,RuislipManor,Midday,746,339,272,134,105,0,63,3,33,39,329,60,93,20
693,RuislipManor,PMPeak,1383,559,629,195,189,0,197,141,132,252,350,74,19,29
693,RuislipManor,Evening,567,379,170,18,18,0,42,97,109,123,163,6,8,0
693,RuislipManor,Late,154,41,65,48,48,0,0,5,23,10,52,14,1,0
693,RuislipManor,Totalday,3362,1428,1455,478,460,0,361,246,363,668,916,155,123,72
694,RussellSquare,Early,303,0,0,303,303,0,0,0,0,0,0,0,0,0
694,RussellSquare,AMpeak,5251,1485,3239,527,519,0,82,803,1161,1096,962,367,183,78
694,RussellSquare,Midday,6778,2893,3786,98,60,11,477,1692,1141,918,1261,594,376,248
694,RussellSquare,PMPeak,3558,1515,1845,198,144,0,144,775,561,673,857,66,40,298
694,RussellSquare,Evening,1696,809,637,250,253,0,81,314,361,275,184,104,124,0
694,RussellSquare,Late,1066,114,641,311,315,0,10,327,83,29,117,19,161,5
694,RussellSquare,Totalday,18651,6816,10148,1687,1594,11,793,3910,3308,2992,3381,1149,884,629
698,SevenSisters,Early,843,13,0,830,830,0,0,0,13,0,0,0,0,0
698,SevenSisters,AMpeak,6641,2618,3231,792,754,88,257,977,1718,1177,1232,382,53,2
698,SevenSisters,Midday,9845,4158,4855,832,777,33,781,1829,2575,1050,1695,318,525,262
698,SevenSisters,PMPeak,20701,7088,11160,2454,2334,30,715,4407,3851,3958,4669,615,74,49
698,SevenSisters,Evening,10370,3329,6007,1034,1041,9,218,2720,2368,2157,1436,315,69,36
698,SevenSisters,Late,5299,1820,1983,1496,1761,0,3,768,1701,518,495,30,22,2
698,SevenSisters,Totalday,53700,19027,27236,7437,7498,160,1973,10702,12226,8860,9527,1660,743,351
700,Shepherd'sBush(Cen,Early,935,0,0,935,935,0,0,0,0,0,0,0,0,0
700,Shepherd'sBush(Cen,AMpeak,6186,1688,3201,1298,1239,59,10,663,1542,1387,820,274,7,186
700,Shepherd'sBush(Cen,Midday,7917,3009,3850,1058,984,0,201,1479,1948,1186,1280,182,340,317
700,Shepherd'sBush(Cen,PMPeak,8861,3063,4813,984,988,15,157,1663,2958,1237,1271,363,79,130
700,Shepherd'sBush(Cen,Evening,5455,1574,3554,327,304,0,73,1055,2160,742,680,72,340,28
700,Shepherd'sBush(Cen,Late,2332,724,979,629,580,0,5,712,577,152,192,99,14,0
700,Shepherd'sBush(Cen,Totalday,31685,10058,16397,5230,5030,74,445,5572,9184,4704,4244,989,781,662
775,Shepherd'sBushMark,Early,61,0,0,61,61,0,0,0,0,0,0,0,0,0
775,Shepherd'sBushMark,AMpeak,592,237,205,150,171,0,0,112,172,80,43,15,0,0
775,Shepherd'sBushMark,Midday,1416,509,701,206,217,0,145,120,343,274,202,32,57,24
775,Shepherd'sBushMark,PMPeak,1655,441,1191,22,17,5,0,246,608,347,346,73,0,15
775,Shepherd'sBushMark,Evening,928,335,515,78,67,0,0,203,379,146,64,22,6,41
775,Shepherd'sBushMark,Late,421,181,142,97,112,0,0,193,59,16,0,0,41,0
775,Shepherd'sBushMark,Totalday,5073,1703,2754,615,645,5,145,874,1561,863,656,141,104,80
702,SloaneSquare,Early,744,1,1,743,743,0,0,0,1,1,0,0,0,0
702,SloaneSquare,AMpeak,8349,2991,4194,1164,1057,89,122,704,2044,1257,1859,586,552,79
702,SloaneSquare,Midday,8276,2946,5125,205,278,2,44,1178,1569,1239,1919,828,584,634
702,SloaneSquare,PMPeak,6182,1918,3777,487,516,16,34,352,1329,1142,1722,172,629,270
702,SloaneSquare,Evening,2710,1138,1443,129,135,0,0,124,619,544,821,249,196,22
702,SloaneSquare,Late,768,356,126,286,286,0,3,25,73,119,115,67,38,42
702,SloaneSquare,Totalday,27030,9350,14665,3015,3016,107,204,2383,5634,4302,6435,1903,1999,1047
703,Snaresbrook,Early,23,0,0,23,23,0,0,0,0,0,0,0,0,0
703,Snaresbrook,AMpeak,576,233,293,50,50,0,3,0,152,163,107,30,69,0
703,Snaresbrook,Midday,719,308,322,89,1,0,80,111,56,22,297,83,46,22
703,Snaresbrook,PMPeak,1402,604,796,3,3,0,121,53,234,342,564,29,37,19
703,Snaresbrook,Evening,917,141,650,127,80,0,0,233,245,134,159,15,46,5
703,Snaresbrook,Late,362,60,145,158,140,0,0,23,2,20,150,7,22,0
703,Snaresbrook,Totalday,3999,1345,2205,449,297,0,205,419,688,680,1277,165,221,47
704,SouthEaling,Early,75,0,0,75,75,0,0,0,0,0,0,0,0,0
704,SouthEaling,AMpeak,802,272,403,127,117,0,46,126,210,69,137,10,0,86
704,SouthEaling,Midday,1177,432,659,86,96,25,29,279,120,173,215,89,144,7
704,SouthEaling,PMPeak,1806,662,1143,1,8,0,61,147,284,594,553,35,17,107
704,SouthEaling,Evening,1197,385,780,31,14,0,0,229,308,214,393,21,15,2
704,SouthEaling,Late,646,318,176,153,155,0,0,159,119,88,122,2,2,0
704,SouthEaling,Totalday,5703,2069,3161,473,465,25,136,941,1042,1137,1419,157,179,203
707,SouthHarrow,Early,69,1,0,69,69,0,0,0,0,1,0,0,0,0
707,SouthHarrow,AMpeak,483,155,241,87,87,7,11,61,169,35,75,5,8,27
707,SouthHarrow,Midday,761,302,416,42,42,0,61,22,159,33,206,69,22,145
707,SouthHarrow,PMPeak,1739,562,1143,34,29,0,107,112,458,381,458,111,13,70
707,SouthHarrow,Evening,712,240,417,55,37,0,0,101,305,74,142,2,13,38
707,SouthHarrow,Late,300,78,101,121,91,0,0,59,53,41,38,0,6,11
707,SouthHarrow,Totalday,4065,1339,2318,409,355,7,180,355,1145,564,919,187,62,292
708,SouthKensington,Early,924,0,0,924,923,0,0,0,0,0,1,0,0,0
708,SouthKensington,AMpeak,15674,5765,8235,1674,1484,157,396,2378,3861,2834,2943,991,415,215
708,SouthKensington,Midday,18766,8924,9384,458,732,0,949,3367,2772,2049,3811,2058,1498,1530
708,SouthKensington,PMPeak,9371,4042,5046,283,307,10,624,1428,2202,1650,1623,569,662,297
708,SouthKensington,Evening,4153,1599,2334,220,230,1,222,731,1378,682,587,255,36,30
708,SouthKensington,Late,1498,285,684,529,414,0,158,254,285,129,171,7,26,53
708,SouthKensington,Totalday,50387,20615,25684,4087,4090,168,2350,8159,10498,7345,9135,3881,2637,2125
709,SouthKenton,Early,3,0,0,3,3,0,0,0,0,0,0,0,0,0
709,SouthKenton,AMpeak,194,114,70,10,10,0,0,0,116,0,18,0,51,0
709,SouthKenton,Midday,245,99,144,2,0,0,15,0,0,7,150,7,0,67
709,SouthKenton,PMPeak,368,156,124,88,97,0,0,51,42,61,117,1,0,0
709,SouthKenton,Evening,222,123,94,5,5,0,0,6,14,123,27,0,46,0
709,SouthKenton,Late,225,0,105,121,121,0,0,16,21,14,53,0,0,0
709,SouthKenton,Totalday,1258,491,537,230,236,0,15,73,193,205,365,8,97,67
710,SouthRuislip,Early,22,0,0,22,22,0,0,0,0,0,0,0,0,0
710,SouthRuislip,AMpeak,363,102,226,35,42,1,0,46,144,13,65,52,0,0
710,SouthRuislip,Midday,405,113,288,4,4,0,0,34,28,93,134,19,28,66
710,SouthRuislip,PMPeak,1038,585,394,59,59,0,0,32,264,273,374,13,6,17
710,SouthRuislip,Evening,530,129,381,19,13,0,0,59,203,88,143,20,3,0
710,SouthRuislip,Late,229,103,103,23,23,2,0,0,9,110,64,22,0,0
710,SouthRuislip,Totalday,2587,1032,1393,161,162,3,0,171,647,578,780,126,37,83
711,SouthWimbledon,Early,148,0,0,148,148,0,0,0,0,0,0,0,0,0
711,SouthWimbledon,AMpeak,1479,362,716,401,239,0,56,103,242,347,384,84,24,0
711,SouthWimbledon,Midday,1381,742,626,13,12,0,107,74,370,380,251,112,61,14
711,SouthWimbledon,PMPeak,2315,815,1483,17,0,0,0,283,662,359,724,112,157,17
711,SouthWimbledon,Evening,1390,571,797,22,23,0,23,242,558,163,158,97,121,6
711,SouthWimbledon,Late,672,336,186,149,149,0,8,96,212,91,110,2,2,0
711,SouthWimbledon,Totalday,7384,2826,3807,751,571,0,194,799,2044,1340,1628,407,364,38
712,SouthWoodford,Early,109,0,0,109,109,0,0,0,0,0,0,0,0,0
712,SouthWoodford,AMpeak,919,238,625,56,59,0,0,128,96,290,112,149,39,47
712,SouthWoodford,Midday,1629,553,1054,22,33,0,3,77,113,488,441,188,111,174
712,SouthWoodford,PMPeak,3821,1475,2305,41,75,0,69,241,1078,851,1208,112,87,101
712,SouthWoodford,Evening,2145,916,1206,24,23,6,175,116,382,579,849,15,0,0
712,SouthWoodford,Late,865,439,238,189,217,0,0,49,151,316,85,15,25,7
712,SouthWoodford,Totalday,9488,3621,5427,441,516,6,246,612,1820,2524,2695,479,262,328
705,Southfields,Early,94,0,0,94,94,0,0,0,0,0,0,0,0,0
705,Southfields,AMpeak,1276,413,774,89,89,106,11,99,393,140,281,0,86,73
705,Southfields,Midday,1620,508,1090,23,15,0,98,405,159,370,300,113,94,66
705,Southfields,PMPeak,3469,880,2343,247,169,80,258,331,1025,497,761,125,202,22
705,Southfields,Evening,2282,972,1173,137,106,0,0,367,661,462,571,77,30,7
705,Southfields,Late,1140,369,453,318,318,1,10,388,185,171,41,8,17,0
705,Southfields,Totalday,9881,3141,5832,908,791,187,376,1590,2422,1640,1955,323,429,168
706,Southgate,Early,60,0,0,60,60,0,0,0,0,0,0,0,0,0
706,Southgate,AMpeak,1143,517,452,174,171,0,54,106,175,238,259,105,35,0
706,Southgate,Midday,1885,611,1142,131,154,0,213,234,219,161,473,190,71,170
706,Southgate,PMPeak,3320,1504,1743,74,116,33,153,413,425,561,1103,110,325,81
706,Southgate,Evening,1871,753,936,182,220,20,5,330,408,337,369,6,135,41
706,Southgate,Late,825,432,297,96,132,0,13,151,60,87,363,5,0,15
706,Southgate,Totalday,9104,3816,4571,717,852,53,439,1234,1288,1384,2567,416,566,307
784,Southwark,Early,987,0,6,981,977,0,0,0,1,5,4,0,0,0
784,Southwark,AMpeak,12816,5742,5643,1432,1435,18,22,1031,3888,2755,2821,553,115,179
784,Southwark,Midday,6707,3490,2778,439,504,0,202,435,1283,821,2285,480,662,34
784,Southwark,PMPeak,6873,3558,3018,297,210,0,66,586,1397,1415,2276,408,464,53
784,Southwark,Evening,2106,1022,975,110,110,0,127,74,183,645,597,263,101,6
784,Southwark,Late,829,347,259,223,223,0,103,13,118,134,238,0,0,0
784,Southwark,Totalday,30319,14160,12678,3481,3458,18,520,2139,6870,5775,8220,1703,1342,273
695,St.James'sPark,Early,763,1,1,761,761,0,0,0,1,0,1,0,0,0
695,St.James'sPark,AMpeak,14615,6539,7013,1062,979,47,63,837,3523,2915,4583,1360,195,113
695,St.James'sPark,Midday,7615,4067,3307,242,353,2,84,511,1197,1432,2643,631,618,144
695,St.James'sPark,PMPeak,2586,1040,1338,208,376,0,133,67,362,373,948,168,133,26
695,St.James'sPark,Evening,901,459,426,16,16,0,37,13,319,93,280,101,9,32
695,St.James'sPark,Late,309,150,80,80,80,0,0,29,85,52,22,12,9,22
695,St.James'sPark,Totalday,26789,12256,12165,2368,2564,48,318,1457,5487,4865,8477,2272,965,336
696,St.John'sWood,Early,516,0,1,515,515,0,0,0,0,0,0,0,0,0
696,St.John'sWood,AMpeak,3930,1425,1918,586,579,27,13,169,915,1023,978,130,79,17
696,St.John'sWood,Midday,3056,1381,1503,172,188,0,5,196,740,347,732,391,205,252
696,St.John'sWood,PMPeak,2642,940,1265,438,428,0,79,165,457,563,586,173,136,55
696,St.John'sWood,Evening,1743,720,959,64,63,0,0,191,773,437,250,15,14,0
696,St.John'sWood,Late,698,234,293,172,171,0,0,64,231,132,90,0,0,9
696,St.John'sWood,Totalday,12585,4700,5939,1946,1944,27,97,786,3117,2502,2636,709,435,333
697,St.Paul's,Early,1251,0,0,1251,1251,0,0,0,0,0,0,0,0,0
697,St.Paul's,AMpeak,15725,7334,6937,1454,1280,51,82,1215,4518,3205,3394,1207,479,296
697,St.Paul's,Midday,9410,3212,5733,466,500,0,320,1562,1549,1233,2394,672,1006,174
697,St.Paul's,PMPeak,3507,1610,1663,234,179,0,19,387,510,658,992,308,196,259
697,St.Paul's,Evening,992,436,321,235,235,10,12,306,223,95,53,0,9,49
697,St.Paul's,Late,339,301,33,5,5,12,0,3,23,228,69,0,1,0
697,St.Paul's,Totalday,31225,12894,14686,3645,3451,73,431,3472,6823,5418,6903,2187,1690,777
713,StamfordBrook,Early,36,0,0,36,36,0,0,0,0,0,0,0,0,0
713,StamfordBrook,AMpeak,833,171,547,115,113,0,0,144,272,89,103,111,1,0
713,StamfordBrook,Midday,722,236,458,28,20,0,25,90,131,77,162,44,134,40
713,StamfordBrook,PMPeak,1328,621,698,9,15,34,79,56,356,210,388,110,41,39
713,StamfordBrook,Evening,873,310,456,107,102,5,0,50,277,177,221,42,0,0
713,StamfordBrook,Late,380,153,105,121,115,0,0,58,51,3,119,6,27,0
713,StamfordBrook,Totalday,4173,1492,2264,417,401,39,104,397,1088,555,993,314,203,79
714,Stanmore,Early,133,0,0,133,133,0,0,0,0,0,0,0,0,0
714,Stanmore,AMpeak,982,376,551,55,34,0,49,198,358,97,166,70,10,0
714,Stanmore,Midday,1087,375,712,1,18,0,0,285,88,65,310,87,115,120
714,Stanmore,PMPeak,2242,1250,930,62,94,0,135,85,222,368,856,194,175,113
714,Stanmore,Evening,1394,710,497,187,63,0,0,150,267,268,617,28,0,0
714,Stanmore,Late,624,158,262,204,204,0,0,0,117,94,60,0,0,149
714,Stanmore,Totalday,6462,2869,2952,641,546,0,184,718,1052,892,2009,378,300,383
715,StepneyGreen,Early,248,0,0,248,248,0,0,0,0,0,0,0,0,0
715,StepneyGreen,AMpeak,2115,851,1060,204,185,0,214,295,482,214,491,183,50,0
715,StepneyGreen,Midday,2657,918,1290,450,478,0,191,757,403,385,180,90,92,80
715,StepneyGreen,PMPeak,2796,344,430,2022,2024,0,56,89,281,129,124,29,10,52
715,StepneyGreen,Evening,1699,562,636,502,484,0,21,330,479,203,174,7,2,0
715,StepneyGreen,Late,802,177,120,504,504,0,14,63,207,2,7,2,0,2
715,StepneyGreen,Totalday,10316,2851,3536,3929,3923,0,496,1535,1851,933,977,311,154,135
716,Stockwell,Early,204,0,0,204,204,0,0,0,0,0,0,0,0,0
716,Stockwell,AMpeak,1618,711,775,133,127,0,24,132,339,354,333,242,56,10
716,Stockwell,Midday,2770,1226,1459,85,164,5,242,200,804,490,521,97,33,214
716,Stockwell,PMPeak,5243,2125,2152,965,949,53,101,604,1924,930,482,25,99,75
716,Stockwell,Evening,3962,1517,1933,512,515,0,87,469,1582,983,236,79,4,7
716,Stockwell,Late,2031,608,419,1004,1004,0,0,96,469,323,113,3,7,17
716,Stockwell,Totalday,15828,6187,6738,2903,2964,59,453,1502,5118,3079,1685,447,199,323
717,StonebridgePark,Early,73,0,1,71,71,0,0,0,0,0,1,0,0,0
717,StonebridgePark,AMpeak,459,86,281,92,92,0,27,55,68,76,136,1,0,5
717,StonebridgePark,Midday,784,416,293,76,162,0,49,51,117,60,233,41,69,1
717,StonebridgePark,PMPeak,1150,161,639,350,351,0,9,249,334,42,149,15,0,0
717,StonebridgePark,Evening,742,150,420,172,207,0,84,0,169,64,213,0,0,5
717,StonebridgePark,Late,280,13,53,214,214,0,0,0,53,13,0,0,0,0
717,StonebridgePark,Totalday,3488,826,1688,974,1097,0,169,355,742,255,732,57,69,11
719,Stratford,Early,3225,12,1,3211,3190,0,0,1,0,23,1,0,10,0
719,Stratford,AMpeak,20846,8762,9675,2409,2188,92,361,2104,4297,3450,5489,1853,578,433
719,Stratford,Midday,31897,10395,15391,6110,5881,34,1448,6584,5420,3609,4857,1662,1444,956
719,Stratford,PMPeak,42566,14977,21036,6554,6592,1,1932,8565,10094,7209,5859,1254,512,549
719,Stratford,Evening,17300,7395,8210,1695,1370,0,770,5089,3796,3025,2630,306,312,3
719,Stratford,Late,7190,2612,1617,2961,2961,0,141,1312,1463,677,547,53,2,35
719,Stratford,Totalday,123024,44152,55931,22940,22183,127,4653,23654,25070,17992,19383,5128,2859,1975
720,SudburyHill,Early,37,0,0,37,37,0,0,0,0,0,0,0,0,0
720,SudburyHill,AMpeak,416,142,190,84,84,16,22,4,74,71,83,56,7,0
720,SudburyHill,Midday,661,153,497,12,12,4,235,2,47,133,72,109,21,28
720,SudburyHill,PMPeak,1360,749,606,5,14,0,171,290,206,266,163,29,150,71
720,SudburyHill,Evening,563,363,181,20,1,0,7,138,83,116,155,10,3,50
720,SudburyHill,Late,183,81,68,35,35,0,0,85,9,44,11,0,0,0
720,SudburyHill,Totalday,3221,1487,1542,191,182,19,435,519,419,630,484,205,180,148
721,SudburyTown,Early,38,0,0,38,38,0,0,0,0,0,0,0,0,0
721,SudburyTown,AMpeak,260,61,145,54,54,0,44,2,45,21,44,0,49,0
721,SudburyTown,Midday,480,169,310,1,10,44,28,21,26,106,101,60,38,46
721,SudburyTown,PMPeak,1232,390,831,11,9,0,107,139,186,263,410,107,10,2
721,SudburyTown,Evening,573,194,329,50,44,0,33,111,139,97,129,5,13,0
721,SudburyTown,Late,262,32,94,137,137,0,0,0,43,7,71,0,4,1
721,SudburyTown,Totalday,2846,846,1708,291,293,44,212,274,439,494,756,172,113,49
723,SwissCottage,Early,198,0,0,197,197,0,0,0,0,0,0,0,0,0
723,SwissCottage,AMpeak,2726,720,1693,313,366,60,76,235,747,550,545,93,54,1
723,SwissCottage,Midday,2783,1277,1274,232,347,0,94,283,578,376,594,102,138,271
723,SwissCottage,PMPeak,3365,1001,1996,369,374,0,206,404,992,371,713,191,64,50
723,SwissCottage,Evening,2136,720,1147,268,251,0,0,220,660,159,652,117,51,26
723,SwissCottage,Late,979,301,377,302,302,0,5,10,322,130,164,16,31,0
723,SwissCottage,Totalday,12187,4019,6487,1682,1837,60,380,1152,3298,1587,2668,519,338,348
724,Temple,Early,300,0,0,300,300,0,0,0,0,0,0,0,0,0
724,Temple,AMpeak,6775,2913,3360,503,478,40,128,623,1786,1206,1606,657,185,65
724,Temple,Midday,5028,2531,2311,186,271,0,228,1710,744,738,874,243,165,55
724,Temple,PMPeak,1905,957,945,4,7,0,24,285,666,237,505,41,67,73
724,Temple,Evening,473,365,103,5,0,0,0,22,116,17,255,12,31,19
724,Temple,Late,213,45,138,31,31,0,67,71,0,6,33,6,0,0
724,Temple,Totalday,14694,6811,6856,1027,1086,41,447,2712,3312,2204,3274,959,448,213
725,TheydonBois,Early,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,TheydonBois,AMpeak,89,13,45,31,31,0,0,3,0,0,4,51,0,0
725,TheydonBois,Midday,247,48,181,18,9,0,85,3,14,22,19,54,6,34
725,TheydonBois,PMPeak,593,226,361,7,9,7,19,91,27,123,268,6,37,9
725,TheydonBois,Evening,269,182,73,14,14,0,0,70,41,31,84,10,0,20
725,TheydonBois,Late,70,12,48,11,11,0,1,0,1,39,11,7,0,0
725,TheydonBois,Totalday,1269,481,707,80,74,7,105,167,83,215,386,128,42,64
726,TootingBec,Early,106,0,0,106,106,0,0,0,0,0,0,0,0,0
726,TootingBec,AMpeak,1282,423,751,107,107,0,41,12,428,236,336,122,0,0
726,TootingBec,Midday,1869,767,1102,1,30,0,117,260,381,344,433,213,25,67
726,TootingBec,PMPeak,4302,1608,2678,16,83,0,213,645,1544,675,844,77,202,19
726,TootingBec,Evening,3210,1241,1908,61,60,0,62,692,1081,529,750,25,12,0
726,TootingBec,Late,1596,560,651,386,383,0,0,254,572,298,83,1,3,2
726,TootingBec,Totalday,12365,4600,7090,676,769,0,433,1863,4006,2082,2447,437,241,88
727,TootingBroadway,Early,346,0,0,346,346,0,0,0,0,0,0,0,0,0
727,TootingBroadway,AMpeak,4345,1210,2673,462,422,36,70,545,1263,702,823,312,85,86
727,TootingBroadway,Midday,5075,1764,3251,60,157,0,168,1516,1000,515,1227,188,202,101
727,TootingBroadway,PMPeak,8153,2943,5161,50,60,64,154,1918,2350,1528,1634,122,67,256
727,TootingBroadway,Evening,4972,1551,3360,61,37,0,15,1379,1576,1301,515,113,16,19
727,TootingBroadway,Late,2439,952,810,678,670,74,0,455,744,258,192,8,19,20
727,TootingBroadway,Totalday,25330,8419,15255,1656,1692,174,408,5813,6933,4305,4391,744,389,483
728,TottenhamCourtRoad,Early,1377,0,0,1377,1377,0,0,0,0,0,0,0,0,0
728,TottenhamCourtRoad,AMpeak,19824,7535,10250,2040,2024,55,266,3491,5738,3797,3221,747,249,236
728,TottenhamCourtRoad,Midday,19831,8343,9669,1819,1839,20,293,4477,5045,2577,2923,1290,880,487
728,TottenhamCourtRoad,PMPeak,12418,4587,5469,2362,2319,0,147,1222,3135,1285,2510,374,864,563
728,TottenhamCourtRoad,Evening,4702,1503,1720,1478,1478,3,40,827,1288,408,511,23,87,37
728,TottenhamCourtRoad,Late,1388,627,359,402,402,0,37,117,219,239,63,11,299,0
728,TottenhamCourtRoad,Totalday,59540,22595,27467,9478,9438,79,783,10134,15426,8306,9227,2446,2379,1322
729,TottenhamHale,Early,508,0,0,508,508,0,0,0,0,0,0,0,0,0
729,TottenhamHale,AMpeak,2258,892,1125,241,242,0,70,217,780,495,279,95,50,28
729,TottenhamHale,Midday,4359,1749,2207,402,474,0,517,719,799,543,729,307,162,109
729,TottenhamHale,PMPeak,7511,2315,4822,374,396,6,450,1531,1545,1203,1713,239,148,281
729,TottenhamHale,Evening,3428,1295,2009,124,87,87,108,452,1135,587,869,58,19,26
729,TottenhamHale,Late,1641,698,564,379,230,0,0,362,527,370,118,3,31,0
729,TottenhamHale,Totalday,19704,6949,10726,2028,1937,93,1145,3281,4786,3198,3708,702,411,443
730,Totteridge&Whetsto,Early,21,0,0,21,21,0,0,0,0,0,0,0,0,0
730,Totteridge&Whetsto,AMpeak,464,76,252,136,136,0,0,1,102,138,54,13,17,2
730,Totteridge&Whetsto,Midday,648,394,211,43,46,0,2,56,114,106,189,94,12,29
730,Totteridge&Whetsto,PMPeak,1433,400,1020,14,24,7,223,313,288,189,304,28,32,26
730,Totteridge&Whetsto,Evening,771,370,400,1,1,0,0,68,182,108,270,117,0,24
730,Totteridge&Whetsto,Late,319,88,151,80,80,0,0,20,83,24,72,11,19,10
730,Totteridge&Whetsto,Totalday,3656,1328,2033,295,308,7,225,458,770,565,889,263,80,91
731,TowerHill,Early,581,0,0,581,581,0,0,0,0,0,0,0,0,0
731,TowerHill,AMpeak,9756,4945,4030,781,742,0,64,1115,2486,1512,2683,850,179,124
731,TowerHill,Midday,9797,4370,4359,1068,1072,9,710,1130,1330,1531,2395,864,602,156
731,TowerHill,PMPeak,9152,4174,4484,494,293,0,67,776,2240,1679,2941,773,329,55
731,TowerHill,Evening,2601,935,1479,187,177,20,27,246,699,369,803,89,166,6
731,TowerHill,Late,385,123,72,190,192,1,37,13,49,44,45,1,3,0
731,TowerHill,Totalday,32272,14548,14424,3301,3057,29,905,3280,6803,5136,8867,2578,1278,340
733,TufnellPark,Early,45,0,0,44,44,0,0,0,0,0,0,0,0,0
733,TufnellPark,AMpeak,632,264,291,77,77,0,16,35,181,112,186,14,10,0
733,TufnellPark,Midday,1007,344,649,14,32,2,20,107,195,242,267,94,20,29
733,TufnellPark,PMPeak,1887,611,1240,36,74,12,0,431,702,172,332,46,31,88
733,TufnellPark,Evening,1402,743,634,24,23,1,0,212,518,361,248,21,5,13
733,TufnellPark,Late,695,181,378,135,135,0,0,223,167,41,90,25,2,11
733,TufnellPark,Totalday,5667,2143,3193,331,385,15,36,1008,1762,928,1124,200,68,141
734,TurnhamGreen,Early,111,0,0,111,111,0,0,0,0,0,0,0,0,0
734,TurnhamGreen,AMpeak,1648,705,767,176,173,3,18,316,358,282,431,27,41,0
734,TurnhamGreen,Midday,1750,754,921,75,20,17,102,146,263,313,531,127,78,153
734,TurnhamGreen,PMPeak,3023,1301,1721,1,3,11,135,268,556,753,1037,156,74,30
734,TurnhamGreen,Evening,1862,826,1008,28,22,1,2,291,517,462,512,32,10,12
734,TurnhamGreen,Late,884,270,333,281,302,0,0,66,173,58,207,21,41,16
734,TurnhamGreen,Totalday,9279,3856,4750,673,632,32,257,1088,1867,1868,2718,363,244,210
735,TurnpikeLane,Early,130,0,0,130,130,0,0,0,0,0,0,0,0,0
735,TurnpikeLane,AMpeak,1179,394,621,164,200,0,5,137,139,82,416,163,37,0
735,TurnpikeLane,Midday,3233,1397,1569,267,200,0,87,947,522,515,388,345,144,85
735,TurnpikeLane,PMPeak,6119,1333,4469,317,346,0,153,1098,2104,1063,1127,200,23,5
735,TurnpikeLane,Evening,3876,1064,2730,82,80,0,348,694,1085,500,991,158,20,0
735,TurnpikeLane,Late,2220,976,825,418,414,0,55,587,500,396,232,22,4,11
735,TurnpikeLane,Totalday,16756,5164,10213,1379,1370,0,647,3463,4350,2556,3154,888,227,101
736,Upminster,Early,177,0,0,177,177,0,0,0,0,0,0,0,0,0
736,Upminster,AMpeak,549,281,250,18,18,0,50,85,75,184,134,0,0,2
736,Upminster,Midday,626,166,376,84,94,1,3,94,22,63,201,76,29,43
736,Upminster,PMPeak,1590,574,964,53,55,0,135,168,171,79,905,40,15,22
736,Upminster,Evening,772,203,564,5,5,0,0,190,112,276,170,17,0,2
736,Upminster,Late,375,128,92,154,154,0,0,19,12,80,109,0,0,0
736,Upminster,Totalday,4090,1352,2246,493,504,1,189,557,391,682,1520,133,44,69
737,UpminsterBridge,Early,21,0,0,21,21,0,0,0,0,0,0,0,0,0
737,UpminsterBridge,AMpeak,600,305,278,17,17,0,220,5,46,0,313,0,0,0
737,UpminsterBridge,Midday,437,126,310,0,19,0,187,0,0,0,81,0,81,69
737,UpminsterBridge,PMPeak,677,210,457,9,9,0,53,219,71,15,290,13,6,0
737,UpminsterBridge,Evening,245,119,115,11,11,0,0,0,77,54,91,0,0,12
737,UpminsterBridge,Late,119,5,65,49,49,0,0,0,0,68,2,0,0,0
737,UpminsterBridge,Totalday,2099,765,1226,108,126,0,460,225,194,137,777,13,87,80
738,Upney,Early,44,0,21,24,24,0,0,21,0,0,0,0,0,0
738,Upney,AMpeak,478,26,438,13,13,0,55,106,40,1,262,0,0,0
738,Upney,Midday,843,44,530,268,268,0,29,0,57,115,181,117,74,2
738,Upney,PMPeak,1880,435,1388,57,68,0,338,32,680,237,504,2,0,19
738,Upney,Evening,719,252,452,14,14,0,0,209,72,160,264,0,0,0
738,Upney,Late,194,132,51,11,11,0,0,0,4,60,119,0,0,0
738,Upney,Totalday,4157,890,2881,386,398,0,422,368,853,573,1330,119,74,22
739,UptonPark,Early,140,0,0,140,140,0,0,0,0,0,0,0,0,0
739,UptonPark,AMpeak,1433,558,574,301,354,32,9,79,343,283,232,79,20,0
739,UptonPark,Midday,3415,1198,2045,172,66,58,482,619,861,603,304,135,178,109
739,UptonPark,PMPeak,5742,3012,2614,116,29,0,516,860,1427,916,1623,325,46,0
739,UptonPark,Evening,3059,1407,1535,117,111,0,31,621,870,808,569,20,21,9
739,UptonPark,Late,1447,695,424,328,292,0,199,307,350,142,145,0,6,6
739,UptonPark,Totalday,15237,6870,7192,1174,992,90,1237,2488,3850,2753,2873,560,270,124
740,Uxbridge,Early,340,0,0,339,339,0,0,0,0,0,0,0,0,0
