 NLC,Station name,Journey Purpose,Total,Not Stated    ,5 or more days per week,1-4 days per week   ,Once a fortnight    ,Once a month  ,Less than once a month,First Time Ever
602,High Barnet   ,Unknown/Not Given   ,763,717,8,24,1,3,6,5
605,High Street Kensingt,Home    ,8043,119,3465,1562,700,308,1686,203
605,High Street Kensingt,Work    ,2650,82,1091,565,80,276,164,391
605,High Street Kensingt,Shop    ,422,37,0,102,2,24,197,60
605,High Street Kensingt,Education     ,313,21,90,134,0,0,6,62
605,High Street Kensingt,Tourist ,340,0,0,0,0,0,153,187
605,High Street Kensingt,Hotel   ,214,0,30,15,0,48,0,121
605,High Street Kensingt,Other   ,1749,10,61,317,156,215,660,331
605,High Street Kensingt,Unknown/Not Given   ,3094,2752,107,7,0,0,229,0
603,Highbury & Islington,Home    ,20165,612,11431,2878,786,621,2138,1700
603,Highbury & Islington,Work    ,25715,48,13701,7409,955,378,1542,1682
603,Highbury & Islington,Shop    ,3658,1,116,623,684,514,1058,662
603,Highbury & Islington,Education     ,971,0,491,134,95,0,34,216
603,Highbury & Islington,Tourist ,33,0,0,0,0,2,32,0
603,Highbury & Islington,Hotel   ,391,0,0,0,0,0,344,47
603,Highbury & Islington,Other   ,10867,11,314,2033,1292,1100,4225,1894
603,Highbury & Islington,Unknown/Not Given   ,6160,5055,473,88,44,311,190,0
604,Highgate,Home    ,931,0,264,161,148,40,129,190
604,Highgate,Work    ,4551,84,2543,1444,70,7,212,190
604,Highgate,Shop    ,171,8,0,20,30,7,32,73
604,Highgate,Education     ,291,0,86,205,0,0,0,0
604,Highgate,Tourist ,324,0,0,0,3,27,87,207
604,Highgate,Hotel   ,205,0,0,51,7,0,0,147
604,Highgate,Other   ,2143,11,15,560,222,119,806,409
604,Highgate,Unknown/Not Given   ,629,535,0,50,2,0,0,42
606,Hillingdon    ,Home    ,459,2,249,35,40,26,16,90
606,Hillingdon    ,Work    ,1376,2,733,460,30,22,80,49
606,Hillingdon    ,Shop    ,71,1,27,1,6,5,28,3
606,Hillingdon    ,Education     ,127,0,44,59,0,0,0,24
606,Hillingdon    ,Tourist ,40,0,0,38,0,0,2,0
606,Hillingdon    ,Other   ,629,54,23,170,55,29,152,146
606,Hillingdon    ,Unknown/Not Given   ,358,311,45,0,0,0,0,3
607,Holborn ,Home    ,31674,304,14176,9242,1326,1304,3837,1484
607,Holborn ,Work    ,5692,1,691,1488,467,670,1065,1309
607,Holborn ,Shop    ,1379,18,87,158,292,77,342,406
607,Holborn ,Education     ,1443,1,393,564,123,189,93,79
607,Holborn ,Tourist ,116,0,0,31,16,0,0,68
607,Holborn ,Hotel   ,2126,0,196,496,113,49,704,568
607,Holborn ,Other   ,5896,309,733,1183,487,431,1502,1252
607,Holborn ,Unknown/Not Given   ,3208,2025,445,222,90,119,271,35
608,Holland Park  ,Home    ,1508,0,950,208,18,42,131,159
608,Holland Park  ,Work    ,1604,42,753,438,26,12,118,215
608,Holland Park  ,Shop    ,82,0,0,17,30,34,0,0
608,Holland Park  ,Education     ,239,0,158,38,1,0,24,17
608,Holland Park  ,Tourist ,26,0,0,0,0,0,0,26
608,Holland Park  ,Other   ,828,3,31,276,154,133,111,121
608,Holland Park  ,Unknown/Not Given   ,794,767,0,17,0,0,0,10
609,Holloway Road ,Home    ,3681,42,1478,1749,87,48,81,195
609,Holloway Road ,Work    ,3270,121,2074,663,111,86,130,85
609,Holloway Road ,Shop    ,226,0,2,48,16,84,25,51
609,Holloway Road ,Education     ,789,19,493,238,0,16,0,22
609,Holloway Road ,Tourist ,82,0,0,5,0,0,0,77
609,Holloway Road ,Hotel   ,13,0,0,8,0,0,0,6
609,Holloway Road ,Other   ,1401,13,234,300,102,116,286,350
609,Holloway Road ,Unknown/Not Given   ,1144,845,74,221,5,0,0,0
610,Hornchurch    ,Home    ,374,0,93,161,6,23,37,54
610,Hornchurch    ,Work    ,1804,26,1379,284,0,6,67,43
610,Hornchurch    ,Shop    ,67,0,0,52,15,0,0,0
610,Hornchurch    ,Education     ,14,0,4,3,0,0,8,0
610,Hornchurch    ,Tourist ,6,0,0,1,0,3,0,3
610,Hornchurch    ,Other   ,295,14,103,128,2,2,38,8
610,Hornchurch    ,Unknown/Not Given   ,890,881,0,5,0,0,0,4
611,Hounslow Central    ,Home    ,1253,2,759,251,16,0,64,161
611,Hounslow Central    ,Work    ,2105,28,1611,231,38,12,80,104
611,Hounslow Central    ,Shop    ,16,0,0,0,0,0,0,16
611,Hounslow Central    ,Education     ,795,39,282,442,3,0,26,4
611,Hounslow Central    ,Tourist ,12,0,0,0,0,12,0,0
611,Hounslow Central    ,Other   ,500,7,155,40,54,37,152,55
611,Hounslow Central    ,Unknown/Not Given   ,1298,1139,108,0,51,0,0,0
612,Hounslow East ,Home    ,759,1,323,246,32,54,99,4
612,Hounslow East ,Work    ,2417,123,1778,344,61,0,67,45
612,Hounslow East ,Shop    ,40,0,0,0,0,4,28,9
612,Hounslow East ,Education     ,439,0,200,239,0,0,0,0
612,Hounslow East ,Hotel   ,201,0,31,116,54,0,0,0
612,Hounslow East ,Other   ,737,15,111,81,177,42,294,17
612,Hounslow East ,Unknown/Not Given   ,1185,1072,37,27,0,11,3,35
613,Hounslow West ,Home    ,367,0,241,56,33,1,36,0
613,Hounslow West ,Work    ,2842,73,1687,702,0,238,135,7
613,Hounslow West ,Education     ,330,0,161,169,0,0,0,0
613,Hounslow West ,Tourist ,236,0,0,0,0,0,99,137
613,Hounslow West ,Hotel   ,26,0,0,26,0,0,0,0
613,Hounslow West ,Other   ,596,16,56,191,3,93,99,137
613,Hounslow West ,Unknown/Not Given   ,1072,1072,0,0,0,0,0,0
614,Hyde Park Corner    ,Home    ,4014,103,1700,634,178,45,884,471
614,Hyde Park Corner    ,Work    ,1243,13,75,258,38,106,221,532
614,Hyde Park Corner    ,Shop    ,253,0,0,4,10,50,120,68
614,Hyde Park Corner    ,Education     ,42,0,7,30,1,2,1,0
614,Hyde Park Corner    ,Tourist ,226,0,0,0,0,7,11,209
614,Hyde Park Corner    ,Hotel   ,474,0,72,0,116,89,81,117
614,Hyde Park Corner    ,Other   ,1276,10,23,138,231,40,203,631
614,Hyde Park Corner    ,Unknown/Not Given   ,1141,1078,26,0,3,3,0,31
615,Ickenham,Home    ,225,33,127,26,0,0,40,0
615,Ickenham,Work    ,783,11,473,173,36,11,70,9
615,Ickenham,Shop    ,221,9,5,128,20,16,43,0
615,Ickenham,Education     ,74,0,6,62,0,0,6,0
615,Ickenham,Other   ,274,5,0,83,19,35,54,78
615,Ickenham,Unknown/Not Given   ,331,329,0,0,3,0,0,0
616,Kennington    ,Home    ,1884,0,728,724,34,101,266,31
616,Kennington    ,Work    ,4434,41,2615,1218,198,68,171,121
616,Kennington    ,Shop    ,188,0,0,101,28,35,24,0
616,Kennington    ,Education     ,392,2,181,159,40,0,1,9
616,Kennington    ,Tourist ,101,0,0,0,0,0,0,101
616,Kennington    ,Hotel   ,33,0,0,0,0,0,33,0
616,Kennington    ,Other   ,1465,9,66,611,119,144,256,261
616,Kennington    ,Unknown/Not Given   ,523,488,10,17,7,0,0,0
617,Kensal Green  ,Home    ,375,12,259,53,2,6,39,5
617,Kensal Green  ,Work    ,1756,46,1362,243,19,10,47,28
617,Kensal Green  ,Shop    ,32,1,0,6,12,1,6,5
617,Kensal Green  ,Education     ,212,30,129,51,0,2,0,0
617,Kensal Green  ,Hotel   ,157,0,0,13,83,14,15,33
617,Kensal Green  ,Other   ,663,9,64,261,78,25,125,101
617,Kensal Green  ,Unknown/Not Given   ,276,230,2,45,0,0,0,0
619,Kentish Town  ,Home    ,4120,23,2062,1255,104,142,164,369
619,Kentish Town  ,Work    ,5027,26,2146,1661,326,84,284,501
619,Kentish Town  ,Shop    ,336,0,3,44,4,84,162,39
619,Kentish Town  ,Education     ,696,13,199,378,38,25,19,24
619,Kentish Town  ,Tourist ,194,0,0,0,0,0,19,175
619,Kentish Town  ,Hotel   ,166,0,0,0,0,6,0,160
619,Kentish Town  ,Other   ,2660,75,27,730,199,248,928,453
619,Kentish Town  ,Unknown/Not Given   ,853,802,25,19,6,0,1,0
620,Kenton  ,Home    ,632,14,353,165,42,12,43,3
620,Kenton  ,Work    ,804,6,649,74,24,0,50,1
620,Kenton  ,Shop    ,63,0,0,18,30,0,14,1
620,Kenton  ,Education     ,180,0,91,53,0,0,0,36
620,Kenton  ,Other   ,239,14,0,71,23,37,27,67
620,Kenton  ,Unknown/Not Given   ,530,444,12,74,0,0,0,0
621,Kew Gardens   ,Home    ,1261,0,259,209,93,124,435,141
621,Kew Gardens   ,Work    ,1847,0,960,689,45,47,62,43
621,Kew Gardens   ,Shop    ,179,0,0,12,34,52,16,65
621,Kew Gardens   ,Education     ,312,0,105,164,0,2,19,22
621,Kew Gardens   ,Tourist ,94,4,0,0,0,1,28,61
621,Kew Gardens   ,Hotel   ,191,0,34,25,0,0,58,74
621,Kew Gardens   ,Other   ,1027,7,22,237,48,132,285,297
621,Kew Gardens   ,Unknown/Not Given   ,339,320,8,4,0,0,6,0
622,Kilburn ,Home    ,1830,120,686,496,147,0,101,280
622,Kilburn ,Work    ,6177,122,4125,1273,140,185,97,235
622,Kilburn ,Shop    ,339,4,38,132,88,3,1,73
622,Kilburn ,Education     ,1121,0,596,526,0,0,0,0
622,Kilburn ,Tourist ,44,0,0,0,0,0,0,44
622,Kilburn ,Other   ,1663,126,110,514,236,78,360,241
622,Kilburn ,Unknown/Not Given   ,2108,2098,10,0,0,0,0,0
623,Kilburn Park  ,Home    ,1183,4,505,315,40,15,159,145
623,Kilburn Park  ,Work    ,2309,16,1333,600,54,53,83,169
623,Kilburn Park  ,Shop    ,214,0,0,130,33,15,19,18
623,Kilburn Park  ,Education     ,209,5,79,111,0,0,14,0
623,Kilburn Park  ,Tourist ,47,1,12,0,0,5,23,5
623,Kilburn Park  ,Other   ,877,12,71,147,172,102,89,284
623,Kilburn Park  ,Unknown/Not Given   ,391,283,80,19,6,3,0,0
625,King's Cross St. Pan,Home    ,47120,1001,15872,9503,2902,3153,9238,5451
625,King's Cross St. Pan,Work    ,44025,632,18054,10204,2525,2822,6031,3757
625,King's Cross St. Pan,Shop    ,3453,12,33,132,256,152,1857,1011
625,King's Cross St. Pan,Education     ,3408,72,658,1835,42,275,220,306
625,King's Cross St. Pan,Tourist ,2015,13,13,61,261,0,787,880
625,King's Cross St. Pan,Hotel   ,3544,37,327,58,239,240,824,1819
625,King's Cross St. Pan,Other   ,29367,620,614,2603,2661,3596,11355,7918
625,King's Cross St. Pan,Unknown/Not Given   ,12500,10662,697,251,146,177,379,186
624,Kingsbury     ,Home    ,1045,84,624,177,53,1,31,75
624,Kingsbury     ,Work    ,3035,30,2276,498,28,40,119,45
624,Kingsbury     ,Shop    ,499,0,32,104,121,11,123,108
624,Kingsbury     ,Education     ,664,32,313,294,18,0,5,3
624,Kingsbury     ,Tourist ,61,0,19,0,13,0,1,28
624,Kingsbury     ,Hotel   ,316,0,0,18,32,14,63,189
624,Kingsbury     ,Other   ,948,11,189,180,76,130,140,222
624,Kingsbury     ,Unknown/Not Given   ,1748,1545,111,93,0,0,0,0
626,Knightsbridge ,Home    ,10466,120,5446,1499,435,519,1532,915
626,Knightsbridge ,Work    ,3754,1,1505,902,191,88,662,405
626,Knightsbridge ,Shop    ,2174,84,0,5,251,220,811,804
626,Knightsbridge ,Education     ,691,0,109,261,0,0,170,151
626,Knightsbridge ,Tourist ,643,0,0,0,12,0,217,414
626,Knightsbridge ,Hotel   ,910,25,0,134,0,148,157,446
626,Knightsbridge ,Other   ,3508,157,1,293,274,356,949,1478
626,Knightsbridge ,Unknown/Not Given   ,5261,4876,82,150,19,31,78,25
627,Ladbroke Grove,Home    ,2936,46,1179,874,323,58,150,305
627,Ladbroke Grove,Work    ,2936,33,1748,521,151,98,210,175
627,Ladbroke Grove,Shop    ,199,1,0,22,1,0,170,4
627,Ladbroke Grove,Education     ,524,13,269,224,6,5,2,5
627,Ladbroke Grove,Tourist ,11,0,0,0,0,0,0,11
627,Ladbroke Grove,Hotel   ,152,0,0,33,4,0,10,105
627,Ladbroke Grove,Other   ,1518,81,156,508,224,87,170,293
627,Ladbroke Grove,Unknown/Not Given   ,753,506,165,31,0,0,40,11
628,Lambeth North ,Home    ,1931,30,851,704,15,22,189,121
628,Lambeth North ,Work    ,1143,37,511,284,89,34,57,131
628,Lambeth North ,Shop    ,256,35,0,110,3,10,13,85
628,Lambeth North ,Education     ,364,26,96,210,0,0,32,0
628,Lambeth North ,Tourist ,13,0,0,0,0,0,0,13
628,Lambeth North ,Hotel   ,294,20,0,40,0,0,18,217
628,Lambeth North ,Other   ,1013,50,86,176,16,32,337,316
628,Lambeth North ,Unknown/Not Given   ,258,167,36,0,0,0,44,12
629,Lancaster Gate,Home    ,1737,20,805,454,92,13,131,222
629,Lancaster Gate,Work    ,3769,222,1875,756,284,55,276,301
629,Lancaster Gate,Shop    ,628,23,47,22,218,0,186,132
629,Lancaster Gate,Education     ,318,68,155,87,0,0,0,8
629,Lancaster Gate,Tourist ,289,0,8,0,0,0,43,238
629,Lancaster Gate,Hotel   ,51,27,0,0,0,0,0,25
629,Lancaster Gate,Other   ,2285,350,46,295,51,10,624,909
629,Lancaster Gate,Unknown/Not Given   ,1812,1649,134,11,0,0,0,18
630,Latimer Road  ,Home    ,1466,2,909,363,3,55,30,104
630,Latimer Road  ,Work    ,1282,15,683,346,95,19,70,54
630,Latimer Road  ,Shop    ,84,0,10,5,4,51,2,11
630,Latimer Road  ,Education     ,344,0,177,152,0,0,1,13
630,Latimer Road  ,Tourist ,21,0,21,0,0,0,0,0
630,Latimer Road  ,Hotel   ,145,0,52,42,15,14,0,22
630,Latimer Road  ,Other   ,810,2,89,266,84,56,157,156
630,Latimer Road  ,Unknown/Not Given   ,264,237,0,2,0,0,16,8
631,Leicester Square    ,Home    ,29690,452,11332,7644,2976,1752,4030,1503
631,Leicester Square    ,Work    ,3897,129,1277,666,227,443,396,759
631,Leicester Square    ,Shop    ,676,1,30,100,178,91,208,68
631,Leicester Square    ,Education     ,443,0,21,222,26,60,32,82
631,Leicester Square    ,Tourist ,329,26,0,0,0,2,39,262
631,Leicester Square    ,Hotel   ,2406,111,430,267,29,5,857,706
631,Leicester Square    ,Other   ,5293,80,325,1120,597,297,1689,1185
631,Leicester Square    ,Unknown/Not Given   ,8557,7563,540,106,69,60,167,53
632,Leyton  ,Home    ,2146,2,927,827,137,105,49,99
632,Leyton  ,Work    ,10646,57,7364,2547,242,190,138,107
632,Leyton  ,Shop    ,615,149,16,15,151,67,186,32
632,Leyton  ,Education     ,1288,6,543,701,39,0,0,0
632,Leyton  ,Tourist ,37,0,0,0,0,0,0,37
632,Leyton  ,Hotel   ,66,0,0,0,0,0,0,66
632,Leyton  ,Other   ,2663,66,188,743,206,340,788,331
632,Leyton  ,Unknown/Not Given   ,4216,4082,53,81,0,0,0,0
633,Leytonstone   ,Home    ,2132,0,1015,860,32,67,146,12
633,Leytonstone   ,Work    ,8799,86,5650,1891,272,162,382,357
633,Leytonstone   ,Shop    ,859,24,97,149,168,298,54,68
633,Leytonstone   ,Education     ,822,34,211,515,9,0,53,0
633,Leytonstone   ,Tourist ,137,14,0,0,0,35,7,82
633,Leytonstone   ,Hotel   ,246,0,0,69,31,15,32,99
633,Leytonstone   ,Other   ,1784,5,181,193,365,233,481,327
633,Leytonstone   ,Unknown/Not Given   ,3012,2458,193,131,0,24,78,128
634,Liverpool Street    ,Home    ,37154,319,21072,8018,1147,710,3725,2163
634,Liverpool Street    ,Work    ,32464,257,18775,6818,1268,761,2288,2296
634,Liverpool Street    ,Shop    ,2960,1,99,413,677,227,1056,488
634,Liverpool Street    ,Education     ,4972,164,1372,2662,54,60,106,554
634,Liverpool Street    ,Tourist ,1296,0,18,41,156,242,348,491
634,Liverpool Street    ,Hotel   ,1139,21,128,225,193,25,130,417
634,Liverpool Street    ,Other   ,17299,386,1073,3481,2010,2251,4415,3681
634,Liverpool Street    ,Unknown/Not Given   ,16437,14452,1027,409,161,87,113,188
635,London Bridge ,Home    ,37619,479,16691,10291,1704,1257,4073,3124
635,London Bridge ,Work    ,36231,499,17485,9742,2246,1368,2393,2499
635,London Bridge ,Shop    ,1681,0,119,144,311,156,678,274
635,London Bridge ,Education     ,3834,18,1424,1789,48,0,255,300
635,London Bridge ,Tourist ,1777,1,1,380,32,92,876,395
635,London Bridge ,Hotel   ,4874,0,171,725,652,312,1741,1272
635,London Bridge ,Other   ,15408,226,1623,2110,1077,1846,4567,3958
635,London Bridge ,Unknown/Not Given   ,15833,12709,1098,689,86,207,448,596
636,Loughton,Home    ,511,0,91,140,95,103,55,28
636,Loughton,Work    ,2803,9,1484,908,69,4,180,150
636,Loughton,Shop    ,230,0,0,10,10,54,156,1
636,Loughton,Education     ,167,0,44,97,0,19,1,5
636,Loughton,Tourist ,87,0,0,25,0,8,34,20
636,Loughton,Hotel   ,86,40,0,3,10,15,18,0
636,Loughton,Other   ,958,30,22,224,76,70,377,160
636,Loughton,Unknown/Not Given   ,758,720,20,18,0,0,0,0
637,Maida Vale    ,Home    ,1247,4,456,364,91,44,99,190
637,Maida Vale    ,Work    ,2258,19,1505,477,46,60,46,106
637,Maida Vale    ,Shop    ,154,0,11,55,32,15,31,10
637,Maida Vale    ,Education     ,341,17,126,127,41,0,0,29
637,Maida Vale    ,Tourist ,67,0,0,4,7,3,3,51
637,Maida Vale    ,Hotel   ,84,0,0,11,0,8,65,0
637,Maida Vale    ,Other   ,954,0,38,275,71,44,245,280
637,Maida Vale    ,Unknown/Not Given   ,420,403,8,9,0,0,0,0
638,Manor House   ,Home    ,1544,0,995,304,23,62,96,64
638,Manor House   ,Work    ,5210,234,3882,724,24,34,184,128
638,Manor House   ,Shop    ,381,29,31,190,5,16,111,0
638,Manor House   ,Education     ,1794,1,1259,530,0,0,0,5
638,Manor House   ,Tourist ,119,0,58,15,0,0,0,46
638,Manor House   ,Other   ,1857,14,403,617,59,90,342,331
638,Manor House   ,Unknown/Not Given   ,3275,3223,18,34,0,0,0,0
639,Mansion House ,Home    ,6690,56,4393,1076,94,232,464,374
639,Mansion House ,Work    ,1519,28,243,294,294,133,244,284
639,Mansion House ,Shop    ,148,0,0,0,48,0,66,34
639,Mansion House ,Education     ,116,0,19,97,0,0,0,0
639,Mansion House ,Tourist ,179,35,3,0,0,1,101,38
639,Mansion House ,Hotel   ,433,52,84,55,0,28,98,115
639,Mansion House ,Other   ,1905,34,89,251,211,200,559,561
639,Mansion House ,Unknown/Not Given   ,306,187,86,0,0,0,0,33
640,Marble Arch   ,Home    ,9999,108,3862,1786,663,556,2265,758
640,Marble Arch   ,Work    ,3034,37,1153,361,368,238,259,618
640,Marble Arch   ,Shop    ,747,0,0,108,108,78,287,166
640,Marble Arch   ,Education     ,650,0,139,345,0,0,86,80
640,Marble Arch   ,Tourist ,116,0,0,0,0,0,66,50
640,Marble Arch   ,Hotel   ,803,39,0,72,0,0,387,305
640,Marble Arch   ,Other   ,3078,3,50,445,343,291,1048,898
640,Marble Arch   ,Unknown/Not Given   ,3095,2784,242,18,0,13,30,8
641,Marylebone    ,Home    ,4703,7,2302,1146,259,38,428,522
641,Marylebone    ,Work    ,7833,72,3348,2447,323,220,515,909
641,Marylebone    ,Shop    ,293,0,0,29,28,112,87,37
641,Marylebone    ,Education     ,508,0,46,454,0,0,1,8
641,Marylebone    ,Tourist ,140,0,0,0,0,0,0,140
641,Marylebone    ,Hotel   ,267,0,0,1,0,21,168,78
641,Marylebone    ,Other   ,4917,76,77,446,616,988,1780,934
641,Marylebone    ,Unknown/Not Given   ,1350,893,97,34,24,75,206,21
642,Mile End,Home    ,8463,58,5092,2349,203,74,348,339
642,Mile End,Work    ,7815,122,5106,1376,309,100,456,346
642,Mile End,Shop    ,754,0,232,119,207,77,65,53
642,Mile End,Education     ,1622,5,494,862,1,25,45,189
642,Mile End,Tourist ,277,0,0,43,0,0,209,25
642,Mile End,Hotel   ,238,0,0,196,1,23,1,17
642,Mile End,Other   ,3426,83,163,1065,300,316,785,714
642,Mile End,Unknown/Not Given   ,2330,1846,53,193,0,0,155,83
643,Mill Hill East,Home    ,472,31,281,47,32,0,12,69
643,Mill Hill East,Work    ,1128,38,882,129,48,6,11,13
643,Mill Hill East,Shop    ,25,0,1,5,0,0,0,20
643,Mill Hill East,Education     ,206,0,88,116,0,2,0,0
643,Mill Hill East,Tourist ,29,0,0,29,0,0,0,0
643,Mill Hill East,Hotel   ,12,0,0,0,0,0,0,12
643,Mill Hill East,Other   ,243,7,0,167,1,0,39,29
643,Mill Hill East,Unknown/Not Given   ,191,167,0,24,0,0,0,0
646,Moor Park     ,Home    ,298,10,107,55,0,0,107,19
646,Moor Park     ,Work    ,684,44,408,132,32,24,36,8
646,Moor Park     ,Shop    ,10,0,0,5,5,0,0,0
646,Moor Park     ,Education     ,76,0,76,0,0,0,0,0
646,Moor Park     ,Other   ,334,0,0,81,24,55,72,102
646,Moor Park     ,Unknown/Not Given   ,264,253,12,0,0,0,0,0
645,Moorgate,Home    ,31363,310,15966,8311,975,839,3016,1947
645,Moorgate,Work    ,9677,23,4958,2377,325,434,940,619
645,Moorgate,Shop    ,818,382,127,73,1,63,95,78
645,Moorgate,Education     ,1406,0,212,1052,28,5,30,80
645,Moorgate,Tourist ,116,0,0,0,0,0,18,98
645,Moorgate,Hotel   ,2642,45,135,600,150,970,287,454
645,Moorgate,Other   ,4577,305,209,970,488,272,967,1367
645,Moorgate,Unknown/Not Given   ,3194,2807,183,187,0,0,7,10
647,Morden  ,Home    ,2424,60,931,1027,117,39,167,85
647,Morden  ,Work    ,7493,42,5120,1524,36,222,238,311
647,Morden  ,Shop    ,489,13,0,158,59,42,96,122
647,Morden  ,Education     ,693,0,115,507,0,38,16,16
647,Morden  ,Tourist ,53,0,0,0,0,0,45,8
647,Morden  ,Hotel   ,3,0,0,0,0,0,3,0
647,Morden  ,Other   ,1884,43,140,423,295,64,581,339
647,Morden  ,Unknown/Not Given   ,3347,3285,7,6,10,0,39,0
648,Mornington Crescent ,Home    ,4603,120,2617,1178,96,84,185,322
648,Mornington Crescent ,Work    ,1219,75,690,162,30,24,103,135
648,Mornington Crescent ,Shop    ,237,16,0,3,85,0,99,35
648,Mornington Crescent ,Education     ,266,2,59,164,0,0,5,36
648,Mornington Crescent ,Tourist ,2,0,0,0,0,0,0,2
648,Mornington Crescent ,Hotel   ,217,0,104,24,0,78,10,1
648,Mornington Crescent ,Other   ,840,18,27,231,148,42,169,205
648,Mornington Crescent ,Unknown/Not Given   ,355,271,49,9,10,14,0,2
649,Neasden ,Home    ,1173,0,615,322,37,14,95,90
649,Neasden ,Work    ,2333,6,1598,464,4,57,112,93
649,Neasden ,Shop    ,282,0,3,113,17,97,46,6
649,Neasden ,Education     ,556,78,344,99,34,0,0,0
649,Neasden ,Tourist ,2,0,0,0,0,2,0,0
649,Neasden ,Hotel   ,11,0,0,0,10,0,0,1
649,Neasden ,Other   ,653,134,35,185,66,3,44,186
649,Neasden ,Unknown/Not Given   ,1230,1119,33,28,32,18,0,0
650,Newbury Park  ,Home    ,822,6,518,126,65,0,34,73
650,Newbury Park  ,Work    ,3858,30,2995,565,31,16,110,112
650,Newbury Park  ,Shop    ,263,0,0,137,10,6,71,38
650,Newbury Park  ,Education     ,265,0,78,90,49,0,43,6
650,Newbury Park  ,Tourist ,95,0,0,0,0,0,33,62
650,Newbury Park  ,Hotel   ,65,0,0,0,0,65,0,0
650,Newbury Park  ,Other   ,1550,103,12,172,253,155,556,298
650,Newbury Park  ,Unknown/Not Given   ,1801,1594,161,39,0,0,0,7
653,North Acton   ,Home    ,4113,244,3133,533,83,21,66,33
653,North Acton   ,Work    ,3717,113,2453,707,77,66,163,138
653,North Acton   ,Shop    ,380,28,4,73,0,117,21,137
653,North Acton   ,Education     ,760,14,449,277,0,0,19,0
653,North Acton   ,Tourist ,75,0,0,0,0,0,30,45
653,North Acton   ,Hotel   ,41,0,33,9,0,0,0,0
653,North Acton   ,Other   ,798,70,45,279,32,148,188,36
653,North Acton   ,Unknown/Not Given   ,880,771,84,1,17,0,0,8
654,North Ealing  ,Home    ,553,0,409,29,38,1,20,57
654,North Ealing  ,Work    ,628,18,369,114,12,49,21,45
654,North Ealing  ,Shop    ,6,0,0,0,0,0,6,0
654,North Ealing  ,Education     ,101,0,82,18,0,0,0,0
654,North Ealing  ,Other   ,139,0,7,21,0,25,68,17
654,North Ealing  ,Unknown/Not Given   ,153,145,8,0,0,0,0,0
789,North Greenwich     ,Home    ,7593,97,3498,2002,158,358,313,1167
789,North Greenwich     ,Work    ,14707,393,9080,3590,425,366,462,391
789,North Greenwich     ,Shop    ,867,70,58,210,93,22,173,240
789,North Greenwich     ,Education     ,1257,23,600,469,18,0,0,148
789,North Greenwich     ,Tourist ,543,0,0,202,1,2,153,184
789,North Greenwich     ,Hotel   ,179,0,0,87,0,64,0,28
789,North Greenwich     ,Other   ,4605,137,225,771,422,264,1712,1075
789,North Greenwich     ,Unknown/Not Given   ,8838,8462,250,41,5,3,0,77
656,North Harrow  ,Home    ,290,0,243,20,0,0,15,11
656,North Harrow  ,Work    ,1699,1,1257,348,44,4,14,31
656,North Harrow  ,Shop    ,181,4,29,135,0,10,1,0
656,North Harrow  ,Education     ,134,0,114,20,0,0,0,0
656,North Harrow  ,Tourist ,138,25,0,57,0,0,0,56
656,North Harrow  ,Other   ,425,0,0,267,55,18,32,53
656,North Harrow  ,Unknown/Not Given   ,446,446,0,0,0,0,0,0
659,North Wembley ,Home    ,339,0,194,127,0,0,6,12
659,North Wembley ,Work    ,913,11,677,144,0,0,48,33
659,North Wembley ,Shop    ,34,0,5,30,0,0,0,0
659,North Wembley ,Education     ,86,0,30,56,0,0,0,0
659,North Wembley ,Tourist ,12,0,0,11,0,0,0,1
659,North Wembley ,Hotel   ,4,0,0,4,0,0,0,0
659,North Wembley ,Other   ,556,6,116,135,229,0,52,19
659,North Wembley ,Unknown/Not Given   ,517,439,48,12,0,0,0,18
655,Northfields   ,Home    ,890,24,403,149,79,22,164,50
655,Northfields   ,Work    ,3061,49,1842,953,42,5,101,68
655,Northfields   ,Shop    ,162,2,8,12,12,13,97,17
655,Northfields   ,Education     ,161,0,73,89,0,0,0,0
655,Northfields   ,Tourist ,12,0,0,7,0,0,0,5
655,Northfields   ,Hotel   ,167,0,0,87,0,0,60,20
655,Northfields   ,Other   ,1214,2,14,217,97,86,304,494
655,Northfields   ,Unknown/Not Given   ,612,538,50,9,0,0,14,0
657,Northolt,Home    ,1132,3,671,365,22,0,70,0
657,Northolt,Work    ,3675,116,2584,725,47,37,154,12
657,Northolt,Shop    ,335,0,1,140,85,61,47,0
657,Northolt,Education     ,376,0,75,288,0,0,14,0
657,Northolt,Tourist ,139,0,0,17,26,0,2,93
657,Northolt,Hotel   ,112,0,0,97,0,0,6,8
657,Northolt,Other   ,968,38,16,378,162,33,135,206
657,Northolt,Unknown/Not Given   ,1555,1473,0,0,0,5,78,0
660,Northwick Park,Home    ,2711,11,967,986,74,139,326,208
660,Northwick Park,Work    ,2565,15,1462,750,101,42,71,124
660,Northwick Park,Shop    ,245,3,0,76,81,6,61,19
660,Northwick Park,Education     ,659,0,243,264,36,20,81,15
660,Northwick Park,Tourist ,152,0,0,9,18,0,125,1
660,Northwick Park,Hotel   ,66,0,0,13,0,2,6,44
660,Northwick Park,Other   ,571,5,136,107,30,47,134,110
660,Northwick Park,Unknown/Not Given   ,692,679,12,0,2,0,0,0
661,Northwood     ,Home    ,876,0,787,36,16,4,19,13
661,Northwood     ,Work    ,1819,0,1044,380,154,4,137,101
661,Northwood     ,Shop    ,124,22,0,0,23,30,30,20
