 RODS report1a created at 13:27:01 on 29-03-2017,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,
 ,,,,
 Report 1a - Analysis of entry by borough,,,,
Borough,Station,,Time Period,Number entering
Barnet                        ,602,High Barnet         ,Late      ,83
Barnet                        ,602,High Barnet         , Total day,6158
Barnet                        ,643,Mill Hill East      ,Early     ,136
Barnet                        ,643,Mill Hill East      ,AM peak   ,1054
Barnet                        ,643,Mill Hill East      ,Midday    ,506
Barnet                        ,643,Mill Hill East      ,PM Peak   ,483
Barnet                        ,643,Mill Hill East      ,Evening   ,95
Barnet                        ,643,Mill Hill East      ,Late      ,31
Barnet                        ,643,Mill Hill East      , Total day,2306
Barnet                        ,730,Totteridge & Whetsto,Early     ,331
Barnet                        ,730,Totteridge & Whetsto,AM peak   ,1886
Barnet                        ,730,Totteridge & Whetsto,Midday    ,775
Barnet                        ,730,Totteridge & Whetsto,PM Peak   ,610
Barnet                        ,730,Totteridge & Whetsto,Evening   ,155
Barnet                        ,730,Totteridge & Whetsto,Late      ,56
Barnet                        ,730,Totteridge & Whetsto, Total day,3814
Barnet                        ,756,West Finchley       ,Early     ,200
Barnet                        ,756,West Finchley       ,AM peak   ,1689
Barnet                        ,756,West Finchley       ,Midday    ,530
Barnet                        ,756,West Finchley       ,PM Peak   ,300
Barnet                        ,756,West Finchley       ,Evening   ,92
Barnet                        ,756,West Finchley       ,Late      ,20
Barnet                        ,756,West Finchley       , Total day,2831
Barnet                        ,771,Woodside Park       ,Early     ,356
Barnet                        ,771,Woodside Park       ,AM peak   ,2497
Barnet                        ,771,Woodside Park       ,Midday    ,1092
Barnet                        ,771,Woodside Park       ,PM Peak   ,652
Barnet                        ,771,Woodside Park       ,Evening   ,193
Barnet                        ,771,Woodside Park       ,Late      ,46
Barnet                        ,771,Woodside Park       , Total day,4836
Barnet                        ,   Total for borough,,Early     ,8099
Barnet                        ,   Total for borough,,AM peak   ,43446
Barnet                        ,   Total for borough,,Midday    ,24458
Barnet                        ,   Total for borough,,PM Peak   ,17868
Barnet                        ,   Total for borough,,Evening   ,5639
Barnet                        ,   Total for borough,,Late      ,1648
Barnet                        ,   Total for borough,, Total day,101158
Brent                         ,505,Alperton            ,Early     ,543
Brent                         ,505,Alperton            ,AM peak   ,1824
Brent                         ,505,Alperton            ,Midday    ,1110
Brent                         ,505,Alperton            ,PM Peak   ,901
Brent                         ,505,Alperton            ,Evening   ,328
Brent                         ,505,Alperton            ,Late      ,112
Brent                         ,505,Alperton            , Total day,4817
Brent                         ,558,Dollis Hill         ,Early     ,538
Brent                         ,558,Dollis Hill         ,AM peak   ,2618
Brent                         ,558,Dollis Hill         ,Midday    ,1842
Brent                         ,558,Dollis Hill         ,PM Peak   ,1335
Brent                         ,558,Dollis Hill         ,Evening   ,463
Brent                         ,558,Dollis Hill         ,Late      ,116
Brent                         ,558,Dollis Hill         , Total day,6912
Brent                         ,596,Harlesden           ,Early     ,209
Brent                         ,596,Harlesden           ,AM peak   ,1062
Brent                         ,596,Harlesden           ,Midday    ,1205
Brent                         ,596,Harlesden           ,PM Peak   ,1247
Brent                         ,596,Harlesden           ,Evening   ,248
Brent                         ,596,Harlesden           ,Late      ,129
Brent                         ,596,Harlesden           , Total day,4100
Brent                         ,617,Kensal Green        ,Early     ,213
Brent                         ,617,Kensal Green        ,AM peak   ,1521
Brent                         ,617,Kensal Green        ,Midday    ,899
Brent                         ,617,Kensal Green        ,PM Peak   ,551
Brent                         ,617,Kensal Green        ,Evening   ,212
Brent                         ,617,Kensal Green        ,Late      ,75
Brent                         ,617,Kensal Green        , Total day,3471
Brent                         ,620,Kenton              ,Early     ,420
Brent                         ,620,Kenton              ,AM peak   ,710
Brent                         ,620,Kenton              ,Midday    ,706
Brent                         ,620,Kenton              ,PM Peak   ,404
Brent                         ,620,Kenton              ,Evening   ,164
Brent                         ,620,Kenton              ,Late      ,43
Brent                         ,620,Kenton              , Total day,2447
Brent                         ,622,Kilburn             ,Early     ,872
Brent                         ,622,Kilburn             ,AM peak   ,5479
Brent                         ,622,Kilburn             ,Midday    ,3272
Brent                         ,622,Kilburn             ,PM Peak   ,2425
Brent                         ,622,Kilburn             ,Evening   ,923
Brent                         ,622,Kilburn             ,Late      ,312
Brent                         ,622,Kilburn             , Total day,13284
Brent                         ,623,Kilburn Park        ,Early     ,227
Brent                         ,623,Kilburn Park        ,AM peak   ,1791
Brent                         ,623,Kilburn Park        ,Midday    ,1585
Brent                         ,623,Kilburn Park        ,PM Peak   ,1082
Brent                         ,623,Kilburn Park        ,Evening   ,411
Brent                         ,623,Kilburn Park        ,Late      ,135
Brent                         ,623,Kilburn Park        , Total day,5230
Brent                         ,624,Kingsbury           ,Early     ,1595
Brent                         ,624,Kingsbury           ,AM peak   ,3085
Brent                         ,624,Kingsbury           ,Midday    ,1988
Brent                         ,624,Kingsbury           ,PM Peak   ,1143
Brent                         ,624,Kingsbury           ,Evening   ,414
Brent                         ,624,Kingsbury           ,Late      ,93
Brent                         ,624,Kingsbury           , Total day,8318
Brent                         ,649,Neasden             ,Early     ,829
Brent                         ,649,Neasden             ,AM peak   ,2420
Brent                         ,649,Neasden             ,Midday    ,1447
Brent                         ,649,Neasden             ,PM Peak   ,1117
Brent                         ,649,Neasden             ,Evening   ,322
Brent                         ,649,Neasden             ,Late      ,106
Brent                         ,649,Neasden             , Total day,6241
Brent                         ,659,North Wembley       ,Early     ,354
Brent                         ,659,North Wembley       ,AM peak   ,985
Brent                         ,659,North Wembley       ,Midday    ,497
Brent                         ,659,North Wembley       ,PM Peak   ,445
Brent                         ,659,North Wembley       ,Evening   ,153
Brent                         ,659,North Wembley       ,Late      ,27
Brent                         ,659,North Wembley       , Total day,2461
Brent                         ,660,Northwick Park      ,Early     ,688
Brent                         ,660,Northwick Park      ,AM peak   ,2362
Brent                         ,660,Northwick Park      ,Midday    ,1948
Brent                         ,660,Northwick Park      ,PM Peak   ,1923
Brent                         ,660,Northwick Park      ,Evening   ,631
Brent                         ,660,Northwick Park      ,Late      ,108
Brent                         ,660,Northwick Park      , Total day,7660
Brent                         ,677,Preston Road        ,Early     ,829
Brent                         ,677,Preston Road        ,AM peak   ,2492
Brent                         ,677,Preston Road        ,Midday    ,1248
Brent                         ,677,Preston Road        ,PM Peak   ,575
Brent                         ,677,Preston Road        ,Evening   ,205
Brent                         ,677,Preston Road        ,Late      ,71
Brent                         ,677,Preston Road        , Total day,5420
Brent                         ,680,Queen's Park        ,Early     ,368
Brent                         ,680,Queen's Park        ,AM peak   ,4487
Brent                         ,680,Queen's Park        ,Midday    ,2056
Brent                         ,680,Queen's Park        ,PM Peak   ,1405
Brent                         ,680,Queen's Park        ,Evening   ,1153
Brent                         ,680,Queen's Park        ,Late      ,226
Brent                         ,680,Queen's Park        , Total day,9695
Brent                         ,679,Queensbury          ,Early     ,2093
Brent                         ,679,Queensbury          ,AM peak   ,3245
Brent                         ,679,Queensbury          ,Midday    ,1171
Brent                         ,679,Queensbury          ,PM Peak   ,686
Brent                         ,679,Queensbury          ,Evening   ,313
Brent                         ,679,Queensbury          ,Late      ,68
Brent                         ,679,Queensbury          , Total day,7576
Brent                         ,709,South Kenton        ,Early     ,79
Brent                         ,709,South Kenton        ,AM peak   ,583
Brent                         ,709,South Kenton        ,Midday    ,394
Brent                         ,709,South Kenton        ,PM Peak   ,179
Brent                         ,709,South Kenton        ,Evening   ,65
Brent                         ,709,South Kenton        ,Late      ,44
Brent                         ,709,South Kenton        , Total day,1345
Brent                         ,717,Stonebridge Park    ,Early     ,444
Brent                         ,717,Stonebridge Park    ,AM peak   ,1165
Brent                         ,717,Stonebridge Park    ,Midday    ,889
Brent                         ,717,Stonebridge Park    ,PM Peak   ,677
Brent                         ,717,Stonebridge Park    ,Evening   ,287
Brent                         ,717,Stonebridge Park    ,Late      ,82
Brent                         ,717,Stonebridge Park    , Total day,3544
Brent                         ,721,Sudbury Town        ,Early     ,491
Brent                         ,721,Sudbury Town        ,AM peak   ,1553
Brent                         ,721,Sudbury Town        ,Midday    ,724
Brent                         ,721,Sudbury Town        ,PM Peak   ,429
Brent                         ,721,Sudbury Town        ,Evening   ,159
Brent                         ,721,Sudbury Town        ,Late      ,45
Brent                         ,721,Sudbury Town        , Total day,3400
Brent                         ,751,Wembley Central     ,Early     ,734
Brent                         ,751,Wembley Central     ,AM peak   ,1882
Brent                         ,751,Wembley Central     ,Midday    ,1717
Brent                         ,751,Wembley Central     ,PM Peak   ,1065
Brent                         ,751,Wembley Central     ,Evening   ,577
Brent                         ,751,Wembley Central     ,Late      ,329
Brent                         ,751,Wembley Central     , Total day,6304
Brent                         ,752,Wembley Park        ,Early     ,1723
Brent                         ,752,Wembley Park        ,AM peak   ,6742
Brent                         ,752,Wembley Park        ,Midday    ,6110
Brent                         ,752,Wembley Park        ,PM Peak   ,5644
Brent                         ,752,Wembley Park        ,Evening   ,1791
Brent                         ,752,Wembley Park        ,Late      ,1083
Brent                         ,752,Wembley Park        , Total day,23092
Brent                         ,765,Willesden Green     ,Early     ,996
Brent                         ,765,Willesden Green     ,AM peak   ,6208
Brent                         ,765,Willesden Green     ,Midday    ,3840
Brent                         ,765,Willesden Green     ,PM Peak   ,2010
Brent                         ,765,Willesden Green     ,Evening   ,863
Brent                         ,765,Willesden Green     ,Late      ,262
Brent                         ,765,Willesden Green     , Total day,14179
Brent                         ,   Total for borough,,Early     ,14245
Brent                         ,   Total for borough,,AM peak   ,52214
Brent                         ,   Total for borough,,Midday    ,34647
Brent                         ,   Total for borough,,PM Peak   ,25245
Brent                         ,   Total for borough,,Evening   ,9681
Brent                         ,   Total for borough,,Late      ,3466
Brent                         ,   Total for borough,, Total day,139498
Buckinghamshire               ,506,Amersham            ,Early     ,514
Buckinghamshire               ,506,Amersham            ,AM peak   ,1566
Buckinghamshire               ,506,Amersham            ,Midday    ,408
Buckinghamshire               ,506,Amersham            ,PM Peak   ,81
Buckinghamshire               ,506,Amersham            ,Evening   ,50
Buckinghamshire               ,506,Amersham            ,Late      ,9
Buckinghamshire               ,506,Amersham            , Total day,2627
Buckinghamshire               ,539,Chalfont & Latimer  ,Early     ,285
Buckinghamshire               ,539,Chalfont & Latimer  ,AM peak   ,973
Buckinghamshire               ,539,Chalfont & Latimer  ,Midday    ,560
Buckinghamshire               ,539,Chalfont & Latimer  ,PM Peak   ,392
Buckinghamshire               ,539,Chalfont & Latimer  ,Evening   ,54
Buckinghamshire               ,539,Chalfont & Latimer  ,Late      ,27
Buckinghamshire               ,539,Chalfont & Latimer  , Total day,2292
Buckinghamshire               ,543,Chesham             ,Early     ,343
Buckinghamshire               ,543,Chesham             ,AM peak   ,924
Buckinghamshire               ,543,Chesham             ,Midday    ,331
Buckinghamshire               ,543,Chesham             ,PM Peak   ,241
Buckinghamshire               ,543,Chesham             ,Evening   ,42
Buckinghamshire               ,543,Chesham             ,Late      ,8
Buckinghamshire               ,543,Chesham             , Total day,1890
Buckinghamshire               ,   Total for borough,,Early     ,1142
Buckinghamshire               ,   Total for borough,,AM peak   ,3463
Buckinghamshire               ,   Total for borough,,Midday    ,1299
Buckinghamshire               ,   Total for borough,,PM Peak   ,714
Buckinghamshire               ,   Total for borough,,Evening   ,145
Buckinghamshire               ,   Total for borough,,Late      ,45
Buckinghamshire               ,   Total for borough,, Total day,6808
Camden                        ,519,Belsize Park        ,Early     ,231
Camden                        ,519,Belsize Park        ,AM peak   ,3194
Camden                        ,519,Belsize Park        ,Midday    ,3120
Camden                        ,519,Belsize Park        ,PM Peak   ,3062
Camden                        ,519,Belsize Park        ,Evening   ,966
Camden                        ,519,Belsize Park        ,Late      ,296
Camden                        ,519,Belsize Park        , Total day,10868
Camden                        ,535,Camden Town         ,Early     ,392
Camden                        ,535,Camden Town         ,AM peak   ,3520
Camden                        ,535,Camden Town         ,Midday    ,9067
Camden                        ,535,Camden Town         ,PM Peak   ,10109
Camden                        ,535,Camden Town         ,Evening   ,3952
Camden                        ,535,Camden Town         ,Late      ,3495
Camden                        ,535,Camden Town         , Total day,30535
Camden                        ,540,Chalk Farm          ,Early     ,223
Camden                        ,540,Chalk Farm          ,AM peak   ,2546
Camden                        ,540,Chalk Farm          ,Midday    ,2178
Camden                        ,540,Chalk Farm          ,PM Peak   ,2102
Camden                        ,540,Chalk Farm          ,Evening   ,931
Camden                        ,540,Chalk Farm          ,Late      ,691
Camden                        ,540,Chalk Farm          , Total day,8671
Camden                        ,541,Chancery Lane       ,Early     ,153
Camden                        ,541,Chancery Lane       ,AM peak   ,1718
Camden                        ,541,Chancery Lane       ,Midday    ,8745
Camden                        ,541,Chancery Lane       ,PM Peak   ,15635
Camden                        ,541,Chancery Lane       ,Evening   ,5310
Camden                        ,541,Chancery Lane       ,Late      ,1358
Camden                        ,541,Chancery Lane       , Total day,32919
Camden                        ,574,Euston              ,Early     ,1343
Camden                        ,574,Euston              ,AM peak   ,16105
Camden                        ,574,Euston              ,Midday    ,18573
Camden                        ,574,Euston              ,PM Peak   ,16218
Camden                        ,574,Euston              ,Evening   ,8918
Camden                        ,574,Euston              ,Late      ,2638
Camden                        ,574,Euston              , Total day,63795
Camden                        ,575,Euston Square       ,Early     ,301
Camden                        ,575,Euston Square       ,AM peak   ,5152
Camden                        ,575,Euston Square       ,Midday    ,5837
Camden                        ,575,Euston Square       ,PM Peak   ,8635
Camden                        ,575,Euston Square       ,Evening   ,3667
Camden                        ,575,Euston Square       ,Late      ,799
Camden                        ,575,Euston Square       , Total day,24392
Camden                        ,579,Finchley Road       ,Early     ,452
Camden                        ,579,Finchley Road       ,AM peak   ,5147
Camden                        ,579,Finchley Road       ,Midday    ,4025
Camden                        ,579,Finchley Road       ,PM Peak   ,4106
Camden                        ,579,Finchley Road       ,Evening   ,1764
Camden                        ,579,Finchley Road       ,Late      ,651
Camden                        ,579,Finchley Road       , Total day,16145
Camden                        ,586,Goodge Street       ,Early     ,45
Camden                        ,586,Goodge Street       ,AM peak   ,516
Camden                        ,586,Goodge Street       ,Midday    ,2709
Camden                        ,586,Goodge Street       ,PM Peak   ,6612
Camden                        ,586,Goodge Street       ,Evening   ,2864
Camden                        ,586,Goodge Street       ,Late      ,592
Camden                        ,586,Goodge Street       , Total day,13339
Camden                        ,594,Hampstead           ,Early     ,140
Camden                        ,594,Hampstead           ,AM peak   ,1992
Camden                        ,594,Hampstead           ,Midday    ,1954
Camden                        ,594,Hampstead           ,PM Peak   ,1846
Camden                        ,594,Hampstead           ,Evening   ,629
Camden                        ,594,Hampstead           ,Late      ,343
Camden                        ,594,Hampstead           , Total day,6904
Camden                        ,607,Holborn             ,Early     ,287
Camden                        ,607,Holborn             ,AM peak   ,1574
Camden                        ,607,Holborn             ,Midday    ,14889
Camden                        ,607,Holborn             ,PM Peak   ,19034
Camden                        ,607,Holborn             ,Evening   ,10965
Camden                        ,607,Holborn             ,Late      ,4786
Camden                        ,607,Holborn             , Total day,51535
Camden                        ,619,Kentish Town        ,Early     ,337
Camden                        ,619,Kentish Town        ,AM peak   ,3978
Camden                        ,619,Kentish Town        ,Midday    ,3689
Camden                        ,619,Kentish Town        ,PM Peak   ,4053
Camden                        ,619,Kentish Town        ,Evening   ,1149
Camden                        ,619,Kentish Town        ,Late      ,846
Camden                        ,619,Kentish Town        , Total day,14052
Camden                        ,625,King's Cross St. Pan,Early     ,2828
Camden                        ,625,King's Cross St. Pan,AM peak   ,36599
Camden                        ,625,King's Cross St. Pan,Midday    ,42662
Camden                        ,625,King's Cross St. Pan,PM Peak   ,37760
Camden                        ,625,King's Cross St. Pan,Evening   ,18700
Camden                        ,625,King's Cross St. Pan,Late      ,6885
Camden                        ,625,King's Cross St. Pan, Total day,145433
Camden                        ,648,Mornington Crescent ,Early     ,72
Camden                        ,648,Mornington Crescent ,AM peak   ,782
Camden                        ,648,Mornington Crescent ,Midday    ,1665
Camden                        ,648,Mornington Crescent ,PM Peak   ,3510
Camden                        ,648,Mornington Crescent ,Evening   ,1025
Camden                        ,648,Mornington Crescent ,Late      ,685
Camden                        ,648,Mornington Crescent , Total day,7739
Camden                        ,694,Russell Square      ,Early     ,131
Camden                        ,694,Russell Square      ,AM peak   ,2034
Camden                        ,694,Russell Square      ,Midday    ,5902
Camden                        ,694,Russell Square      ,PM Peak   ,7234
Camden                        ,694,Russell Square      ,Evening   ,3599
Camden                        ,694,Russell Square      ,Late      ,972
Camden                        ,694,Russell Square      , Total day,19872
Camden                        ,723,Swiss Cottage       ,Early     ,354
Camden                        ,723,Swiss Cottage       ,AM peak   ,3840
Camden                        ,723,Swiss Cottage       ,Midday    ,3158
Camden                        ,723,Swiss Cottage       ,PM Peak   ,3057
Camden                        ,723,Swiss Cottage       ,Evening   ,1308
Camden                        ,723,Swiss Cottage       ,Late      ,529
Camden                        ,723,Swiss Cottage       , Total day,12247
Camden                        ,745,Warren Street       ,Early     ,178
Camden                        ,745,Warren Street       ,AM peak   ,1629
Camden                        ,745,Warren Street       ,Midday    ,7929
Camden                        ,745,Warren Street       ,PM Peak   ,16724
Camden                        ,745,Warren Street       ,Evening   ,6804
Camden                        ,745,Warren Street       ,Late      ,1815
Camden                        ,745,Warren Street       , Total day,35079
Camden                        ,758,West Hampstead      ,Early     ,711
Camden                        ,758,West Hampstead      ,AM peak   ,7870
Camden                        ,758,West Hampstead      ,Midday    ,3468
Camden                        ,758,West Hampstead      ,PM Peak   ,3936
Camden                        ,758,West Hampstead      ,Evening   ,1286
Camden                        ,758,West Hampstead      ,Late      ,441
Camden                        ,758,West Hampstead      , Total day,17712
Camden                        ,   Total for borough,,Early     ,8179
Camden                        ,   Total for borough,,AM peak   ,98195
Camden                        ,   Total for borough,,Midday    ,139570
Camden                        ,   Total for borough,,PM Peak   ,163633
Camden                        ,   Total for borough,,Evening   ,73837
Camden                        ,   Total for borough,,Late      ,27823
Camden                        ,   Total for borough,, Total day,511237
City of London                ,502,Aldgate             ,Early     ,234
City of London                ,502,Aldgate             ,AM peak   ,2451
City of London                ,502,Aldgate             ,Midday    ,2791
City of London                ,502,Aldgate             ,PM Peak   ,6714
City of London                ,502,Aldgate             ,Evening   ,1542
City of London                ,502,Aldgate             ,Late      ,406
City of London                ,502,Aldgate             , Total day,14138
City of London                ,513,Bank / Monument     ,Early     ,1729
City of London                ,513,Bank / Monument     ,AM peak   ,17435
City of London                ,513,Bank / Monument     ,Midday    ,30823
City of London                ,513,Bank / Monument     ,PM Peak   ,64703
City of London                ,513,Bank / Monument     ,Evening   ,26934
City of London                ,513,Bank / Monument     ,Late      ,9432
City of London                ,513,Bank / Monument     , Total day,151055
City of London                ,501,Barbican            ,Early     ,120
City of London                ,501,Barbican            ,AM peak   ,1446
City of London                ,501,Barbican            ,Midday    ,4870
City of London                ,501,Barbican            ,PM Peak   ,9420
City of London                ,501,Barbican            ,Evening   ,3062
City of London                ,501,Barbican            ,Late      ,1191
City of London                ,501,Barbican            , Total day,20109
City of London                ,521,Blackfriars         ,Early     ,313
City of London                ,521,Blackfriars         ,AM peak   ,5122
City of London                ,521,Blackfriars         ,Midday    ,5586
City of London                ,521,Blackfriars         ,PM Peak   ,11530
City of London                ,521,Blackfriars         ,Evening   ,4146
City of London                ,521,Blackfriars         ,Late      ,1029
City of London                ,521,Blackfriars         , Total day,27725
City of London                ,536,Cannon Street       ,Early     ,439
City of London                ,536,Cannon Street       ,AM peak   ,4555
City of London                ,536,Cannon Street       ,Midday    ,3075
City of London                ,536,Cannon Street       ,PM Peak   ,4580
City of London                ,536,Cannon Street       ,Evening   ,1618
City of London                ,536,Cannon Street       ,Late      ,0
City of London                ,536,Cannon Street       , Total day,14267
City of London                ,634,Liverpool Street    ,Early     ,2365
City of London                ,634,Liverpool Street    ,AM peak   ,27574
City of London                ,634,Liverpool Street    ,Midday    ,28805
City of London                ,634,Liverpool Street    ,PM Peak   ,36793
City of London                ,634,Liverpool Street    ,Evening   ,13848
City of London                ,634,Liverpool Street    ,Late      ,4336
City of London                ,634,Liverpool Street    , Total day,113721
City of London                ,639,Mansion House       ,Early     ,29
City of London                ,639,Mansion House       ,AM peak   ,510
City of London                ,639,Mansion House       ,Midday    ,2522
City of London                ,639,Mansion House       ,PM Peak   ,5851
City of London                ,639,Mansion House       ,Evening   ,1868
City of London                ,639,Mansion House       ,Late      ,517
City of London                ,639,Mansion House       , Total day,11297
City of London                ,645,Moorgate            ,Early     ,1080
City of London                ,645,Moorgate            ,AM peak   ,15544
City of London                ,645,Moorgate            ,Midday    ,8499
City of London                ,645,Moorgate            ,PM Peak   ,20116
City of London                ,645,Moorgate            ,Evening   ,6642
City of London                ,645,Moorgate            ,Late      ,1913
City of London                ,645,Moorgate            , Total day,53794
City of London                ,697,St. Paul's          ,Early     ,102
City of London                ,697,St. Paul's          ,AM peak   ,1184
City of London                ,697,St. Paul's          ,Midday    ,8769
City of London                ,697,St. Paul's          ,PM Peak   ,13489
City of London                ,697,St. Paul's          ,Evening   ,5214
City of London                ,697,St. Paul's          ,Late      ,1532
City of London                ,697,St. Paul's          , Total day,30290
City of London                ,   Total for borough,,Early     ,6412
City of London                ,   Total for borough,,AM peak   ,75819
City of London                ,   Total for borough,,Midday    ,95740
City of London                ,   Total for borough,,PM Peak   ,173197
City of London                ,   Total for borough,,Evening   ,64874
City of London                ,   Total for borough,,Late      ,20356
City of London                ,   Total for borough,, Total day,436397
Ealing                        ,500,Acton Town          ,Early     ,622
Ealing                        ,500,Acton Town          ,AM peak   ,3219
Ealing                        ,500,Acton Town          ,Midday    ,2436
Ealing                        ,500,Acton Town          ,PM Peak   ,1830
Ealing                        ,500,Acton Town          ,Evening   ,621
Ealing                        ,500,Acton Town          ,Late      ,214
Ealing                        ,500,Acton Town          , Total day,8941
Ealing                        ,545,Chiswick Park       ,Early     ,140
Ealing                        ,545,Chiswick Park       ,AM peak   ,1225
Ealing                        ,545,Chiswick Park       ,Midday    ,766
Ealing                        ,545,Chiswick Park       ,PM Peak   ,1007
Ealing                        ,545,Chiswick Park       ,Evening   ,265
Ealing                        ,545,Chiswick Park       ,Late      ,75
Ealing                        ,545,Chiswick Park       , Total day,3478
Ealing                        ,560,Ealing Broadway     ,Early     ,3035
Ealing                        ,560,Ealing Broadway     ,AM peak   ,12865
