 NLC,Station,time period,NR/DLR/Tram,Bus/Coach,Bicycle,Motorcycle,Car/VanParked,Car/Vandrivenaway,Walked,Taxi/Minicab,RiverBus/Ferry,Other,Not Stated,Heathrow Terminal 1,Heathrow Terminal 2,Heathrow Terminal 3,Heathrow Terminal 4,Heathrow Terminal 5,Total all modes,
576,Fairlop ,Evening,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,76,
576,Fairlop ,Late,0,0,0,0,0,7,19,0,0,0,9,0,0,0,0,0,34,
576,Fairlop ,Total day,0,68,0,0,311,347,1236,3,0,7,49,0,0,0,0,0,2019,
577,Farringdon ,Early ,373,1,0,0,0,0,79,7,0,0,12,0,0,0,0,0,472,
577,Farringdon ,AM peak,5174,12,2,0,7,24,600,15,0,0,256,0,0,0,0,0,6091,
577,Farringdon ,Midday,710,72,8,3,33,1,3888,52,0,0,701,0,0,0,0,0,5468,
577,Farringdon ,PM Peak,820,28,6,0,0,1,11124,0,0,0,4091,0,0,0,0,0,16069,
577,Farringdon ,Evening,151,11,14,0,0,22,3707,42,0,0,938,0,0,0,0,0,4883,
577,Farringdon ,Late,42,5,0,0,0,0,1354,0,0,0,94,0,0,0,0,0,1495,
577,Farringdon ,Total day,7269,129,31,3,40,47,20752,116,0,0,6092,0,0,0,0,0,34478,
578,Finchley Central ,Early ,0,57,0,0,72,78,453,0,0,0,10,0,0,0,0,0,670,
578,Finchley Central ,AM peak,0,467,0,0,124,405,4010,0,0,0,196,0,0,0,0,0,5202,
578,Finchley Central ,Midday,0,433,42,0,23,187,1799,0,0,0,154,0,0,0,0,0,2637,
578,Finchley Central ,PM Peak,0,181,0,0,101,7,1564,0,0,0,321,0,0,0,0,0,2174,
578,Finchley Central ,Evening,0,95,0,0,229,0,288,0,0,0,2,0,0,0,0,0,615,
578,Finchley Central ,Late,0,36,0,0,0,0,152,0,0,0,10,0,0,0,0,0,198,
578,Finchley Central ,Total day,0,1269,42,0,549,677,8266,0,0,0,693,0,0,0,0,0,11496,
579,Finchley Road ,Early ,6,135,7,0,5,24,277,0,0,0,0,0,0,0,0,0,452,
579,Finchley Road ,AM peak,126,943,40,6,12,43,3817,0,0,0,159,0,0,0,0,0,5147,
579,Finchley Road ,Midday,28,972,0,0,34,44,2728,0,0,0,219,0,0,0,0,0,4025,
579,Finchley Road ,PM Peak,152,647,3,0,1,13,2872,0,0,0,417,0,0,0,0,0,4106,
579,Finchley Road ,Evening,93,277,0,0,0,54,1197,0,0,29,114,0,0,0,0,0,1764,
579,Finchley Road ,Late,7,163,0,0,2,8,434,12,0,0,24,0,0,0,0,0,651,
579,Finchley Road ,Total day,412,3137,50,6,54,185,11325,12,0,29,934,0,0,0,0,0,16145,
580,Finsbury Park ,Early ,1159,839,0,0,1,45,947,11,0,0,234,0,0,0,0,0,3236,
580,Finsbury Park ,AM peak,6234,4695,15,0,86,121,8344,106,0,0,2069,0,0,0,0,0,21669,
580,Finsbury Park ,Midday,2280,2528,16,0,62,48,3021,89,0,0,2129,0,0,0,0,0,10173,
580,Finsbury Park ,PM Peak,1460,1191,48,0,20,58,2055,111,0,0,870,0,0,0,0,0,5813,
580,Finsbury Park ,Evening,601,675,0,4,0,33,590,15,0,0,891,0,0,0,0,0,2809,
580,Finsbury Park ,Late,469,186,0,0,0,17,153,3,0,0,237,0,0,0,0,0,1065,
580,Finsbury Park ,Total day,12201,10115,79,4,168,322,15111,336,0,0,6429,0,0,0,0,0,44765,
581,Fulham Broadway,Early ,0,9,0,0,2,0,289,0,0,0,27,0,0,0,0,0,327,
581,Fulham Broadway,AM peak,0,410,0,0,11,26,3114,0,0,0,144,0,0,0,0,0,3705,
581,Fulham Broadway,Midday,0,1006,0,0,0,119,3104,0,0,0,580,0,0,0,0,0,4809,
581,Fulham Broadway,PM Peak,0,1153,0,0,0,0,2542,0,0,0,880,0,0,0,0,0,4574,
581,Fulham Broadway,Evening,0,264,0,0,11,0,1190,0,0,0,241,0,0,0,0,0,1706,
581,Fulham Broadway,Late,0,139,0,0,0,0,728,0,0,0,300,0,0,0,0,0,1166,
581,Fulham Broadway,Total day,0,2980,0,0,25,145,10966,0,0,0,2172,0,0,0,0,0,16288,
582,Gants Hill ,Early ,0,409,0,0,93,104,917,0,0,0,34,0,0,0,0,0,1557,
582,Gants Hill ,AM peak,0,1519,0,0,364,320,2946,0,0,0,198,0,0,0,0,0,5348,
582,Gants Hill ,Midday,0,1141,9,0,189,17,991,0,0,0,159,0,0,0,0,0,2506,
582,Gants Hill ,PM Peak,0,152,0,0,59,29,785,0,0,0,212,0,0,0,0,0,1237,
582,Gants Hill ,Evening,0,200,0,0,52,77,120,0,0,0,85,0,0,0,0,0,535,
582,Gants Hill ,Late,0,97,0,0,0,5,28,0,0,0,7,0,0,0,0,0,137,
582,Gants Hill ,Total day,0,3518,9,0,757,553,5787,0,0,0,695,0,0,0,0,0,11320,
583,Gloucester Road,Early ,0,2,1,0,1,0,380,0,0,0,20,0,0,0,0,0,405,
583,Gloucester Road,AM peak,0,43,3,0,71,17,4354,0,0,0,263,0,0,0,0,0,4751,
583,Gloucester Road,Midday,0,119,0,0,102,0,4847,36,0,0,1688,0,0,0,0,0,6792,
583,Gloucester Road,PM Peak,0,160,11,0,56,54,4353,33,0,0,1584,0,0,0,0,0,6251,
583,Gloucester Road,Evening,0,66,17,0,0,0,1383,0,0,0,1059,0,0,0,0,0,2525,
583,Gloucester Road,Late,0,0,36,0,0,66,546,0,0,0,417,0,0,0,0,0,1065,
583,Gloucester Road,Total day,0,390,68,0,231,137,15863,69,0,0,5031,0,0,0,0,0,21789,
584,Golders Green ,Early ,0,261,0,0,6,15,305,0,0,0,0,0,0,0,0,0,586,
584,Golders Green ,AM peak,0,2075,10,0,83,250,2622,0,0,17,53,0,0,0,0,0,5111,
584,Golders Green ,Midday,0,1712,3,0,206,19,1711,0,0,0,213,0,0,0,0,0,3864,
584,Golders Green ,PM Peak,0,1325,0,0,112,18,1010,15,0,0,74,0,0,0,0,0,2554,
584,Golders Green ,Evening,0,417,0,0,20,77,379,0,0,0,170,0,0,0,0,0,1062,
584,Golders Green ,Late,0,60,0,0,0,4,91,0,0,0,170,0,0,0,0,0,325,
584,Golders Green ,Total day,0,5851,13,0,426,383,6118,15,0,17,679,0,0,0,0,0,13503,
585,Goldhawk Road ,Early ,0,29,0,0,2,0,97,0,0,0,10,0,0,0,0,0,138,
585,Goldhawk Road ,AM peak,0,455,0,0,1,5,937,0,0,0,21,0,0,0,0,0,1418,
585,Goldhawk Road ,Midday,0,249,12,0,0,0,625,0,0,0,54,0,0,0,0,0,941,
585,Goldhawk Road ,PM Peak,0,83,0,0,0,0,481,0,0,0,53,0,0,0,0,0,617,
585,Goldhawk Road ,Evening,0,32,0,0,0,0,196,0,0,0,13,0,0,0,0,0,241,
585,Goldhawk Road ,Late,0,0,0,0,0,0,115,0,0,0,13,0,0,0,0,0,128,
585,Goldhawk Road ,Total day,0,848,12,0,3,5,2450,0,0,0,163,0,0,0,0,0,3483,
586,Goodge Street ,Early ,0,15,0,0,0,0,24,0,0,5,0,0,0,0,0,0,45,
586,Goodge Street ,AM peak,0,19,3,0,0,0,363,0,0,49,82,0,0,0,0,0,516,
586,Goodge Street ,Midday,0,35,0,0,0,0,2137,2,0,155,380,0,0,0,0,0,2709,
586,Goodge Street ,PM Peak,0,111,0,0,0,0,5512,0,0,44,945,0,0,0,0,0,6612,
586,Goodge Street ,Evening,0,1,0,0,0,0,2638,0,0,40,185,0,0,0,0,0,2864,
586,Goodge Street ,Late,0,0,0,0,0,0,587,0,0,0,5,0,0,0,0,0,592,
586,Goodge Street ,Total day,0,181,3,0,0,0,11261,2,0,294,1597,0,0,0,0,0,13339,
587,Grange Hill,Early ,0,4,0,0,41,20,134,0,0,0,0,0,0,0,0,0,199,
587,Grange Hill,AM peak,0,7,0,0,33,51,608,0,0,0,0,0,0,0,0,0,699,
587,Grange Hill,Midday,0,78,0,0,0,0,104,0,0,0,0,0,0,0,0,0,182,
587,Grange Hill,PM Peak,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,104,
587,Grange Hill,Evening,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,22,
587,Grange Hill,Late,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,
587,Grange Hill,Total day,0,89,0,0,74,71,951,0,0,0,27,0,0,0,0,0,1211,
588,Great Portland Stree,Early ,0,7,0,0,0,0,78,0,0,0,19,0,0,0,0,0,104,
588,Great Portland Stree,AM peak,0,136,0,0,16,3,1198,0,0,0,69,0,0,0,0,0,1422,
588,Great Portland Stree,Midday,0,246,0,0,1,4,3030,5,0,0,574,0,0,0,0,0,3859,
588,Great Portland Stree,PM Peak,0,126,0,0,0,0,7124,17,0,0,141,0,0,0,0,0,7408,
588,Great Portland Stree,Evening,0,27,11,0,0,0,1814,0,0,0,374,0,0,0,0,0,2224,
588,Great Portland Stree,Late,0,14,0,0,0,1,556,0,0,0,9,0,0,0,0,0,581,
588,Great Portland Stree,Total day,0,556,11,0,16,8,13799,22,0,0,1187,0,0,0,0,0,15599,
590,Green Park ,Early ,0,29,0,0,13,1,85,0,0,0,209,0,0,0,0,0,336,
590,Green Park ,AM peak,0,302,0,0,37,10,1255,2,0,22,743,0,0,0,0,0,2370,
590,Green Park ,Midday,0,1224,0,0,99,39,8863,165,0,71,4897,0,0,0,0,0,15357,
590,Green Park ,PM Peak,0,1329,34,0,1,0,20048,0,0,0,4239,0,0,0,0,0,25650,
590,Green Park ,Evening,0,723,0,0,0,0,8267,0,0,0,1674,0,0,0,0,0,10664,
590,Green Park ,Late,0,379,0,0,0,3,4073,7,0,0,1040,0,0,0,0,0,5501,
590,Green Park ,Total day,0,3984,34,0,151,52,42589,174,0,93,12802,0,0,0,0,0,59879,
589,Greenford,Early ,0,328,0,0,276,204,378,0,0,0,132,0,0,0,0,0,1318,
589,Greenford,AM peak,2,947,3,0,378,338,1107,23,0,0,172,0,0,0,0,0,2967,
589,Greenford,Midday,85,316,36,0,156,43,720,115,0,0,204,0,0,0,0,0,1673,
589,Greenford,PM Peak,46,75,0,0,10,91,812,0,0,7,173,0,0,0,0,0,1213,
589,Greenford,Evening,28,30,0,0,0,26,286,0,0,0,70,0,0,0,0,0,441,
589,Greenford,Late,0,6,0,0,0,15,62,0,0,0,25,0,0,0,0,0,108,
589,Greenford,Total day,160,1702,38,0,819,717,3365,137,0,7,774,0,0,0,0,0,7719,
591,Gunnersbury,Early ,12,31,0,0,11,9,294,0,0,7,0,0,0,0,0,0,365,
591,Gunnersbury,AM peak,169,236,0,0,12,28,1564,0,0,42,4,0,0,0,0,0,2055,
591,Gunnersbury,Midday,100,207,1,0,8,17,791,0,0,1,0,0,0,0,0,0,1125,
591,Gunnersbury,PM Peak,92,167,0,0,12,0,2895,0,0,62,264,0,0,0,0,0,3493,
591,Gunnersbury,Evening,43,31,0,0,0,0,357,0,0,0,0,0,0,0,0,0,430,
591,Gunnersbury,Late,32,3,0,0,0,0,60,0,0,0,3,0,0,0,0,0,99,
591,Gunnersbury,Total day,449,674,1,0,43,54,5962,0,0,112,272,0,0,0,0,0,7567,
592,Hainault,Early ,0,254,0,0,325,153,634,0,0,0,20,0,0,0,0,0,1385,
592,Hainault,AM peak,0,489,0,0,615,168,1641,0,0,0,9,0,0,0,0,0,2922,
592,Hainault,Midday,0,205,0,0,35,128,666,0,0,0,43,0,0,0,0,0,1077,
592,Hainault,PM Peak,0,183,0,0,43,0,287,0,0,0,54,0,0,0,0,0,567,
592,Hainault,Evening,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,59,
592,Hainault,Late,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,168,
592,Hainault,Total day,0,1131,0,0,1018,449,3227,0,0,0,354,0,0,0,0,0,6179,
593,Hammersmith (Dis),Early ,0,471,6,0,1,4,466,0,0,0,2,0,0,0,0,0,950,
593,Hammersmith (Dis),AM peak,0,3455,43,0,88,73,3375,0,0,0,610,0,0,0,0,0,7645,
593,Hammersmith (Dis),Midday,0,4072,89,2,87,28,5601,4,0,0,931,0,0,0,0,0,10813,
593,Hammersmith (Dis),PM Peak,0,3420,18,0,128,67,10348,4,0,0,1055,0,0,0,0,0,15040,
593,Hammersmith (Dis),Evening,0,1350,57,5,12,104,3195,12,0,0,610,0,0,0,0,0,5346,
593,Hammersmith (Dis),Late,0,651,0,0,8,143,2447,19,0,0,290,0,0,0,0,0,3557,
593,Hammersmith (Dis),Total day,0,13419,214,7,324,419,25431,39,0,0,3498,0,0,0,0,0,43350,
773,Hammersmith (H&C),Early ,0,143,11,0,1,0,143,0,0,0,30,0,0,0,0,0,327,
773,Hammersmith (H&C),AM peak,0,1822,123,34,53,1,1265,0,0,0,416,0,0,0,0,0,3713,
773,Hammersmith (H&C),Midday,0,913,14,0,0,5,1515,0,0,0,1004,0,0,0,0,0,3450,
773,Hammersmith (H&C),PM Peak,0,826,0,0,2,0,2851,0,0,0,620,0,0,0,0,0,4299,
773,Hammersmith (H&C),Evening,0,208,0,0,0,10,833,0,0,0,251,0,0,0,0,0,1302,
773,Hammersmith (H&C),Late,0,149,0,0,0,0,320,0,0,0,58,0,0,0,0,0,526,
773,Hammersmith (H&C),Total day,0,4061,148,34,55,15,6926,0,0,0,2378,0,0,0,0,0,13618,
594,Hampstead,Early ,0,0,0,0,0,0,134,0,0,0,7,0,0,0,0,0,140,
594,Hampstead,AM peak,0,8,0,0,0,0,1936,0,0,0,48,0,0,0,0,0,1992,
594,Hampstead,Midday,0,12,35,0,44,162,1598,0,0,0,103,0,0,0,0,0,1954,
594,Hampstead,PM Peak,0,55,0,0,41,0,1693,0,0,0,56,0,0,0,0,0,1846,
594,Hampstead,Evening,0,0,0,0,3,10,591,0,0,0,25,0,0,0,0,0,629,
594,Hampstead,Late,0,0,0,0,0,0,251,0,0,0,92,0,0,0,0,0,343,
594,Hampstead,Total day,0,75,35,0,88,172,6202,0,0,0,331,0,0,0,0,0,6904,
595,Hanger Lane,Early ,0,106,0,0,39,0,470,0,0,0,1,0,0,0,0,0,616,
595,Hanger Lane,AM peak,0,232,0,0,56,48,1749,11,0,28,72,0,0,0,0,0,2195,
595,Hanger Lane,Midday,0,107,0,0,69,10,948,0,0,7,25,0,0,0,0,0,1166,
595,Hanger Lane,PM Peak,0,219,0,0,3,40,1429,0,0,139,2,0,0,0,0,0,1832,
595,Hanger Lane,Evening,0,42,0,0,0,1,367,0,0,32,3,0,0,0,0,0,445,
595,Hanger Lane,Late,0,15,0,0,0,11,30,0,0,35,0,0,0,0,0,0,90,
595,Hanger Lane,Total day,0,721,0,0,166,109,4992,11,0,241,104,0,0,0,0,0,6344,
596,Harlesden,Early ,10,15,0,0,2,0,175,1,0,0,6,0,0,0,0,0,209,
596,Harlesden,AM peak,22,79,0,0,120,0,813,1,0,4,22,0,0,0,0,0,1062,
596,Harlesden,Midday,8,441,68,0,0,9,660,0,0,0,19,0,0,0,0,0,1205,
596,Harlesden,PM Peak,0,201,5,0,107,43,886,0,0,0,6,0,0,0,0,0,1247,
596,Harlesden,Evening,0,96,0,0,0,0,146,0,0,0,6,0,0,0,0,0,248,
596,Harlesden,Late,0,31,0,0,0,0,97,0,0,0,0,0,0,0,0,0,129,
596,Harlesden,Total day,41,863,72,0,229,52,2778,2,0,4,58,0,0,0,0,0,4100,
597,Harrow & Wealdstone ,Early ,13,64,0,1,324,50,286,0,0,0,94,0,0,0,0,0,832,
597,Harrow & Wealdstone ,AM peak,496,114,0,1,283,162,824,0,0,0,60,0,0,0,0,0,1939,
597,Harrow & Wealdstone ,Midday,210,222,0,0,177,81,546,0,0,0,133,0,0,0,0,0,1370,
597,Harrow & Wealdstone ,PM Peak,37,157,0,0,47,63,395,0,0,0,228,0,0,0,0,0,927,
597,Harrow & Wealdstone ,Evening,0,28,0,0,0,12,53,0,0,0,40,0,0,0,0,0,133,
597,Harrow & Wealdstone ,Late,67,14,0,0,0,8,25,0,0,0,143,0,0,0,0,0,257,
597,Harrow & Wealdstone ,Total day,823,598,0,3,831,376,2129,0,0,0,698,0,0,0,0,0,5458,
598,Harrow-on-the-Hill,Early ,1,639,0,0,19,159,460,0,0,0,138,0,0,0,0,0,1415,
598,Harrow-on-the-Hill,AM peak,75,2281,1,0,118,222,2217,0,0,0,576,0,0,0,0,0,5489,
598,Harrow-on-the-Hill,Midday,89,1052,42,1,176,105,1890,40,0,0,700,0,0,0,0,0,4095,
598,Harrow-on-the-Hill,PM Peak,419,811,0,0,31,43,1710,9,0,0,521,0,0,0,0,0,3544,
598,Harrow-on-the-Hill,Evening,267,250,0,0,2,81,341,0,0,0,119,0,0,0,0,0,1059,
598,Harrow-on-the-Hill,Late,50,61,0,0,0,9,43,32,0,0,122,0,0,0,0,0,317,
598,Harrow-on-the-Hill,Total day,901,5093,43,1,345,618,6660,82,0,0,2176,0,0,0,0,0,15920,
779,Hatton Cross,Early ,0,343,0,0,57,73,78,0,0,0,3,0,0,0,0,0,555,
779,Hatton Cross,AM peak,0,734,5,3,210,296,99,15,0,0,2,0,0,0,0,0,1364,
779,Hatton Cross,Midday,0,491,0,0,331,169,222,58,0,0,19,0,0,0,0,0,1289,
779,Hatton Cross,PM Peak,0,565,1,1,131,113,562,24,0,0,29,0,0,0,0,0,1425,
779,Hatton Cross,Evening,0,125,0,0,0,89,96,0,0,0,0,0,0,0,0,0,311,
779,Hatton Cross,Late,0,71,0,0,0,38,13,0,0,0,1,0,0,0,0,0,122,
779,Hatton Cross,Total day,0,2329,5,4,730,778,1069,97,0,0,54,0,0,0,0,0,5066,
781,Heathrow Terminal 4 ,Early ,0,0,0,0,2,0,0,5,0,0,63,0,0,0,64,0,134,
781,Heathrow Terminal 4 ,AM peak,0,0,0,0,1,0,0,24,0,41,79,0,0,0,388,0,533,
781,Heathrow Terminal 4 ,Midday,19,77,0,0,67,12,0,9,0,141,239,0,0,0,451,0,1015,
781,Heathrow Terminal 4 ,PM Peak,0,85,0,0,0,70,6,8,0,41,307,0,0,0,280,0,797,
781,Heathrow Terminal 4 ,Evening,0,76,0,0,0,0,0,34,0,0,160,0,0,0,288,0,558,
781,Heathrow Terminal 4 ,Late,0,0,0,0,0,0,0,9,0,0,92,0,0,0,69,0,170,
781,Heathrow Terminal 4 ,Total day,19,237,0,0,70,82,6,88,0,224,941,0,0,0,1541,0,3208,
783,Heathrow Terminal 5 ,Early ,0,158,0,0,0,44,0,0,0,10,0,0,0,0,0,97,310,
783,Heathrow Terminal 5 ,AM peak,0,169,14,0,0,93,0,0,0,21,261,0,0,0,0,418,977,
783,Heathrow Terminal 5 ,Midday,0,208,0,0,0,0,17,96,0,170,1082,0,0,0,0,792,2364,
783,Heathrow Terminal 5 ,PM Peak,0,154,0,0,0,43,0,263,0,22,486,0,0,0,0,375,1344,
783,Heathrow Terminal 5 ,Evening,0,55,0,0,0,15,0,0,0,174,226,0,0,0,0,632,1101,
783,Heathrow Terminal 5 ,Late,0,0,0,0,0,4,0,0,0,15,179,0,0,0,0,186,384,
783,Heathrow Terminal 5 ,Total day,0,745,14,0,0,199,17,359,0,412,2233,0,0,0,0,2501,6479,
780,Heathrow Terminals 1,Early ,28,43,0,0,0,16,0,0,0,4,64,90,40,107,0,0,393,
780,Heathrow Terminals 1,AM peak,85,234,0,0,20,28,23,79,0,50,268,306,242,477,8,0,1818,
780,Heathrow Terminals 1,Midday,43,369,0,0,23,69,33,21,0,196,458,1280,587,889,12,0,3980,
780,Heathrow Terminals 1,PM Peak,29,235,0,0,0,0,33,9,0,63,400,689,454,339,0,0,2253,
780,Heathrow Terminals 1,Evening,32,147,0,0,0,11,0,2,0,97,486,375,506,172,8,0,1835,
780,Heathrow Terminals 1,Late,0,65,0,0,0,0,0,0,0,107,106,167,96,226,0,0,767,
780,Heathrow Terminals 1,Total day,216,1093,0,0,42,124,89,112,0,517,1781,2908,1925,2211,27,0,11047,
601,Hendon Central,Early ,0,245,14,0,138,104,531,0,0,0,2,0,0,0,0,0,1034,
601,Hendon Central,AM peak,0,808,24,0,500,236,2633,6,0,0,128,0,0,0,0,0,4335,
601,Hendon Central,Midday,0,531,1,0,176,178,2230,0,0,0,611,0,0,0,0,0,3727,
601,Hendon Central,PM Peak,0,662,0,0,36,229,1843,0,0,0,519,0,0,0,0,0,3289,
601,Hendon Central,Evening,0,113,0,0,0,121,693,0,0,0,200,0,0,0,0,0,1128,
601,Hendon Central,Late,0,30,0,0,0,60,141,0,0,0,48,0,0,0,0,0,279,
601,Hendon Central,Total day,0,2390,39,0,851,927,8071,6,0,0,1508,0,0,0,0,0,13791,
602,High Barnet,Early ,0,121,0,0,31,95,225,0,0,0,0,0,0,0,0,0,472,
602,High Barnet,AM peak,0,691,1,0,283,237,1602,6,0,0,62,0,0,0,0,0,2882,
602,High Barnet,Midday,0,322,0,0,87,122,623,0,0,0,199,0,0,0,0,0,1354,
602,High Barnet,PM Peak,0,477,0,0,101,27,385,0,0,0,122,0,0,0,0,0,1113,
602,High Barnet,Evening,0,0,0,0,7,3,243,0,0,0,0,0,0,0,0,0,253,
602,High Barnet,Late,0,0,0,0,0,37,38,0,0,0,8,0,0,0,0,0,83,
602,High Barnet,Total day,0,1612,1,0,509,522,3117,6,0,0,392,0,0,0,0,0,6158,
605,High Street Kensingt,Early ,0,20,0,0,0,0,152,0,0,2,0,0,0,0,0,0,174,
605,High Street Kensingt,AM peak,0,288,0,0,0,0,1230,0,0,192,132,0,0,0,0,0,1841,
605,High Street Kensingt,Midday,0,297,3,0,47,2,3219,31,0,384,1302,0,0,0,0,0,5284,
605,High Street Kensingt,PM Peak,0,321,0,0,0,0,5017,0,0,204,1369,0,0,0,0,0,6912,
605,High Street Kensingt,Evening,0,99,0,0,0,0,1467,0,0,73,463,0,0,0,0,0,2103,
605,High Street Kensingt,Late,0,0,0,0,0,0,500,0,0,0,10,0,0,0,0,0,510,
605,High Street Kensingt,Total day,0,1025,3,0,47,2,11585,31,0,854,3276,0,0,0,0,0,16825,
603,Highbury & Islington,Early ,1185,154,0,0,0,19,814,0,0,0,14,0,0,0,0,0,2185,
603,Highbury & Islington,AM peak,12231,1922,81,22,2,99,5612,0,0,1,1132,0,0,0,0,0,21102,
603,Highbury & Islington,Midday,7854,1365,114,0,156,14,3917,6,0,0,872,0,0,0,0,0,14299,
603,Highbury & Islington,PM Peak,9738,1725,5,0,1,5,5929,0,0,0,1876,0,0,0,0,0,19279,
603,Highbury & Islington,Evening,3746,1037,0,0,4,128,1474,0,0,0,1209,0,0,0,0,0,7597,
603,Highbury & Islington,Late,1604,291,0,0,0,36,1005,2,0,0,560,0,0,0,0,0,3499,
603,Highbury & Islington,Total day,36358,6493,200,22,163,300,18750,8,0,1,5664,0,0,0,0,0,67961,
604,Highgate,Early ,0,90,0,0,5,49,299,0,0,1,22,0,0,0,0,0,466,
604,Highgate,AM peak,0,919,26,0,71,203,3483,0,0,50,68,0,0,0,0,0,4820,
604,Highgate,Midday,0,440,1,0,60,27,1341,0,0,32,199,0,0,0,0,0,2101,
604,Highgate,PM Peak,0,406,25,0,104,4,699,0,0,43,80,0,0,0,0,0,1359,
604,Highgate,Evening,0,100,0,0,1,49,209,0,0,2,2,0,0,0,0,0,362,
604,Highgate,Late,0,15,0,0,0,0,122,0,0,0,0,0,0,0,0,0,136,
604,Highgate,Total day,0,1968,52,0,241,332,6153,0,0,128,371,0,0,0,0,0,9244,
606,Hillingdon ,Early ,0,43,0,0,110,28,165,0,0,0,0,0,0,0,0,0,347,
606,Hillingdon ,AM peak,0,256,0,0,406,155,584,1,0,0,28,0,0,0,0,0,1429,
606,Hillingdon ,Midday,0,111,0,0,136,27,418,0,0,0,3,0,0,0,0,0,696,
606,Hillingdon ,PM Peak,0,148,0,0,45,90,97,0,0,0,64,0,0,0,0,0,444,
606,Hillingdon ,Evening,0,20,0,0,18,26,53,0,0,0,0,0,0,0,0,0,115,
606,Hillingdon ,Late,0,17,0,0,0,8,1,0,0,0,2,0,0,0,0,0,28,
606,Hillingdon ,Total day,0,595,0,0,715,334,1317,1,0,0,97,0,0,0,0,0,3060,
607,Holborn ,Early ,0,85,0,0,0,0,178,0,0,0,25,0,0,0,0,0,287,
607,Holborn ,AM peak,0,118,12,0,1,1,802,0,0,0,640,0,0,0,0,0,1574,
607,Holborn ,Midday,0,430,0,0,66,0,11179,7,0,154,3053,0,0,0,0,0,14889,
607,Holborn ,PM Peak,0,615,0,0,7,0,16428,177,0,30,1779,0,0,0,0,0,19034,
607,Holborn ,Evening,0,378,0,3,1,1,9637,0,0,148,797,0,0,0,0,0,10965,
607,Holborn ,Late,0,515,0,0,0,1,3986,0,0,145,139,0,0,0,0,0,4786,
607,Holborn ,Total day,0,2140,12,3,75,2,42209,184,0,477,6432,0,0,0,0,0,51535,
608,Holland Park,Early ,0,0,0,0,2,0,110,0,0,0,1,0,0,0,0,0,113,
608,Holland Park,AM peak,0,10,0,0,129,0,1129,0,0,0,47,0,0,0,0,0,1314,
608,Holland Park,Midday,0,54,0,0,27,0,992,0,0,0,362,0,0,0,0,0,1434,
608,Holland Park,PM Peak,0,31,25,0,52,0,1220,0,0,0,249,0,0,0,0,0,1578,
608,Holland Park,Evening,0,18,0,19,0,11,274,0,0,0,120,0,0,0,0,0,442,
608,Holland Park,Late,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,201,
608,Holland Park,Total day,0,113,25,19,209,12,3925,0,0,0,779,0,0,0,0,0,5082,
609,Holloway Road ,Early ,0,20,0,0,0,0,288,0,0,0,6,0,0,0,0,0,315,
609,Holloway Road ,AM peak,0,265,0,0,55,18,2511,0,0,0,271,0,0,0,0,0,3120,
609,Holloway Road ,Midday,0,241,0,0,0,0,2262,8,0,0,654,0,0,0,0,0,3166,
609,Holloway Road ,PM Peak,0,143,0,0,1,23,1953,0,0,59,446,0,0,0,0,0,2624,
609,Holloway Road ,Evening,0,110,0,0,0,0,687,0,0,5,203,0,0,0,0,0,1004,
609,Holloway Road ,Late,0,22,0,0,0,0,343,0,0,0,11,0,0,0,0,0,376,
609,Holloway Road ,Total day,0,800,0,0,56,41,8044,8,0,64,1592,0,0,0,0,0,10606,
610,Hornchurch ,Early ,0,119,0,0,59,93,287,0,0,0,6,0,0,0,0,0,564,
610,Hornchurch ,AM peak,0,229,4,0,193,298,888,0,0,0,111,0,0,0,0,0,1723,
610,Hornchurch ,Midday,0,254,6,0,21,0,336,8,0,0,1,0,0,0,0,0,624,
610,Hornchurch ,PM Peak,0,101,0,0,0,88,129,0,0,0,69,0,0,0,0,0,386,
610,Hornchurch ,Evening,0,0,0,0,0,9,39,0,0,0,58,0,0,0,0,0,106,
610,Hornchurch ,Late,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47,
610,Hornchurch ,Total day,0,702,9,0,273,487,1679,8,0,0,292,0,0,0,0,0,3451,
611,Hounslow Central ,Early ,0,193,46,0,17,36,510,0,0,0,21,0,0,0,0,0,823,
611,Hounslow Central ,AM peak,0,508,10,0,63,129,1377,0,0,28,146,0,0,0,0,0,2262,
611,Hounslow Central ,Midday,0,570,17,0,6,32,785,0,0,0,98,0,0,0,0,0,1508,
611,Hounslow Central ,PM Peak,0,91,0,0,19,0,814,0,0,0,140,0,0,0,0,0,1064,
611,Hounslow Central ,Evening,0,62,0,0,5,43,141,0,0,0,20,0,0,0,0,0,271,
611,Hounslow Central ,Late,0,1,0,0,0,3,47,0,0,0,2,0,0,0,0,0,52,
611,Hounslow Central ,Total day,0,1425,73,0,110,243,3674,0,0,28,427,0,0,0,0,0,5980,
612,Hounslow East ,Early ,0,386,0,0,51,25,370,0,0,0,36,0,0,0,0,0,868,
