 NLC,Station,time period,NR/DLR/Tram,Bus/Coach,Bicycle,Motorcycle,Car/VanParked,Car/Vandrivenaway,Walked,Taxi/Minicab,RiverBus/Ferry,Other,Not Stated,Heathrow Terminal 1,Heathrow Terminal 2,Heathrow Terminal 3,Heathrow Terminal 4,Heathrow Terminal 5,Total all modes,
536,Cannon Street ,Early ,344,14,0,1,2,4,8,0,0,0,66,0,0,0,0,0,439,
536,Cannon Street ,AM peak,3739,60,8,6,25,21,161,0,0,0,535,0,0,0,0,0,4555,
536,Cannon Street ,Midday,1104,12,10,0,0,0,1729,107,0,0,113,0,0,0,0,0,3075,
536,Cannon Street ,PM Peak,797,57,0,0,0,0,3473,0,0,2,253,0,0,0,0,0,4580,
536,Cannon Street ,Evening,211,0,0,0,0,0,1359,0,0,0,47,0,0,0,0,0,1618,
536,Cannon Street ,Late,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536,Cannon Street ,Total day,6194,142,18,7,27,26,6730,107,0,2,1014,0,0,0,0,0,14267,
537,Canons Park,Early ,0,140,0,0,254,48,156,0,0,0,1,0,0,0,0,0,599,
537,Canons Park,AM peak,0,202,0,0,853,108,1115,0,0,0,68,0,0,0,0,0,2347,
537,Canons Park,Midday,0,213,0,0,220,8,328,0,0,0,135,0,0,0,0,0,904,
537,Canons Park,PM Peak,0,86,0,0,0,28,412,0,0,0,157,0,0,0,0,0,685,
537,Canons Park,Evening,0,20,0,0,0,33,7,0,0,0,153,0,0,0,0,0,212,
537,Canons Park,Late,0,0,0,0,0,0,2,0,0,0,51,0,0,0,0,0,53,
537,Canons Park,Total day,0,662,0,0,1327,226,2021,0,0,0,565,0,0,0,0,0,4800,
539,Chalfont & Latimer,Early ,0,20,0,1,63,26,165,9,0,0,0,0,0,0,0,0,285,
539,Chalfont & Latimer,AM peak,1,10,0,4,396,181,336,5,0,0,40,0,0,0,0,0,973,
539,Chalfont & Latimer,Midday,0,0,3,0,203,135,166,3,0,0,49,0,0,0,0,0,560,
539,Chalfont & Latimer,PM Peak,78,19,0,0,92,60,89,33,0,0,21,0,0,0,0,0,392,
539,Chalfont & Latimer,Evening,0,7,0,0,9,8,3,6,0,0,21,0,0,0,0,0,54,
539,Chalfont & Latimer,Late,0,5,0,0,0,13,0,3,0,0,7,0,0,0,0,0,27,
539,Chalfont & Latimer,Total day,79,60,4,5,763,424,760,58,0,0,138,0,0,0,0,0,2292,
540,Chalk Farm ,Early ,0,0,0,0,2,1,220,0,0,0,0,0,0,0,0,0,223,
540,Chalk Farm ,AM peak,0,74,0,0,104,5,2324,0,0,0,38,0,0,0,0,0,2546,
540,Chalk Farm ,Midday,0,211,0,0,23,0,1711,0,0,0,233,0,0,0,0,0,2178,
540,Chalk Farm ,PM Peak,0,69,57,0,0,0,1776,0,0,0,200,0,0,0,0,0,2102,
540,Chalk Farm ,Evening,0,29,0,0,75,0,738,0,0,0,90,0,0,0,0,0,931,
540,Chalk Farm ,Late,0,0,0,0,11,0,646,0,0,0,35,0,0,0,0,0,691,
540,Chalk Farm ,Total day,0,383,57,0,215,6,7414,0,0,0,596,0,0,0,0,0,8671,
541,Chancery Lane ,Early ,0,0,0,0,0,0,4,0,0,0,148,0,0,0,0,0,153,
541,Chancery Lane ,AM peak,0,34,0,0,25,0,1001,0,0,16,643,0,0,0,0,0,1718,
541,Chancery Lane ,Midday,0,278,0,0,0,11,7206,38,0,0,1213,0,0,0,0,0,8745,
541,Chancery Lane ,PM Peak,0,152,0,0,0,0,13707,27,0,0,1749,0,0,0,0,0,15635,
541,Chancery Lane ,Evening,0,33,0,0,0,0,4830,0,0,0,447,0,0,0,0,0,5310,
541,Chancery Lane ,Late,0,0,0,0,0,0,1060,0,0,0,298,0,0,0,0,0,1358,
541,Chancery Lane ,Total day,0,496,0,0,25,11,27808,65,0,16,4499,0,0,0,0,0,32919,
718,Charing Cross ,Early ,685,5,0,0,19,2,17,0,0,0,31,0,0,0,0,0,759,
718,Charing Cross ,AM peak,6745,48,0,0,107,62,393,0,0,26,451,0,0,0,0,0,7833,
718,Charing Cross ,Midday,3527,267,0,0,1,18,3718,58,0,0,1113,0,0,0,0,0,8702,
718,Charing Cross ,PM Peak,1231,199,0,0,0,0,6278,38,0,0,737,0,0,0,0,0,8483,
718,Charing Cross ,Evening,231,179,0,0,0,3,3838,0,0,64,322,0,0,0,0,0,4636,
718,Charing Cross ,Late,180,12,0,0,0,0,2681,0,0,29,208,0,0,0,0,0,3110,
718,Charing Cross ,Total day,12598,709,0,0,128,86,16926,95,0,119,2862,0,0,0,0,0,33523,
543,Chesham ,Early ,0,0,23,0,1,22,277,0,0,0,19,0,0,0,0,0,343,
543,Chesham ,AM peak,0,21,23,0,20,80,650,6,0,0,124,0,0,0,0,0,924,
543,Chesham ,Midday,0,17,0,0,18,122,148,20,0,0,6,0,0,0,0,0,331,
543,Chesham ,PM Peak,0,0,47,0,0,0,159,0,0,0,36,0,0,0,0,0,241,
543,Chesham ,Evening,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,
543,Chesham ,Late,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,
543,Chesham ,Total day,0,38,93,0,40,225,1284,26,0,0,185,0,0,0,0,0,1890,
544,Chigwell,Early ,0,0,0,0,22,4,66,0,0,0,0,0,0,0,0,0,92,
544,Chigwell,AM peak,0,0,0,0,74,35,447,0,0,0,0,0,0,0,0,0,557,
544,Chigwell,Midday,0,11,0,0,0,15,184,0,0,6,8,0,0,0,0,0,223,
544,Chigwell,PM Peak,0,0,0,0,9,76,77,0,0,0,15,0,0,0,0,0,177,
544,Chigwell,Evening,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,
544,Chigwell,Late,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544,Chigwell,Total day,0,11,0,0,106,130,775,0,0,6,62,0,0,0,0,0,1090,
545,Chiswick Park ,Early ,0,4,0,0,0,3,131,0,0,0,3,0,0,0,0,0,140,
545,Chiswick Park ,AM peak,0,33,3,0,14,15,1135,0,0,0,25,0,0,0,0,0,1225,
545,Chiswick Park ,Midday,0,155,0,0,18,22,531,0,0,0,40,0,0,0,0,0,766,
545,Chiswick Park ,PM Peak,0,57,0,0,6,53,830,0,0,0,61,0,0,0,0,0,1007,
545,Chiswick Park ,Evening,0,17,0,0,0,12,200,0,0,0,36,0,0,0,0,0,265,
545,Chiswick Park ,Late,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,75,
545,Chiswick Park ,Total day,0,267,3,0,39,105,2902,0,0,0,164,0,0,0,0,0,3478,
546,Chorleywood,Early ,2,0,0,3,12,39,179,4,0,0,5,0,0,0,0,0,245,
546,Chorleywood,AM peak,6,0,7,5,161,173,269,148,0,0,51,0,0,0,0,0,820,
546,Chorleywood,Midday,0,0,1,0,86,111,148,12,0,0,16,0,0,0,0,0,374,
546,Chorleywood,PM Peak,8,0,12,0,5,42,61,33,0,0,102,0,0,0,0,0,264,
546,Chorleywood,Evening,0,0,0,0,0,5,4,0,0,0,38,0,0,0,0,0,47,
546,Chorleywood,Late,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,
546,Chorleywood,Total day,17,0,20,8,265,370,681,196,0,0,213,0,0,0,0,0,1770,
547,Clapham Common,Early ,0,232,0,0,0,9,585,0,0,0,33,0,0,0,0,0,860,
547,Clapham Common,AM peak,0,1300,0,0,27,35,4004,0,0,0,195,0,0,0,0,0,5561,
547,Clapham Common,Midday,0,660,15,0,23,56,2418,0,0,0,20,0,0,0,0,0,3191,
547,Clapham Common,PM Peak,0,390,0,0,79,21,2099,0,0,0,88,0,0,0,0,0,2678,
547,Clapham Common,Evening,0,364,4,0,0,14,853,1,0,0,54,0,0,0,0,0,1290,
547,Clapham Common,Late,0,75,0,0,0,33,447,0,0,0,135,0,0,0,0,0,690,
547,Clapham Common,Total day,0,3021,19,0,128,168,10407,1,0,0,525,0,0,0,0,0,14269,
548,Clapham North ,Early ,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,620,
548,Clapham North ,AM peak,58,12,0,0,19,0,3687,0,0,0,10,0,0,0,0,0,3787,
548,Clapham North ,Midday,39,6,0,0,0,0,1918,0,0,0,118,0,0,0,0,0,2080,
548,Clapham North ,PM Peak,77,17,0,0,0,42,1190,0,0,0,387,0,0,0,0,0,1712,
548,Clapham North ,Evening,126,92,0,0,0,0,617,0,0,0,36,0,0,0,0,0,871,
548,Clapham North ,Late,30,3,0,0,0,0,317,0,0,0,26,0,0,0,0,0,377,
548,Clapham North ,Total day,330,130,0,0,19,42,8350,0,0,0,577,0,0,0,0,0,9447,
549,Clapham South ,Early ,0,34,3,0,0,13,879,0,0,0,33,0,0,0,0,0,963,
549,Clapham South ,AM peak,0,292,143,0,59,73,6525,0,0,0,260,0,0,0,0,0,7351,
549,Clapham South ,Midday,0,147,75,0,106,8,2038,0,0,0,270,0,0,0,0,0,2645,
549,Clapham South ,PM Peak,0,301,0,0,0,11,1207,0,0,0,403,0,0,0,0,0,1922,
549,Clapham South ,Evening,0,12,0,0,0,0,640,0,0,0,137,0,0,0,0,0,789,
549,Clapham South ,Late,0,0,0,0,0,0,126,0,0,0,91,0,0,0,0,0,217,
549,Clapham South ,Total day,0,787,221,0,164,105,11416,0,0,0,1194,0,0,0,0,0,13887,
550,Cockfosters,Early ,0,25,0,0,131,16,122,0,0,0,0,0,0,0,0,0,295,
550,Cockfosters,AM peak,0,84,0,0,402,70,513,0,0,0,4,0,0,0,0,0,1072,
550,Cockfosters,Midday,0,51,0,34,376,29,318,0,0,0,31,0,0,0,0,0,839,
550,Cockfosters,PM Peak,0,45,0,0,170,46,181,0,0,0,84,0,0,0,0,0,527,
550,Cockfosters,Evening,0,1,0,0,10,34,68,11,0,0,6,0,0,0,0,0,131,
550,Cockfosters,Late,0,0,0,0,0,18,9,0,0,0,21,0,0,0,0,0,48,
550,Cockfosters,Total day,0,206,0,34,1089,213,1211,11,0,0,147,0,0,0,0,0,2912,
551,Colindale,Early ,0,140,0,0,52,53,642,0,0,0,131,0,0,0,0,0,1019,
551,Colindale,AM peak,0,541,36,0,191,250,2750,54,0,0,329,0,0,0,0,0,4152,
551,Colindale,Midday,0,354,0,0,28,1,1836,0,0,3,308,0,0,0,0,0,2530,
551,Colindale,PM Peak,0,152,0,0,230,7,1488,24,0,0,4,0,0,0,0,0,1904,
551,Colindale,Evening,0,43,8,0,0,30,286,0,0,27,63,0,0,0,0,0,457,
551,Colindale,Late,0,7,1,0,0,0,71,1,0,0,87,0,0,0,0,0,167,
551,Colindale,Total day,0,1236,45,0,500,342,7074,79,0,30,923,0,0,0,0,0,10229,
552,Colliers Wood ,Early ,0,28,0,0,26,0,983,3,0,0,0,0,0,0,0,0,1040,
552,Colliers Wood ,AM peak,0,365,26,0,170,78,4471,6,0,0,140,0,0,0,0,0,5256,
552,Colliers Wood ,Midday,0,456,0,1,170,157,1419,0,0,0,48,0,0,0,0,0,2253,
552,Colliers Wood ,PM Peak,0,207,0,0,0,14,1209,0,0,0,18,0,0,0,0,0,1447,
552,Colliers Wood ,Evening,0,45,0,0,0,6,278,0,0,0,203,0,0,0,0,0,532,
552,Colliers Wood ,Late,0,0,0,0,0,0,98,0,0,0,64,0,0,0,0,0,162,
552,Colliers Wood ,Total day,0,1101,26,1,366,256,8458,9,0,0,473,0,0,0,0,0,10690,
553,Covent Garden ,Early ,0,2,0,0,0,0,11,0,0,0,23,0,0,0,0,0,37,
553,Covent Garden ,AM peak,0,23,0,0,0,0,522,0,0,0,289,0,0,0,0,0,834,
553,Covent Garden ,Midday,0,91,0,0,0,0,3174,0,0,0,2216,0,0,0,0,0,5481,
553,Covent Garden ,PM Peak,0,129,0,0,28,0,4784,54,0,0,1760,0,0,0,0,0,6755,
553,Covent Garden ,Evening,0,53,0,0,0,0,3914,0,0,0,647,0,0,0,0,0,4613,
553,Covent Garden ,Late,0,119,0,0,0,0,3696,0,0,0,373,0,0,0,0,0,4188,
553,Covent Garden ,Total day,0,417,0,0,28,0,16101,54,0,0,5308,0,0,0,0,0,21908,
554,Croxley ,Early ,0,3,6,0,23,37,166,0,0,2,0,0,0,0,0,0,237,
554,Croxley ,AM peak,0,28,12,0,135,86,724,0,0,11,11,0,0,0,0,0,1006,
554,Croxley ,Midday,0,0,2,0,49,41,270,20,0,13,2,0,0,0,0,0,398,
554,Croxley ,PM Peak,0,75,0,0,41,15,140,0,0,0,23,0,0,0,0,0,294,
554,Croxley ,Evening,0,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,36,
554,Croxley ,Late,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,9,
554,Croxley ,Total day,0,112,21,0,247,187,1330,20,0,26,37,0,0,0,0,0,1980,
555,Dagenham East ,Early ,0,156,0,0,68,103,552,0,0,0,157,0,0,0,0,0,1037,
555,Dagenham East ,AM peak,0,371,0,0,65,140,1208,18,0,0,129,0,0,0,0,0,1931,
555,Dagenham East ,Midday,0,242,96,0,30,22,692,0,0,0,16,0,0,0,0,0,1098,
555,Dagenham East ,PM Peak,0,121,11,0,0,48,447,0,0,0,32,0,0,0,0,0,659,
555,Dagenham East ,Evening,0,41,0,0,0,97,0,0,0,0,85,0,0,0,0,0,224,
555,Dagenham East ,Late,0,12,0,0,0,0,0,0,0,0,45,0,0,0,0,0,57,
555,Dagenham East ,Total day,0,943,107,0,163,411,2899,18,0,0,464,0,0,0,0,0,5006,
556,Dagenham Heathway,Early ,0,348,0,0,0,0,1146,0,0,0,636,0,0,0,0,0,2130,
556,Dagenham Heathway,AM peak,0,1445,0,0,90,86,1639,0,0,0,227,0,0,0,0,0,3488,
556,Dagenham Heathway,Midday,0,987,0,0,0,0,1106,4,0,0,327,0,0,0,0,0,2425,
556,Dagenham Heathway,PM Peak,0,143,0,0,0,62,409,0,0,0,645,0,0,0,0,0,1259,
556,Dagenham Heathway,Evening,0,12,199,0,0,0,108,0,0,0,134,0,0,0,0,0,453,
556,Dagenham Heathway,Late,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,166,
556,Dagenham Heathway,Total day,0,2934,199,0,90,149,4409,4,0,0,2134,0,0,0,0,0,9919,
557,Debden,Early ,0,100,0,0,167,156,115,0,0,0,3,0,0,0,0,0,540,
557,Debden,AM peak,0,158,0,0,691,177,530,4,0,0,80,0,0,0,0,0,1641,
557,Debden,Midday,0,47,0,0,93,0,840,0,0,0,76,0,0,0,0,0,1056,
557,Debden,PM Peak,0,2,0,0,312,106,455,0,0,0,37,0,0,0,0,0,912,
557,Debden,Evening,0,0,0,0,0,0,133,0,0,0,48,0,0,0,0,0,181,
557,Debden,Late,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,
557,Debden,Total day,0,307,0,0,1263,439,2072,4,0,0,262,0,0,0,0,0,4348,
558,Dollis Hill,Early ,0,22,0,0,33,4,479,0,0,0,0,0,0,0,0,0,538,
558,Dollis Hill,AM peak,0,90,24,0,209,39,2086,0,0,0,170,0,0,0,0,0,2618,
558,Dollis Hill,Midday,0,100,0,0,44,41,1463,0,0,0,194,0,0,0,0,0,1842,
558,Dollis Hill,PM Peak,0,3,0,0,41,0,1136,0,0,0,155,0,0,0,0,0,1335,
558,Dollis Hill,Evening,0,13,0,0,0,4,428,0,0,0,18,0,0,0,0,0,463,
558,Dollis Hill,Late,0,16,0,0,0,7,83,0,0,0,10,0,0,0,0,0,116,
558,Dollis Hill,Total day,0,244,24,0,327,96,5674,0,0,0,547,0,0,0,0,0,6912,
560,Ealing Broadway,Early ,1018,1062,9,0,36,132,777,0,0,0,1,0,0,0,0,0,3035,
560,Ealing Broadway,AM peak,3165,3805,100,0,162,364,4940,6,0,0,323,0,0,0,0,0,12865,
560,Ealing Broadway,Midday,1914,2402,13,1,86,64,2146,0,0,15,577,0,0,0,0,0,7218,
560,Ealing Broadway,PM Peak,513,1731,0,0,121,132,2044,0,0,0,429,0,0,0,0,0,4970,
560,Ealing Broadway,Evening,239,492,1,0,37,170,748,0,0,0,148,0,0,0,0,0,1834,
560,Ealing Broadway,Late,102,136,0,0,0,19,292,0,0,0,31,0,0,0,0,0,579,
560,Ealing Broadway,Total day,6951,9627,122,1,442,881,10947,6,0,15,1509,0,0,0,0,0,30501,
561,Ealing Common ,Early ,0,42,0,0,12,0,301,0,0,0,0,0,0,0,0,0,355,
561,Ealing Common ,AM peak,0,347,27,0,85,49,1497,8,0,0,26,0,0,0,0,0,2037,
561,Ealing Common ,Midday,0,466,0,0,18,55,588,1,0,0,84,0,0,0,0,0,1212,
561,Ealing Common ,PM Peak,0,709,0,0,4,5,215,0,0,0,98,0,0,0,0,0,1031,
561,Ealing Common ,Evening,0,114,0,0,0,2,216,2,0,0,0,0,0,0,0,0,334,
561,Ealing Common ,Late,0,10,0,0,0,11,61,1,0,0,11,0,0,0,0,0,93,
561,Ealing Common ,Total day,0,1688,27,0,118,122,2877,12,0,0,219,0,0,0,0,0,5063,
562,Earl's Court,Early ,0,98,0,0,0,0,687,0,0,0,10,0,0,0,0,0,795,
562,Earl's Court,AM peak,0,502,22,0,20,32,7158,0,0,0,761,0,0,0,0,0,8494,
562,Earl's Court,Midday,0,584,0,0,1,62,6508,0,0,0,1943,0,0,0,0,0,9098,
562,Earl's Court,PM Peak,0,594,9,0,38,188,5410,18,0,4,1366,0,0,0,0,0,7627,
562,Earl's Court,Evening,0,208,0,0,0,42,2236,0,0,79,534,0,0,0,0,0,3100,
562,Earl's Court,Late,0,265,0,0,0,37,835,0,0,0,244,0,0,0,0,0,1381,
562,Earl's Court,Total day,0,2252,30,0,58,360,22834,19,0,83,4859,0,0,0,0,0,30495,
563,East Acton ,Early ,0,24,0,0,17,23,358,0,0,0,0,0,0,0,0,0,422,
563,East Acton ,AM peak,0,189,0,0,241,62,1663,18,0,0,83,0,0,0,0,0,2255,
563,East Acton ,Midday,0,32,0,20,48,15,1515,0,0,0,193,0,0,0,0,0,1824,
563,East Acton ,PM Peak,0,75,0,0,11,13,1061,0,0,0,288,0,0,0,0,0,1447,
563,East Acton ,Evening,0,102,0,25,0,2,305,0,0,0,34,0,0,0,0,0,468,
563,East Acton ,Late,0,31,55,0,0,0,20,0,0,0,0,0,0,0,0,0,107,
563,East Acton ,Total day,0,453,55,45,317,114,4923,18,0,0,598,0,0,0,0,0,6524,
565,East Finchley ,Early ,0,88,0,0,86,33,462,0,0,0,2,0,0,0,0,0,670,
565,East Finchley ,AM peak,0,937,61,0,389,350,4047,0,0,0,524,0,0,0,0,0,6309,
565,East Finchley ,Midday,0,599,0,0,123,340,1349,0,0,0,344,0,0,0,0,0,2755,
565,East Finchley ,PM Peak,0,371,0,0,108,49,1196,0,0,0,130,0,0,0,0,0,1853,
565,East Finchley ,Evening,0,53,0,0,0,5,369,0,0,0,97,0,0,0,0,0,524,
565,East Finchley ,Late,0,50,0,0,0,11,47,0,0,0,67,0,0,0,0,0,175,
565,East Finchley ,Total day,0,2097,61,0,705,788,7470,0,0,0,1164,0,0,0,0,0,12286,
566,East Ham,Early ,0,1394,0,0,15,240,1614,0,0,0,1155,0,0,0,0,0,4418,
566,East Ham,AM peak,0,2184,0,0,62,279,4298,0,0,0,1704,0,0,0,0,0,8527,
566,East Ham,Midday,0,2063,0,0,99,30,1535,102,0,0,1894,0,0,0,0,0,5723,
566,East Ham,PM Peak,0,399,0,0,48,192,1362,0,0,0,1127,0,0,0,0,0,3128,
566,East Ham,Evening,0,199,0,0,0,0,768,0,0,0,294,0,0,0,0,0,1262,
566,East Ham,Late,0,17,0,0,0,0,162,0,0,0,99,0,0,0,0,0,278,
566,East Ham,Total day,0,6255,0,0,224,741,9738,102,0,0,6273,0,0,0,0,0,23334,
567,East Putney,Early ,17,40,1,0,7,5,439,0,0,0,5,0,0,0,0,0,514,
567,East Putney,AM peak,109,323,22,0,48,60,4390,15,0,8,176,0,0,0,0,0,5152,
567,East Putney,Midday,22,162,111,0,82,5,1562,0,0,0,119,0,0,0,0,0,2064,
567,East Putney,PM Peak,43,72,3,0,52,62,1634,0,0,0,32,0,0,0,0,0,1897,
567,East Putney,Evening,7,14,0,0,0,30,569,0,0,0,48,0,0,0,0,0,669,
567,East Putney,Late,0,22,0,0,0,47,71,0,0,0,37,0,0,0,0,0,178,
567,East Putney,Total day,197,633,137,0,190,209,8666,15,0,8,418,0,0,0,0,0,10473,
564,Eastcote,Early ,0,13,0,0,35,8,461,0,0,0,2,0,0,0,0,0,519,
564,Eastcote,AM peak,0,207,18,0,224,54,1915,0,0,0,26,0,0,0,0,0,2444,
564,Eastcote,Midday,0,193,27,0,22,18,732,0,0,0,64,0,0,0,0,0,1055,
564,Eastcote,PM Peak,0,45,0,0,42,59,445,0,0,0,5,0,0,0,0,0,596,
564,Eastcote,Evening,0,9,0,0,0,0,119,0,0,0,30,0,0,0,0,0,159,
564,Eastcote,Late,0,18,0,0,0,0,25,0,0,0,4,0,0,0,0,0,46,
564,Eastcote,Total day,0,484,45,0,323,140,3697,0,0,0,130,0,0,0,0,0,4820,
568,Edgware ,Early ,0,304,4,0,224,54,223,0,0,0,3,0,0,0,0,0,813,
568,Edgware ,AM peak,0,1179,45,0,635,465,1226,0,0,0,77,0,0,0,0,0,3628,
568,Edgware ,Midday,0,727,0,0,335,139,681,14,0,29,188,0,0,0,0,0,2112,
568,Edgware ,PM Peak,0,381,0,0,149,5,495,0,0,0,253,0,0,0,0,0,1284,
568,Edgware ,Evening,0,207,0,0,65,14,106,0,0,0,44,0,0,0,0,0,435,
568,Edgware ,Late,0,52,0,0,1,31,0,0,0,0,24,0,0,0,0,0,108,
568,Edgware ,Total day,0,2850,49,0,1409,708,2731,14,0,29,590,0,0,0,0,0,8379,
774,Edgware Road (Bak),Early ,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,83,
774,Edgware Road (Bak),AM peak,0,74,0,0,5,0,806,0,0,0,162,0,0,0,0,0,1047,
774,Edgware Road (Bak),Midday,0,265,0,0,15,0,1599,0,0,0,400,0,0,0,0,0,2279,
774,Edgware Road (Bak),PM Peak,0,281,0,0,0,0,2925,0,0,0,80,0,0,0,0,0,3286,
774,Edgware Road (Bak),Evening,0,64,0,0,0,9,894,0,0,0,28,0,0,0,0,0,996,
774,Edgware Road (Bak),Late,0,27,0,0,0,10,266,0,0,0,16,0,0,0,0,0,318,
774,Edgware Road (Bak),Total day,0,710,0,0,20,19,6573,0,0,0,686,0,0,0,0,0,8009,
569,Edgware Road (Cir),Early ,38,41,0,0,0,0,104,0,0,0,8,0,0,0,0,0,192,
569,Edgware Road (Cir),AM peak,439,163,0,0,0,0,1149,0,0,0,260,0,0,0,0,0,2012,
569,Edgware Road (Cir),Midday,297,326,0,0,77,3,2102,0,0,0,478,0,0,0,0,0,3283,
569,Edgware Road (Cir),PM Peak,124,216,10,0,0,0,3592,0,0,1,285,0,0,0,0,0,4228,
569,Edgware Road (Cir),Evening,12,74,0,0,0,0,1287,0,0,0,90,0,0,0,0,0,1463,
569,Edgware Road (Cir),Late,6,53,0,0,0,35,286,9,0,0,76,0,0,0,0,0,465,
569,Edgware Road (Cir),Total day,916,874,10,0,77,39,8519,9,0,1,1197,0,0,0,0,0,11642,
570,Elephant & Castle,Early ,195,460,0,0,0,46,257,0,0,0,81,0,0,0,0,0,1038,
570,Elephant & Castle,AM peak,1651,3268,32,8,38,67,2279,0,0,0,752,0,0,0,0,0,8095,
570,Elephant & Castle,Midday,783,2707,0,0,3,77,3592,0,0,26,2000,0,0,0,0,0,9188,
570,Elephant & Castle,PM Peak,457,2192,0,0,0,77,4443,0,0,7,1830,0,0,0,0,0,9007,
570,Elephant & Castle,Evening,161,1313,0,0,0,22,1442,0,0,0,304,0,0,0,0,0,3243,
570,Elephant & Castle,Late,2,512,0,0,0,115,406,0,0,0,223,0,0,0,0,0,1258,
570,Elephant & Castle,Total day,3247,10453,32,8,42,404,12419,0,0,33,5190,0,0,0,0,0,31828,
571,Elm Park,Early ,0,186,0,0,95,100,659,0,0,0,11,0,0,0,0,0,1052,
571,Elm Park,AM peak,0,636,0,0,160,401,1436,0,0,0,116,0,0,0,0,0,2749,
571,Elm Park,Midday,0,263,0,0,77,3,466,0,0,0,48,0,0,0,0,0,856,
571,Elm Park,PM Peak,0,49,0,0,0,6,274,0,0,0,79,0,0,0,0,0,408,
571,Elm Park,Evening,0,105,0,0,0,0,24,0,0,0,0,0,0,0,0,0,129,
571,Elm Park,Late,0,0,0,0,0,0,6,0,0,0,29,0,0,0,0,0,34,
571,Elm Park,Total day,0,1238,0,0,332,509,2866,0,0,0,282,0,0,0,0,0,5228,
542,Embankment ,Early ,345,58,0,0,0,0,20,0,0,0,14,0,0,0,0,0,437,
542,Embankment ,AM peak,2755,331,0,0,0,0,1135,0,85,0,331,0,0,0,0,0,4637,
542,Embankment ,Midday,1232,142,0,0,0,0,4818,11,103,6,1520,0,0,0,0,0,7832,
542,Embankment ,PM Peak,383,107,0,0,22,0,8274,0,96,0,1706,0,0,0,0,0,10588,
542,Embankment ,Evening,100,48,0,0,1,0,4915,11,147,0,463,0,0,0,0,0,5686,
542,Embankment ,Late,82,75,0,0,0,0,4079,9,8,20,250,0,0,0,0,0,4523,
542,Embankment ,Total day,4897,761,0,0,23,1,23241,30,439,27,4284,0,0,0,0,0,33703,
572,Epping,Early ,0,97,14,10,495,230,256,0,0,0,11,0,0,0,0,0,1114,
572,Epping,AM peak,0,270,15,31,900,411,882,22,0,0,25,0,0,0,0,0,2556,
572,Epping,Midday,0,143,0,1,321,53,457,12,0,0,66,0,0,0,0,0,1054,
572,Epping,PM Peak,0,63,3,0,33,102,300,2,0,0,157,0,0,0,0,0,660,
572,Epping,Evening,0,50,0,0,5,35,23,22,0,0,8,0,0,0,0,0,145,
572,Epping,Late,0,0,0,0,19,18,0,9,0,0,1,0,0,0,0,0,46,
572,Epping,Total day,0,624,32,42,1774,849,1918,68,0,0,267,0,0,0,0,0,5575,
574,Euston,Early ,1061,35,8,0,34,15,66,2,0,0,122,0,0,0,0,0,1343,
574,Euston,AM peak,11884,491,40,0,404,31,1166,45,0,0,2043,0,0,0,0,0,16105,
574,Euston,Midday,11384,304,0,0,196,41,4685,73,0,4,1885,0,0,0,0,0,18573,
574,Euston,PM Peak,6197,382,3,0,27,7,8731,152,0,19,701,0,0,0,0,0,16218,
574,Euston,Evening,3395,288,32,0,0,146,4455,0,0,0,603,0,0,0,0,0,8918,
574,Euston,Late,787,51,0,0,0,1,1247,15,0,0,538,0,0,0,0,0,2638,
574,Euston,Total day,34708,1550,82,0,662,241,20350,287,0,23,5892,0,0,0,0,0,63795,
575,Euston Square ,Early ,216,12,0,0,0,0,52,0,0,0,23,0,0,0,0,0,301,
575,Euston Square ,AM peak,3729,241,0,0,0,28,773,0,0,0,380,0,0,0,0,0,5152,
575,Euston Square ,Midday,1904,14,0,49,0,4,3553,22,0,0,291,0,0,0,0,0,5837,
575,Euston Square ,PM Peak,493,503,0,0,0,12,6972,0,0,0,655,0,0,0,0,0,8635,
575,Euston Square ,Evening,110,132,0,0,0,1,3077,0,0,0,347,0,0,0,0,0,3667,
575,Euston Square ,Late,22,11,0,0,0,0,677,0,0,0,89,0,0,0,0,0,799,
575,Euston Square ,Total day,6474,913,0,49,0,45,15104,22,0,0,1784,0,0,0,0,0,24392,
576,Fairlop ,Early ,0,7,0,0,71,94,138,0,0,0,2,0,0,0,0,0,312,
576,Fairlop ,AM peak,0,61,0,0,223,186,478,3,0,0,12,0,0,0,0,0,963,
576,Fairlop ,Midday,0,0,0,0,8,51,282,0,0,7,25,0,0,0,0,0,373,
576,Fairlop ,PM Peak,0,0,0,0,9,7,243,0,0,0,2,0,0,0,0,0,261,
