 RODS report2b created at 13:27:32 on 29-03-2017,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,
,,,,,,
 Report 2b - Analysis of distance by ticket type and exit station,,,,,,
 NLC,Station name,Time period,Ticket Type,Total passengers,Total passenger kilometres,Average journey length (kms)
548,Clapham North       ,Evening     ,All Permits         ,2,12.08,7.07
548,Clapham North       ,Evening     ,Not Stated/Other    ,122,1052.55,8.6
548,Clapham North       ,Evening     ,     Total all types,3141,24030.68,7.65
548,Clapham North       ,Late        ,Daily (inc T/Card)  ,398,2555.16,6.43
548,Clapham North       ,Late        ,Weekly              ,247,1855.71,7.52
548,Clapham North       ,Late        ,Periods             ,238,1811.85,7.6
548,Clapham North       ,Late        ,All Permits         ,2,17.31,8.44
548,Clapham North       ,Late        ,Not Stated/Other    ,599,5890.33,9.84
548,Clapham North       ,Late        ,     Total all types,1484,12130.36,8.18
548,Clapham North       ,   Total day,Daily (inc T/Card)  ,4264,32254.93,7.56
548,Clapham North       ,   Total day,Weekly              ,3117,23346.2,7.49
548,Clapham North       ,   Total day,Periods             ,2464,18667.47,7.58
548,Clapham North       ,   Total day,All Permits         ,149,905.73,6.07
548,Clapham North       ,   Total day,Not Stated/Other    ,1571,16687.14,10.62
548,Clapham North       ,   Total day,     Total all types,11566,91861.47,7.94
549,Clapham South       ,Early       ,Not Stated/Other    ,117,2145.26,18.4
549,Clapham South       ,Early       ,     Total all types,117,2145.26,18.4
549,Clapham South       ,AM peak     ,Daily (inc T/Card)  ,605,6933.38,11.47
549,Clapham South       ,AM peak     ,Weekly              ,417,4322.29,10.35
549,Clapham South       ,AM peak     ,Periods             ,317,3336.18,10.53
549,Clapham South       ,AM peak     ,All Permits         ,54,1614.12,29.71
549,Clapham South       ,AM peak     ,Not Stated/Other    ,401,6027.24,15.02
549,Clapham South       ,AM peak     ,     Total all types,1795,22233.21,12.39
549,Clapham South       ,Midday      ,Daily (inc T/Card)  ,1373,12292.35,8.95
549,Clapham South       ,Midday      ,Weekly              ,235,1173.07,4.99
549,Clapham South       ,Midday      ,Periods             ,236,1727.03,7.31
549,Clapham South       ,Midday      ,All Permits         ,162,1407.09,8.69
549,Clapham South       ,Midday      ,Not Stated/Other    ,34,218.77,6.38
549,Clapham South       ,Midday      ,     Total all types,2041,16818.31,8.24
549,Clapham South       ,PM Peak     ,Daily (inc T/Card)  ,1939,16549.05,8.53
549,Clapham South       ,PM Peak     ,Weekly              ,1279,11353.92,8.87
549,Clapham South       ,PM Peak     ,Periods             ,1200,11192.74,9.33
549,Clapham South       ,PM Peak     ,All Permits         ,149,1725.97,11.62
549,Clapham South       ,PM Peak     ,Not Stated/Other    ,145,1356.46,9.38
549,Clapham South       ,PM Peak     ,     Total all types,4712,42178.14,8.95
549,Clapham South       ,Evening     ,Daily (inc T/Card)  ,1632,13972.09,8.56
549,Clapham South       ,Evening     ,Weekly              ,846,6597.07,7.8
549,Clapham South       ,Evening     ,Periods             ,1372,12905.99,9.41
549,Clapham South       ,Evening     ,All Permits         ,50,441.97,8.77
549,Clapham South       ,Evening     ,Not Stated/Other    ,105,1342.18,12.79
549,Clapham South       ,Evening     ,     Total all types,4005,35259.3,8.8
549,Clapham South       ,Late        ,Daily (inc T/Card)  ,590,5159.2,8.74
549,Clapham South       ,Late        ,Weekly              ,152,1352.12,8.89
549,Clapham South       ,Late        ,Periods             ,221,2507.34,11.35
549,Clapham South       ,Late        ,All Permits         ,46,250.63,5.46
549,Clapham South       ,Late        ,Not Stated/Other    ,684,6897.61,10.08
549,Clapham South       ,Late        ,     Total all types,1693,16166.9,9.55
549,Clapham South       ,   Total day,Daily (inc T/Card)  ,6140,54906.07,8.94
549,Clapham South       ,   Total day,Weekly              ,2930,24798.47,8.46
549,Clapham South       ,   Total day,Periods             ,3346,31669.28,9.46
549,Clapham South       ,   Total day,All Permits         ,461,5439.78,11.8
549,Clapham South       ,   Total day,Not Stated/Other    ,1486,17987.52,12.11
549,Clapham South       ,   Total day,     Total all types,14362,134801.13,9.39
550,Cockfosters         ,Early       ,Not Stated/Other    ,28,444.45,16.03
550,Cockfosters         ,Early       ,     Total all types,28,444.45,16.03
550,Cockfosters         ,AM peak     ,Daily (inc T/Card)  ,76,1114.03,14.7
550,Cockfosters         ,AM peak     ,Weekly              ,87,1567.21,17.91
550,Cockfosters         ,AM peak     ,Periods             ,43,670.15,15.44
550,Cockfosters         ,AM peak     ,All Permits         ,10,27.48,2.71
550,Cockfosters         ,AM peak     ,Not Stated/Other    ,175,4011.88,22.88
550,Cockfosters         ,AM peak     ,     Total all types,392,7390.75,18.85
550,Cockfosters         ,Midday      ,Daily (inc T/Card)  ,441,7994.21,18.11
550,Cockfosters         ,Midday      ,Weekly              ,7,118.62,17.65
550,Cockfosters         ,Midday      ,All Permits         ,42,695.7,16.52
550,Cockfosters         ,Midday      ,Not Stated/Other    ,170,4039.58,23.81
550,Cockfosters         ,Midday      ,     Total all types,660,12850.55,19.47
550,Cockfosters         ,PM Peak     ,Daily (inc T/Card)  ,364,6938.58,19.09
550,Cockfosters         ,PM Peak     ,Weekly              ,129,2689.78,20.92
550,Cockfosters         ,PM Peak     ,Periods             ,206,3904.92,18.94
550,Cockfosters         ,PM Peak     ,All Permits         ,229,5820.32,25.46
550,Cockfosters         ,PM Peak     ,Not Stated/Other    ,206,5186.15,25.12
550,Cockfosters         ,PM Peak     ,     Total all types,1133,24539.75,21.65
550,Cockfosters         ,Evening     ,Daily (inc T/Card)  ,299,5592.48,18.73
550,Cockfosters         ,Evening     ,Weekly              ,32,357.56,11.12
550,Cockfosters         ,Evening     ,Periods             ,119,2201.75,18.43
550,Cockfosters         ,Evening     ,All Permits         ,57,1035.86,18.14
550,Cockfosters         ,Evening     ,Not Stated/Other    ,69,1398.24,20.39
550,Cockfosters         ,Evening     ,     Total all types,576,10585.89,18.38
550,Cockfosters         ,Late        ,Daily (inc T/Card)  ,144,3034.22,21.1
550,Cockfosters         ,Late        ,Weekly              ,50,978.49,19.41
550,Cockfosters         ,Late        ,Periods             ,3,56.32,16.13
550,Cockfosters         ,Late        ,All Permits         ,4,68.39,19.05
550,Cockfosters         ,Late        ,Not Stated/Other    ,150,3309.29,22.11
550,Cockfosters         ,Late        ,     Total all types,351,7446.71,21.22
550,Cockfosters         ,   Total day,Daily (inc T/Card)  ,1323,24673.52,18.65
550,Cockfosters         ,   Total day,Weekly              ,305,5711.66,18.71
550,Cockfosters         ,   Total day,Periods             ,373,6835.58,18.34
550,Cockfosters         ,   Total day,All Permits         ,342,7647.75,22.39
550,Cockfosters         ,   Total day,Not Stated/Other    ,797,18389.59,23.06
550,Cockfosters         ,   Total day,     Total all types,3140,63258.1,20.15
551,Colindale           ,Early       ,Not Stated/Other    ,162,1198.58,7.42
551,Colindale           ,Early       ,     Total all types,162,1198.58,7.42
551,Colindale           ,AM peak     ,Daily (inc T/Card)  ,575,8580.43,14.92
551,Colindale           ,AM peak     ,Weekly              ,216,2726.19,12.63
551,Colindale           ,AM peak     ,Periods             ,415,4952.72,11.95
551,Colindale           ,AM peak     ,All Permits         ,68,565.43,8.32
551,Colindale           ,AM peak     ,Not Stated/Other    ,538,7639.92,14.2
551,Colindale           ,AM peak     ,     Total all types,1812,24464.69,13.5
551,Colindale           ,Midday      ,Daily (inc T/Card)  ,568,7818.02,13.75
551,Colindale           ,Midday      ,Weekly              ,376,2841.69,7.56
551,Colindale           ,Midday      ,Periods             ,300,3846.84,12.83
551,Colindale           ,Midday      ,All Permits         ,123,1398.77,11.37
551,Colindale           ,Midday      ,Not Stated/Other    ,282,3940.5,13.96
551,Colindale           ,Midday      ,     Total all types,1649,19845.82,12.03
551,Colindale           ,PM Peak     ,Daily (inc T/Card)  ,1107,15566.98,14.06
551,Colindale           ,PM Peak     ,Weekly              ,726,10407.68,14.34
551,Colindale           ,PM Peak     ,Periods             ,996,13949.87,14.01
551,Colindale           ,PM Peak     ,All Permits         ,177,1844.44,10.44
551,Colindale           ,PM Peak     ,Not Stated/Other    ,542,9632.62,17.78
551,Colindale           ,PM Peak     ,     Total all types,3547,51401.59,14.49
551,Colindale           ,Evening     ,Daily (inc T/Card)  ,775,9688.69,12.5
551,Colindale           ,Evening     ,Weekly              ,147,628.95,4.28
551,Colindale           ,Evening     ,Periods             ,641,8609.61,13.43
551,Colindale           ,Evening     ,All Permits         ,48,125.65,2.6
551,Colindale           ,Evening     ,Not Stated/Other    ,326,6069.99,18.61
551,Colindale           ,Evening     ,     Total all types,1938,25122.89,12.97
551,Colindale           ,Late        ,Daily (inc T/Card)  ,225,3238.15,14.38
551,Colindale           ,Late        ,Weekly              ,52,328.79,6.34
551,Colindale           ,Late        ,Periods             ,40,875.39,21.65
551,Colindale           ,Late        ,All Permits         ,4,54.17,13.91
551,Colindale           ,Late        ,Not Stated/Other    ,631,11096.21,17.59
551,Colindale           ,Late        ,     Total all types,952,15592.71,16.38
551,Colindale           ,   Total day,Daily (inc T/Card)  ,3251,44892.27,13.81
551,Colindale           ,   Total day,Weekly              ,1516,16933.3,11.17
551,Colindale           ,   Total day,Periods             ,2392,32234.43,13.48
551,Colindale           ,   Total day,All Permits         ,420,3988.46,9.5
551,Colindale           ,   Total day,Not Stated/Other    ,2481,39577.82,15.95
551,Colindale           ,   Total day,     Total all types,10059,137626.28,13.68
552,Colliers Wood       ,Early       ,Not Stated/Other    ,168,1265.17,7.51
552,Colliers Wood       ,Early       ,     Total all types,168,1265.17,7.51
552,Colliers Wood       ,AM peak     ,Daily (inc T/Card)  ,293,1857.9,6.33
552,Colliers Wood       ,AM peak     ,Weekly              ,146,2141.58,14.66
552,Colliers Wood       ,AM peak     ,Periods             ,330,3748.46,11.36
552,Colliers Wood       ,AM peak     ,All Permits         ,74,348.38,4.69
552,Colliers Wood       ,AM peak     ,Not Stated/Other    ,109,1239.3,11.36
552,Colliers Wood       ,AM peak     ,     Total all types,953,9335.62,9.8
552,Colliers Wood       ,Midday      ,Daily (inc T/Card)  ,737,8100.48,10.99
552,Colliers Wood       ,Midday      ,Weekly              ,335,3833.13,11.45
552,Colliers Wood       ,Midday      ,Periods             ,207,2659.52,12.87
552,Colliers Wood       ,Midday      ,All Permits         ,284,2880.2,10.14
552,Colliers Wood       ,Midday      ,Not Stated/Other    ,263,5177.54,19.66
552,Colliers Wood       ,Midday      ,     Total all types,1826,22650.87,12.4
552,Colliers Wood       ,PM Peak     ,Daily (inc T/Card)  ,815,9147.51,11.22
552,Colliers Wood       ,PM Peak     ,Weekly              ,1046,13980.21,13.36
552,Colliers Wood       ,PM Peak     ,Periods             ,999,11304.98,11.32
552,Colliers Wood       ,PM Peak     ,All Permits         ,228,2111.95,9.26
552,Colliers Wood       ,PM Peak     ,Not Stated/Other    ,886,20041.1,22.63
552,Colliers Wood       ,PM Peak     ,     Total all types,3974,56585.75,14.24
552,Colliers Wood       ,Evening     ,Daily (inc T/Card)  ,395,5984.35,15.16
552,Colliers Wood       ,Evening     ,Weekly              ,891,9678.72,10.86
552,Colliers Wood       ,Evening     ,Periods             ,752,8724.12,11.61
552,Colliers Wood       ,Evening     ,All Permits         ,9,92.84,9.99
552,Colliers Wood       ,Evening     ,Not Stated/Other    ,239,5346.46,22.36
552,Colliers Wood       ,Evening     ,     Total all types,2286,29826.49,13.05
552,Colliers Wood       ,Late        ,Daily (inc T/Card)  ,287,3559.7,12.41
552,Colliers Wood       ,Late        ,Weekly              ,332,3513.11,10.59
552,Colliers Wood       ,Late        ,Periods             ,221,2651.63,11.99
552,Colliers Wood       ,Late        ,All Permits         ,4,42.85,10.93
552,Colliers Wood       ,Late        ,Not Stated/Other    ,314,3598.72,11.47
552,Colliers Wood       ,Late        ,     Total all types,1157,13366.01,11.55
552,Colliers Wood       ,   Total day,Daily (inc T/Card)  ,2527,28649.94,11.34
552,Colliers Wood       ,   Total day,Weekly              ,2750,33146.75,12.05
552,Colliers Wood       ,   Total day,Periods             ,2508,29088.71,11.6
552,Colliers Wood       ,   Total day,All Permits         ,599,5476.22,9.14
552,Colliers Wood       ,   Total day,Not Stated/Other    ,1980,36668.29,18.52
552,Colliers Wood       ,   Total day,     Total all types,10364,133029.91,12.84
553,Covent Garden       ,Early       ,Not Stated/Other    ,322,3127.45,9.72
553,Covent Garden       ,Early       ,     Total all types,322,3127.45,9.72
553,Covent Garden       ,AM peak     ,Daily (inc T/Card)  ,1405,11696.67,8.33
553,Covent Garden       ,AM peak     ,Weekly              ,1219,8900.53,7.3
553,Covent Garden       ,AM peak     ,Periods             ,1227,10186.74,8.3
553,Covent Garden       ,AM peak     ,All Permits         ,128,903.11,7.07
553,Covent Garden       ,AM peak     ,Not Stated/Other    ,368,3822.13,10.39
553,Covent Garden       ,AM peak     ,     Total all types,4346,35509.18,8.17
553,Covent Garden       ,Midday      ,Daily (inc T/Card)  ,5732,42819.02,7.47
553,Covent Garden       ,Midday      ,Weekly              ,1366,8447.71,6.18
553,Covent Garden       ,Midday      ,Periods             ,1315,8051.93,6.12
553,Covent Garden       ,Midday      ,All Permits         ,645,4795.9,7.43
553,Covent Garden       ,Midday      ,Not Stated/Other    ,547,3593.68,6.57
553,Covent Garden       ,Midday      ,     Total all types,9605,67708.24,7.05
553,Covent Garden       ,PM Peak     ,Daily (inc T/Card)  ,3927,24253.53,6.18
553,Covent Garden       ,PM Peak     ,Weekly              ,1058,5278.13,4.99
553,Covent Garden       ,PM Peak     ,Periods             ,476,2777.06,5.83
553,Covent Garden       ,PM Peak     ,All Permits         ,268,2371.05,8.86
553,Covent Garden       ,PM Peak     ,Not Stated/Other    ,767,4859.67,6.33
553,Covent Garden       ,PM Peak     ,     Total all types,6496,39539.44,6.09
553,Covent Garden       ,Evening     ,Daily (inc T/Card)  ,1114,8671,7.78
553,Covent Garden       ,Evening     ,Weekly              ,247,902.64,3.65
553,Covent Garden       ,Evening     ,Periods             ,395,2250.86,5.7
553,Covent Garden       ,Evening     ,All Permits         ,153,1120.95,7.33
553,Covent Garden       ,Evening     ,Not Stated/Other    ,437,1225.28,2.8
553,Covent Garden       ,Evening     ,     Total all types,2346,14170.73,6.04
553,Covent Garden       ,Late        ,Daily (inc T/Card)  ,155,325.76,2.1
553,Covent Garden       ,Late        ,Weekly              ,25,119.82,4.77
553,Covent Garden       ,Late        ,Periods             ,41,166.67,4.03
553,Covent Garden       ,Late        ,All Permits         ,25,93.63,3.67
553,Covent Garden       ,Late        ,Not Stated/Other    ,167,642.54,3.85
553,Covent Garden       ,Late        ,     Total all types,414,1348.42,3.26
553,Covent Garden       ,   Total day,Daily (inc T/Card)  ,12333,87765.98,7.12
553,Covent Garden       ,   Total day,Weekly              ,3915,23648.83,6.04
553,Covent Garden       ,   Total day,Periods             ,3454,23433.26,6.78
553,Covent Garden       ,   Total day,All Permits         ,1219,9284.64,7.62
553,Covent Garden       ,   Total day,Not Stated/Other    ,2608,17270.75,6.62
553,Covent Garden       ,   Total day,     Total all types,23530,161403.45,6.86
554,Croxley             ,Early       ,Not Stated/Other    ,20,337.18,16.67
554,Croxley             ,Early       ,     Total all types,20,337.18,16.67
554,Croxley             ,AM peak     ,Daily (inc T/Card)  ,169,3864.28,22.92
554,Croxley             ,AM peak     ,Weekly              ,41,820.27,20.03
554,Croxley             ,AM peak     ,Periods             ,45,1345.84,29.9
554,Croxley             ,AM peak     ,Not Stated/Other    ,80,1758.89,22.09
554,Croxley             ,AM peak     ,     Total all types,334,7789.28,23.31
554,Croxley             ,Midday      ,Daily (inc T/Card)  ,120,3151.94,26.26
554,Croxley             ,Midday      ,Weekly              ,37,776.85,21.01
554,Croxley             ,Midday      ,Periods             ,13,378.28,29.54
554,Croxley             ,Midday      ,All Permits         ,6,59.75,9.42
554,Croxley             ,Midday      ,Not Stated/Other    ,15,116.18,7.62
554,Croxley             ,Midday      ,     Total all types,191,4483,23.42
554,Croxley             ,PM Peak     ,Daily (inc T/Card)  ,435,10756.59,24.74
554,Croxley             ,PM Peak     ,Weekly              ,4,130.58,31.28
554,Croxley             ,PM Peak     ,Periods             ,190,6173.8,32.42
554,Croxley             ,PM Peak     ,All Permits         ,11,376.04,33.16
554,Croxley             ,PM Peak     ,Not Stated/Other    ,27,532.23,19.39
554,Croxley             ,PM Peak     ,     Total all types,668,17969.24,26.89
554,Croxley             ,Evening     ,Daily (inc T/Card)  ,269,8117.4,30.22
554,Croxley             ,Evening     ,Weekly              ,32,938.33,28.97
554,Croxley             ,Evening     ,Periods             ,150,4755.82,31.62
554,Croxley             ,Evening     ,Not Stated/Other    ,8,258.22,32.75
554,Croxley             ,Evening     ,     Total all types,459,14069.77,30.64
554,Croxley             ,Late        ,Daily (inc T/Card)  ,35,964.1,27.22
554,Croxley             ,Late        ,All Permits         ,1,43.15,31.8
554,Croxley             ,Late        ,Not Stated/Other    ,8,131.51,16.65
554,Croxley             ,Late        ,     Total all types,45,1138.76,25.49
554,Croxley             ,   Total day,Daily (inc T/Card)  ,1027,26854.31,26.14
554,Croxley             ,   Total day,Weekly              ,114,2666.03,23.29
554,Croxley             ,   Total day,Periods             ,399,12653.74,31.74
554,Croxley             ,   Total day,All Permits         ,19,478.94,25.15
554,Croxley             ,   Total day,Not Stated/Other    ,158,3134.21,19.79
554,Croxley             ,   Total day,     Total all types,1718,45787.23,26.65
555,Dagenham East       ,Early       ,Not Stated/Other    ,58,856.57,14.72
555,Dagenham East       ,Early       ,     Total all types,58,856.57,14.72
555,Dagenham East       ,AM peak     ,Daily (inc T/Card)  ,32,460.47,14.51
555,Dagenham East       ,AM peak     ,Weekly              ,70,698.69,9.96
555,Dagenham East       ,AM peak     ,Periods             ,432,4861.95,11.26
555,Dagenham East       ,AM peak     ,All Permits         ,24,212.22,8.82
555,Dagenham East       ,AM peak     ,Not Stated/Other    ,91,1308.9,14.4
555,Dagenham East       ,AM peak     ,     Total all types,648,7542.23,11.63
555,Dagenham East       ,Midday      ,Daily (inc T/Card)  ,344,6951.64,20.23
555,Dagenham East       ,Midday      ,Weekly              ,232,4970.39,21.38
555,Dagenham East       ,Midday      ,Periods             ,60,863.41,14.3
555,Dagenham East       ,Midday      ,All Permits         ,75,1469.73,19.63
555,Dagenham East       ,Midday      ,Not Stated/Other    ,144,1310.63,9.08
555,Dagenham East       ,Midday      ,     Total all types,856,15565.8,18.19
555,Dagenham East       ,PM Peak     ,Daily (inc T/Card)  ,565,9779.28,17.29
555,Dagenham East       ,PM Peak     ,Weekly              ,216,3115.42,14.41
555,Dagenham East       ,PM Peak     ,Periods             ,794,12973.02,16.34
555,Dagenham East       ,PM Peak     ,All Permits         ,139,1612.3,11.58
555,Dagenham East       ,PM Peak     ,Not Stated/Other    ,297,3251.81,10.96
555,Dagenham East       ,PM Peak     ,     Total all types,2012,30731.83,15.28
555,Dagenham East       ,Evening     ,Daily (inc T/Card)  ,234,3931.02,16.82
555,Dagenham East       ,Evening     ,Weekly              ,455,3130.61,6.88
555,Dagenham East       ,Evening     ,Periods             ,223,2255.92,10.13
555,Dagenham East       ,Evening     ,All Permits         ,2,21.42,10.89
555,Dagenham East       ,Evening     ,Not Stated/Other    ,54,973.49,18.06
555,Dagenham East       ,Evening     ,     Total all types,967,10312.46,10.66
555,Dagenham East       ,Late        ,Daily (inc T/Card)  ,42,988.41,23.69
555,Dagenham East       ,Late        ,Weekly              ,24,142.09,5.94
555,Dagenham East       ,Late        ,Periods             ,127,767.97,6.03
555,Dagenham East       ,Late        ,All Permits         ,1,17.04,13.66
555,Dagenham East       ,Late        ,Not Stated/Other    ,117,1873.76,16.01
555,Dagenham East       ,Late        ,     Total all types,311,3789.27,12.18
555,Dagenham East       ,   Total day,Daily (inc T/Card)  ,1216,22110.82,18.18
555,Dagenham East       ,   Total day,Weekly              ,998,12057.2,12.08
555,Dagenham East       ,   Total day,Periods             ,1636,21722.27,13.28
555,Dagenham East       ,   Total day,All Permits         ,241,3332.71,13.81
555,Dagenham East       ,   Total day,Not Stated/Other    ,761,9575.16,12.58
555,Dagenham East       ,   Total day,     Total all types,4853,68798.16,14.18
556,Dagenham Heathway   ,Early       ,Not Stated/Other    ,125,1042.76,8.35
556,Dagenham Heathway   ,Early       ,     Total all types,125,1042.76,8.35
556,Dagenham Heathway   ,AM peak     ,Daily (inc T/Card)  ,483,3078.64,6.37
556,Dagenham Heathway   ,AM peak     ,Weekly              ,158,1732.4,11
556,Dagenham Heathway   ,AM peak     ,Periods             ,188,2381.59,12.64
556,Dagenham Heathway   ,AM peak     ,All Permits         ,176,391.98,2.22
556,Dagenham Heathway   ,AM peak     ,Not Stated/Other    ,181,3332.51,18.39
556,Dagenham Heathway   ,AM peak     ,     Total all types,1187,10917.12,9.2
556,Dagenham Heathway   ,Midday      ,Daily (inc T/Card)  ,570,6659.01,11.67
556,Dagenham Heathway   ,Midday      ,Weekly              ,268,2941.55,10.98
556,Dagenham Heathway   ,Midday      ,Periods             ,328,5821.46,17.75
556,Dagenham Heathway   ,Midday      ,All Permits         ,289,1705.6,5.9
556,Dagenham Heathway   ,Midday      ,Not Stated/Other    ,750,9749.64,13
556,Dagenham Heathway   ,Midday      ,     Total all types,2206,26877.26,12.19
556,Dagenham Heathway   ,PM Peak     ,Daily (inc T/Card)  ,709,9299.44,13.11
556,Dagenham Heathway   ,PM Peak     ,Weekly              ,556,9177.12,16.51
556,Dagenham Heathway   ,PM Peak     ,Periods             ,458,6976.43,15.25
556,Dagenham Heathway   ,PM Peak     ,All Permits         ,215,1867.03,8.68
556,Dagenham Heathway   ,PM Peak     ,Not Stated/Other    ,1784,28947.71,16.22
556,Dagenham Heathway   ,PM Peak     ,     Total all types,3722,56267.73,15.12
556,Dagenham Heathway   ,Evening     ,Daily (inc T/Card)  ,361,5718.01,15.84
556,Dagenham Heathway   ,Evening     ,Weekly              ,416,7279.81,17.52
556,Dagenham Heathway   ,Evening     ,Periods             ,228,3370.64,14.75
556,Dagenham Heathway   ,Evening     ,All Permits         ,43,259.28,6.01
556,Dagenham Heathway   ,Evening     ,Not Stated/Other    ,863,13063.07,15.13
556,Dagenham Heathway   ,Evening     ,     Total all types,1912,29690.81,15.53
556,Dagenham Heathway   ,Late        ,Daily (inc T/Card)  ,93,1380.4,14.82
556,Dagenham Heathway   ,Late        ,Weekly              ,49,994.53,20.37
556,Dagenham Heathway   ,Late        ,Not Stated/Other    ,455,9421.43,20.7
556,Dagenham Heathway   ,Late        ,     Total all types,597,11801.92,19.76
556,Dagenham Heathway   ,   Total day,Daily (inc T/Card)  ,2217,26135.5,11.79
556,Dagenham Heathway   ,   Total day,Weekly              ,1446,22125.41,15.3
556,Dagenham Heathway   ,   Total day,Periods             ,1203,18555.68,15.43
556,Dagenham Heathway   ,   Total day,All Permits         ,724,4223.89,5.83
556,Dagenham Heathway   ,   Total day,Not Stated/Other    ,4159,65557.12,15.76
556,Dagenham Heathway   ,   Total day,     Total all types,9748,136597.59,14.01
557,Debden              ,Early       ,Not Stated/Other    ,78,615.22,7.9
557,Debden              ,Early       ,     Total all types,78,615.22,7.9
557,Debden              ,AM peak     ,Daily (inc T/Card)  ,468,5011.96,10.71
557,Debden              ,AM peak     ,Weekly              ,90,1763.95,19.65
557,Debden              ,AM peak     ,Periods             ,254,4272.91,16.83
557,Debden              ,AM peak     ,Not Stated/Other    ,187,3300.88,17.63
557,Debden              ,AM peak     ,     Total all types,999,14350.26,14.36
557,Debden              ,Midday      ,Daily (inc T/Card)  ,388,7020.51,18.1
557,Debden              ,Midday      ,Weekly              ,225,3268.31,14.5
557,Debden              ,Midday      ,Periods             ,139,2362.19,17.01
557,Debden              ,Midday      ,All Permits         ,28,485.01,17.2
557,Debden              ,Midday      ,Not Stated/Other    ,21,333.76,16.13
557,Debden              ,Midday      ,     Total all types,801,13469.78,16.81
557,Debden              ,PM Peak     ,Daily (inc T/Card)  ,926,20281.76,21.91
557,Debden              ,PM Peak     ,Weekly              ,178,5142.99,28.87
557,Debden              ,PM Peak     ,Periods             ,304,7129.68,23.42
557,Debden              ,PM Peak     ,All Permits         ,15,350.34,23.13
557,Debden              ,PM Peak     ,Not Stated/Other    ,48,1599.04,33.09
557,Debden              ,PM Peak     ,     Total all types,1472,34503.81,23.44
557,Debden              ,Evening     ,Daily (inc T/Card)  ,208,4442.03,21.37
557,Debden              ,Evening     ,Weekly              ,156,2789.87,17.85
557,Debden              ,Evening     ,Periods             ,123,2797.26,22.74
557,Debden              ,Evening     ,All Permits         ,10,253.96,25.57
557,Debden              ,Evening     ,Not Stated/Other    ,64,1564.64,24.47
557,Debden              ,Evening     ,     Total all types,561,11847.76,21.12
557,Debden              ,Late        ,Daily (inc T/Card)  ,27,967.32,35.73
557,Debden              ,Late        ,     Total all types,27,967.32,35.73
557,Debden              ,   Total day,Daily (inc T/Card)  ,2017,37723.58,18.7
557,Debden              ,   Total day,Weekly              ,650,12965.12,19.96
557,Debden              ,   Total day,Periods             ,820,16562.04,20.19
557,Debden              ,   Total day,All Permits         ,53,1089.87,20.45
557,Debden              ,   Total day,Not Stated/Other    ,398,7413.54,18.62
557,Debden              ,   Total day,     Total all types,3938,75754.15,19.24
558,Dollis Hill         ,Early       ,Not Stated/Other    ,118,962.23,8.14
558,Dollis Hill         ,Early       ,     Total all types,118,962.23,8.14
558,Dollis Hill         ,AM peak     ,Daily (inc T/Card)  ,278,1933.2,6.96
558,Dollis Hill         ,AM peak     ,Weekly              ,108,976.82,9.07
558,Dollis Hill         ,AM peak     ,Periods             ,362,6235.8,17.25
558,Dollis Hill         ,AM peak     ,All Permits         ,86,923.78,10.73
558,Dollis Hill         ,AM peak     ,Not Stated/Other    ,197,3856.98,19.57
558,Dollis Hill         ,AM peak     ,     Total all types,1030,13926.58,13.52
558,Dollis Hill         ,Midday      ,Daily (inc T/Card)  ,659,5719.22,8.68
558,Dollis Hill         ,Midday      ,Weekly              ,300,3444.93,11.48
558,Dollis Hill         ,Midday      ,Periods             ,107,787.31,7.36
558,Dollis Hill         ,Midday      ,All Permits         ,122,1252.89,10.26
558,Dollis Hill         ,Midday      ,Not Stated/Other    ,79,1490.93,18.81
558,Dollis Hill         ,Midday      ,     Total all types,1267,12695.28,10.02
558,Dollis Hill         ,PM Peak     ,Daily (inc T/Card)  ,864,9576.35,11.09
558,Dollis Hill         ,PM Peak     ,Weekly              ,666,5880.57,8.84
558,Dollis Hill         ,PM Peak     ,Periods             ,349,4164.49,11.93
558,Dollis Hill         ,PM Peak     ,All Permits         ,72,662.78,9.22
558,Dollis Hill         ,PM Peak     ,Not Stated/Other    ,163,2088.58,12.84
558,Dollis Hill         ,PM Peak     ,     Total all types,2113,22372.77,10.59
558,Dollis Hill         ,Evening     ,Daily (inc T/Card)  ,506,4970.09,9.82
558,Dollis Hill         ,Evening     ,Weekly              ,265,3314.83,12.49
558,Dollis Hill         ,Evening     ,Periods             ,329,3274.58,9.94
558,Dollis Hill         ,Evening     ,All Permits         ,1,8.52,8.3
558,Dollis Hill         ,Evening     ,Not Stated/Other    ,50,641.41,12.92
558,Dollis Hill         ,Evening     ,     Total all types,1151,12209.43,10.6
558,Dollis Hill         ,Late        ,Daily (inc T/Card)  ,177,2268.6,12.84
558,Dollis Hill         ,Late        ,Weekly              ,227,1703.15,7.52
558,Dollis Hill         ,Late        ,Periods             ,155,2340.2,15.1
558,Dollis Hill         ,Late        ,All Permits         ,41,406.47,9.85
558,Dollis Hill         ,Late        ,Not Stated/Other    ,67,749.49,11.2
558,Dollis Hill         ,Late        ,     Total all types,666,7467.91,11.21
558,Dollis Hill         ,   Total day,Daily (inc T/Card)  ,2482,24467.46,9.86
558,Dollis Hill         ,   Total day,Weekly              ,1565,15320.3,9.79
558,Dollis Hill         ,   Total day,Periods             ,1302,16802.38,12.91
558,Dollis Hill         ,   Total day,All Permits         ,322,3254.44,10.09
