<<<<<<< HEAD
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   ,Not given,impairement,impairment,condition,None,impairment,disability,term illness,Other
646,Moor Park     ,Midday,380,84,230,67,83,0,46,23,0,9,26,0,40,153,361,0,0,0,19,0,0,0,0
646,Moor Park     ,PM Peak     ,424,267,144,13,42,0,80,58,132,52,15,0,8,38,387,0,0,0,36,0,0,0,0
646,Moor Park     ,Evening     ,39,12,0,28,28,0,0,0,0,0,12,0,0,0,38,0,0,1,0,0,0,0,0
646,Moor Park     ,Late  ,11,0,0,11,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
646,Moor Park     ,   Total day,1666,763,641,262,310,0,137,170,255,111,260,113,87,222,1402,3,0,1,254,0,0,6,0
645,Moorgate,Early ,1080,100,42,938,938,0,0,0,67,48,26,0,0,0,1080,0,0,0,0,0,0,0,0
645,Moorgate,AM peak     ,15544,7388,7543,613,337,0,0,935,3359,2497,5488,1293,1147,488,2703,62,26,11,12618,0,3,2,118
645,Moorgate,Midday,8499,4544,3743,211,196,0,137,919,2090,1945,2362,584,124,142,1211,75,3,21,6943,12,0,213,20
645,Moorgate,PM Peak     ,20116,9915,9668,533,349,63,130,2507,3893,3477,6193,1682,1030,792,1637,443,163,207,17433,18,0,128,86
645,Moorgate,Evening     ,6642,3238,2296,1109,1018,17,0,763,1139,1337,2102,76,176,14,1436,2,0,21,5070,0,0,5,109
645,Moorgate,Late  ,1913,377,967,569,566,2,0,788,165,204,163,17,6,1,547,0,9,2,1343,2,0,0,10
645,Moorgate,   Total day,53794,25563,24259,3972,3404,82,267,5912,10714,9508,16333,3653,2483,1437,8615,583,200,263,43407,32,3,348,342
647,Morden  ,Early ,2143,59,33,2051,2051,0,0,30,7,15,36,3,0,0,2143,0,0,0,0,0,0,0,0
647,Morden  ,AM peak     ,7685,3121,3746,818,801,0,174,682,1461,1422,1783,994,281,87,6334,24,0,0,1325,1,0,0,0
647,Morden  ,Midday,3338,1655,1432,251,255,0,334,516,364,329,888,348,157,145,2496,79,0,4,728,0,0,31,0
647,Morden  ,PM Peak     ,2265,962,1175,128,166,0,101,430,573,365,428,69,51,82,1134,9,0,0,1113,0,0,0,9
647,Morden  ,Evening     ,746,196,488,63,63,0,163,125,158,75,149,14,0,0,711,0,0,0,35,0,0,0,0
647,Morden  ,Late  ,210,94,47,69,69,0,0,38,39,50,10,5,0,0,209,0,0,0,1,0,0,0,0
647,Morden  ,   Total day,16387,6086,6921,3380,3405,0,773,1821,2602,2256,3295,1432,490,314,13027,113,0,4,3202,1,0,31,9
648,Mornington Crescent ,Early ,72,0,0,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
648,Mornington Crescent ,AM peak     ,782,363,403,16,23,32,15,66,344,135,147,20,0,0,631,7,0,0,125,7,0,0,13
648,Mornington Crescent ,Midday,1665,718,933,14,25,0,135,237,323,382,329,89,53,92,1100,10,20,0,482,0,0,53,0
648,Mornington Crescent ,PM Peak     ,3510,1426,1949,135,110,0,42,405,1215,651,919,111,27,30,1200,0,8,0,2278,18,6,0,0
648,Mornington Crescent ,Evening     ,1025,451,567,7,7,0,5,208,424,206,148,17,11,0,492,0,0,0,520,13,0,0,0
648,Mornington Crescent ,Late  ,685,265,304,116,116,0,0,75,299,89,94,13,0,0,368,0,13,0,304,0,0,0,0
648,Mornington Crescent ,   Total day,7739,3224,4156,359,352,32,197,991,2604,1464,1637,250,90,122,3862,17,41,0,3710,38,6,53,13
649,Neasden ,Early ,829,0,0,829,829,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,0
649,Neasden ,AM peak     ,2420,1079,1173,168,195,22,144,561,771,174,424,13,47,67,2203,0,0,0,214,0,0,0,2
649,Neasden ,Midday,1447,672,742,33,159,0,97,231,371,204,263,77,10,37,1312,13,2,0,118,1,0,2,0
649,Neasden ,PM Peak     ,1117,621,481,15,15,0,0,210,236,361,260,12,24,0,856,0,1,0,260,0,0,0,0
649,Neasden ,Evening     ,322,104,177,41,41,0,0,51,106,27,84,13,0,0,305,0,0,0,15,0,0,2,0
649,Neasden ,Late  ,106,24,22,60,60,0,0,22,0,19,0,5,0,0,106,0,0,0,0,0,0,0,0
649,Neasden ,   Total day,6241,2500,2596,1145,1299,22,241,1075,1483,785,1031,119,81,104,5612,13,2,0,607,1,0,4,2
650,Newbury Park  ,Early ,1529,0,8,1521,1521,0,0,0,0,0,8,0,0,0,1521,0,0,0,8,0,0,0,0
650,Newbury Park  ,AM peak     ,4207,1659,2466,82,72,0,11,649,461,499,1581,782,143,7,379,72,53,0,3438,142,0,27,96
650,Newbury Park  ,Midday,1744,976,762,6,6,20,150,218,325,119,295,150,416,46,904,0,0,0,840,0,0,0,0
650,Newbury Park  ,PM Peak     ,869,393,476,0,17,0,98,120,215,151,204,49,12,4,389,0,0,0,479,0,0,0,0
650,Newbury Park  ,Evening     ,291,42,234,15,15,0,2,62,35,70,100,3,4,0,253,0,0,0,38,0,0,0,0
650,Newbury Park  ,Late  ,81,0,45,35,35,0,0,0,0,6,39,0,0,0,80,0,0,0,0,0,0,0,0
650,Newbury Park  ,   Total day,8720,3070,3991,1659,1666,20,260,1048,1035,846,2227,985,575,57,3526,72,53,0,4803,142,0,27,96
653,North Acton   ,Early ,443,0,0,442,442,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0
653,North Acton   ,AM peak     ,3009,1203,1686,121,144,45,49,560,1055,580,414,89,45,28,1333,11,0,0,1594,13,0,15,44
653,North Acton   ,Midday,2477,1157,1141,178,105,0,129,500,620,410,484,196,21,12,1513,9,0,0,954,0,0,0,0
653,North Acton   ,PM Peak     ,3652,1420,1826,406,357,0,368,626,1167,569,497,56,0,13,1983,5,0,6,1631,0,0,0,27
653,North Acton   ,Evening     ,955,348,601,7,7,0,4,207,389,168,126,51,2,0,560,0,0,0,396,0,0,0,0
653,North Acton   ,Late  ,228,96,99,33,33,0,5,26,70,0,86,8,0,0,191,0,0,0,37,0,0,0,0
653,North Acton   ,   Total day,10764,4224,5352,1188,1089,45,554,1920,3301,1726,1607,399,69,53,6023,25,0,6,4612,13,0,15,70
654,North Ealing  ,Early ,63,1,0,62,62,0,0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0
654,North Ealing  ,AM peak     ,568,166,400,1,1,20,48,100,152,84,91,12,48,11,568,0,0,0,0,0,0,0,0
654,North Ealing  ,Midday,596,125,410,61,61,24,307,85,7,39,9,39,6,20,596,0,0,0,0,0,0,0,0
654,North Ealing  ,PM Peak     ,266,176,90,0,20,0,0,8,52,45,87,55,0,0,266,0,0,0,0,0,0,0,0
654,North Ealing  ,Evening     ,67,4,51,12,12,0,0,0,4,30,21,0,0,0,67,0,0,0,0,0,0,0,0
654,North Ealing  ,Late  ,19,1,0,18,18,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0
654,North Ealing  ,   Total day,1579,473,951,155,175,44,354,192,216,197,207,107,54,32,1579,0,0,0,0,0,0,0,0
789,North Greenwich     ,Early ,2833,0,0,2833,2833,0,0,0,0,0,0,0,0,0,2833,0,0,0,0,0,0,0,0
789,North Greenwich     ,AM peak     ,11411,4792,6257,362,460,3,216,1068,3432,2617,2497,799,149,170,3240,138,67,0,7882,35,0,49,1
789,North Greenwich     ,Midday,7758,3492,3712,554,532,1,509,1012,2201,1027,1307,323,643,205,2532,41,21,100,4837,27,67,103,30
789,North Greenwich     ,PM Peak     ,7789,3200,3539,1051,1090,0,563,1195,1619,1780,1209,241,49,44,2325,85,21,10,5228,54,35,0,31
789,North Greenwich     ,Evening     ,3348,1596,1410,342,400,0,389,744,653,517,492,62,62,28,1466,76,1,0,1677,0,128,0,0
789,North Greenwich     ,Late  ,5449,1156,648,3645,3647,0,23,482,636,278,350,33,0,0,4006,0,0,0,1428,0,14,0,0
789,North Greenwich     ,   Total day,38588,14236,15565,8787,8963,4,1700,4501,8541,6218,5855,1458,903,447,16403,340,111,110,21051,116,244,152,62
656,North Harrow  ,Early ,340,2,13,324,324,0,0,0,4,0,4,6,2,0,340,0,0,0,0,0,0,0,0
656,North Harrow  ,AM peak     ,1801,1082,719,0,0,0,57,252,297,379,509,168,105,33,1801,0,0,0,0,0,0,0,0
656,North Harrow  ,Midday,618,274,274,70,70,24,3,141,81,18,48,94,34,105,618,0,0,0,0,0,0,0,0
656,North Harrow  ,PM Peak     ,366,138,216,12,12,0,0,53,104,57,82,34,0,25,366,0,0,0,0,0,0,0,0
656,North Harrow  ,Evening     ,187,0,148,39,39,0,0,37,0,110,0,0,0,0,187,0,0,0,0,0,0,0,0
656,North Harrow  ,Late  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,North Harrow  ,   Total day,3313,1497,1370,446,446,25,60,483,486,564,642,302,141,163,3313,0,0,0,0,0,0,0,0
659,North Wembley ,Early ,354,4,5,344,344,0,0,5,3,1,0,0,0,0,354,0,0,0,0,0,0,0,0
659,North Wembley ,AM peak     ,985,400,468,117,113,0,3,210,146,209,172,83,28,21,645,0,4,0,330,0,0,0,7
659,North Wembley ,Midday,497,287,190,20,8,54,97,2,41,48,161,21,47,19,442,0,1,0,55,0,0,0,0
659,North Wembley ,PM Peak     ,445,361,67,16,58,0,0,0,90,93,194,0,6,5,404,21,0,0,21,0,0,0,0
659,North Wembley ,Evening     ,153,57,48,49,49,0,0,0,90,11,3,0,0,0,153,0,0,0,0,0,0,0,0
659,North Wembley ,Late  ,27,2,0,25,25,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0
659,North Wembley ,   Total day,2461,1110,778,572,597,54,100,217,371,363,530,104,81,45,2024,21,5,0,405,0,0,0,7
655,Northfields   ,Early ,575,9,29,537,537,0,0,9,10,9,9,0,0,0,575,0,0,0,0,0,0,0,0
655,Northfields   ,AM peak     ,2781,1145,1624,11,19,0,64,124,529,868,816,262,98,1,786,26,78,0,1815,0,7,8,60
655,Northfields   ,Midday,1344,620,691,34,66,0,193,161,117,269,212,147,82,97,841,1,0,8,464,0,7,19,3
655,Northfields   ,PM Peak     ,1218,440,772,6,2,11,0,93,260,171,566,47,44,24,552,17,23,0,626,0,0,0,0
655,Northfields   ,Evening     ,271,160,111,0,0,0,0,86,54,103,13,12,1,3,137,0,0,0,134,0,0,0,0
655,Northfields   ,Late  ,89,59,29,1,1,0,0,24,40,4,20,0,0,0,67,0,0,4,18,0,0,0,0
655,Northfields   ,   Total day,6279,2434,3256,589,625,11,257,497,1010,1423,1636,469,226,124,2959,45,101,12,3058,0,14,27,63
657,Northolt,Early ,1436,0,0,1436,1436,0,0,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,0
657,Northolt,AM peak     ,3656,1252,2285,119,65,64,70,224,732,723,1128,330,171,149,1007,111,0,30,2357,0,0,63,88
657,Northolt,Midday,1850,655,1153,42,31,25,65,286,212,307,452,213,126,133,805,38,9,30,944,0,0,25,0
657,Northolt,PM Peak     ,938,432,501,5,8,8,42,232,160,64,339,59,16,11,379,0,0,0,548,8,0,2,0
657,Northolt,Evening     ,332,99,113,121,0,0,0,73,61,15,152,25,0,6,122,0,0,0,204,0,0,0,6
657,Northolt,Late  ,79,11,34,34,34,0,0,0,34,9,1,0,0,0,79,0,0,0,0,0,0,0,0
657,Northolt,   Total day,8292,2448,4086,1758,1574,97,177,815,1200,1118,2072,627,313,300,3829,149,9,60,4053,8,0,90,94
660,Northwick Park,Early ,688,32,68,588,588,0,0,33,21,19,22,0,5,0,688,0,0,0,0,0,0,0,0
660,Northwick Park,AM peak     ,2362,1341,953,69,57,6,107,205,537,374,775,185,102,14,1064,75,52,14,1109,0,2,40,6
660,Northwick Park,Midday,1948,728,1209,11,0,3,162,368,212,162,421,276,254,91,617,3,8,30,1187,0,31,7,66
660,Northwick Park,PM Peak     ,1923,610,1252,61,9,0,52,339,371,438,551,77,29,57,464,16,9,54,1326,32,0,0,22
660,Northwick Park,Evening     ,631,168,432,31,0,0,30,103,152,115,180,32,0,18,272,0,0,17,342,0,0,0,0
660,Northwick Park,Late  ,108,67,1,40,40,0,0,0,38,3,0,0,27,0,67,0,0,0,41,0,0,0,0
660,Northwick Park,   Total day,7660,2946,3915,800,694,8,352,1048,1332,1111,1949,570,417,180,3172,94,68,115,4005,32,33,47,93
661,Northwood     ,Early ,315,0,0,315,315,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0
661,Northwood     ,AM peak     ,1820,944,718,158,103,0,9,170,297,419,437,163,118,104,1820,0,0,0,0,0,0,0,0
661,Northwood     ,Midday,965,415,485,64,54,0,205,27,65,135,111,137,90,142,965,0,0,0,0,0,0,0,0
661,Northwood     ,PM Peak     ,885,271,614,0,0,49,322,47,163,125,87,46,0,46,885,0,0,0,0,0,0,0,0
661,Northwood     ,Evening     ,187,29,123,35,35,0,0,43,81,27,2,0,0,0,187,0,0,0,0,0,0,0,0
661,Northwood     ,Late  ,51,0,0,51,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
661,Northwood     ,   Total day,4223,1660,1941,623,557,49,536,287,606,706,637,346,208,292,4223,0,0,0,0,0,0,0,0
662,Northwood Hills     ,Early ,332,0,0,332,332,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0
662,Northwood Hills     ,AM peak     ,1417,872,504,42,84,0,20,29,199,379,289,258,149,9,722,3,10,0,665,0,0,0,17
662,Northwood Hills     ,Midday,692,310,372,10,27,0,137,58,5,80,184,101,51,48,402,4,0,0,278,4,0,3,0
662,Northwood Hills     ,PM Peak     ,429,209,212,8,13,0,20,67,49,24,182,30,42,2,331,0,0,2,83,0,0,0,13
662,Northwood Hills     ,Evening     ,109,68,4,37,37,0,0,3,5,0,49,14,0,0,104,0,0,0,5,0,0,0,0
662,Northwood Hills     ,Late  ,43,17,11,15,15,0,0,0,5,0,23,0,0,0,43,0,0,0,0,0,0,0,0
662,Northwood Hills     ,   Total day,3022,1475,1103,444,508,0,178,158,264,483,727,403,242,59,1935,8,10,2,1031,4,0,3,29
663,Notting Hill Gate   ,Early ,512,0,0,512,512,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0
663,Notting Hill Gate   ,AM peak     ,5583,1951,3560,73,53,25,128,659,1602,1415,1205,220,193,84,925,0,22,49,4497,71,0,9,8
663,Notting Hill Gate   ,Midday,6892,1788,4247,857,741,2,22,944,1194,830,2023,565,175,395,2234,79,63,62,4313,0,0,57,85
663,Notting Hill Gate   ,PM Peak     ,7513,2705,4037,770,598,0,12,488,2424,1385,1762,358,402,84,1280,101,52,21,5735,23,0,252,49
663,Notting Hill Gate   ,Evening     ,2748,1215,1415,118,179,0,0,355,927,394,743,6,17,129,851,0,0,0,1814,3,0,0,80
663,Notting Hill Gate   ,Late  ,1244,330,446,468,453,0,0,189,245,226,76,41,11,1,793,0,0,0,450,0,0,0,0
663,Notting Hill Gate   ,   Total day,24492,7990,13705,2798,2536,27,163,2635,6392,4250,5810,1189,797,693,6595,180,138,132,16809,97,0,319,221
664,Oakwood ,Early ,392,0,0,392,392,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0
664,Oakwood ,AM peak     ,1710,887,801,22,17,0,58,73,192,334,425,355,114,142,500,32,0,6,1117,12,0,9,33
664,Oakwood ,Midday,1199,532,592,75,48,0,74,221,141,180,260,89,89,96,767,14,38,0,358,0,2,2,17
664,Oakwood ,PM Peak     ,794,397,344,53,36,0,8,215,103,8,154,26,116,129,486,1,5,0,303,0,0,0,0
664,Oakwood ,Evening     ,229,85,134,10,10,0,12,54,16,69,30,0,27,10,130,7,6,0,86,0,0,0,0
664,Oakwood ,Late  ,49,11,26,11,3,0,0,36,9,0,0,0,0,0,5,0,0,0,44,0,0,0,0
664,Oakwood ,   Total day,4373,1913,1897,563,506,0,152,599,461,592,869,471,346,377,2280,54,49,6,1907,12,2,11,50
665,Old Street    ,Early ,563,20,56,487,487,0,0,0,3,0,0,73,0,0,563,0,0,0,0,0,0,0,0
665,Old Street    ,AM peak     ,7174,3063,3927,184,150,2,219,725,2673,1276,1488,399,191,49,2933,28,9,30,3942,0,122,24,86
665,Old Street    ,Midday,10207,3977,5600,630,598,105,612,2144,1858,1428,2056,735,301,371,4422,174,110,104,5125,135,31,101,5
665,Old Street    ,PM Peak     ,15123,5772,8730,621,579,16,194,2798,3988,3017,3544,462,447,79,5667,215,3,164,8839,105,87,11,33
665,Old Street    ,Evening     ,6237,2747,2936,554,554,0,17,1090,2043,1331,1087,81,15,18,1886,13,39,11,4257,18,0,12,0
665,Old Street    ,Late  ,3170,1421,906,843,836,0,148,392,888,480,373,28,5,20,1454,34,0,0,1623,48,0,11,0
665,Old Street    ,   Total day,42475,17000,22155,3319,3205,122,1189,7148,11453,7533,8549,1779,959,537,16926,465,161,310,23785,307,239,159,123
667,Osterley,Early ,400,4,24,373,373,0,0,24,3,0,0,0,0,0,400,0,0,0,0,0,0,0,0
667,Osterley,AM peak     ,1592,853,729,10,6,0,21,75,535,238,428,127,64,97,913,9,27,0,638,0,0,5,0
667,Osterley,Midday,845,415,408,22,56,0,63,112,118,106,128,66,87,108,693,0,0,2,130,0,2,17,0
667,Osterley,PM Peak     ,633,304,320,10,9,0,18,94,153,130,127,10,73,18,313,0,0,0,321,0,0,0,0
667,Osterley,Evening     ,158,109,42,7,7,0,31,6,59,19,36,0,0,0,115,0,0,0,42,0,1,0,0
667,Osterley,Late  ,33,25,0,8,8,0,0,0,0,0,0,0,25,0,33,0,0,0,0,0,0,0,0
667,Osterley,   Total day,3662,1709,1523,430,460,0,134,311,869,494,719,202,248,224,2468,9,27,2,1131,0,3,22,0
668,Oval    ,Early ,463,0,0,463,463,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0
668,Oval    ,AM peak     ,3196,1338,1824,34,0,7,26,345,1269,711,533,120,178,7,267,10,0,9,2805,25,3,75,2
668,Oval    ,Midday,2639,1293,1253,93,90,0,171,284,758,584,499,100,119,35,1724,10,0,112,735,5,3,7,44
668,Oval    ,PM Peak     ,2346,752,1051,543,543,0,10,47,548,277,516,48,102,253,803,0,0,0,1462,34,0,0,47
668,Oval    ,Evening     ,768,417,351,0,0,0,1,59,328,172,84,70,40,14,136,68,0,0,544,0,0,21,0
668,Oval    ,Late  ,300,51,124,125,125,0,0,8,110,21,35,0,0,0,282,0,0,0,19,0,0,0,0
668,Oval    ,   Total day,9712,3850,4604,1258,1221,7,208,743,3013,1765,1667,338,439,310,3674,88,0,121,5564,63,6,103,93
669,Oxford Circus ,Early ,364,0,0,364,364,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0
669,Oxford Circus ,AM peak     ,2934,1068,1307,559,465,1,26,94,546,560,952,85,180,25,1372,0,0,0,1458,0,0,0,105
669,Oxford Circus ,Midday,32605,9183,19964,3457,3409,0,1220,5668,4865,4436,7403,1819,1605,2179,9486,545,470,221,21476,186,71,54,96
669,Oxford Circus ,PM Peak     ,48126,17060,29232,1833,1575,139,1064,7917,12908,8768,11280,1944,1511,1020,10284,241,284,273,36020,56,173,516,279
669,Oxford Circus ,Evening     ,30151,9632,17112,3406,3020,74,647,5579,9403,4532,5723,562,522,89,9888,102,160,160,19564,0,72,146,59
669,Oxford Circus ,Late  ,10171,3121,4066,2985,3006,26,41,1301,3103,1100,1403,89,90,14,5473,0,132,17,4351,9,0,91,99
669,Oxford Circus ,   Total day,124351,40065,71682,12604,11839,240,2998,20559,30825,19396,26761,4499,3908,3327,36866,888,1045,671,82869,250,316,806,638
670,Paddington    ,Early ,1749,37,0,1712,1710,0,0,12,0,14,13,0,0,0,1749,0,0,0,0,0,0,0,0
670,Paddington    ,AM peak     ,24228,12539,11388,301,267,0,191,1779,4822,5490,8328,1982,762,606,4603,185,138,72,18979,60,0,79,112
670,Paddington    ,Midday,23571,12079,11205,287,280,0,940,3961,2579,3061,6981,2805,1855,1108,8374,177,283,83,14215,42,28,253,115
670,Paddington    ,PM Peak     ,19972,8918,10393,661,577,0,68,2607,4638,3907,4900,1482,1072,722,5232,15,98,9,13857,283,0,96,381
670,Paddington    ,Evening     ,7231,2850,4215,165,191,0,124,1240,2085,1493,1816,134,74,74,2685,1,2,78,4333,0,0,113,17
670,Paddington    ,Late  ,1765,710,487,568,578,0,13,155,347,158,447,13,49,6,1190,0,0,0,572,0,0,3,0
670,Paddington    ,   Total day,78516,37133,37689,3694,3603,0,1337,9754,14471,14122,22485,6416,3812,2516,23834,379,521,243,51956,386,28,544,626
671,Park Royal    ,Early ,118,24,8,86,85,0,25,0,4,2,1,0,0,0,118,0,0,0,0,0,0,0,0
671,Park Royal    ,AM peak     ,633,227,371,36,26,0,30,90,241,118,85,20,23,0,633,0,0,0,0,0,0,0,0
671,Park Royal    ,Midday,678,390,281,8,14,0,38,120,136,61,222,43,9,35,678,0,0,0,0,0,0,0,0
671,Park Royal    ,PM Peak     ,1388,534,848,6,0,0,69,227,410,158,369,68,0,88,1388,0,0,0,0,0,0,0,0
671,Park Royal    ,Evening     ,340,87,215,38,38,0,36,176,80,7,3,0,0,0,340,0,0,0,0,0,0,0,0
671,Park Royal    ,Late  ,139,18,1,120,120,0,0,1,18,0,0,0,0,0,139,0,0,0,0,0,0,0,0
671,Park Royal    ,   Total day,3297,1280,1723,294,284,0,197,613,890,346,681,131,32,123,3297,0,0,0,0,0,0,0,0
672,Parsons Green ,Early ,415,25,3,387,387,0,0,12,9,7,0,0,0,0,415,0,0,0,0,0,0,0,0
672,Parsons Green ,AM peak     ,4418,1793,2390,235,235,0,69,979,1953,521,570,42,1,48,4418,0,0,0,0,0,0,0,0
672,Parsons Green ,Midday,2616,730,1575,310,314,8,88,502,406,425,600,22,220,29,2616,0,0,0,0,0,0,0,0
672,Parsons Green ,PM Peak     ,2810,1249,1420,141,116,24,65,297,579,851,752,56,69,0,2810,0,0,0,0,0,0,0,0
672,Parsons Green ,Evening     ,827,519,294,14,14,0,0,220,408,90,49,8,25,14,827,0,0,0,0,0,0,0,0
672,Parsons Green ,Late  ,251,68,116,67,67,0,0,133,6,26,20,0,0,0,251,0,0,0,0,0,0,0,0
672,Parsons Green ,   Total day,11337,4385,5798,1154,1132,33,222,2143,3361,1919,1991,129,315,92,11337,0,0,0,0,0,0,0,0
673,Perivale,Early ,546,0,0,546,546,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0
673,Perivale,AM peak     ,1673,563,925,185,46,0,88,241,372,475,374,71,6,0,1673,0,0,0,0,0,0,0,0
673,Perivale,Midday,852,448,360,44,37,0,64,110,415,146,42,16,9,13,852,0,0,0,0,0,0,0,0
673,Perivale,PM Peak     ,696,453,235,8,8,0,9,75,206,154,204,39,0,0,696,0,0,0,0,0,0,0,0
673,Perivale,Evening     ,191,80,86,25,25,0,0,54,88,0,24,0,0,0,191,0,0,0,0,0,0,0,0
673,Perivale,Late  ,51,0,0,51,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
673,Perivale,   Total day,4009,1543,1607,859,713,0,161,482,1080,776,644,126,15,13,4009,0,0,0,0,0,0,0,0
674,Piccadilly Circus   ,Early ,188,2,0,186,186,0,0,0,2,0,0,0,0,0,188,0,0,0,0,0,0,0,0
674,Piccadilly Circus   ,AM peak     ,1248,770,478,0,0,0,15,119,285,400,224,148,56,0,368,0,0,0,808,0,0,0,72
674,Piccadilly Circus   ,Midday,13164,5179,6973,1012,1077,0,718,1340,3307,1374,3421,1056,328,544,4385,192,80,97,7833,54,0,196,326
674,Piccadilly Circus   ,PM Peak     ,19755,7156,10759,1840,1843,0,616,2062,4573,3505,4916,810,991,439,6177,72,345,38,12902,0,0,0,222
674,Piccadilly Circus   ,Evening     ,13703,4842,7346,1515,1538,1,280,1498,4858,2086,2746,381,189,127,4064,77,39,0,9034,119,6,75,288
674,Piccadilly Circus   ,Late  ,9303,2572,3143,3588,3588,1,276,733,2296,732,1105,328,203,42,5285,13,113,41,3719,0,0,0,131
674,Piccadilly Circus   ,   Total day,57361,20520,28700,8141,8232,1,1906,5751,15322,8098,12413,2722,1767,1151,20468,353,577,177,34296,173,6,271,1039
776,Pimlico ,Early ,335,0,0,335,335,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0
776,Pimlico ,AM peak     ,4085,1727,2323,34,16,13,140,735,1293,541,884,283,149,30,3186,1,12,9,872,0,0,4,1
776,Pimlico ,Midday,5230,2029,3066,135,109,37,225,881,881,808,1327,343,370,249,4071,19,15,1,1110,0,0,11,2
776,Pimlico ,PM Peak     ,7170,3263,3794,113,95,95,138,825,1470,1662,2128,496,159,101,5938,2,53,1,1036,8,28,75,29
776,Pimlico ,Evening     ,1996,741,1233,22,19,0,14,264,618,575,454,15,22,15,1669,0,12,0,314,0,0,0,0
776,Pimlico ,Late  ,507,258,208,41,41,0,0,84,158,87,130,0,6,0,322,0,15,0,164,0,7,0,0
776,Pimlico ,   Total day,19323,8017,10624,681,616,145,518,2790,4420,3673,4924,1138,705,395,15521,22,107,10,3496,9,35,90,33
675,Pinner  ,Early ,423,72,13,338,339,0,0,0,3,21,49,11,0,0,423,0,0,0,0,0,0,0,0
675,Pinner  ,AM peak     ,3175,1818,1302,55,39,0,149,120,405,685,1231,204,241,102,1375,0,14,6,1777,0,0,0,2
675,Pinner  ,Midday,963,435,507,21,115,0,0,80,47,62,183,102,140,234,529,30,44,8,352,0,0,0,0
675,Pinner  ,PM Peak     ,584,330,243,11,32,0,43,11,117,39,166,31,73,72,386,0,0,0,197,0,0,0,0
675,Pinner  ,Evening     ,152,33,54,65,70,0,0,19,14,36,10,1,2,0,125,1,0,0,26,0,0,0,0
675,Pinner  ,Late  ,126,21,0,105,105,0,0,0,9,0,2,0,11,0,124,0,0,0,3,0,0,0,0
675,Pinner  ,   Total day,5423,2708,2119,596,701,0,191,231,594,843,1640,349,467,408,2962,31,58,14,2355,0,0,0,2
676,Plaistow,Early ,1379,172,13,1194,1194,0,0,0,147,15,23,0,0,0,1379,0,0,0,0,0,0,0,0
676,Plaistow,AM peak     ,3621,1368,2212,41,15,14,79,613,913,901,713,319,45,9,2385,29,6,6,1153,0,12,2,29
676,Plaistow,Midday,2304,884,1074,346,267,4,228,753,431,177,329,48,39,27,2167,1,0,0,134,0,0,2,0
676,Plaistow,PM Peak     ,1301,462,837,3,0,25,42,214,448,276,233,51,1,12,1049,0,0,0,219,11,2,20,0
676,Plaistow,Evening     ,463,286,146,31,33,0,0,13,140,145,131,0,0,0,372,0,0,0,91,0,0,0,0
676,Plaistow,Late  ,163,1,3,159,159,0,0,0,4,0,0,0,0,0,163,0,0,0,0,0,0,0,0
676,Plaistow,   Total day,9231,3173,4284,1774,1669,44,349,1592,2084,1514,1429,418,85,48,7514,30,6,6,1598,11,14,24,29
677,Preston Road  ,Early ,829,27,90,713,713,0,7,0,25,70,11,4,0,0,829,0,0,0,0,0,0,0,0
677,Preston Road  ,AM peak     ,2492,1040,1241,211,125,0,104,88,502,516,888,102,60,106,1127,13,75,6,1265,0,5,0,0
677,Preston Road  ,Midday,1248,677,553,18,117,9,28,86,146,95,226,83,295,163,828,0,7,0,399,5,0,0,8
677,Preston Road  ,PM Peak     ,575,317,231,27,29,0,30,134,59,56,111,25,64,67,355,5,2,15,198,0,0,0,0
677,Preston Road  ,Evening     ,205,59,65,81,81,0,0,14,0,73,6,0,30,0,198,0,0,0,7,0,0,0,0
677,Preston Road  ,Late  ,71,1,23,48,48,0,0,4,0,20,0,0,0,0,70,0,1,0,0,0,0,0,0
