<<<<<<< HEAD
 NLC, station name,time period,Total,Male,Female,Not stated,Not Stated,Under 16  ,16-19     ,20-24     ,25-34     ,35-44     ,45-59     ,60-64     ,65-70     ,Over 70   ,Not given,impairement,impairment,condition,None,impairment,disability,term illness,Other
605,High Street Kensingt,Late  ,510,154,248,108,100,0,0,150,142,103,13,0,1,0,433,0,0,0,72,0,0,0,5
605,High Street Kensingt,   Total day,16825,5841,8124,2859,2882,28,175,1305,2868,2141,4749,702,806,1169,5579,275,212,259,10196,52,22,68,161
603,Highbury & Islington,Early ,2185,0,1,2184,2184,0,0,0,1,0,0,0,0,0,2185,0,0,0,0,0,0,0,0
603,Highbury & Islington,AM peak     ,21102,9490,11196,416,207,0,139,1715,7888,4300,4403,1986,249,214,6393,171,17,0,14252,109,0,72,88
603,Highbury & Islington,Midday,14299,5624,8232,443,169,1,434,2082,3366,2619,3474,1159,689,305,7632,211,87,78,5968,1,0,250,71
603,Highbury & Islington,PM Peak     ,19279,5859,12593,827,1030,2,411,3156,3683,3602,6204,469,687,34,9232,218,10,11,9637,57,0,19,95
603,Highbury & Islington,Evening     ,7597,1410,5156,1031,1222,0,294,2901,1090,1155,678,85,105,68,4226,15,14,3,3242,0,0,0,97
603,Highbury & Islington,Late  ,3499,1102,1177,1220,1177,0,9,401,1023,397,301,138,48,6,2523,0,0,0,976,0,0,0,0
603,Highbury & Islington,   Total day,67961,23485,38355,6121,5989,3,1287,10255,17051,12073,15060,3838,1778,627,32191,615,128,93,34076,166,0,342,351
604,Highgate,Early ,466,0,0,466,466,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0
604,Highgate,AM peak     ,4820,2049,2669,102,26,3,35,252,1078,1043,1248,537,299,299,1629,24,48,18,3020,20,0,42,18
604,Highgate,Midday,2101,895,1167,39,81,63,5,116,235,285,410,244,458,202,1075,1,20,0,978,0,11,16,1
604,Highgate,PM Peak     ,1359,579,674,106,13,0,0,80,165,200,535,124,180,62,66,7,21,6,1197,0,0,0,62
604,Highgate,Evening     ,362,177,185,0,0,0,0,29,84,85,137,5,0,21,192,4,0,0,166,0,0,0,0
604,Highgate,Late  ,136,91,36,9,9,0,18,0,4,50,15,42,0,0,86,0,4,0,47,0,0,0,0
604,Highgate,   Total day,9244,3791,4731,722,596,66,58,477,1566,1663,2344,951,937,585,3513,36,93,24,5408,20,11,59,81
606,Hillingdon    ,Early ,347,50,20,277,278,0,3,4,10,6,40,5,1,0,347,0,0,0,0,0,0,0,0
606,Hillingdon    ,AM peak     ,1429,658,770,2,1,0,58,106,320,226,366,237,88,28,965,29,3,0,429,0,0,1,3
606,Hillingdon    ,Midday,696,299,389,8,12,0,161,138,136,15,55,65,89,25,515,0,0,3,164,4,0,0,11
606,Hillingdon    ,PM Peak     ,444,182,233,29,52,0,45,66,34,38,155,40,9,5,335,0,0,33,75,0,0,0,0
606,Hillingdon    ,Evening     ,115,89,26,0,0,0,5,17,23,27,31,0,11,0,93,0,0,0,22,0,0,0,0
606,Hillingdon    ,Late  ,28,26,0,2,2,0,0,17,0,0,9,0,0,0,11,0,0,0,17,0,0,0,0
606,Hillingdon    ,   Total day,3060,1305,1437,318,344,0,272,348,524,312,656,348,197,59,2266,29,3,37,706,4,0,1,13
607,Holborn ,Early ,287,0,0,287,287,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0
607,Holborn ,AM peak     ,1574,762,705,107,110,0,26,136,418,380,403,51,47,5,432,0,0,0,1100,33,0,8,0
607,Holborn ,Midday,14889,5710,8370,809,490,86,1004,2442,2830,2263,3027,813,1280,654,2879,160,322,57,11350,48,0,63,10
607,Holborn ,PM Peak     ,19034,6575,11710,749,669,0,607,3652,4403,3043,4724,831,776,328,2881,106,321,0,15298,38,10,113,266
607,Holborn ,Evening     ,10965,3875,7013,76,40,30,270,2206,3425,2061,2275,282,291,85,1476,69,147,6,9222,12,0,14,20
607,Holborn ,Late  ,4786,1592,2481,713,711,0,10,618,1519,566,951,79,188,144,1696,5,40,0,3044,0,0,0,0
607,Holborn ,   Total day,51535,18515,30278,2741,2307,116,1917,9054,12594,8313,11380,2056,2582,1216,9652,340,831,63,40014,131,10,197,296
608,Holland Park  ,Early ,113,0,0,113,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0
608,Holland Park  ,AM peak     ,1314,765,536,13,0,6,0,109,478,284,362,72,1,2,1314,0,0,0,0,0,0,0,0
608,Holland Park  ,Midday,1434,277,760,397,401,0,90,76,340,181,249,34,15,49,1434,0,0,0,0,0,0,0,0
608,Holland Park  ,PM Peak     ,1578,538,802,238,213,0,40,152,482,205,316,76,0,94,1578,0,0,0,0,0,0,0,0
608,Holland Park  ,Evening     ,442,233,126,82,74,0,0,69,119,106,36,19,0,19,442,0,0,0,0,0,0,0,0
608,Holland Park  ,Late  ,201,117,37,47,34,0,0,31,50,0,86,0,0,0,201,0,0,0,0,0,0,0,0
608,Holland Park  ,   Total day,5082,1930,2261,891,836,6,130,436,1469,776,1049,201,15,164,5082,0,0,0,0,0,0,0,0
609,Holloway Road ,Early ,315,0,0,315,315,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0
609,Holloway Road ,AM peak     ,3120,1531,1522,68,50,0,63,891,1180,368,458,83,0,28,3120,0,0,0,0,0,0,0,0
609,Holloway Road ,Midday,3166,1402,1611,153,153,0,140,1398,702,287,379,30,72,5,3166,0,0,0,0,0,0,0,0
609,Holloway Road ,PM Peak     ,2624,984,1531,109,108,3,105,722,658,497,485,23,13,10,2624,0,0,0,0,0,0,0,0
609,Holloway Road ,Evening     ,1004,314,608,81,75,0,44,324,285,143,131,0,0,1,1004,0,0,0,0,0,0,0,0
609,Holloway Road ,Late  ,376,145,63,168,168,0,23,40,81,18,47,0,0,0,376,0,0,0,0,0,0,0,0
609,Holloway Road ,   Total day,10606,4375,5335,895,870,3,375,3375,2906,1313,1499,135,85,44,10606,0,0,0,0,0,0,0,0
610,Hornchurch    ,Early ,564,81,21,461,471,0,0,24,6,33,21,8,0,0,564,0,0,0,0,0,0,0,0
610,Hornchurch    ,AM peak     ,1723,437,1136,150,177,0,40,321,164,336,586,78,10,10,1723,0,0,0,0,0,0,0,0
610,Hornchurch    ,Midday,624,133,390,102,102,0,89,75,24,149,112,13,16,44,624,0,0,0,0,0,0,0,0
610,Hornchurch    ,PM Peak     ,386,176,135,76,76,0,22,80,0,50,72,0,11,76,386,0,0,0,0,0,0,0,0
610,Hornchurch    ,Evening     ,106,33,15,58,58,0,0,0,9,0,33,6,0,0,106,0,0,0,0,0,0,0,0
610,Hornchurch    ,Late  ,47,0,0,47,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
610,Hornchurch    ,   Total day,3451,860,1696,895,931,0,150,500,203,568,825,105,36,130,3451,0,0,0,0,0,0,0,0
611,Hounslow Central    ,Early ,823,0,0,823,823,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0
611,Hounslow Central    ,AM peak     ,2262,1024,1174,64,130,0,122,368,772,401,315,0,93,60,1285,40,0,19,877,0,0,0,41
611,Hounslow Central    ,Midday,1508,514,800,194,194,0,143,553,270,71,221,39,10,7,1354,0,0,0,154,0,0,0,0
611,Hounslow Central    ,PM Peak     ,1064,365,696,2,13,0,28,231,440,110,225,3,13,0,564,0,0,0,481,0,0,19,0
611,Hounslow Central    ,Evening     ,271,159,92,20,19,0,22,48,55,83,39,4,0,0,233,0,0,0,38,0,0,0,0
611,Hounslow Central    ,Late  ,52,5,0,46,46,0,0,0,1,5,0,0,0,0,52,0,0,0,0,0,0,0,0
611,Hounslow Central    ,   Total day,5980,2068,2762,1149,1225,0,315,1200,1538,671,801,47,116,67,4310,40,0,19,1550,0,0,19,41
612,Hounslow East ,Early ,868,98,23,747,744,0,0,0,54,25,42,2,1,0,868,0,0,0,0,0,0,0,0
612,Hounslow East ,AM peak     ,2199,870,1020,310,285,0,148,230,487,685,277,42,37,7,1512,0,9,0,674,0,0,2,1
612,Hounslow East ,Midday,1427,627,749,50,70,0,150,464,270,58,270,3,21,120,1178,3,0,0,243,0,0,0,2
612,Hounslow East ,PM Peak     ,902,506,379,17,17,5,148,208,323,81,78,32,6,3,520,0,0,0,372,0,0,0,10
612,Hounslow East ,Evening     ,298,149,147,1,1,0,12,120,108,38,19,0,0,0,268,0,0,0,27,0,0,2,0
612,Hounslow East ,Late  ,87,15,45,26,33,0,0,33,1,13,5,0,0,2,68,0,0,0,8,0,0,0,10
612,Hounslow East ,   Total day,5780,2266,2363,1151,1150,5,458,1056,1244,900,691,79,65,132,4415,3,9,0,1325,0,0,5,23
613,Hounslow West ,Early ,879,100,8,771,771,0,0,0,92,0,14,2,0,0,879,0,0,0,0,0,0,0,0
613,Hounslow West ,AM peak     ,2206,1237,969,0,0,0,21,334,678,447,490,126,98,12,2206,0,0,0,0,0,0,0,0
613,Hounslow West ,Midday,1385,905,384,96,96,11,132,325,211,269,130,96,65,51,1385,0,0,0,0,0,0,0,0
613,Hounslow West ,PM Peak     ,663,347,292,24,24,0,0,136,127,218,105,34,21,0,663,0,0,0,0,0,0,0,0
613,Hounslow West ,Evening     ,248,138,0,110,110,0,0,52,0,70,16,0,0,0,248,0,0,0,0,0,0,0,0
613,Hounslow West ,Late  ,89,14,2,72,72,0,0,4,1,9,2,0,1,0,89,0,0,0,0,0,0,0,0
613,Hounslow West ,   Total day,5470,2742,1656,1072,1072,11,153,851,1110,1013,757,257,184,63,5470,0,0,0,0,0,0,0,0
614,Hyde Park Corner    ,Early ,47,3,0,44,44,0,0,1,0,0,3,0,0,0,47,0,0,0,0,0,0,0,0
614,Hyde Park Corner    ,AM peak     ,434,248,164,22,0,2,3,25,123,41,124,41,12,63,265,16,0,0,153,0,0,0,0
614,Hyde Park Corner    ,Midday,2728,1160,1247,322,478,0,0,421,237,497,652,230,177,36,2219,0,17,0,490,2,0,0,0
614,Hyde Park Corner    ,PM Peak     ,3377,1410,1523,444,394,0,81,254,814,753,853,62,148,19,1613,50,0,0,1681,0,33,0,0
614,Hyde Park Corner    ,Evening     ,1443,672,628,143,182,17,11,105,435,236,270,115,32,41,599,1,0,0,843,0,0,0,0
614,Hyde Park Corner    ,Late  ,638,122,220,295,295,6,23,0,182,23,108,0,0,1,638,0,0,0,0,0,0,0,0
614,Hyde Park Corner    ,   Total day,8668,3616,3782,1270,1393,24,118,806,1791,1550,2010,448,368,160,5382,67,17,0,3167,2,33,0,0
615,Ickenham,Early ,201,23,9,169,169,0,0,0,1,24,6,1,0,0,201,0,0,0,0,0,0,0,0
615,Ickenham,AM peak     ,856,484,349,23,0,2,10,17,175,182,245,85,63,78,856,0,0,0,0,0,0,0,0
615,Ickenham,Midday,461,195,229,38,34,6,84,54,96,3,61,28,41,54,461,0,0,0,0,0,0,0,0
615,Ickenham,PM Peak     ,290,104,156,30,30,0,32,55,40,38,93,0,0,3,290,0,0,0,0,0,0,0,0
615,Ickenham,Evening     ,69,14,23,32,32,0,0,11,0,11,14,0,0,0,69,0,0,0,0,0,0,0,0
615,Ickenham,Late  ,31,0,0,31,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
615,Ickenham,   Total day,1908,820,766,322,296,7,126,137,313,258,420,114,104,134,1908,0,0,0,0,0,0,0,0
616,Kennington    ,Early ,408,0,0,408,408,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0
616,Kennington    ,AM peak     ,3712,1875,1794,44,4,0,20,554,1481,850,475,248,66,14,2208,8,0,0,1444,0,1,24,28
616,Kennington    ,Midday,2091,1185,906,0,15,0,113,278,483,432,575,96,55,44,984,3,1,0,1091,5,0,1,5
616,Kennington    ,PM Peak     ,1770,801,948,20,16,0,117,219,318,247,684,133,22,12,662,21,0,7,1076,0,0,0,3
616,Kennington    ,Evening     ,749,395,353,0,0,0,6,184,259,95,109,38,58,0,502,0,4,0,243,0,0,0,0
616,Kennington    ,Late  ,289,101,109,80,80,0,0,74,62,23,12,0,39,0,245,0,0,0,44,0,0,0,0
616,Kennington    ,   Total day,9019,4357,4109,553,524,0,256,1310,2603,1647,1854,514,240,71,5009,33,5,7,3898,5,1,24,36
617,Kensal Green  ,Early ,213,6,40,167,167,0,0,33,3,7,3,0,0,0,213,0,0,0,0,0,0,0,0
617,Kensal Green  ,AM peak     ,1521,516,981,25,26,2,51,379,573,259,176,48,6,1,1127,0,0,0,388,6,0,0,0
617,Kensal Green  ,Midday,899,435,442,22,21,0,190,137,279,70,121,40,33,8,793,1,0,0,89,0,0,3,14
617,Kensal Green  ,PM Peak     ,551,398,148,5,0,0,11,275,127,13,107,12,5,0,515,0,0,0,36,0,0,0,0
617,Kensal Green  ,Evening     ,212,94,113,5,23,0,4,75,92,13,6,0,0,0,210,0,0,0,2,0,0,0,0
617,Kensal Green  ,Late  ,75,32,3,39,39,0,0,0,3,0,26,0,7,0,70,0,0,0,4,0,0,0,0
617,Kensal Green  ,   Total day,3471,1482,1727,263,276,2,255,899,1076,362,440,101,51,9,2928,1,0,0,519,6,0,3,14
619,Kentish Town  ,Early ,337,1,0,336,336,0,0,0,0,0,1,0,0,0,337,0,0,0,0,0,0,0,0
619,Kentish Town  ,AM peak     ,3978,1559,2368,51,72,10,36,530,1217,512,859,556,150,36,2234,29,0,0,1696,0,0,10,8
619,Kentish Town  ,Midday,3689,933,2610,146,154,5,157,747,728,764,689,316,86,42,2056,16,2,0,1532,5,0,50,28
619,Kentish Town  ,PM Peak     ,4053,1585,2429,39,163,0,59,622,1105,815,908,200,87,92,2241,6,31,0,1624,136,0,15,0
619,Kentish Town  ,Evening     ,1149,527,564,58,59,0,10,465,349,192,58,4,0,12,822,1,0,0,297,0,0,28,0
619,Kentish Town  ,Late  ,846,404,147,295,291,0,8,13,194,72,263,3,0,1,781,0,0,0,66,0,0,0,0
619,Kentish Town  ,   Total day,14052,5009,8118,925,1074,15,271,2378,3593,2355,2779,1079,323,184,8471,52,33,0,5215,141,0,104,36
620,Kenton  ,Early ,420,17,2,401,406,0,0,0,11,1,1,1,0,0,420,0,0,0,0,0,0,0,0
620,Kenton  ,AM peak     ,710,328,344,38,57,0,58,119,116,160,163,8,11,18,655,3,0,0,52,0,0,0,0
620,Kenton  ,Midday,706,344,345,18,11,0,172,125,114,65,153,0,34,32,647,0,4,0,55,0,0,0,0
620,Kenton  ,PM Peak     ,404,143,261,1,0,0,85,106,87,6,92,5,6,17,253,0,0,0,151,0,0,0,0
620,Kenton  ,Evening     ,164,68,96,0,0,0,0,70,28,43,23,0,0,0,142,0,0,0,22,0,0,0,0
620,Kenton  ,Late  ,43,21,17,4,4,0,0,14,17,4,3,0,0,0,40,0,0,0,3,0,0,0,0
620,Kenton  ,   Total day,2447,920,1065,462,478,0,316,435,373,279,434,14,50,67,2157,3,4,0,283,0,0,0,0
621,Kew Gardens   ,Early ,185,28,11,145,145,0,8,0,1,11,19,1,0,0,185,0,0,0,0,0,0,0,0
621,Kew Gardens   ,AM peak     ,1892,878,932,82,15,0,63,104,292,405,509,339,73,93,1011,24,34,0,789,14,0,0,20
621,Kew Gardens   ,Midday,1424,645,780,0,56,0,16,149,104,177,430,155,124,213,561,34,3,38,787,2,0,0,0
621,Kew Gardens   ,PM Peak     ,1073,393,672,7,7,0,0,136,69,97,278,150,255,80,483,36,19,0,510,24,0,0,0
621,Kew Gardens   ,Evening     ,583,90,408,86,97,0,78,156,64,52,91,7,14,25,321,0,0,0,263,0,0,0,0
621,Kew Gardens   ,Late  ,91,2,14,76,76,0,0,13,2,0,0,0,0,0,91,0,0,0,0,0,0,0,0
621,Kew Gardens   ,   Total day,5249,2037,2816,396,396,0,165,558,532,742,1327,652,465,410,2653,94,56,38,2349,40,0,0,20
622,Kilburn ,Early ,872,0,0,872,872,0,0,0,0,0,0,0,0,0,872,0,0,0,0,0,0,0,0
622,Kilburn ,AM peak     ,5479,1908,3426,146,150,54,10,866,2005,1103,914,255,93,29,5479,0,0,0,0,0,0,0,0
622,Kilburn ,Midday,3272,1103,1861,309,235,0,475,636,881,435,374,83,78,74,3272,0,0,0,0,0,0,0,0
622,Kilburn ,PM Peak     ,2425,785,989,651,531,0,0,414,565,280,622,0,10,3,2425,0,0,0,0,0,0,0,0
622,Kilburn ,Evening     ,923,201,493,229,229,0,31,130,336,84,114,0,0,0,923,0,0,0,0,0,0,0,0
622,Kilburn ,Late  ,312,78,21,213,213,0,0,0,84,2,14,0,0,0,312,0,0,0,0,0,0,0,0
622,Kilburn ,   Total day,13284,4075,6790,2419,2229,54,515,2047,3871,1905,2039,337,182,106,13284,0,0,0,0,0,0,0,0
623,Kilburn Park  ,Early ,227,56,21,150,150,0,0,54,21,1,1,0,0,0,227,0,0,0,0,0,0,0,0
623,Kilburn Park  ,AM peak     ,1791,691,1059,40,47,0,41,209,691,397,232,136,28,9,999,3,0,15,760,0,2,9,3
623,Kilburn Park  ,Midday,1585,686,870,29,31,0,11,230,283,387,378,180,36,48,925,3,72,0,575,5,0,6,0
623,Kilburn Park  ,PM Peak     ,1082,495,587,1,0,0,31,162,207,318,296,61,0,6,694,2,0,26,360,0,0,0,1
623,Kilburn Park  ,Evening     ,411,111,276,23,23,0,44,117,96,74,54,1,1,0,267,0,0,0,144,0,0,0,0
623,Kilburn Park  ,Late  ,135,31,34,70,77,0,0,0,16,36,1,5,0,0,131,0,0,0,4,0,0,0,0
623,Kilburn Park  ,   Total day,5230,2070,2847,313,329,0,127,773,1315,1213,961,384,66,63,3242,7,72,41,1843,5,2,15,4
625,King's Cross St. Pan,Early ,2828,1,0,2827,2827,0,0,1,0,0,0,0,0,0,2828,0,0,0,0,0,0,0,0
625,King's Cross St. Pan,AM peak     ,36599,19471,16543,585,678,0,377,2532,5702,8739,12093,4940,1281,257,7854,353,381,17,27475,152,65,124,179
625,King's Cross St. Pan,Midday,42662,18270,22508,1883,2405,0,2008,7314,5123,4428,9435,4765,4632,2552,15710,876,433,136,24621,139,60,396,289
625,King's Cross St. Pan,PM Peak     ,37760,14247,21095,2418,2574,0,2079,5064,8549,5887,8520,2480,1972,636,9523,258,159,16,27066,257,269,27,185
625,King's Cross St. Pan,Evening     ,18700,7434,8916,2350,2409,4,170,2419,5295,2476,5258,433,181,54,5936,143,92,153,12198,0,0,170,7
625,King's Cross St. Pan,Late  ,6885,2608,1671,2606,2607,0,52,557,1789,481,1130,259,11,1,3619,40,13,19,3172,23,0,0,0
625,King's Cross St. Pan,   Total day,145433,62032,70732,12669,13499,4,4686,17887,26458,22011,36436,12876,8077,3500,45469,1670,1077,342,94533,570,393,717,661
624,Kingsbury     ,Early ,1595,42,115,1438,1438,0,0,1,0,42,115,0,0,0,1595,0,0,0,0,0,0,0,0
624,Kingsbury     ,AM peak     ,3085,1420,1607,58,38,91,233,404,727,624,590,261,88,31,923,24,56,60,1954,46,0,0,22
624,Kingsbury     ,Midday,1988,1090,763,134,125,6,205,255,203,244,356,135,340,119,1084,0,20,19,749,7,72,0,37
624,Kingsbury     ,PM Peak     ,1143,339,775,29,38,0,156,139,234,85,186,107,92,107,703,37,9,0,331,63,0,0,0
624,Kingsbury     ,Evening     ,414,173,239,2,27,0,0,121,149,72,14,14,0,16,309,0,0,0,105,0,0,0,0
624,Kingsbury     ,Late  ,93,66,26,0,0,0,0,0,12,51,0,26,0,3,79,0,0,0,14,0,0,0,0
624,Kingsbury     ,   Total day,8318,3131,3526,1661,1665,98,593,919,1325,1118,1260,544,520,275,4692,61,85,79,3153,116,72,0,58
626,Knightsbridge ,Early ,99,16,1,82,82,0,0,0,0,16,1,0,0,0,99,0,0,0,0,0,0,0,0
626,Knightsbridge ,AM peak     ,1102,548,499,55,42,0,21,95,347,150,241,156,28,22,560,5,0,0,510,0,0,27,0
626,Knightsbridge ,Midday,9352,3885,4768,699,793,46,193,1166,1319,1920,2722,367,504,323,5695,0,23,0,3552,0,0,73,9
626,Knightsbridge ,PM Peak     ,10280,3092,5021,2166,2182,0,297,1954,1669,1465,2075,135,81,423,7049,36,43,0,2851,28,0,144,129
626,Knightsbridge ,Evening     ,5244,1334,2658,1252,1289,1,123,1076,1173,698,448,226,146,64,3938,13,0,0,1257,0,0,0,36
626,Knightsbridge ,Late  ,1330,390,228,712,727,74,3,88,304,28,85,8,7,5,1226,0,0,0,104,0,0,0,0
626,Knightsbridge ,   Total day,27407,9266,13175,4967,5115,121,637,4379,4811,4278,5571,891,766,837,18567,54,66,0,8274,28,0,244,174
627,Ladbroke Grove,Early ,217,0,0,217,217,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0
627,Ladbroke Grove,AM peak     ,2399,848,1474,78,11,1,74,421,768,419,390,187,80,48,1744,2,0,0,644,7,0,1,0
627,Ladbroke Grove,Midday,2688,1223,1342,123,72,0,226,309,647,458,524,174,80,198,2202,90,0,8,375,0,0,13,0
627,Ladbroke Grove,PM Peak     ,2569,1029,1406,134,128,18,8,358,789,532,354,294,51,38,1756,4,0,35,773,2,0,0,0
627,Ladbroke Grove,Evening     ,795,295,498,2,0,0,4,154,232,173,171,25,8,29,616,0,2,0,146,0,0,20,11
627,Ladbroke Grove,Late  ,361,124,43,194,209,0,0,41,65,8,17,0,0,21,306,0,0,0,55,0,0,0,0
627,Ladbroke Grove,   Total day,9029,3519,4763,748,636,19,312,1283,2502,1589,1456,680,218,334,6841,95,2,44,1993,9,0,34,11
628,Lambeth North ,Early ,94,16,3,75,75,0,0,0,16,3,0,0,0,0,94,0,0,0,0,0,0,0,0
628,Lambeth North ,AM peak     ,1010,492,473,45,48,0,22,78,475,169,180,4,29,5,890,0,0,0,120,0,0,0,0
628,Lambeth North ,Midday,1671,895,730,45,131,0,0,209,583,166,302,149,80,52,1406,3,3,1,246,10,1,0,0
628,Lambeth North ,PM Peak     ,1648,604,996,48,36,0,0,157,422,443,460,46,39,46,1456,4,0,0,183,0,0,2,4
628,Lambeth North ,Evening     ,640,173,462,4,10,0,6,27,279,89,184,11,18,17,461,7,1,0,168,0,0,1,2
628,Lambeth North ,Late  ,210,112,56,42,42,0,25,34,11,74,20,0,4,0,182,0,0,0,29,0,0,0,0
628,Lambeth North ,   Total day,5273,2292,2721,260,342,0,54,505,1785,942,1146,210,170,119,4488,14,5,1,745,10,1,3,6
629,Lancaster Gate,Early ,231,0,0,231,231,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0
629,Lancaster Gate,AM peak     ,4039,2165,1416,457,462,23,117,520,903,735,1007,237,24,10,2374,4,6,0,1655,0,0,0,0
629,Lancaster Gate,Midday,3048,1147,1304,597,597,0,40,840,404,263,532,93,184,94,2599,0,0,0,449,0,0,0,0
629,Lancaster Gate,PM Peak     ,2391,1098,1005,287,301,0,144,292,412,352,677,142,27,45,1645,0,0,0,746,0,0,0,0
629,Lancaster Gate,Evening     ,789,356,318,115,115,0,15,142,188,98,164,65,0,3,718,0,0,0,70,0,0,0,0
629,Lancaster Gate,Late  ,391,48,53,290,290,0,0,46,31,6,18,0,0,0,354,0,0,0,37,0,0,0,0
629,Lancaster Gate,   Total day,10889,4815,4097,1978,1995,23,315,1840,1939,1455,2398,537,236,151,7922,4,6,0,2957,0,0,0,0
630,Latimer Road  ,Early ,106,0,0,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
630,Latimer Road  ,AM peak     ,989,395,579,15,7,0,53,96,232,223,300,7,21,51,323,7,56,19,568,16,0,0,0
630,Latimer Road  ,Midday,1049,375,670,3,0,0,103,203,212,91,178,101,112,49,457,14,21,1,555,0,0,0,0
630,Latimer Road  ,PM Peak     ,1580,422,1089,68,39,0,0,277,439,252,430,76,11,56,427,15,0,18,1119,0,0,0,0
630,Latimer Road  ,Evening     ,563,307,217,39,39,0,0,133,187,78,125,1,1,0,200,0,0,0,310,0,0,0,53
630,Latimer Road  ,Late  ,129,57,18,53,53,0,0,3,21,51,1,0,0,0,128,0,0,0,1,0,0,0,0
630,Latimer Road  ,   Total day,4415,1557,2573,285,244,0,155,711,1091,694,1032,185,145,156,1642,36,77,39,2553,16,0,0,53
631,Leicester Square    ,Early ,281,20,9,252,252,0,6,0,12,5,6,0,0,0,281,0,0,0,0,0,0,0,0
631,Leicester Square    ,AM peak     ,1372,622,606,144,149,0,42,76,536,312,212,18,10,17,1372,0,0,0,0,0,0,0,0
631,Leicester Square    ,Midday,10370,4220,5439,710,728,0,340,2281,2271,1357,2099,555,565,172,10370,0,0,0,0,0,0,0,0
631,Leicester Square    ,PM Peak     ,14206,6077,7388,740,786,84,460,2721,3946,2285,3115,490,156,162,14206,0,0,0,0,0,0,0,0
631,Leicester Square    ,Evening     ,12890,4644,6670,1576,1176,0,272,2707,4064,2173,1835,301,193,168,12890,0,0,0,0,0,0,0,0
631,Leicester Square    ,Late  ,12173,3582,3859,4731,4684,0,466,2086,2597,1102,957,101,66,114,12173,0,0,0,0,0,0,0,0
631,Leicester Square    ,   Total day,51290,19165,23971,8154,7776,84,1586,9871,13426,7235,8224,1464,991,633,51290,0,0,0,0,0,0,0,0
632,Leyton  ,Early ,3158,0,0,3158,3158,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0,0
632,Leyton  ,AM peak     ,8566,3662,4892,12,31,0,136,1293,2703,2036,1713,582,72,0,1519,188,3,9,6805,11,0,0,31
632,Leyton  ,Midday,5158,1773,3209,177,183,0,241,1366,1719,902,355,306,70,18,3254,49,0,23,1796,0,0,37,0
632,Leyton  ,PM Peak     ,2922,1048,1646,228,291,0,10,227,647,807,621,73,246,0,1492,136,0,0,1286,0,0,0,8
632,Leyton  ,Evening     ,1434,633,521,279,273,0,2,502,269,212,175,0,1,0,827,26,0,0,581,0,0,0,0
632,Leyton  ,Late  ,439,132,61,246,246,0,24,0,70,61,38,0,0,0,366,0,0,0,74,0,0,0,0
632,Leyton  ,   Total day,21677,7248,10328,4100,4182,0,412,3388,5408,4017,2902,961,389,18,10615,398,3,32,10542,11,0,37,40
633,Leytonstone   ,Early ,2034,26,55,1952,1952,0,0,39,9,25,9,0,0,0,2034,0,0,0,0,0,0,0,0
633,Leytonstone   ,AM peak     ,7512,3261,4133,119,90,1,169,923,1918,1923,1941,344,57,145,1727,50,142,5,5530,58,0,0,0
633,Leytonstone   ,Midday,4220,1356,2742,122,120,0,222,837,948,611,798,234,383,66,1824,24,39,10,2305,4,10,3,1
633,Leytonstone   ,PM Peak     ,2765,1220,1380,165,161,0,0,307,813,394,581,341,168,0,528,4,86,62,1992,0,0,93,0
633,Leytonstone   ,Evening     ,973,535,351,86,62,0,0,114,301,141,181,22,143,10,491,0,18,0,395,69,0,0,0
633,Leytonstone   ,Late  ,287,141,2,143,194,0,0,0,30,12,42,4,5,0,256,0,11,0,16,3,0,0,0
633,Leytonstone   ,   Total day,17790,6540,8664,2587,2579,1,391,2220,4019,3105,3552,945,756,222,6859,78,296,77,10238,135,10,96,1
634,Liverpool Street    ,Early ,2365,0,0,2365,2365,0,0,0,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0
634,Liverpool Street    ,AM peak     ,27574,12962,13329,1283,1051,2,392,2831,6940,5994,7394,1975,647,350,21970,20,65,9,5441,18,12,3,37
634,Liverpool Street    ,Midday,28805,10327,13993,4485,4467,6,1308,5684,5011,3825,5059,1758,883,804,25893,77,0,24,2812,0,0,0,0
634,Liverpool Street    ,PM Peak     ,36793,14714,18283,3795,3881,132,745,6104,9916,6194,7154,1360,808,498,29062,131,34,0,7237,0,48,20,260
634,Liverpool Street    ,Evening     ,13848,6238,6431,1179,1167,0,193,2498,4686,2829,2211,176,49,40,11808,4,0,0,2036,0,0,0,0
634,Liverpool Street    ,Late  ,4336,1198,850,2287,2285,0,74,318,771,468,403,12,5,1,3857,0,3,0,476,0,0,0,0
