NLC,Station name,Time period,all modes,Work,Home,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given   ,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given
779,Hatton Cross  ,PM Peak     ,1425,32,932,161,1085,0,30,0,0,100,50,971,96,22,12,20,14,259,30
779,Hatton Cross  ,Evening     ,311,24,245,49,245,0,0,0,0,17,0,262,24,0,0,0,0,0,25
779,Hatton Cross  ,Late  ,122,0,92,0,103,0,0,0,0,0,19,92,0,0,0,0,0,0,30
779,Hatton Cross  ,   Total day,5066,1293,1475,2039,1982,0,30,0,23,328,664,1598,1538,158,100,154,36,816,666
781,Heathrow Terminal 4 ,Early ,134,0,0,0,30,0,0,0,0,16,89,14,9,0,0,0,0,0,112
781,Heathrow Terminal 4 ,AM peak     ,533,0,12,24,48,0,0,0,20,441,0,292,82,0,0,0,34,111,15
781,Heathrow Terminal 4 ,Midday,1015,32,98,97,190,0,0,0,0,609,119,471,135,37,32,0,144,58,138
781,Heathrow Terminal 4 ,PM Peak     ,797,0,83,27,193,0,0,0,0,553,24,349,97,0,0,85,105,138,24
781,Heathrow Terminal 4 ,Evening     ,558,0,162,50,162,0,0,0,0,338,9,414,0,0,0,0,51,83,9
781,Heathrow Terminal 4 ,Late  ,170,0,71,0,71,0,0,0,0,5,94,76,0,0,0,0,0,0,94
781,Heathrow Terminal 4 ,   Total day,3208,32,426,198,694,0,0,0,20,1962,335,1616,322,37,32,85,334,390,392
783,Heathrow Terminal 5 ,Early ,310,15,12,15,12,0,0,0,0,26,256,30,23,0,0,0,0,0,256
783,Heathrow Terminal 5 ,AM peak     ,977,90,10,188,50,0,0,0,140,598,0,329,431,86,29,27,7,69,0
783,Heathrow Terminal 5 ,Midday,2364,72,251,393,270,0,29,297,0,1044,330,1226,205,0,127,0,150,251,405
783,Heathrow Terminal 5 ,PM Peak     ,1344,0,142,0,169,0,0,0,0,1081,94,1212,8,0,0,0,0,29,94
783,Heathrow Terminal 5 ,Evening     ,1101,10,404,10,414,0,0,0,0,518,159,858,21,0,0,0,0,64,159
783,Heathrow Terminal 5 ,Late  ,384,0,1,0,1,0,0,0,0,0,384,1,0,0,0,0,0,0,384
783,Heathrow Terminal 5 ,   Total day,6479,187,820,606,916,0,29,297,140,3267,1223,3655,688,86,156,27,157,413,1298
780,Heathrow Terminals 1,Early ,393,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,393
780,Heathrow Terminals 1,AM peak     ,1818,73,91,164,156,1,19,0,121,1242,114,777,480,7,70,53,88,210,135
780,Heathrow Terminals 1,Midday,3980,46,645,169,908,0,0,36,86,2709,72,1970,429,122,52,95,692,550,71
780,Heathrow Terminals 1,PM Peak     ,2253,0,499,20,628,0,10,19,66,1452,57,1565,99,23,8,0,346,164,48
780,Heathrow Terminals 1,Evening     ,1835,0,458,56,472,0,0,0,0,1125,182,1279,143,0,17,0,60,105,232
780,Heathrow Terminals 1,Late  ,767,0,141,10,181,0,0,0,0,84,492,226,0,0,0,0,0,50,492
780,Heathrow Terminals 1,   Total day,11047,119,1835,420,2345,1,29,55,273,6613,1310,5816,1152,152,145,148,1185,1078,1371
601,Hendon Central,Early ,1034,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,1034
601,Hendon Central,AM peak     ,4335,3592,11,4027,46,0,101,0,56,57,48,79,3816,0,333,0,0,87,19
601,Hendon Central,Midday,3727,369,124,1759,448,127,971,4,14,182,221,781,707,162,1148,4,0,658,268
601,Hendon Central,PM Peak     ,3289,82,661,626,1152,0,1259,0,0,237,16,1924,255,85,331,0,0,554,139
601,Hendon Central,Evening     ,1128,84,263,159,269,0,237,0,0,413,49,705,84,0,109,0,6,114,110
601,Hendon Central,Late  ,279,0,0,0,0,0,6,0,0,68,204,69,0,0,0,0,24,0,185
601,Hendon Central,   Total day,13791,4128,1060,6571,1915,127,2574,4,70,957,1573,3558,4861,247,1921,4,31,1413,1755
602,High Barnet   ,Early ,472,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,472
602,High Barnet   ,AM peak     ,2882,2418,32,2718,45,0,49,19,0,46,5,70,2448,3,95,23,0,238,5
602,High Barnet   ,Midday,1354,263,36,843,75,6,100,0,0,168,161,252,309,72,79,2,0,464,176
602,High Barnet   ,PM Peak     ,1113,67,369,317,546,1,131,0,0,85,34,481,92,4,37,0,0,439,59
602,High Barnet   ,Evening     ,253,35,53,102,68,0,18,0,0,64,2,117,35,0,0,0,0,81,20
602,High Barnet   ,Late  ,83,0,35,0,35,0,0,0,0,17,31,52,0,0,0,0,0,0,31
602,High Barnet   ,   Total day,6158,2783,526,3980,769,7,298,19,0,379,705,973,2885,79,211,25,0,1222,763
605,High Street Kensingt,Early ,174,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,174
605,High Street Kensingt,AM peak     ,1841,1104,60,1383,72,6,0,0,287,34,58,113,1408,90,96,64,4,67,0
605,High Street Kensingt,Midday,5284,227,822,1332,1364,576,12,373,79,620,929,1932,695,223,135,261,131,790,1117
605,High Street Kensingt,PM Peak     ,6912,234,2910,463,3576,293,168,77,79,565,1692,4082,414,109,82,0,76,783,1366
605,High Street Kensingt,Evening     ,2103,133,1179,211,1187,0,70,16,10,246,364,1523,133,0,0,16,0,95,337
605,High Street Kensingt,Late  ,510,0,157,0,157,15,1,0,0,236,100,393,0,0,0,0,2,14,100
605,High Street Kensingt,   Total day,16825,1697,5128,3389,6356,890,251,465,455,1702,3317,8043,2650,422,313,340,214,1749,3094
603,Highbury & Islington,Early ,2185,1,0,1,0,0,0,0,0,0,2184,0,1,0,0,0,0,0,2184
603,Highbury & Islington,AM peak     ,21102,17772,127,19054,876,1,264,0,1,271,635,243,19243,38,164,2,0,961,450
603,Highbury & Islington,Midday,14299,2618,1755,7448,4212,175,134,641,2,1532,154,2977,4760,1765,609,31,1,3492,663
603,Highbury & Islington,PM Peak     ,19279,496,9327,3703,11072,171,528,0,68,2149,1589,11031,1422,1168,165,0,390,4160,943
603,Highbury & Islington,Evening     ,7597,160,3352,1885,3956,22,21,0,0,1042,672,3978,232,686,32,0,0,1905,763
603,Highbury & Islington,Late  ,3499,0,369,201,428,2,3,0,0,1502,1363,1936,58,0,0,0,0,349,1157
603,Highbury & Islington,   Total day,67961,21047,14930,32292,20543,371,950,642,71,6496,6597,20165,25715,3658,971,33,391,10867,6160
604,Highgate,Early ,466,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,466
604,Highgate,AM peak     ,4820,3820,15,4540,51,0,66,0,102,26,36,34,3984,1,125,96,25,537,19
604,Highgate,Midday,2101,385,35,1495,142,29,0,118,87,196,34,294,453,133,119,219,115,676,93
604,Highgate,PM Peak     ,1359,29,316,698,426,0,0,0,102,133,0,348,50,37,35,10,26,855,0
604,Highgate,Evening     ,362,65,108,138,128,0,15,0,0,74,6,184,65,0,12,0,25,75,0
604,Highgate,Late  ,136,0,21,0,21,0,0,0,0,106,9,71,0,0,0,0,15,0,51
604,Highgate,   Total day,9244,4300,495,6871,769,29,81,118,290,535,551,931,4551,171,291,324,205,2143,629
606,Hillingdon    ,Early ,347,68,0,70,0,0,0,0,0,0,277,0,68,0,2,0,0,0,277
606,Hillingdon    ,AM peak     ,1429,1083,0,1350,18,0,18,0,0,6,37,7,1149,7,83,2,0,178,3
606,Hillingdon    ,Midday,696,83,54,436,70,5,92,0,0,91,3,140,132,41,27,38,0,316,3
606,Hillingdon    ,PM Peak     ,444,10,143,149,155,0,30,0,0,81,29,219,12,23,12,0,0,105,73
606,Hillingdon    ,Evening     ,115,14,7,45,7,0,24,0,0,40,0,67,14,0,3,0,0,30,0
606,Hillingdon    ,Late  ,28,0,17,0,17,0,0,0,0,9,2,26,0,0,0,0,0,0,2
606,Hillingdon    ,   Total day,3060,1258,221,2050,267,5,163,0,1,226,347,459,1376,71,127,40,0,629,358
607,Holborn ,Early ,287,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,287
607,Holborn ,AM peak     ,1574,496,191,578,470,0,127,0,142,71,185,312,1000,20,46,6,0,65,124
607,Holborn ,Midday,14889,308,2268,1262,5959,271,3645,98,652,2285,716,5767,3219,857,1027,92,769,2282,876
607,Holborn ,PM Peak     ,19034,114,7877,1198,11264,297,2688,200,260,2331,795,12368,1273,388,222,17,1079,2735,952
607,Holborn ,Evening     ,10965,11,5310,274,6047,27,2348,8,11,2098,154,9359,130,114,149,0,207,761,246
607,Holborn ,Late  ,4786,17,1220,48,1283,13,302,0,5,2430,705,3869,69,0,0,0,70,54,724
607,Holborn ,   Total day,51535,945,16867,3360,25023,609,9110,306,1070,9214,2843,31674,5692,1379,1443,116,2126,5896,3208
608,Holland Park  ,Early ,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,113
608,Holland Park  ,AM peak     ,1314,1095,31,1261,37,0,0,0,16,0,0,31,1101,0,70,16,0,96,0
608,Holland Park  ,Midday,1434,278,39,807,94,28,158,0,0,15,332,213,328,48,113,0,0,391,343
608,Holland Park  ,PM Peak     ,1578,107,763,275,941,0,0,0,0,144,218,898,137,34,56,0,0,223,230
608,Holland Park  ,Evening     ,442,20,149,38,149,0,0,0,19,162,74,233,38,0,0,8,0,89,74
608,Holland Park  ,Late  ,201,0,0,0,0,0,0,0,0,167,34,134,0,0,0,2,0,31,34
608,Holland Park  ,   Total day,5082,1500,983,2381,1220,28,159,0,35,487,772,1508,1604,82,239,26,0,828,794
609,Holloway Road ,Early ,315,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,315
609,Holloway Road ,AM peak     ,3120,2429,60,2781,82,0,94,0,0,116,47,127,2560,3,168,21,0,101,140
609,Holloway Road ,Midday,3166,220,215,987,490,47,1342,5,0,137,158,1140,510,197,467,46,0,618,188
609,Holloway Road ,PM Peak     ,2624,88,737,351,1085,137,868,0,0,64,118,1492,185,18,109,15,6,544,257
609,Holloway Road ,Evening     ,1004,6,357,70,396,19,389,0,0,75,54,734,7,8,45,0,8,125,77
609,Holloway Road ,Late  ,376,5,16,17,20,0,25,0,0,135,180,187,8,0,0,0,0,13,168
609,Holloway Road ,   Total day,10606,2748,1386,4206,2074,203,2718,5,0,527,872,3681,3270,226,789,82,13,1401,1144
610,Hornchurch    ,Early ,564,97,0,97,0,0,0,0,0,3,463,0,102,0,0,0,0,0,461
610,Hornchurch    ,AM peak     ,1723,1437,0,1520,6,0,9,0,0,43,145,2,1502,0,10,5,0,67,136
610,Hornchurch    ,Midday,624,80,7,186,151,81,86,0,0,18,103,158,166,15,4,1,0,174,106
610,Hornchurch    ,PM Peak     ,386,33,112,137,112,0,23,0,0,39,76,172,33,53,0,0,0,48,80
610,Hornchurch    ,Evening     ,106,0,36,6,36,0,0,0,0,6,58,42,0,0,0,0,0,6,58
610,Hornchurch    ,Late  ,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,47
610,Hornchurch    ,   Total day,3451,1648,155,1946,304,81,118,0,0,110,893,374,1804,67,14,6,0,295,890
611,Hounslow Central    ,Early ,823,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,823
611,Hounslow Central    ,AM peak     ,2262,1537,13,1974,77,0,50,0,0,68,92,64,1651,0,344,12,0,133,57
611,Hounslow Central    ,Midday,1508,212,148,753,285,4,67,0,0,184,214,294,310,0,441,0,0,146,317
611,Hounslow Central    ,PM Peak     ,1064,24,715,131,837,31,52,0,0,9,3,735,61,16,10,0,0,206,36
611,Hounslow Central    ,Evening     ,271,45,118,60,156,8,0,0,0,28,19,154,82,0,0,0,0,15,19
611,Hounslow Central    ,Late  ,52,0,5,0,5,0,0,0,0,1,46,5,0,0,0,0,0,0,46
611,Hounslow Central    ,   Total day,5980,1818,1000,2919,1360,43,170,0,0,290,1198,1253,2105,16,795,12,0,500,1298
612,Hounslow East ,Early ,868,103,0,119,0,0,0,0,0,0,748,0,107,0,16,0,0,0,744
612,Hounslow East ,AM peak     ,2199,1614,34,1803,34,0,17,0,22,78,245,34,1696,4,109,0,23,66,267
612,Hounslow East ,Midday,1427,394,45,1076,96,5,104,18,0,63,65,179,418,27,314,0,82,286,120
612,Hounslow East ,PM Peak     ,902,143,224,445,233,15,85,0,0,38,86,398,171,9,0,0,44,255,27
612,Hounslow East ,Evening     ,298,9,40,130,53,0,11,0,54,48,1,119,22,0,0,0,33,122,1
612,Hounslow East ,Late  ,87,3,4,11,4,12,0,0,20,15,26,30,3,0,0,0,20,8,26
612,Hounslow East ,   Total day,5780,2266,347,3583,421,32,217,18,96,242,1172,759,2417,40,439,0,201,737,1185
613,Hounslow West ,Early ,879,108,0,108,0,0,0,0,0,0,771,0,108,0,0,0,0,0,771
613,Hounslow West ,AM peak     ,2206,1757,11,1970,125,0,0,0,85,25,0,11,1806,0,149,175,0,65,0
613,Hounslow West ,Midday,1385,380,84,821,358,2,13,0,14,81,96,90,659,0,161,61,26,292,96
613,Hounslow West ,PM Peak     ,663,191,225,363,225,0,0,0,0,52,24,225,191,0,21,0,0,203,24
613,Hounslow West ,Evening     ,248,67,39,80,55,0,0,0,3,0,110,40,67,0,0,0,0,32,110
613,Hounslow West ,Late  ,89,11,1,15,1,0,0,0,0,1,72,2,11,0,0,0,0,4,72
613,Hounslow West ,   Total day,5470,2514,360,3358,763,2,13,0,103,159,1072,367,2842,0,330,236,26,596,1072
614,Hyde Park Corner    ,Early ,47,1,0,1,0,0,0,0,3,0,44,0,3,0,0,0,0,0,44
614,Hyde Park Corner    ,AM peak     ,434,182,20,241,84,0,0,0,81,27,0,104,290,0,21,7,0,2,10
614,Hyde Park Corner    ,Midday,2728,7,409,207,1252,0,2,479,242,265,282,908,625,151,3,162,206,394,280
614,Hyde Park Corner    ,PM Peak     ,3377,25,1614,187,2448,1,13,48,182,110,387,1676,293,77,17,57,172,701,384
614,Hyde Park Corner    ,Evening     ,1443,8,482,69,578,65,3,65,24,506,134,1032,32,24,0,0,67,160,128
614,Hyde Park Corner    ,Late  ,638,0,151,0,151,0,0,0,0,192,295,294,0,0,0,0,30,19,295
614,Hyde Park Corner    ,   Total day,8668,223,2676,705,4514,66,18,591,533,1100,1141,4014,1243,253,42,226,474,1276,1141
615,Ickenham,Early ,201,31,0,31,1,0,0,0,0,0,169,0,31,0,0,0,0,1,169
615,Ickenham,AM peak     ,856,609,0,776,42,0,17,0,0,21,0,3,640,92,16,0,0,103,3
615,Ickenham,Midday,461,56,3,210,35,0,74,0,0,105,37,91,112,83,35,0,0,107,33
615,Ickenham,PM Peak     ,290,0,72,102,76,0,13,0,0,69,30,119,0,46,23,0,0,37,64
615,Ickenham,Evening     ,69,0,11,14,22,0,0,0,0,0,32,12,0,0,0,0,0,25,32
615,Ickenham,Late  ,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31
615,Ickenham,   Total day,1908,696,86,1134,176,0,105,0,0,195,298,225,783,221,74,0,0,274,331
616,Kennington    ,Early ,408,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,408
616,Kennington    ,AM peak     ,3712,2991,37,3404,124,0,16,0,33,136,0,38,3207,18,191,0,33,215,10
616,Kennington    ,Midday,2091,594,92,1179,466,0,47,0,80,317,3,241,935,123,187,94,0,501,10
616,Kennington    ,PM Peak     ,1770,177,907,562,1094,0,84,0,0,30,0,1011,241,46,14,0,0,444,14
616,Kennington    ,Evening     ,749,45,233,162,374,0,28,0,0,185,0,446,45,0,0,0,0,258,0
616,Kennington    ,Late  ,289,5,65,53,65,0,0,7,0,84,80,148,5,0,0,7,0,48,80
616,Kennington    ,   Total day,9019,3814,1334,5359,2123,0,174,7,113,751,492,1884,4434,188,392,101,33,1465,523
617,Kensal Green  ,Early ,213,44,0,46,0,0,0,0,0,0,167,0,44,0,0,0,0,2,167
617,Kensal Green  ,AM peak     ,1521,1256,1,1418,8,0,20,0,28,45,2,1,1358,0,94,0,13,51,4
617,Kensal Green  ,Midday,899,123,2,623,21,3,125,0,54,33,40,132,150,26,100,0,61,369,61
617,Kensal Green  ,PM Peak     ,551,45,117,356,179,0,0,0,1,16,0,123,101,5,12,0,83,227,0
617,Kensal Green  ,Evening     ,212,76,48,91,48,0,6,0,0,62,5,110,76,0,6,0,0,14,5
617,Kensal Green  ,Late  ,75,26,0,26,0,0,0,0,0,10,39,10,26,0,0,0,0,0,39
617,Kensal Green  ,   Total day,3471,1570,168,2560,255,3,151,0,83,166,254,375,1756,32,212,0,157,663,276
619,Kentish Town  ,Early ,337,1,0,1,0,0,0,0,0,0,336,0,1,0,0,0,0,0,336
619,Kentish Town  ,AM peak     ,3978,3100,14,3549,105,17,0,0,1,167,139,55,3259,0,179,0,0,465,19
619,Kentish Town  ,Midday,3689,537,353,2042,992,56,54,0,0,473,72,748,1132,334,239,194,0,953,88
619,Kentish Town  ,PM Peak     ,4053,133,2008,818,2831,0,21,8,0,344,31,2275,592,2,231,0,0,909,44
619,Kentish Town  ,Evening     ,1149,0,525,129,623,3,0,0,0,337,58,719,41,0,47,0,6,279,58
619,Kentish Town  ,Late  ,846,1,62,48,62,0,0,0,0,446,291,323,1,0,0,0,160,54,308
619,Kentish Town  ,   Total day,14052,3772,2961,6588,4612,76,75,8,1,1765,927,4120,5027,336,696,194,166,2660,853
620,Kenton  ,Early ,420,11,0,19,0,0,0,0,0,0,401,0,11,0,0,0,0,8,401
620,Kenton  ,AM peak     ,710,470,2,562,2,0,4,0,4,99,38,40,530,18,49,0,0,23,50
620,Kenton  ,Midday,706,143,17,331,110,45,177,0,0,42,0,229,147,45,86,0,0,135,62
620,Kenton  ,PM Peak     ,404,1,123,44,206,1,98,0,42,1,11,204,72,0,45,0,0,72,12
620,Kenton  ,Evening     ,164,44,29,44,29,0,92,0,0,0,0,121,44,0,0,0,0,0,0
620,Kenton  ,Late  ,43,0,32,0,32,0,6,0,0,0,4,38,0,0,0,0,0,0,4
620,Kenton  ,   Total day,2447,669,204,999,380,46,378,0,46,143,455,632,804,63,180,0,0,239,530
621,Kew Gardens   ,Early ,185,38,0,39,0,0,0,0,0,0,145,0,39,0,1,0,0,0,145
621,Kew Gardens   ,AM peak     ,1892,1553,0,1789,40,0,16,0,0,31,16,4,1616,51,144,0,0,63,13
621,Kew Gardens   ,Midday,1424,109,34,669,60,0,20,259,9,409,0,309,122,126,110,85,43,611,19
621,Kew Gardens   ,PM Peak     ,1073,13,92,173,221,0,6,147,0,526,1,601,45,2,57,8,120,239,1
621,Kew Gardens   ,Evening     ,583,0,166,79,196,0,0,0,0,222,85,332,24,0,0,0,28,114,85
621,Kew Gardens   ,Late  ,91,0,0,0,0,0,0,0,0,15,76,15,0,0,0,0,0,0,76
621,Kew Gardens   ,   Total day,5249,1713,292,2748,517,0,42,406,9,1203,324,1261,1847,179,312,94,191,1027,339
622,Kilburn ,Early ,872,0,0,0,0,0,0,0,0,0,872,0,0,0,0,0,0,0,872
622,Kilburn ,AM peak     ,5479,4592,0,5326,0,0,0,0,0,15,138,24,4615,11,496,0,0,217,117
622,Kilburn ,Midday,3272,785,15,2421,336,0,0,0,0,239,275,53,1095,287,602,44,0,915,275
622,Kilburn ,PM Peak     ,2425,168,757,406,974,120,88,0,0,207,630,1148,399,10,23,0,0,314,531
622,Kilburn ,Evening     ,923,33,226,101,250,67,0,0,0,371,135,517,57,31,0,0,0,203,116
622,Kilburn ,Late  ,312,11,51,11,51,0,0,0,0,52,198,89,11,0,0,0,0,15,198
622,Kilburn ,   Total day,13284,5588,1049,8265,1612,187,88,0,0,884,2248,1830,6177,339,1121,44,0,1663,2108
623,Kilburn Park  ,Early ,227,24,0,76,0,0,0,0,0,0,150,0,24,0,0,0,0,0,203
623,Kilburn Park  ,AM peak     ,1791,1450,2,1571,46,0,9,0,66,43,55,17,1585,0,61,5,0,72,51
623,Kilburn Park  ,Midday,1585,328,213,796,350,102,16,5,86,211,18,415,461,154,115,42,0,376,22
623,Kilburn Park  ,PM Peak     ,1082,80,365,333,474,0,25,0,0,250,0,504,111,60,29,0,0,357,22
623,Kilburn Park  ,Evening     ,411,90,119,140,126,0,5,0,0,117,23,224,90,0,5,0,0,68,24
623,Kilburn Park  ,Late  ,135,38,7,42,7,0,0,0,0,16,70,23,38,0,0,0,0,4,70
623,Kilburn Park  ,   Total day,5230,2010,706,2958,1003,102,55,5,151,639,316,1183,2309,214,209,47,0,877,391
625,King's Cross St. Pan,Early ,2828,0,0,1,0,0,0,0,0,0,2827,0,0,0,0,0,0,0,2828
625,King's Cross St. Pan,AM peak     ,36599,28767,495,31764,1983,0,118,3,1200,1128,402,1111,30884,224,1279,348,101,2097,555
625,King's Cross St. Pan,Midday,42662,5631,2553,20757,6932,114,2793,233,2356,8047,1431,9273,10115,2166,1420,1285,1713,15368,1321
625,King's Cross St. Pan,PM Peak     ,37760,811,14200,6545,18814,107,2411,623,286,6696,2278,20775,2236,1038,710,381,1131,8928,2561
625,King's Cross St. Pan,Evening     ,18700,386,8200,2065,9407,36,756,84,313,3507,2533,12350,640,6,0,0,513,2622,2568
625,King's Cross St. Pan,Late  ,6885,137,1447,391,1571,0,16,0,0,2143,2764,3612,149,19,0,0,86,352,2667
625,King's Cross St. Pan,   Total day,145433,35732,26895,61524,38707,257,6093,943,4155,21521,12234,47120,44025,3453,3408,2015,3544,29367,12500
624,Kingsbury     ,Early ,1595,158,0,158,0,0,0,0,0,0,1438,0,158,0,0,0,0,0,1438
624,Kingsbury     ,AM peak     ,3085,2214,20,2856,71,66,48,0,0,31,14,29,2345,61,350,38,88,27,146
624,Kingsbury     ,Midday,1988,210,109,1328,181,27,158,29,34,220,11,322,287,383,277,23,139,521,37
624,Kingsbury     ,PM Peak     ,1143,10,282,342,465,0,118,0,58,131,29,488,163,55,37,0,72,228,101
624,Kingsbury     ,Evening     ,414,32,111,138,131,0,88,0,0,55,2,165,32,0,0,0,18,172,27
624,Kingsbury     ,Late  ,93,0,12,14,63,0,0,0,0,16,0,42,51,0,0,0,0,0,0
624,Kingsbury     ,   Total day,8318,2624,534,4836,911,93,412,29,91,452,1494,1045,3035,499,664,61,316,948,1748
626,Knightsbridge ,Early ,99,17,0,17,0,0,0,0,0,0,82,0,17,0,0,0,0,0,82
626,Knightsbridge ,AM peak     ,1102,630,80,728,121,2,34,0,123,62,33,109,827,6,50,1,2,59,49
626,Knightsbridge ,Midday,9352,401,1150,1422,2369,2146,50,502,948,1118,797,2416,1697,1255,301,422,383,1948,930
626,Knightsbridge ,PM Peak     ,10280,418,3370,839,4502,1673,69,246,0,763,2187,4605,787,688,341,127,380,1174,2178
626,Knightsbridge ,Evening     ,5244,304,2248,479,2544,232,0,44,99,618,1227,2790,417,224,0,93,145,265,1310
626,Knightsbridge ,Late  ,1330,9,180,10,203,24,0,0,1,379,712,547,9,0,0,0,0,62,712
626,Knightsbridge ,   Total day,27407,1780,7028,3495,9740,4078,153,793,1171,2940,5038,10466,3754,2174,691,643,910,3508,5261
627,Ladbroke Grove,Early ,217,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,217
627,Ladbroke Grove,AM peak     ,2399,1740,28,2244,60,0,70,0,0,12,13,51,1807,4,258,0,0,233,47
627,Ladbroke Grove,Midday,2688,435,110,1471,395,61,292,0,54,411,4,581,751,178,229,11,30,735,172
627,Ladbroke Grove,PM Peak     ,2569,151,1206,284,1507,190,133,94,51,195,115,1585,318,17,22,0,121,383,124
627,Ladbroke Grove,Evening     ,795,52,245,172,291,0,14,0,2,273,42,560,52,0,15,0,1,168,0
627,Ladbroke Grove,Late  ,361,0,10,0,17,0,0,0,0,147,197,159,8,0,0,0,0,0,194
627,Ladbroke Grove,   Total day,9029,2378,1598,4171,2270,251,509,94,108,1038,589,2936,2936,199,524,11,152,1518,753
628,Lambeth North ,Early ,94,18,0,18,0,0,0,0,0,0,75,0,18,0,0,0,0,0,75
628,Lambeth North ,AM peak     ,1010,608,17,784,43,0,30,0,48,81,25,28,692,2,99,0,0,163,26
628,Lambeth North ,Midday,1671,152,88,721,265,16,186,0,143,336,4,253,367,159,202,0,154,463,73
628,Lambeth North ,PM Peak     ,1648,14,739,127,897,0,215,39,16,331,24,987,44,92,60,0,130,293,42
628,Lambeth North ,Evening     ,640,5,195,68,232,0,309,1,5,23,3,518,6,3,3,13,10,87,0
628,Lambeth North ,Late  ,210,15,50,15,50,0,18,0,2,84,42,146,15,0,0,0,0,7,42
628,Lambeth North ,   Total day,5273,812,1089,1733,1486,16,758,40,213,854,173,1931,1143,256,364,13,294,1013,258
629,Lancaster Gate,Early ,231,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,231
629,Lancaster Gate,AM peak     ,4039,2445,36,2740,84,0,0,2,713,26,474,36,2935,134,155,104,0,231,443
629,Lancaster Gate,Midday,3048,304,114,1267,368,14,33,0,512,251,603,232,630,493,154,39,46,1031,422
629,Lancaster Gate,PM Peak     ,2391,101,898,340,1011,0,35,145,530,7,322,967,193,1,8,145,5,762,310
629,Lancaster Gate,Evening     ,789,5,357,47,411,0,0,0,93,116,121,407,5,1,0,0,0,261,115
629,Lancaster Gate,Late  ,391,0,54,0,54,0,0,0,6,41,290,95,6,0,0,0,0,0,290
629,Lancaster Gate,   Total day,10889,2855,1459,4394,1929,14,68,147,1856,442,2040,1737,3769,628,318,289,51,2285,1812
630,Latimer Road  ,Early ,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,106
630,Latimer Road  ,AM peak     ,989,775,0,960,16,0,0,0,0,11,2,17,798,7,73,0,14,79,0
630,Latimer Road  ,Midday,1049,163,71,612,310,9,11,0,0,107,0,152,349,74,171,21,64,199,19
630,Latimer Road  ,PM Peak     ,1580,12,655,451,899,0,0,21,0,43,166,959,31,3,99,0,15,428,46
630,Latimer Road  ,Evening     ,563,104,105,235,106,0,1,0,3,160,59,263,104,0,0,0,52,105,39
630,Latimer Road  ,Late  ,129,0,50,2,50,0,0,0,0,23,53,75,0,0,0,0,0,0,53
630,Latimer Road  ,   Total day,4415,1055,881,2260,1381,9,12,21,3,344,386,1466,1282,84,344,21,145,810,264
631,Leicester Square    ,Early ,281,0,6,5,24,0,0,0,0,0,252,6,18,0,0,0,0,0,257
631,Leicester Square    ,AM peak     ,1372,737,94,787,302,0,3,22,47,75,136,99,1057,0,24,0,0,44,149
631,Leicester Square    ,Midday,10370,140,1325,945,2853,1166,147,279,185,4159,636,3809,2009,440,214,304,507,2246,841
631,Leicester Square    ,PM Peak     ,14206,130,5808,658,7223,1460,742,280,23,2743,1077,9591,626,219,181,25,627,1692,1246
631,Leicester Square    ,Evening     ,12890,87,4038,204,4352,281,305,77,2,6396,1274,9845,186,0,0,0,535,1111,1212
631,Leicester Square    ,Late  ,12173,0,1630,65,1733,35,148,5,42,5400,4746,6339,1,17,25,0,737,200,4853
631,Leicester Square    ,   Total day,51290,1093,12902,2663,16486,2941,1344,664,299,18772,8121,29690,3897,676,443,329,2406,5293,8557
632,Leyton  ,Early ,3158,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0,3158
632,Leyton  ,AM peak     ,8566,7457,16,8270,185,0,8,0,2,55,46,54,7603,5,428,0,60,330,85
632,Leyton  ,Midday,5158,1811,140,3433,803,322,222,0,0,161,218,526,2347,391,810,37,6,865,177
632,Leyton  ,PM Peak     ,2922,295,800,1216,1097,44,5,0,0,274,286,942,528,189,50,0,0,985,228
632,Leyton  ,Evening     ,1434,163,217,616,230,75,0,0,0,240,273,460,163,31,0,0,0,458,322
632,Leyton  ,Late  ,439,5,99,29,99,0,0,0,0,65,246,164,5,0,0,0,0,24,246
632,Leyton  ,   Total day,21677,9731,1272,13564,2413,441,235,0,2,795,4226,2146,10646,615,1288,37,66,2663,4216
