NLC,Station name,Time period,all modes,Work,Home,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given   ,Home    ,Work    ,Shop    ,Education     ,Tourist ,Hotel   ,Other   ,Unknown/Not Given
532,Burnt Oak     ,PM Peak     ,939,75,301,392,340,0,26,0,17,28,136,363,76,5,98,0,22,225,150
532,Burnt Oak     ,Evening     ,316,92,115,120,115,0,7,0,0,73,0,181,106,0,1,0,0,27,0
532,Burnt Oak     ,Late  ,83,6,23,6,23,0,0,0,0,2,52,23,7,0,0,0,0,0,52
532,Burnt Oak     ,   Total day,7468,3199,565,4604,690,30,177,0,129,480,1358,745,3548,119,723,10,87,750,1486
534,Caledonian Road     ,Early ,285,1,0,1,0,0,0,0,0,0,284,0,1,0,0,0,0,0,284
534,Caledonian Road     ,AM peak     ,2900,2198,33,2721,88,0,9,0,0,20,61,39,2275,30,287,0,0,68,201
534,Caledonian Road     ,Midday,2638,515,424,1708,709,0,66,0,0,121,35,537,765,326,263,0,0,633,115
534,Caledonian Road     ,PM Peak     ,2335,37,1344,303,1624,0,39,0,0,213,156,1739,121,18,24,0,1,354,77
534,Caledonian Road     ,Evening     ,784,0,321,171,333,0,20,0,0,93,167,434,0,2,6,0,0,165,176
534,Caledonian Road     ,Late  ,314,0,38,33,38,0,0,0,0,112,131,149,0,0,0,0,2,33,131
534,Caledonian Road     ,   Total day,9255,2751,2161,4936,2792,0,134,0,0,559,834,2897,3163,377,580,0,3,1253,983
535,Camden Town   ,Early ,392,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,392
535,Camden Town   ,AM peak     ,3520,2363,144,2755,367,34,22,0,100,175,67,273,2677,4,157,14,0,311,83
535,Camden Town   ,Midday,9067,806,764,2866,2820,902,275,137,51,1060,957,1754,2529,760,781,143,34,1959,1107
535,Camden Town   ,PM Peak     ,10109,84,4744,1160,5754,516,157,359,0,1743,420,6184,393,513,132,80,154,1879,775
535,Camden Town   ,Evening     ,3952,12,1532,194,1833,128,211,0,0,1311,276,3101,141,5,0,0,0,482,224
535,Camden Town   ,Late  ,3495,24,560,169,588,4,70,0,0,1725,938,2082,52,45,23,0,69,223,1001
535,Camden Town   ,   Total day,30535,3289,7744,7144,11362,1585,736,496,150,6013,3050,13395,5791,1328,1094,237,256,4854,3581
788,Canada Water  ,Early ,2672,23,0,23,0,0,0,0,0,0,2650,0,23,0,0,0,0,0,2650
788,Canada Water  ,AM peak     ,32055,27250,191,30033,266,20,210,0,205,512,808,257,27972,124,1600,51,92,814,1146
788,Canada Water  ,Midday,18166,5088,616,12494,2367,470,678,7,158,1006,987,1658,6578,1771,1575,119,516,4756,1192
788,Canada Water  ,PM Peak     ,13569,1433,3808,5662,5274,132,495,106,0,1512,389,5251,2152,437,662,0,184,3901,981
788,Canada Water  ,Evening     ,6705,413,2016,1796,2556,22,355,0,89,1299,587,3735,414,1,2,0,206,1756,591
788,Canada Water  ,Late  ,2045,51,269,63,269,0,173,23,144,389,985,981,63,0,12,1,75,12,900
788,Canada Water  ,   Total day,75211,34258,6899,50071,10731,644,1911,137,596,4717,6405,11883,37201,2333,3850,171,1073,11239,7460
852,Canary Wharf  ,Early ,1149,0,0,0,0,0,0,0,0,0,1149,0,0,0,0,0,0,0,1149
852,Canary Wharf  ,AM peak     ,8821,5966,490,6706,1423,1,44,21,219,238,169,571,7081,116,187,103,1,250,511
852,Canary Wharf  ,Midday,15903,1369,3770,3941,8850,276,414,701,74,1314,334,5194,5833,793,571,573,50,2246,643
852,Canary Wharf  ,PM Peak     ,48331,707,29832,3096,37265,43,1067,441,0,1582,4838,31741,2102,1498,395,200,125,6222,6048
852,Canary Wharf  ,Evening     ,15625,156,11520,575,12747,53,128,5,0,802,1315,12387,558,185,0,0,31,1000,1463
852,Canary Wharf  ,Late  ,3317,75,1134,139,1371,0,0,0,0,484,1322,1544,160,0,0,0,152,84,1377
852,Canary Wharf  ,   Total day,93145,8273,46745,14457,61656,372,1653,1167,293,4420,9127,51437,15734,2593,1153,877,359,9801,11191
884,Canning Town  ,Early ,4191,0,0,0,2,0,0,0,0,0,4189,0,2,0,0,0,0,0,4189
884,Canning Town  ,AM peak     ,12986,9489,289,10832,1194,0,60,0,251,183,466,492,10645,9,937,0,0,279,623
884,Canning Town  ,Midday,10509,2215,908,5945,1990,0,816,26,204,1005,523,2069,3204,1007,519,188,0,2915,607
884,Canning Town  ,PM Peak     ,10092,708,3943,2282,4895,144,999,12,0,742,1019,5817,1088,402,51,267,0,1723,743
884,Canning Town  ,Evening     ,5753,353,2533,1015,2882,0,139,0,2,1680,35,3880,650,0,33,0,19,1071,100
884,Canning Town  ,Late  ,2449,276,606,672,720,0,0,0,0,367,690,975,391,46,258,0,0,38,740
884,Canning Town  ,   Total day,45979,13041,8279,20745,11683,144,2014,38,457,3976,6923,13233,15980,1464,1799,455,19,6028,7001
536,Cannon Street ,Early ,439,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,439
536,Cannon Street ,AM peak     ,4555,3997,33,4186,265,0,7,0,4,72,22,33,4312,6,42,0,0,41,121
536,Cannon Street ,Midday,3075,518,512,1131,1356,9,96,0,0,343,139,669,1368,68,36,201,0,484,250
536,Cannon Street ,PM Peak     ,4580,172,2670,491,3570,93,12,27,0,299,88,2930,392,26,92,0,37,960,143
536,Cannon Street ,Evening     ,1618,96,1038,184,1235,0,0,0,16,178,5,1217,113,0,4,0,0,247,37
536,Cannon Street ,Late  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Cannon Street ,   Total day,14267,4784,4253,5992,6425,102,115,27,19,892,693,4849,6185,100,174,201,37,1732,989
537,Canons Park   ,Early ,599,13,0,13,0,0,0,0,0,0,587,0,13,0,0,0,0,0,587
537,Canons Park   ,AM peak     ,2347,1999,0,2238,37,0,0,0,0,7,65,0,2035,107,58,0,0,82,65
537,Canons Park   ,Midday,904,52,49,445,184,0,59,0,0,60,156,65,187,94,6,0,0,396,156
537,Canons Park   ,PM Peak     ,685,0,145,19,145,0,88,0,0,202,231,287,0,0,0,65,59,82,193
537,Canons Park   ,Evening     ,212,2,18,34,18,0,0,0,0,7,153,18,2,0,0,0,0,39,153
537,Canons Park   ,Late  ,53,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,53
537,Canons Park   ,   Total day,4800,2066,212,2750,384,0,147,0,0,275,1244,370,2237,201,64,65,59,599,1206
539,Chalfont & Latimer  ,Early ,285,18,0,20,0,0,0,0,0,0,265,0,18,0,0,0,0,0,267
539,Chalfont & Latimer  ,AM peak     ,973,736,8,926,25,0,2,0,1,19,1,23,759,13,15,21,0,112,30
539,Chalfont & Latimer  ,Midday,560,44,11,281,115,0,84,0,17,58,6,125,63,12,72,41,0,240,8
539,Chalfont & Latimer  ,PM Peak     ,392,41,143,166,181,0,1,0,0,19,25,162,60,21,8,0,0,114,26
539,Chalfont & Latimer  ,Evening     ,54,9,30,9,30,0,0,0,0,14,1,44,9,0,0,0,0,0,1
539,Chalfont & Latimer  ,Late  ,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,27
539,Chalfont & Latimer  ,   Total day,2292,848,193,1401,351,0,86,0,18,110,326,354,909,46,95,62,0,466,360
540,Chalk Farm    ,Early ,223,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,223
540,Chalk Farm    ,AM peak     ,2546,2016,9,2400,39,0,39,0,47,15,5,47,2140,35,86,18,44,135,41
540,Chalk Farm    ,Midday,2178,512,157,1393,372,52,18,7,75,227,34,317,744,179,80,67,39,718,33
540,Chalk Farm    ,PM Peak     ,2102,117,732,779,951,0,57,0,0,257,57,971,117,91,112,0,132,585,93
540,Chalk Farm    ,Evening     ,931,11,333,154,367,5,30,3,66,290,16,644,31,2,5,3,43,203,0
540,Chalk Farm    ,Late  ,691,23,249,23,276,11,0,0,45,288,48,568,23,0,0,0,17,34,48
540,Chalk Farm    ,   Total day,8671,2679,1479,4750,2006,67,145,10,234,1076,383,2547,3055,307,283,88,275,1676,440
541,Chancery Lane ,Early ,153,2,1,2,1,0,0,0,0,0,149,1,2,0,0,0,0,0,149
541,Chancery Lane ,AM peak     ,1718,640,166,717,928,0,3,0,0,38,33,179,1357,2,12,0,0,8,159
541,Chancery Lane ,Midday,8745,155,1347,548,5053,502,836,0,172,1032,602,2198,3363,1286,28,8,5,1109,748
541,Chancery Lane ,PM Peak     ,15635,142,9678,651,11447,68,1775,0,0,648,1046,11787,422,512,236,0,125,1269,1285
541,Chancery Lane ,Evening     ,5310,0,3504,50,3848,0,431,0,0,617,364,4509,1,16,0,0,9,389,387
541,Chancery Lane ,Late  ,1358,20,418,20,421,0,84,0,0,201,632,679,20,0,0,0,0,40,620
541,Chancery Lane ,   Total day,32919,959,15114,1988,21699,570,3129,0,172,2536,2825,19354,5164,1817,277,8,139,2815,3348
718,Charing Cross ,Early ,759,1,0,1,0,0,0,0,0,0,758,0,1,0,0,0,0,0,758
718,Charing Cross ,AM peak     ,7833,6664,89,7304,334,0,27,0,28,110,29,97,7009,1,280,3,0,372,70
718,Charing Cross ,Midday,8702,1234,1145,2875,2183,250,476,629,360,1776,153,2708,2136,561,440,561,105,2003,187
718,Charing Cross ,PM Peak     ,8483,208,4032,838,4985,152,325,342,29,1637,176,5679,426,96,186,42,372,1452,230
718,Charing Cross ,Evening     ,4636,42,2042,132,2328,48,492,35,0,1584,18,3850,109,103,11,0,208,189,167
718,Charing Cross ,Late  ,3110,20,613,47,642,0,8,0,0,1883,530,2177,20,0,0,0,129,207,577
718,Charing Cross ,   Total day,33523,8167,7921,11197,10471,451,1328,1005,417,6990,1664,14512,9700,760,917,607,815,4223,1989
543,Chesham ,Early ,343,4,0,4,0,0,0,0,0,0,338,0,4,0,0,0,0,0,338
543,Chesham ,AM peak     ,924,716,10,796,10,0,0,0,0,17,102,15,785,0,56,0,0,68,0
543,Chesham ,Midday,331,91,0,159,3,0,125,0,0,44,0,169,91,7,16,0,0,48,0
543,Chesham ,PM Peak     ,241,47,63,47,63,0,57,0,0,54,21,147,47,10,17,0,0,0,21
543,Chesham ,Evening     ,42,0,0,8,0,0,0,0,0,0,34,0,0,0,0,0,0,8,34
543,Chesham ,Late  ,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
543,Chesham ,   Total day,1890,858,73,1014,75,0,183,0,0,114,503,331,927,17,89,0,0,124,402
544,Chigwell,Early ,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,92
544,Chigwell,AM peak     ,557,472,0,531,1,0,1,0,0,10,14,13,478,13,20,0,4,18,11
544,Chigwell,Midday,223,43,34,69,41,0,71,3,30,6,3,141,50,0,0,0,22,7,3
544,Chigwell,PM Peak     ,177,12,110,50,112,0,0,0,0,7,8,117,12,0,0,0,0,2,46
544,Chigwell,Evening     ,40,0,17,0,37,0,0,0,0,0,3,17,20,0,0,0,0,0,3
544,Chigwell,Late  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Chigwell,   Total day,1090,527,161,650,191,0,72,3,30,23,121,288,560,13,20,0,25,27,156
545,Chiswick Park ,Early ,140,22,3,23,3,0,0,0,0,0,114,3,22,0,0,0,0,1,114
545,Chiswick Park ,AM peak     ,1225,972,3,1097,26,9,6,3,8,44,31,10,1038,18,38,9,27,54,32
545,Chiswick Park ,Midday,766,301,38,457,132,1,5,0,0,93,79,86,390,24,30,39,1,116,79
545,Chiswick Park ,PM Peak     ,1007,15,484,142,693,0,0,0,4,159,9,653,19,81,0,0,131,115,9
545,Chiswick Park ,Evening     ,265,0,152,12,152,0,7,0,0,93,1,252,0,0,0,0,0,12,1
545,Chiswick Park ,Late  ,75,0,0,0,0,0,0,0,0,11,64,11,0,0,0,0,0,0,64
545,Chiswick Park ,   Total day,3478,1310,680,1731,1006,10,18,3,12,399,298,1014,1469,123,68,48,160,298,299
546,Chorleywood   ,Early ,245,50,0,50,0,0,0,0,0,0,195,0,50,0,0,0,0,0,195
546,Chorleywood   ,AM peak     ,820,641,0,800,0,0,0,0,0,5,15,0,650,17,53,0,0,74,26
546,Chorleywood   ,Midday,374,77,1,286,9,0,10,0,19,18,33,15,85,41,2,115,4,71,40
546,Chorleywood   ,PM Peak     ,264,33,14,139,16,0,0,0,0,28,80,21,33,0,7,0,0,121,82
546,Chorleywood   ,Evening     ,47,0,0,0,43,0,0,0,4,0,0,4,38,0,0,0,0,5,0
546,Chorleywood   ,Late  ,20,0,0,0,0,0,0,0,7,13,0,20,0,0,0,0,0,0,0
546,Chorleywood   ,   Total day,1770,801,14,1275,68,0,10,0,30,64,323,60,856,58,62,115,4,272,343
547,Clapham Common,Early ,860,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,860
547,Clapham Common,AM peak     ,5561,4611,72,5093,135,4,58,0,14,203,54,202,4820,78,238,0,36,102,86
547,Clapham Common,Midday,3191,724,125,1867,250,92,144,0,90,725,23,738,991,203,183,2,41,951,82
547,Clapham Common,PM Peak     ,2678,94,876,735,1166,77,114,0,38,504,44,1312,187,5,115,10,173,776,100
547,Clapham Common,Evening     ,1290,90,262,349,333,78,54,0,51,418,7,861,90,94,0,0,10,228,6
547,Clapham Common,Late  ,690,4,174,9,198,0,1,0,15,335,132,519,28,0,0,0,0,11,132
547,Clapham Common,   Total day,14269,5524,1509,8053,2083,250,371,0,207,2186,1119,3632,6116,380,536,12,260,2067,1266
548,Clapham North ,Early ,620,20,0,20,0,0,0,0,0,39,561,0,59,0,0,0,0,0,561
548,Clapham North ,AM peak     ,3787,2778,0,3250,39,0,9,0,0,479,10,9,3305,0,367,0,0,76,30
548,Clapham North ,Midday,2080,617,107,1424,274,8,0,0,0,227,147,240,742,36,229,12,0,674,147
548,Clapham North ,PM Peak     ,1712,135,693,602,903,0,0,0,0,30,177,799,279,116,14,0,0,433,70
548,Clapham North ,Evening     ,871,111,179,185,179,0,24,0,0,337,146,507,111,0,0,0,4,118,132
548,Clapham North ,Late  ,377,5,82,47,82,0,0,0,0,109,138,174,5,0,0,0,8,51,138
548,Clapham North ,   Total day,9447,3667,1061,5528,1478,8,33,0,0,1221,1179,1728,4503,152,611,12,12,1352,1078
549,Clapham South ,Early ,963,52,0,53,3,0,0,0,0,0,907,0,56,0,0,0,0,0,907
549,Clapham South ,AM peak     ,7351,6556,150,6933,179,46,7,0,0,114,71,150,6676,86,154,0,0,189,95
549,Clapham South ,Midday,2645,618,34,1598,140,24,217,0,0,170,496,203,830,61,108,2,0,770,672
549,Clapham South ,PM Peak     ,1922,0,434,1056,477,0,113,0,0,157,120,693,0,42,100,19,0,948,120
549,Clapham South ,Evening     ,789,133,132,209,322,0,8,0,0,221,30,360,133,0,0,0,0,266,30
549,Clapham South ,Late  ,217,10,26,10,26,0,0,0,0,13,169,38,10,0,0,0,0,0,169
549,Clapham South ,   Total day,13887,7369,776,9858,1147,69,345,0,0,674,1794,1445,7704,188,362,20,0,2173,1993
550,Cockfosters   ,Early ,295,30,0,32,0,0,0,0,0,0,262,0,30,0,1,0,0,0,263
550,Cockfosters   ,AM peak     ,1072,711,0,897,43,0,0,0,0,41,92,3,760,5,25,0,0,187,92
550,Cockfosters   ,Midday,839,258,2,704,48,0,56,0,0,11,21,33,302,22,41,26,0,409,5
550,Cockfosters   ,PM Peak     ,527,24,155,261,183,1,25,1,0,52,4,221,28,1,33,3,1,232,9
550,Cockfosters   ,Evening     ,131,49,24,61,24,0,8,0,0,28,10,60,49,0,1,1,0,10,11
550,Cockfosters   ,Late  ,48,7,0,7,0,0,0,0,0,20,21,20,7,0,0,0,0,0,21
550,Cockfosters   ,   Total day,2912,1078,180,1962,297,1,89,1,0,152,410,337,1177,28,102,30,1,837,401
551,Colindale     ,Early ,1019,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,1019
551,Colindale     ,AM peak     ,4152,2861,74,3495,227,0,20,0,43,317,49,271,3142,41,275,81,0,322,19
551,Colindale     ,Midday,2530,520,207,1293,579,5,40,0,4,285,324,367,774,264,109,0,11,693,313
551,Colindale     ,PM Peak     ,1904,36,940,482,1132,0,72,0,0,150,69,1041,38,64,276,0,49,364,72
551,Colindale     ,Evening     ,457,63,228,77,279,0,10,0,0,92,0,303,63,2,0,0,0,89,0
551,Colindale     ,Late  ,167,2,29,71,29,0,1,0,0,44,23,73,2,0,11,0,0,58,23
551,Colindale     ,   Total day,10229,3482,1477,5417,2245,5,142,0,47,889,1484,2055,4019,372,672,81,60,1525,1445
552,Colliers Wood ,Early ,1040,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,0,1040
552,Colliers Wood ,AM peak     ,5256,4146,8,4400,16,36,0,0,0,266,539,212,4251,0,122,8,0,121,542
552,Colliers Wood ,Midday,2253,570,254,1561,347,39,22,0,0,240,44,330,612,148,205,0,0,918,40
552,Colliers Wood ,PM Peak     ,1447,186,544,490,812,27,0,0,0,112,6,675,186,0,27,0,0,543,18
552,Colliers Wood ,Evening     ,532,98,15,133,20,107,0,91,7,37,138,250,98,0,0,0,7,38,140
552,Colliers Wood ,Late  ,162,23,13,23,13,0,0,0,0,0,126,13,23,0,0,0,0,0,126
552,Colliers Wood ,   Total day,10690,5022,833,6607,1206,209,22,91,7,655,1894,1479,5170,148,354,8,7,1619,1905
553,Covent Garden ,Early ,37,0,0,0,0,0,0,0,10,0,27,0,0,0,0,0,0,10,27
553,Covent Garden ,AM peak     ,834,267,210,349,313,0,58,0,27,69,17,281,392,14,30,0,7,95,16
553,Covent Garden ,Midday,5481,59,511,378,1114,1002,617,153,298,1494,423,1912,612,880,362,80,301,937,398
553,Covent Garden ,PM Peak     ,6755,7,2931,215,3736,444,188,30,0,1535,607,4447,348,42,32,0,282,991,613
553,Covent Garden ,Evening     ,4613,2,1613,53,1862,66,237,0,4,2260,133,3624,50,64,9,0,403,355,108
553,Covent Garden ,Late  ,4188,20,635,59,657,12,44,0,0,2676,739,2968,20,0,0,0,349,85,766
553,Covent Garden ,   Total day,21908,355,5899,1054,7683,1524,1145,183,339,8034,1946,13232,1422,1000,432,80,1341,2472,1928
554,Croxley ,Early ,237,35,0,41,0,0,0,0,0,0,196,0,35,0,6,0,0,0,196
554,Croxley ,AM peak     ,1006,884,0,973,26,0,1,0,0,7,0,1,914,0,36,0,0,55,1
554,Croxley ,Midday,398,41,5,187,27,0,126,0,0,14,44,131,64,25,12,6,13,101,45
554,Croxley ,PM Peak     ,294,2,63,118,104,0,35,0,0,1,36,99,2,0,24,0,0,41,128
554,Croxley ,Evening     ,36,18,15,18,16,0,0,0,0,0,2,15,18,0,0,0,0,2,2
554,Croxley ,Late  ,9,0,0,0,0,0,0,0,0,8,1,8,0,0,0,0,0,0,1
554,Croxley ,   Total day,1980,979,82,1337,173,0,162,0,0,31,278,254,1032,25,78,6,13,199,372
555,Dagenham East ,Early ,1037,143,0,143,17,0,0,0,0,0,877,0,143,0,0,0,0,0,894
555,Dagenham East ,AM peak     ,1931,1180,11,1613,102,0,47,0,0,11,160,11,1255,99,149,0,0,186,230
555,Dagenham East ,Midday,1098,118,145,454,239,10,116,0,0,7,272,272,212,7,73,52,0,232,251
555,Dagenham East ,PM Peak     ,659,27,314,185,329,0,0,0,0,0,144,446,38,35,49,0,0,78,13
555,Dagenham East ,Evening     ,224,41,47,81,47,0,0,0,0,0,96,47,41,0,0,0,0,39,96
555,Dagenham East ,Late  ,57,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,57
555,Dagenham East ,   Total day,5006,1508,518,2475,735,10,163,0,0,17,1606,776,1689,141,270,52,0,536,1541
556,Dagenham Heathway   ,Early ,2130,119,0,119,0,0,0,0,0,0,2011,0,119,0,0,0,0,0,2011
556,Dagenham Heathway   ,AM peak     ,3488,2326,386,2517,703,14,0,0,0,57,197,457,2669,0,91,0,0,100,170
556,Dagenham Heathway   ,Midday,2425,410,66,1433,220,8,45,0,0,339,379,272,564,300,251,53,0,623,361
556,Dagenham Heathway   ,PM Peak     ,1259,44,268,387,397,0,0,0,0,18,456,287,173,0,26,54,0,243,477
556,Dagenham Heathway   ,Evening     ,453,0,197,12,197,0,70,0,0,25,150,294,0,0,0,0,0,12,147
556,Dagenham Heathway   ,Late  ,166,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,166
556,Dagenham Heathway   ,   Total day,9919,2899,918,4468,1517,22,115,0,0,439,3359,1310,3525,300,367,107,0,978,3332
557,Debden  ,Early ,540,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,540
557,Debden  ,AM peak     ,1641,1331,0,1462,13,0,97,0,0,20,50,19,1399,37,42,0,0,123,20
557,Debden  ,Midday,1056,53,41,162,41,0,530,0,0,57,267,412,56,49,120,54,0,64,300
557,Debden  ,PM Peak     ,912,21,224,292,321,0,79,0,0,0,221,274,21,0,0,0,0,497,120
557,Debden  ,Evening     ,181,0,0,0,0,0,133,0,0,0,48,133,0,0,0,0,0,0,48
557,Debden  ,Late  ,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19
557,Debden  ,   Total day,4348,1405,264,1915,375,0,838,0,0,77,1144,838,1477,86,162,54,0,684,1047
558,Dollis Hill   ,Early ,538,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,538
558,Dollis Hill   ,AM peak     ,2618,2149,46,2359,51,0,27,0,29,28,125,63,2191,0,156,0,0,83,125
558,Dollis Hill   ,Midday,1842,575,86,1300,260,0,72,0,0,130,80,192,700,87,243,52,0,452,116
558,Dollis Hill   ,PM Peak     ,1335,290,320,517,397,0,44,0,0,243,134,443,346,0,0,0,0,392,155
558,Dollis Hill   ,Evening     ,463,20,131,103,152,0,105,0,0,52,50,288,31,0,11,0,0,83,50
558,Dollis Hill   ,Late  ,116,0,6,0,6,0,4,0,0,1,105,11,0,0,0,0,0,0,105
558,Dollis Hill   ,   Total day,6912,3034,590,4280,866,0,251,0,29,455,1032,996,3267,87,411,52,0,1011,1088
560,Ealing Broadway     ,Early ,3035,61,1,64,1,0,0,0,0,5,2965,1,67,0,0,0,0,0,2967
560,Ealing Broadway     ,AM peak     ,12865,9623,164,11505,398,2,157,0,269,223,311,244,10333,152,600,120,119,919,378
560,Ealing Broadway     ,Midday,7218,1367,359,4447,1036,203,345,8,241,638,300,887,1989,831,651,189,75,1868,728
560,Ealing Broadway     ,PM Peak     ,4970,68,1450,1292,2140,225,316,0,97,878,22,2247,246,209,140,0,172,1861,95
560,Ealing Broadway     ,Evening     ,1834,122,846,282,949,1,119,0,21,410,53,1312,137,13,45,0,32,196,99
560,Ealing Broadway     ,Late  ,579,78,174,79,201,0,90,0,0,114,95,370,102,0,0,0,6,6,96
560,Ealing Broadway     ,   Total day,30501,11320,2994,17668,4726,431,1027,8,628,2267,3745,5062,12873,1204,1436,309,404,4850,4363
561,Ealing Common ,Early ,355,10,0,10,0,0,0,0,0,0,345,0,10,0,0,0,0,0,345
561,Ealing Common ,AM peak     ,2037,1644,0,1967,47,0,12,0,1,5,5,3,1710,0,180,0,0,141,3
561,Ealing Common ,Midday,1212,116,162,543,368,15,23,17,96,151,0,286,316,109,35,52,0,401,13
561,Ealing Common ,PM Peak     ,1031,121,632,211,736,0,21,0,0,36,27,674,131,3,1,0,0,194,27
561,Ealing Common ,Evening     ,334,33,115,60,123,0,33,0,0,106,11,253,35,0,0,0,0,35,11
561,Ealing Common ,Late  ,93,0,7,8,7,0,0,0,0,71,8,78,0,0,0,0,0,8,8
561,Ealing Common ,   Total day,5063,1924,915,2799,1281,15,89,17,97,369,396,1293,2203,113,217,52,0,779,406
562,Earl's Court  ,Early ,795,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,795
562,Earl's Court  ,AM peak     ,8494,5768,79,6891,292,0,67,0,919,190,136,232,6371,264,544,229,0,682,173
562,Earl's Court  ,Midday,9098,952,1016,3001,1760,232,142,74,2073,1409,407,2392,2013,594,480,665,438,2016,500
562,Earl's Court  ,PM Peak     ,7627,364,3204,1603,3866,14,113,41,474,1052,464,4075,643,117,207,113,451,1361,660
562,Earl's Court  ,Evening     ,3100,161,1438,350,1511,138,77,0,214,599,211,2185,208,77,0,8,12,505,104
562,Earl's Court  ,Late  ,1381,49,442,80,453,0,9,0,8,567,265,995,54,0,0,0,22,34,276
562,Earl's Court  ,   Total day,30495,7295,6178,11925,7882,384,407,115,3687,3816,2278,9879,9289,1052,1231,1014,924,4598,2508
563,East Acton    ,Early ,422,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,422
563,East Acton    ,AM peak     ,2255,1616,35,1956,82,0,53,0,0,79,87,46,1788,120,84,0,0,65,152
563,East Acton    ,Midday,1824,324,77,1044,232,0,0,0,0,413,135,298,457,197,235,62,0,502,72
563,East Acton    ,PM Peak     ,1447,22,585,266,800,0,81,0,0,98,203,762,40,131,24,0,0,198,292
563,East Acton    ,Evening     ,468,0,92,96,204,0,4,0,0,130,34,182,24,0,41,0,91,49,81
563,East Acton    ,Late  ,107,0,62,0,62,0,0,0,0,16,29,78,0,0,0,0,0,0,29
563,East Acton    ,   Total day,6524,1962,852,3362,1380,0,137,0,0,736,909,1367,2310,449,383,62,91,813,1049
565,East Finchley ,Early ,670,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,670
565,East Finchley ,AM peak     ,6309,4964,2,5460,2,0,188,0,5,108,546,4,5270,45,221,0,0,319,450
565,East Finchley ,Midday,2755,723,33,1649,203,0,29,0,0,671,204,435,872,260,214,146,0,654,174
565,East Finchley ,PM Peak     ,1853,232,533,748,668,86,58,0,0,293,0,756,329,83,25,0,0,657,3
565,East Finchley ,Evening     ,524,41,189,124,199,0,33,0,0,83,84,306,41,0,10,0,0,83,84
565,East Finchley ,Late  ,175,42,0,42,0,0,0,0,0,61,72,55,42,0,0,0,0,7,72
565,East Finchley ,   Total day,12286,6001,758,8023,1072,86,308,0,5,1216,1575,1556,6553,388,470,146,0,1720,1453
566,East Ham,Early ,4418,0,0,0,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,4418
566,East Ham,AM peak     ,8527,5754,31,6870,191,0,209,0,0,7,1250,160,5988,54,595,0,0,431,1297
566,East Ham,Midday,5723,819,182,2722,363,700,166,0,0,574,1198,1049,1158,380,552,0,40,1156,1388
566,East Ham,PM Peak     ,3128,579,483,1075,731,307,4,0,0,401,609,727,579,70,307,0,0,623,822
566,East Ham,Evening     ,1262,82,286,587,286,0,0,0,0,188,201,452,82,0,0,0,1,524,202
566,East Ham,Late  ,278,2,65,18,65,0,0,0,0,20,174,85,2,0,0,0,0,14,176
566,East Ham,   Total day,23334,7236,1048,11272,1636,1008,379,0,0,1190,7850,2474,7809,504,1454,0,41,2748,8304
567,East Putney   ,Early ,514,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,514
567,East Putney   ,AM peak     ,5152,4330,16,4885,39,0,20,0,0,164,44,16,4423,33,343,0,0,227,110
567,East Putney   ,Midday,2064,418,196,1195,386,0,143,0,44,148,147,376,650,87,219,0,0,642,91
567,East Putney   ,PM Peak     ,1897,75,799,580,851,56,70,0,0,331,8,1226,81,34,44,0,0,488,24
567,East Putney   ,Evening     ,669,3,366,122,398,0,6,5,0,108,30,483,3,0,0,5,25,126,27
567,East Putney   ,Late  ,178,6,0,6,40,0,31,0,0,57,43,88,6,0,0,0,40,0,43
567,East Putney   ,   Total day,10473,4832,1378,6789,1713,56,271,5,44,808,787,2190,5163,154,606,5,65,1482,809
564,Eastcote,Early ,519,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,519
564,Eastcote,AM peak     ,2444,1925,34,2250,85,0,0,0,15,21,72,34,1963,72,20,12,8,207,128
